CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,-0.27,-0.34,0.61,0.031,0.032,-0.016,,
0.0892,0,-0.48,0.62,0.042,0.051,-0.018,,
0.09,0.41,-0.53,0.74,0.039,0.057,-0.016,,
0.0908,0.34,-0.45,0.15,0.025,0.049,-0.012,,
0.0917,0.15,-0.14,-0.57,-0.004,0.04,-0.009,,
0.0925,0.07,0.49,-0.68,-0.03,0.026,-0.003,,
0.0933,-0.06,0.74,-0.12,-0.024,0.015,-0.008,,
0.0942,-0.21,0.26,0.45,0.003,0.011,-0.011,,
0.095,-0.31,-0.44,0.48,0.019,0.02,-0.012,,
0.0958,-0.16,-0.42,-0.07,0.008,0.036,-0.012,,
0.0967,0.18,0.16,-0.04,-0.006,0.049,-0.008,,
0.0975,0.46,0.38,0.28,0,0.052,-0.006,,
0.0983,0.51,-0.04,0.63,0.014,0.053,-0.005,,
0.0992,0.33,-0.5,0.41,0.015,0.053,-0.01,,
0.1,0.27,-0.37,0.4,0.005,0.056,-0.007,,
0.1008,0.48,-0.02,0.85,-0.01,0.045,-0.005,,
0.1017,0.44,0.3,0.94,-0.024,0.022,-0.007,,
0.1025,0.01,0.38,0.74,-0.031,-0.008,-0.004,,
0.1033,-0.41,0.29,0.73,-0.033,-0.016,-0.005,,
0.1042,-0.37,0.32,0.87,-0.034,-0.001,-0.005,,
0.105,0.03,0.48,0.85,-0.029,0.022,-0.001,,
0.1058,0.55,0.35,1.03,-0.011,0.037,-0.001,,
0.1067,0.94,-0.12,1.31,0.009,0.032,-0.003,,
0.1075,0.57,-0.46,0.95,0.017,0.011,-0.003,,
0.1083,0.03,-0.54,0.68,0.021,-0.003,-0.006,,
0.1092,-0.07,-0.5,0.7,0.015,-0.007,-0.005,,
0.11,-0.04,-0.25,0.74,0.011,-0.006,-0.005,,
0.1108,0.06,-0.05,0.99,0.004,-0.007,-0.006,,
0.1117,0.06,0.06,1.25,-0.011,-0.01,-0.005,,
0.1125,-0.14,0.27,1.11,-0.034,-0.017,-0.004,,
0.1133,-0.37,0.67,0.78,-0.044,-0.02,-0.004,,
0.1142,-0.39,0.7,0.93,-0.022,-0.011,0,,
0.115,-0.17,0.12,0.87,0.02,0.002,-0.002,,
0.1158,-0.46,-0.94,0.39,0.063,0.009,0.006,,
0.1167,0.13,-1.59,-0.19,0.073,0.012,0.003,,
0.1175,0.42,-1.22,-0.54,0.03,0.001,-0.003,,
0.1183,0.09,-0.19,-0.46,-0.026,-0.015,0.002,,
0.1192,-0.24,0.87,0.31,-0.063,-0.025,0.011,,
0.12,-0.52,1.11,1.31,-0.064,-0.024,0.011,,
0.1208,-0.7,0.74,1.92,-0.049,-0.013,0.009,,
0.1217,-0.64,0.49,2.03,-0.024,-0.011,0.007,,
0.1225,-0.63,0.13,2.49,-0.008,0.004,0,,
0.1233,-0.22,-0.46,1.21,0.025,0.009,0.001,,
0.1242,0.6,-0.86,0.49,0.015,0.031,0.001,,
0.125,0.88,-0.72,0.36,0.001,0.036,-0.001,,
0.1258,0.63,-0.32,0.77,0.003,0.016,0.008,,
0.1267,0.17,-0.15,0.56,0.004,-0.012,0.009,,
0.1275,-0.4,-0.29,0.59,0,-0.037,0.004,,
0.1283,-0.63,-0.05,0.66,-0.02,-0.046,0.008,,
0.1292,-0.43,0.55,0.29,-0.042,-0.04,0.005,,
0.13,-0.27,0.73,-0.01,-0.047,-0.027,0.002,,
0.1308,0.16,0.27,-0.15,-0.029,-0.011,0.006,,
0.1317,0.36,-0.31,-0.22,-0.002,0,0.006,,
0.1325,0.41,-0.61,0.15,0.018,0.003,0.006,,
0.1333,0.27,-0.77,0.31,0.027,-0.009,0.01,,
0.1342,0.09,-0.71,0.35,0.02,-0.028,0.009,,
0.135,-0.18,-0.37,0.49,-0.001,-0.045,0.006,,
0.1358,-0.32,0.06,0.72,-0.023,-0.05,0.009,,
0.1367,-0.21,0.36,0.98,-0.035,-0.042,0.002,,
0.1375,-0.08,0.47,1.4,-0.037,-0.031,0.003,,
0.1383,0.05,0.29,1.15,-0.029,-0.022,0.005,,
0.1392,0.11,0.05,1.2,-0.018,-0.022,0.001,,
0.14,0.11,-0.17,0.69,-0.011,-0.02,0.005,,
0.1408,0.22,-0.39,0.1,-0.007,-0.017,0.004,,
0.1417,0.32,-0.38,0.28,-0.01,-0.016,0.004,,
0.1425,0.36,-0.26,0.29,-0.01,-0.02,0.009,,
0.1433,0.23,-0.1,0.6,-0.017,-0.035,0.008,,
0.1442,0,0.12,0.74,-0.026,-0.05,0.01,,
0.145,-0.42,0.26,0.62,-0.033,-0.068,0.009,,
0.1458,-0.59,0.29,0.59,-0.033,-0.066,0.008,,
0.1467,-0.42,0.08,0.57,-0.023,-0.057,0.003,,
0.1475,-0.14,-0.16,0.64,-0.014,-0.038,0.007,,
0.1483,0.16,-0.31,0.63,-0.01,-0.025,0.008,,
0.1492,0.29,-0.13,0.74,-0.016,-0.012,0.011,,
0.15,0.45,0.03,0.61,-0.019,-0.007,0.011,,
0.1508,0.42,0.1,0.59,-0.022,-0.007,0.011,,
0.1517,0.25,-0.01,0.67,-0.018,-0.016,0.005,,
0.1525,-0.16,-0.08,0.73,-0.016,-0.026,0.002,,
0.1533,-0.29,-0.11,0.72,-0.023,-0.033,0.003,,
0.1542,-0.17,0,0.77,-0.035,-0.025,0.002,,
0.155,0.06,0.3,0.95,-0.051,-0.013,0.001,,
0.1558,0.11,0.58,0.94,-0.061,0.001,-0.001,,
0.1567,0.3,0.72,0.79,-0.068,0.014,0,,
0.1575,0.36,0.47,0.72,-0.059,0.02,0,,
0.1583,0.27,0.28,0.7,-0.047,0.018,-0.005,,
0.1592,0.02,0.05,0.4,-0.034,0.007,-0.005,,
0.16,-0.26,-0.11,0.41,-0.028,-0.002,-0.008,,
0.1608,-0.28,-0.09,0.45,-0.029,-0.003,-0.007,,
0.1617,-0.3,0.15,0.52,-0.037,0.003,-0.005,,
0.1625,-0.1,0.33,0.59,-0.043,0.014,-0.004,,
0.1633,0.09,0.46,0.72,-0.044,0.028,-0.001,,
0.1642,0.22,0.36,0.62,-0.034,0.035,-0.001,,
0.165,0.17,0.22,0.33,-0.02,0.034,-0.002,,
0.1658,0.07,-0.09,-0.08,-0.001,0.021,-0.001,,
0.1667,-0.2,-0.51,-0.29,0.019,0.01,0,,
0.1675,-0.2,-0.78,-0.28,0.031,0.01,-0.004,,
0.1683,-0.2,-0.6,-0.31,0.027,0.012,-0.003,,
0.1692,-0.22,-0.29,-0.39,0.017,0.012,-0.003,,
0.17,-0.27,0.06,-0.17,0.003,0.007,-0.004,,
0.1708,-0.49,0.09,0.11,-0.006,0,-0.004,,
0.1717,-0.58,0.07,0.6,-0.017,0.004,-0.008,,
0.1725,-0.33,0.19,0.84,-0.029,0.017,-0.007,,
0.1733,-0.08,0.32,0.91,-0.033,0.031,-0.005,,
0.1742,0.16,0.36,0.98,-0.032,0.039,-0.009,,
0.175,0.15,0.22,0.93,-0.025,0.04,-0.011,,
0.1758,0,0.04,0.86,-0.015,0.038,-0.013,,
0.1767,0.08,-0.23,1.01,-0.008,0.043,-0.014,,
0.1775,0.24,-0.28,1.49,-0.001,0.052,-0.021,,
0.1783,0.31,0.05,1.31,-0.005,0.055,-0.019,,
0.1792,0.26,0.25,1.04,-0.005,0.048,-0.015,,
0.18,0.07,0.11,0.59,0.005,0.032,-0.013,,
0.1808,-0.13,-0.34,0.28,0.021,0.019,-0.011,,
0.1817,-0.35,-0.55,-0.12,0.022,0.014,-0.007,,
0.1825,-0.23,-0.37,-0.51,0.008,0.02,-0.008,,
0.1833,0.15,-0.07,-0.56,-0.008,0.027,-0.009,,
0.1842,0.14,0.15,-0.34,-0.018,0.027,-0.006,,
0.185,0.03,0.18,-0.13,-0.027,0.027,-0.01,,
0.1858,0.14,0.37,0.25,-0.036,0.037,-0.006,,
0.1867,0.22,0.53,0.61,-0.032,0.039,-0.004,,
0.1875,0.16,0.4,0.94,-0.017,0.038,-0.004,,
0.1883,0.23,-0.12,1.01,-0.001,0.037,-0.005,,
0.1892,0.31,-0.53,0.69,0,0.039,-0.005,,
0.19,0.44,-0.4,0.31,-0.014,0.032,-0.008,,
0.1908,0.22,0.02,0.37,-0.029,0.011,-0.006,,
0.1917,-0.27,0.34,0.47,-0.037,-0.011,-0.008,,
0.1925,-0.4,0.35,0.98,-0.032,-0.018,-0.005,,
0.1933,-0.29,0.16,1.41,-0.029,-0.007,0,,
0.1942,0.06,0.19,1.44,-0.032,0.017,-0.002,,
0.195,0.64,0.27,1.05,-0.037,0.04,0,,
0.1958,0.97,0.31,0.65,-0.037,0.048,0.002,,
0.1967,0.85,0.22,0.44,-0.027,0.037,-0.002,,
0.1975,0.46,-0.07,0.49,-0.009,0.015,-0.006,,
0.1983,-0.04,-0.35,0.69,0.007,-0.005,-0.006,,
0.1992,-0.3,-0.53,0.87,0.016,-0.015,-0.007,,
0.2,-0.29,-0.54,0.84,0.007,-0.014,-0.005,,
0.2008,-0.09,-0.2,0.61,-0.019,-0.004,-0.002,,
0.2017,0.17,0.37,0.7,-0.044,0.006,-0.002,,
0.2025,0.08,0.52,0.91,-0.053,0.001,0,,
0.2033,-0.32,0.47,0.99,-0.05,-0.01,0.002,,
0.2042,-0.49,0.25,1.11,-0.025,-0.018,0.006,,
0.205,-0.51,-0.16,1.22,-0.002,-0.023,0.004,,
0.2058,-0.77,-0.61,0.58,0.018,-0.03,0.006,,
0.2067,-0.4,-0.78,0.18,0.024,-0.03,0.006,,
0.2075,-0.08,-0.74,-0.49,-0.001,-0.022,-0.001,,
0.2083,0.03,-0.09,-0.39,-0.036,-0.011,0.002,,
0.2092,0.12,0.62,0,-0.06,0.003,0.004,,
0.21,0.03,0.91,0.88,-0.064,0.017,0.01,,
0.2108,-0.07,0.24,1.31,-0.048,0.018,0.007,,
0.2117,-0.21,-0.18,1.3,-0.03,0.009,0.006,,
0.2125,-0.29,-0.35,1.07,-0.023,-0.006,0,,
0.2133,-0.32,-0.14,0.75,-0.022,-0.017,0.002,,
0.2142,-0.09,0.03,0.67,-0.026,-0.018,0.005,,
0.215,0.05,-0.04,0.92,-0.017,-0.01,0.002,,
0.2158,0.04,-0.19,1.1,-0.003,-0.003,0.006,,
0.2167,0.08,-0.46,1.06,0.008,-0.005,0.006,,
0.2175,0.01,-0.38,0.94,-0.005,-0.005,0.005,,
0.2183,0.13,-0.04,0.45,-0.027,-0.008,0.009,,
0.2192,0.23,0.28,0.03,-0.045,-0.011,0.008,,
0.22,0.27,0.42,-0.09,-0.046,-0.011,0.008,,
0.2208,0.05,0.19,-0.04,-0.03,-0.018,0.009,,
0.2217,-0.06,-0.2,0.36,-0.01,-0.024,0.008,,
0.2225,-0.12,-0.29,0.34,-0.001,-0.028,0.006,,
0.2233,-0.09,-0.43,0.23,0.003,-0.034,0.009,,
0.2242,-0.08,-0.45,0.22,0,-0.041,0.007,,
0.225,-0.06,-0.35,0.28,-0.006,-0.04,0.008,,
0.2258,-0.01,-0.34,0.33,-0.009,-0.043,0.009,,
0.2267,-0.16,-0.26,0.83,-0.015,-0.039,0.009,,
0.2275,-0.15,0.13,1.12,-0.03,-0.036,0.009,,
0.2283,-0.04,0.33,1.09,-0.037,-0.034,0.006,,
0.2292,0.03,0.35,0.97,-0.042,-0.027,0.007,,
0.23,0.11,0.13,0.8,-0.034,-0.03,0.007,,
0.2308,0.1,-0.11,0.64,-0.025,-0.029,0.005,,
0.2317,0.08,-0.3,0.59,-0.014,-0.028,0.008,,
0.2325,0.06,-0.37,0.72,-0.01,-0.03,0.008,,
0.2333,0.15,-0.24,0.76,-0.012,-0.028,0.012,,
0.2342,0.12,-0.08,0.5,-0.021,-0.036,0.011,,
0.235,-0.05,0.04,0.52,-0.028,-0.042,0.011,,
0.2358,-0.16,0.09,0.57,-0.03,-0.051,0.011,,
0.2367,-0.19,0.05,0.6,-0.027,-0.05,0.01,,
0.2375,-0.15,-0.12,0.86,-0.02,-0.047,0.007,,
0.2383,-0.02,-0.18,0.95,-0.021,-0.035,0.01,,
0.2392,0.15,-0.08,0.87,-0.03,-0.024,0.008,,
0.24,0.37,0.09,0.82,-0.043,-0.007,0.01,,
0.2408,0.51,0.31,0.53,-0.055,0.008,0.012,,
0.2417,0.51,0.39,0.63,-0.06,0.01,0.011,,
0.2425,0.45,0.37,1.02,-0.054,0.005,0.006,,
0.2433,0.19,0.07,1.16,-0.04,-0.004,0.009,,
0.2442,-0.08,-0.04,1.25,-0.038,-0.013,0.003,,
0.245,-0.32,-0.01,1.09,-0.044,-0.013,-0.001,,
0.2458,-0.31,0.23,0.95,-0.061,0.001,0,,
0.2467,-0.08,0.63,0.65,-0.077,0.022,-0.002,,
0.2475,0.24,0.75,0.66,-0.076,0.038,0.001,,
0.2483,0.4,0.5,0.81,-0.06,0.045,0,,
0.2492,0.31,0.12,1.05,-0.045,0.044,-0.003,,
0.25,0.09,0.01,0.94,-0.042,0.038,-0.003,,
0.2508,-0.12,0.18,0.61,-0.05,0.032,0.001,,
0.2517,-0.2,0.39,0.54,-0.053,0.032,-0.004,,
0.2525,-0.12,0.39,0.49,-0.042,0.045,-0.003,,
0.2533,0.08,0.28,0.45,-0.024,0.057,-0.002,,
0.2542,0.16,0.01,0.32,0,0.061,0.001,,
0.255,0.17,-0.38,0.07,0.027,0.057,0,,
0.2558,0.09,-0.72,-0.28,0.044,0.047,0.001,,
0.2567,0.02,-0.97,-0.43,0.045,0.031,0.001,,
0.2575,-0.19,-0.79,-0.5,0.027,0.016,0.002,,
0.2583,-0.46,-0.27,-0.39,0.002,0.006,0.002,,
0.2592,-0.59,0.22,-0.02,-0.018,0.005,0,,
0.26,-0.61,0.43,0.46,-0.029,0.015,-0.004,,
0.2608,-0.55,0.48,0.91,-0.036,0.029,-0.003,,
0.2617,-0.41,0.5,0.84,-0.04,0.053,-0.007,,
0.2625,-0.07,0.47,0.79,-0.037,0.073,-0.008,,
0.2633,0.35,0.16,0.83,-0.024,0.084,-0.01,,
0.2642,0.58,-0.17,1.08,-0.012,0.088,-0.014,,
0.265,0.49,-0.14,1.24,-0.004,0.085,-0.014,,
0.2658,0.3,-0.13,1.17,0.006,0.074,-0.013,,
0.2667,0.18,-0.2,1.17,0.011,0.068,-0.017,,
0.2675,0.11,-0.22,1.08,0.008,0.063,-0.015,,
0.2683,0.01,0.04,0.59,-0.005,0.061,-0.013,,
0.2692,0.03,0.29,0.26,-0.015,0.061,-0.013,,
0.27,0.15,0.25,0.08,-0.012,0.061,-0.011,,
0.2708,0.22,0.03,-0.13,-0.003,0.057,-0.007,,
0.2717,0.01,-0.13,-0.4,0.008,0.048,-0.007,,
0.2725,-0.17,-0.31,-0.41,0.018,0.051,-0.009,,
0.2733,-0.02,-0.39,-0.41,0.02,0.063,-0.007,,
0.2742,0.28,-0.39,-0.23,0.012,0.071,-0.006,,
0.275,0.43,-0.12,-0.17,-0.006,0.073,-0.007,,
0.2758,0.34,0.25,0.12,-0.022,0.066,-0.005,,
0.2767,0.25,0.38,0.47,-0.031,0.063,-0.002,,
0.2775,0.21,0.49,0.69,-0.036,0.063,-0.004,,
0.2783,0.2,0.39,0.83,-0.027,0.062,-0.005,,
0.2792,0.32,0.02,0.99,-0.013,0.062,-0.003,,
0.28,0.32,-0.14,1.07,-0.006,0.057,-0.004,,
0.2808,0.14,-0.15,0.89,-0.009,0.05,-0.003,,
0.2817,0.1,0,0.85,-0.021,0.044,-0.005,,
0.2825,0.15,0.25,0.76,-0.029,0.042,-0.003,,
0.2833,0.16,0.34,0.7,-0.027,0.041,-0.002,,
0.2842,0.37,0.19,0.75,-0.02,0.05,0.001,,
0.285,0.46,0.09,0.81,-0.008,0.06,-0.001,,
0.2858,0.68,-0.11,0.63,0.001,0.064,0,,
0.2867,0.69,-0.41,0.9,0.012,0.06,-0.001,,
0.2875,0.31,-0.45,0.83,0.016,0.046,-0.006,,
0.2883,0,-0.22,0.55,0.004,0.026,-0.006,,
0.2892,-0.15,-0.05,0.76,-0.009,0.014,-0.005,,
0.29,-0.05,0.24,1.13,-0.02,0.018,-0.007,,
0.2908,0.11,0.29,1.2,-0.025,0.031,-0.003,,
0.2917,0.22,0.4,1.12,-0.023,0.036,0.003,,
0.2925,0.04,0.16,0.96,-0.011,0.03,0.005,,
0.2933,-0.25,-0.25,0.73,0.007,0.02,0.007,,
0.2942,-0.3,-0.7,0.4,0.026,0.018,0.005,,
0.295,-0.13,-0.82,0.09,0.024,0.023,-0.002,,
0.2958,-0.08,-0.77,-0.2,0,0.028,-0.004,,
0.2967,-0.04,0.59,0.14,-0.027,0.034,0.009,,
0.2975,-0.03,0.67,0.77,-0.036,0.043,0.009,,
0.2983,-0.09,0.26,1.3,-0.031,0.044,0.008,,
0.2992,-0.18,-0.11,1.25,-0.022,0.043,0.008,,
0.3,-0.15,-0.06,1.08,-0.024,0.041,0.004,,
0.3008,-0.16,0.24,0.85,-0.031,0.04,0.007,,
0.3017,-0.04,0.19,0.88,-0.023,0.044,0.006,,
0.3025,0.13,-0.24,1.34,-0.005,0.046,0.002,,
0.3033,0.13,-0.48,1.37,0.01,0.049,0.006,,
0.3042,0.18,-0.43,0.96,0.01,0.044,0.007,,
0.305,0.21,-0.29,0.58,0.004,0.031,0.005,,
0.3058,-0.05,-0.13,0.04,-0.008,0.012,0.009,,
0.3067,-0.29,-0.09,-0.22,-0.016,-0.009,0.006,,
0.3075,-0.36,0.08,-0.26,-0.018,-0.011,0.006,,
0.3083,-0.1,0.19,0.05,-0.023,0.004,0.01,,
0.3092,0.28,0.22,0.27,-0.019,0.024,0.012,,
0.31,0.64,0.15,0.44,-0.017,0.044,0.009,,
0.3108,0.68,-0.1,0.27,-0.005,0.043,0.011,,
0.3117,0.51,-0.31,0.19,0.002,0.031,0.008,,
0.3125,0.21,-0.38,0.05,0.009,0.012,0.004,,
0.3133,-0.09,-0.55,0.16,0.015,-0.007,0.006,,
0.3142,-0.32,-0.5,0.56,0.012,-0.016,0.003,,
0.315,-0.21,-0.31,0.82,0.001,-0.007,0.006,,
0.3158,0.04,0.01,0.79,-0.017,0.002,0.008,,
0.3167,0.22,0.25,0.83,-0.031,0.012,0.007,,
0.3175,0.31,0.37,0.54,-0.034,0.014,0.006,,
0.3183,0.31,0.1,0.7,-0.025,0.009,0.007,,
0.3192,0.11,-0.03,0.8,-0.017,0.005,0.007,,
0.32,0.04,-0.18,0.58,-0.007,0,0.006,,
0.3208,0,-0.3,0.69,-0.001,-0.005,0.009,,
0.3217,0.07,-0.33,0.44,0,-0.003,0.01,,
0.3225,0.11,-0.25,0.28,-0.011,-0.008,0.009,,
0.3233,0.13,-0.03,0.36,-0.023,-0.006,0.012,,
0.3242,0.1,0.14,0.63,-0.028,-0.013,0.009,,
0.325,-0.08,0.22,0.78,-0.022,-0.014,0.009,,
0.3258,-0.12,-0.01,0.93,-0.009,-0.015,0.009,,
0.3267,-0.02,-0.22,1.12,-0.003,-0.003,0.008,,
0.3275,0.2,-0.36,1.18,-0.003,0.005,0.006,,
0.3283,0.34,-0.13,0.9,-0.02,0.02,0.012,,
0.3292,0.66,0.08,0.53,-0.032,0.03,0.01,,
0.33,0.73,0.2,0.39,-0.034,0.033,0.009,,
0.3308,0.49,0.1,0.54,-0.026,0.024,0.008,,
0.3317,0.14,-0.01,0.8,-0.024,0.014,0.005,,
0.3325,-0.08,0.13,0.84,-0.028,0.005,0.003,,
0.3333,-0.22,0.16,0.7,-0.031,0.003,0.006,,
0.3342,-0.05,0.22,0.63,-0.033,0.01,0.002,,
0.335,0.14,0.15,0.48,-0.032,0.021,0.003,,
0.3358,0.29,0.05,0.52,-0.031,0.034,0.004,,
0.3367,0.3,0.04,0.48,-0.031,0.041,0.002,,
0.3375,0.19,0.13,0.55,-0.034,0.045,-0.001,,
0.3383,0.11,0.11,0.82,-0.034,0.043,0.001,,
0.3392,-0.02,0.24,1,-0.041,0.043,-0.001,,
0.34,-0.03,0.39,1.01,-0.045,0.043,-0.002,,
0.3408,-0.08,0.38,1.08,-0.044,0.044,0,,
0.3417,-0.03,0.32,1.09,-0.04,0.044,-0.004,,
0.3425,-0.02,0.27,0.97,-0.038,0.047,-0.003,,
0.3433,-0.06,0.3,0.77,-0.033,0.045,-0.004,,
0.3442,-0.07,0.25,0.68,-0.021,0.048,-0.001,,
0.345,-0.01,0.01,0.47,0,0.049,-0.002,,
