CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,-0.93,-0.09,0.98,0.011,-0.029,-0.012,,
0.0892,-0.45,-0.57,0.2,0.027,0.007,-0.012,,
0.09,0.56,-0.61,-0.24,0.026,0.052,-0.01,,
0.0908,1.3,-0.33,-0.83,0,0.084,-0.007,,
0.0917,1.24,0.13,-1,-0.024,0.08,0.003,,
0.0925,0.68,0.18,-0.55,-0.036,0.049,0.003,,
0.0933,-0.23,0.2,0.06,-0.038,0.014,0.003,,
0.0942,-0.8,0.18,0.54,-0.028,-0.014,0.002,,
0.095,-0.96,0.14,0.72,-0.025,-0.028,0,,
0.0958,-0.89,0.22,0.57,-0.023,-0.028,0.003,,
0.0967,-0.5,0.19,0.37,-0.028,-0.014,0.003,,
0.0975,0.05,0.24,0.16,-0.037,0.015,0.005,,
0.0983,0.45,0.23,0.14,-0.042,0.041,0.005,,
0.0992,0.56,0.17,0.28,-0.036,0.059,0.006,,
0.1,0.44,0,0.5,-0.03,0.059,0.005,,
0.1008,0.08,-0.04,0.67,-0.026,0.047,0.004,,
0.1017,-0.18,0.03,0.74,-0.035,0.032,-0.002,,
0.1025,-0.36,0.33,0.78,-0.046,0.023,-0.007,,
0.1033,-0.25,0.53,0.87,-0.053,0.022,-0.008,,
0.1042,-0.29,0.62,0.73,-0.044,0.024,-0.007,,
0.105,-0.19,0.35,0.97,-0.022,0.037,-0.005,,
0.1058,0.04,-0.12,1.15,0.004,0.052,-0.004,,
0.1067,0.2,-0.46,0.95,0.02,0.058,-0.005,,
0.1075,0.34,-0.57,0.52,0.031,0.057,0,,
0.1083,0.29,-0.63,0.26,0.038,0.039,0.004,,
0.1092,-0.06,-0.67,0.52,0.032,0.02,0.004,,
0.11,-0.14,-0.71,1.12,0.023,0.004,0.004,,
0.1108,-0.18,-0.49,1.3,0.003,-0.01,0.003,,
0.1117,-0.21,-0.06,1.25,-0.014,-0.023,0.005,,
0.1125,-0.23,0.25,1.13,-0.021,-0.034,0.006,,
0.1133,-0.38,0.25,0.98,-0.017,-0.042,0.009,,
0.1142,-0.42,0.15,0.76,-0.008,-0.037,0.007,,
0.115,-0.18,-0.15,0.79,0.009,-0.013,0.004,,
0.1158,0.33,-0.66,0.98,0.029,0.005,0.006,,
0.1167,0.47,-0.79,0.85,0.021,0.016,0.005,,
0.1175,0.46,-0.46,0.81,0,0.014,0.004,,
0.1183,0.1,0.04,0.93,-0.027,0.001,0.003,,
0.1192,-0.21,0.47,1.02,-0.047,-0.005,0,,
0.12,-0.18,0.52,1.23,-0.048,0.001,-0.002,,
0.1208,0.05,0.39,1.46,-0.04,0.016,0,,
0.1217,0.29,0.18,1.2,-0.036,0.029,0.003,,
0.1225,0.44,0.16,0.75,-0.037,0.032,0.001,,
0.1233,0.53,0.02,0.31,-0.037,0.031,0.004,,
0.1242,0.51,-0.05,-0.02,-0.038,0.02,0.006,,
0.125,0.3,-0.11,0.34,-0.035,0.005,0.005,,
0.1258,0.01,-0.02,0.76,-0.041,-0.004,0.008,,
0.1267,-0.17,0.36,0.94,-0.049,-0.012,0.004,,
0.1275,-0.13,0.51,1.04,-0.05,-0.013,0.004,,
0.1283,-0.09,0.47,0.73,-0.047,-0.018,0.007,,
0.1292,-0.3,0.32,0.47,-0.039,-0.028,0.004,,
0.13,-0.34,0.11,0.2,-0.035,-0.018,0.003,,
0.1308,-0.03,-0.12,-0.05,-0.026,-0.001,0.005,,
0.1317,0.3,-0.21,0.2,-0.02,0.017,0.004,,
0.1325,0.51,0.01,0.1,-0.023,0.027,0.007,,
0.1333,0.42,0.16,-0.28,-0.025,0.018,0.006,,
0.1342,0.09,0.23,-0.48,-0.02,0,0.003,,
0.135,-0.31,0,-0.29,-0.006,-0.015,0.001,,
0.1358,-0.43,-0.32,0.12,0.01,-0.013,-0.001,,
0.1367,-0.26,-0.47,0.42,0.023,-0.005,0,,
0.1375,0.02,-0.36,0.23,0.015,0.013,0.004,,
0.1383,0.38,-0.05,-0.46,0.006,0.017,0.003,,
0.1392,0.33,-0.11,-0.72,0.001,0.011,0.002,,
0.14,0.12,-0.36,-0.24,0.005,-0.003,-0.001,,
0.1408,-0.48,-0.17,0.32,-0.004,-0.01,-0.004,,
0.1417,-0.41,0.2,0.61,-0.024,-0.009,0,,
0.1425,-0.27,0.52,0.81,-0.034,0.001,0.002,,
0.1433,0.02,0.51,0.88,-0.03,0.005,-0.003,,
0.1442,0.09,0.17,0.86,-0.015,0.006,-0.006,,
0.145,0,-0.2,0.9,-0.005,0.007,-0.007,,
0.1458,-0.07,-0.27,0.8,0.004,0.008,-0.01,,
0.1467,-0.03,-0.16,0.68,0.007,0.005,-0.007,,
0.1475,-0.24,-0.19,0.55,0.019,-0.001,-0.008,,
0.1483,-0.4,-0.43,0.43,0.031,-0.008,-0.009,,
0.1492,-0.4,-0.66,0.81,0.035,-0.006,-0.011,,
0.15,-0.2,-0.17,1.24,0.015,0.003,-0.013,,
0.1508,0.12,0.58,1.1,-0.019,0.019,-0.013,,
0.1517,0.31,0.88,0.58,-0.033,0.034,-0.001,,
0.1525,0.41,0.41,0.2,-0.008,0.047,0.005,,
0.1533,0.32,-0.75,0.21,0.045,0.054,0.002,,
0.1542,0.08,-1.51,0.69,0.087,0.042,0,,
0.155,-0.21,-1.39,0.72,0.091,0.021,-0.005,,
0.1558,-0.42,-0.74,0.49,0.058,-0.003,-0.008,,
0.1567,-0.55,-0.05,0.47,0.012,-0.018,-0.003,,
0.1575,-0.55,0.59,0.71,-0.031,-0.017,-0.002,,
0.1583,-0.25,0.95,1.02,-0.062,0.006,-0.005,,
0.1592,-0.11,1.11,1.3,-0.071,0.02,0.001,,
0.16,-0.11,0.96,1.66,-0.057,0.027,0.005,,
0.1608,-0.18,0.55,1.76,-0.026,0.029,-0.001,,
0.1617,-0.2,0.05,1.59,-0.006,0.024,0,,
0.1625,0.01,-0.57,0.54,0.008,0.025,-0.006,,
0.1633,0.03,-0.57,0.02,0.006,0.017,-0.016,,
0.1642,-0.06,-0.18,0.34,0.001,0.021,-0.012,,
0.165,0.1,0.13,0.48,0.002,0.036,-0.014,,
0.1658,0.31,-0.14,0.33,0.001,0.052,-0.012,,
0.1667,0.24,-0.05,0.58,-0.006,0.061,-0.013,,
0.1675,0.34,0.46,0.53,-0.032,0.067,-0.017,,
0.1683,0.66,0.87,0.81,-0.047,0.071,-0.013,,
0.1692,0.75,0.71,1.07,-0.041,0.063,-0.008,,
0.17,0.57,0.29,1.14,-0.018,0.048,-0.008,,
0.1708,0.2,-0.08,1.51,0.016,0.02,-0.004,,
0.1717,-0.18,-0.62,1.49,0.048,-0.01,-0.005,,
0.1725,-0.31,-0.98,0.84,0.06,-0.027,-0.008,,
0.1733,-0.11,-1.06,0.45,0.055,-0.031,-0.006,,
0.1742,0.1,-0.64,0.41,0.031,-0.027,-0.009,,
0.175,0.18,0.11,0.63,0.006,-0.016,-0.008,,
0.1758,0.23,0.43,1.03,0.002,-0.006,-0.003,,
0.1767,0.16,0.16,1.36,0.013,0,-0.002,,
0.1775,0.15,-0.29,1.05,0.015,0.012,-0.002,,
0.1783,0.4,-0.26,0.29,0.007,0.022,-0.006,,
0.1792,0.74,-0.03,0.03,-0.009,0.025,-0.01,,
0.18,0.5,0.16,0.22,-0.014,0.01,-0.01,,
0.1808,0.08,0.1,0.48,-0.001,-0.008,-0.008,,
0.1817,-0.33,-0.1,0.59,0.017,-0.017,-0.008,,
0.1825,-0.58,-0.43,0.48,0.043,-0.019,-0.006,,
0.1833,-0.4,-0.81,0.22,0.049,-0.006,-0.004,,
0.1842,-0.02,-0.66,-0.59,0.026,0.013,-0.006,,
0.185,0.47,-0.15,-0.9,-0.008,0.025,-0.004,,
0.1858,0.6,0.34,-0.59,-0.036,0.029,0.002,,
0.1867,0.4,0.65,0.02,-0.043,0.022,0.003,,
0.1875,-0.04,0.43,0.65,-0.031,0.003,0.005,,
0.1883,-0.52,0.1,0.65,-0.025,-0.016,0.003,,
0.1892,-0.72,0.08,0.31,-0.027,-0.028,-0.001,,
0.19,-0.63,0.19,0.07,-0.035,-0.027,0.003,,
0.1908,-0.33,0.36,0.16,-0.036,-0.012,0.004,,
0.1917,0.06,0.25,0.39,-0.032,0.012,0.003,,
0.1925,0.33,0.16,0.72,-0.023,0.034,0.005,,
0.1933,0.37,0.06,0.91,-0.015,0.042,0.003,,
0.1942,0.18,-0.02,0.99,-0.008,0.034,0.003,,
0.195,-0.07,-0.09,0.71,-0.013,0.019,0,,
0.1958,-0.32,0.02,0.76,-0.02,0.006,-0.003,,
0.1967,-0.34,0.02,0.89,-0.024,0.006,-0.004,,
0.1975,-0.34,0.21,0.88,-0.026,0.014,-0.004,,
0.1983,-0.09,0.32,0.9,-0.012,0.023,-0.005,,
0.1992,-0.01,0.14,0.98,0.013,0.021,0.001,,
0.2,-0.16,-0.19,0.79,0.034,0.018,0.004,,
0.2008,-0.07,-0.6,0.61,0.042,0.02,0.004,,
0.2017,0.18,-0.86,0.53,0.041,0.013,0.004,,
0.2025,0.11,-0.59,0.62,0.028,-0.008,0.004,,
0.2033,-0.14,-0.18,0.73,0.015,-0.036,0.008,,
0.2042,-0.62,-0.03,1.11,0.006,-0.063,0.006,,
0.205,-0.78,0,1.44,0.007,-0.066,0.007,,
0.2058,-0.63,-0.09,1.5,0.011,-0.057,0.008,,
0.2067,-0.27,-0.11,1.32,0.01,-0.041,0.006,,
0.2075,0.07,-0.26,0.75,0.01,-0.033,0.005,,
0.2083,0.2,-0.39,0.42,0.013,-0.029,0.003,,
0.2092,0.26,-0.55,0.52,0.019,-0.026,0,,
0.21,0.17,-0.66,0.93,0.022,-0.025,-0.001,,
0.2108,0.02,-0.31,1.06,0.007,-0.023,-0.001,,
0.2117,0,0.03,1.1,-0.012,-0.019,0,,
0.2125,0,0.47,1.02,-0.028,-0.016,-0.002,,
0.2133,0.16,0.47,0.79,-0.027,-0.01,-0.004,,
0.2142,0.41,0.06,0.62,-0.01,-0.005,-0.004,,
0.215,0.44,-0.33,0.51,0.007,-0.008,-0.003,,
0.2158,0.31,-0.58,0.46,0.013,-0.007,0.003,,
0.2167,0.17,-0.42,0.43,-0.001,-0.006,0.005,,
0.2175,0.15,0.06,0.54,-0.026,-0.004,0.004,,
0.2183,0.4,0.43,0.55,-0.038,-0.006,0.006,,
0.2192,0.27,0.41,0.88,-0.036,-0.025,0.004,,
0.22,-0.17,0.39,0.92,-0.027,-0.049,0,,
0.2208,-0.66,0.06,0.79,-0.013,-0.061,0,,
0.2217,-0.85,-0.07,1.11,-0.009,-0.054,0.003,,
0.2225,-0.39,-0.04,0.6,-0.009,-0.03,0.009,,
0.2233,0.09,-0.1,0.04,-0.012,-0.014,0.008,,
0.2242,0.27,0,0,-0.017,-0.007,0.003,,
0.225,0.21,0.1,-0.18,-0.019,-0.01,0.005,,
0.2258,-0.05,0.09,-0.03,-0.019,-0.016,0.004,,
0.2267,-0.23,0.12,0.19,-0.017,-0.015,0.001,,
0.2275,-0.26,0.15,0.49,-0.015,-0.01,0,,
0.2283,-0.11,0.26,0.43,-0.013,-0.002,0.002,,
0.2292,0.04,0.32,0.18,-0.007,-0.002,-0.002,,
0.23,0.2,0.05,-0.31,0.012,-0.006,-0.002,,
0.2308,0.1,-0.58,-0.31,0.036,-0.016,-0.006,,
0.2317,-0.06,-0.82,-0.1,0.048,-0.018,-0.006,,
0.2325,-0.22,-0.69,-0.05,0.041,-0.02,-0.002,,
0.2333,-0.02,-0.12,-0.01,0.021,-0.015,-0.005,,
0.2342,-0.01,0.17,0.23,0.005,-0.013,-0.005,,
0.235,0.01,0.31,0.41,-0.003,-0.011,-0.001,,
0.2358,-0.11,0.33,0.51,-0.007,-0.013,-0.004,,
0.2367,-0.17,0.14,0.56,0,-0.012,-0.005,,
0.2375,-0.18,-0.08,0.63,0.01,-0.013,-0.006,,
0.2383,-0.21,-0.29,0.54,0.023,-0.014,-0.008,,
0.2392,-0.19,-0.33,0.51,0.027,-0.014,-0.009,,
0.24,-0.22,-0.26,0.47,0.027,-0.014,-0.008,,
0.2408,-0.28,-0.18,0.55,0.026,-0.014,-0.009,,
0.2417,-0.35,-0.19,0.67,0.024,-0.011,-0.009,,
0.2425,-0.25,-0.15,0.91,0.018,-0.003,-0.009,,
0.2433,-0.04,0.15,0.98,0.004,0.01,-0.012,,
0.2442,0.03,0.47,0.75,-0.006,0.021,-0.009,,
0.245,0.14,0.42,0.73,0,0.027,-0.006,,
0.2458,-0.04,-0.03,0.69,0.022,0.022,-0.004,,
0.2467,-0.24,-0.45,0.67,0.047,0.016,-0.003,,
0.2475,-0.2,-0.75,0.72,0.067,0.012,-0.006,,
0.2483,-0.25,-0.84,0.58,0.077,0.008,-0.007,,
0.2492,-0.15,-0.79,0.38,0.071,0.003,-0.003,,
0.25,-0.1,-0.62,0.3,0.052,-0.007,-0.002,,
0.2508,-0.26,-0.17,0.55,0.017,-0.016,-0.004,,
0.2517,-0.37,0.55,0.65,-0.02,-0.016,-0.003,,
0.2525,-0.3,1.06,0.96,-0.041,-0.01,-0.005,,
0.2533,-0.25,0.9,1.13,-0.028,0,-0.003,,
0.2542,-0.3,0.39,1.18,0.006,0.002,0,,
0.255,-0.31,-0.38,1.06,0.04,0.001,-0.007,,
0.2558,-0.29,-0.91,0.73,0.052,0,-0.009,,
0.2567,-0.04,-0.72,0.48,0.037,0.003,-0.01,,
0.2575,0.16,0.02,0.31,0.008,0.014,-0.017,,
0.2583,0.28,0.44,0.55,-0.009,0.029,-0.014,,
0.2592,0.45,0.48,1.08,-0.008,0.042,-0.012,,
0.26,0.26,0.38,1.55,-0.004,0.046,-0.017,,
0.2608,0.08,0.35,1.66,0.004,0.046,-0.014,,
0.2617,0.06,0.27,1.03,0.014,0.043,-0.015,,
0.2625,0.42,-0.18,0.71,0.031,0.045,-0.016,,
0.2633,0.66,-0.69,0.54,0.047,0.04,-0.009,,
0.2642,0.61,-0.65,0.33,0.045,0.021,-0.004,,
0.265,0.31,-0.23,0.36,0.033,-0.005,-0.006,,
0.2658,-0.17,-0.05,0.61,0.032,-0.035,-0.005,,
0.2667,-0.43,-0.17,0.95,0.044,-0.055,-0.006,,
0.2675,-0.59,-0.3,1.23,0.052,-0.059,-0.012,,
0.2683,-0.36,-0.36,1.13,0.054,-0.044,-0.014,,
0.2692,-0.07,-0.22,0.84,0.05,-0.025,-0.012,,
0.27,0.56,-0.39,0.56,0.047,-0.002,-0.005,,
0.2708,0.86,-0.41,0.26,0.047,0.02,-0.007,,
0.2717,0.85,-0.27,0.05,0.044,0.032,-0.009,,
0.2725,0.55,-0.27,0.12,0.045,0.026,-0.014,,
0.2733,0.07,-0.28,0.52,0.044,0.006,-0.017,,
0.2742,-0.4,-0.15,0.02,0.025,-0.025,-0.016,,
0.275,-0.57,0,0.22,0.02,-0.04,-0.015,,
0.2758,-0.54,0.06,0.56,0.017,-0.04,-0.01,,
0.2767,-0.27,0.08,0.63,0.019,-0.027,-0.003,,
0.2775,0.22,-0.02,0.52,0.022,-0.004,0,,
0.2783,0.41,-0.24,-0.09,0.019,0.01,-0.001,,
0.2792,0.27,-0.25,-0.66,0.014,0.009,0.001,,
0.28,0.01,-0.18,-0.91,0.007,0,-0.001,,
0.2808,-0.31,-0.03,-0.76,-0.007,-0.015,-0.001,,
0.2817,-0.5,0.18,-0.37,-0.01,-0.025,0.003,,
0.2825,-0.4,0.35,0.25,-0.015,-0.024,0.002,,
0.2833,-0.24,0.45,0.75,-0.02,-0.019,0.003,,
0.2842,-0.17,0.52,0.86,-0.018,-0.011,0.006,,
0.285,-0.08,0.37,0.95,-0.01,-0.003,0.004,,
0.2858,-0.15,-0.16,0.69,0.004,-0.001,0,,
0.2867,-0.17,-0.56,0.75,0.024,0.008,0,,
0.2875,-0.06,-0.39,0.63,0.024,0.018,-0.003,,
0.2883,0.08,-0.02,0.65,0.011,0.029,-0.002,,
0.2892,-0.02,0.4,0.82,-0.008,0.032,-0.006,,
0.29,-0.19,0.61,1.12,-0.012,0.024,-0.008,,
0.2908,-0.41,0.43,1.07,0.002,0.012,-0.007,,
0.2917,-0.4,-0.05,1.31,0.03,0.008,-0.006,,
0.2925,-0.02,-0.59,1.03,0.063,0.009,-0.007,,
0.2933,0.14,-1,0.27,0.089,0.001,-0.007,,
0.2942,-0.18,-1.26,-0.21,0.092,-0.023,-0.005,,
0.295,-0.56,-1.05,-0.24,0.074,-0.046,-0.002,,
0.2958,-0.75,-0.45,0.14,0.044,-0.06,0.006,,
0.2967,-0.63,-0.06,0.97,0.027,-0.052,0.009,,
0.2975,0.08,0.05,1.67,0.031,-0.031,0.006,,
0.2983,0.51,-0.13,1.56,0.042,-0.017,0.007,,
0.2992,0.44,-0.38,0.83,0.046,-0.018,-0.001,,
0.3,0.22,-0.62,0.67,0.046,-0.033,-0.005,,
0.3008,-0.33,-0.48,0.45,0.043,-0.063,-0.006,,
0.3017,-0.72,-0.52,0.92,0.041,-0.074,-0.007,,
0.3025,-0.51,-0.49,1.71,0.045,-0.062,-0.008,,
0.3033,-0.21,-0.33,1.88,0.044,-0.043,-0.003,,
0.3042,-0.09,-0.31,1.92,0.035,-0.017,0,,
0.305,0.19,0.01,1.28,0.018,-0.004,-0.003,,
0.3058,0.45,-0.02,0.61,0.009,0.006,0.001,,
0.3067,0.5,-0.11,0.49,0.005,0.005,0.002,,
0.3075,0.54,-0.13,0.32,0.008,0.002,-0.002,,
0.3083,0.3,-0.16,0.68,0.011,-0.021,-0.003,,
0.3092,-0.2,-0.01,1.09,0.003,-0.045,-0.001,,
0.31,-0.56,0.23,0.87,-0.01,-0.062,-0.003,,
0.3108,-0.69,0.48,0.68,-0.021,-0.065,0,,
0.3117,-0.51,0.35,0.61,-0.017,-0.049,0.005,,
0.3125,-0.17,0.05,0.27,-0.005,-0.02,0.001,,
0.3133,0.41,-0.19,0.42,0.008,0.006,0.001,,
0.3142,0.7,-0.45,0.57,0.021,0.017,0,,
0.315,0.66,-0.45,0.63,0.021,0.017,-0.004,,
0.3158,0.47,-0.2,0.75,0.014,0.003,-0.004,,
0.3167,0.14,0.04,0.47,-0.003,-0.008,-0.004,,
0.3175,-0.03,0.37,0.64,-0.017,-0.016,-0.007,,
0.3183,-0.22,0.52,0.78,-0.017,-0.023,-0.001,,
0.3192,-0.25,0.38,0.71,-0.008,-0.022,-0.004,,
0.32,-0.2,0.16,0.42,0.002,-0.013,-0.004,,
0.3208,0.05,-0.05,-0.16,0.014,-0.004,-0.001,,
0.3217,0.14,-0.24,-0.45,0.029,-0.002,0.001,,
0.3225,0.15,-0.62,-0.38,0.046,0.002,0.003,,
0.3233,0.25,-0.69,-0.1,0.049,0.005,0.003,,
0.3242,0.31,-0.5,0.1,0.038,0.003,-0.001,,
0.325,0.07,0.06,0.42,0.02,-0.015,0.001,,
0.3258,-0.34,0.27,0.33,0.016,-0.043,0.003,,
0.3267,-0.64,0.19,0.49,0.016,-0.062,-0.002,,
0.3275,-0.95,-0.01,0.16,0.016,-0.069,-0.004,,
0.3283,-0.8,0,-0.19,0.014,-0.054,-0.005,,
0.3292,-0.34,0.01,-0.29,0.013,-0.023,-0.008,,
0.33,0.25,-0.06,-0.12,0.019,0.007,-0.006,,
0.3308,0.52,-0.14,0.17,0.02,0.023,-0.005,,
0.3317,0.55,-0.08,0.62,0.021,0.025,-0.009,,
0.3325,0.22,0.07,0.89,0.021,0.01,-0.01,,
0.3333,-0.23,0,0.93,0.034,-0.014,-0.01,,
0.3342,-0.49,-0.35,1.16,0.048,-0.03,-0.015,,
0.335,-0.68,-0.55,1.07,0.052,-0.034,-0.018,,
0.3358,-0.62,-0.27,0.88,0.038,-0.025,-0.019,,
0.3367,-0.19,0.02,0.84,0.027,0.001,-0.02,,
0.3375,0.19,0.16,0.84,0.027,0.028,-0.016,,
0.3383,0.41,0.03,0.56,0.041,0.048,-0.007,,
0.3392,0.5,-0.22,0.65,0.06,0.056,-0.006,,
0.34,0.44,-0.66,0.74,0.083,0.051,-0.004,,
0.3408,0.19,-0.87,0.54,0.098,0.025,-0.004,,
0.3417,-0.13,-1.12,0.19,0.101,-0.009,-0.005,,
0.3425,-0.56,-1.07,0.05,0.085,-0.047,-0.004,,
0.3433,-1.09,-0.55,-0.07,0.044,-0.076,-0.007,,
0.3442,-1.28,0.31,0.04,-0.004,-0.073,-0.009,,
