CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0858,-0.2,0.53,0.48,-0.006,0.01,-0.008,,
0.0867,0.22,0.12,0.66,0.002,0.042,-0.002,,
0.0875,0.67,-0.01,0.12,0.002,0.068,-0.002,,
0.0883,1.17,-0.13,-0.25,0,0.081,-0.002,,
0.0892,1.01,-0.21,-0.24,0.002,0.061,-0.004,,
0.09,0.45,-0.28,-0.22,0.012,0.03,-0.006,,
0.0908,-0.15,-0.23,0.03,0.016,-0.006,-0.008,,
0.0917,-0.71,-0.17,0.4,0.021,-0.034,-0.008,,
0.0925,-0.91,0.05,0.62,0.019,-0.046,-0.007,,
0.0933,-0.83,0.01,0.74,0.013,-0.043,-0.003,,
0.0942,-0.57,0.04,0.43,0.003,-0.03,-0.003,,
0.095,-0.19,0,0.26,-0.003,-0.016,-0.003,,
0.0958,0.01,-0.21,0.43,-0.001,-0.002,-0.003,,
0.0967,0.04,-0.19,0.6,-0.003,0.008,-0.006,,
0.0975,0.26,-0.06,0.9,-0.009,0.02,-0.006,,
0.0983,0.15,0.3,1.16,-0.024,0.02,-0.007,,
0.0992,-0.13,0.4,1.51,-0.032,0.009,-0.004,,
0.1,-0.47,0.4,1.73,-0.032,-0.012,-0.005,,
0.1008,-0.73,0.26,1.64,-0.024,-0.025,-0.005,,
0.1017,-0.54,-0.02,1.18,0.002,-0.027,-0.005,,
0.1025,-0.25,-0.29,0.97,0.022,-0.017,-0.002,,
0.1033,0.14,-0.59,0.83,0.035,-0.002,-0.002,,
0.1042,0.25,-0.65,0.83,0.033,0.005,-0.005,,
0.105,0.33,-0.45,1,0.023,0.01,-0.002,,
0.1058,0.37,-0.14,1.18,0.013,0.009,-0.005,,
0.1067,0.25,0.14,1.04,0.01,0,-0.003,,
0.1075,0.03,0.19,0.97,0.012,-0.016,-0.005,,
0.1083,-0.17,-0.02,1.03,0.025,-0.035,-0.007,,
0.1092,-0.46,-0.16,0.87,0.033,-0.05,-0.005,,
0.11,-0.3,-0.43,0.71,0.041,-0.055,-0.007,,
0.1108,-0.09,-0.51,0.53,0.049,-0.044,-0.012,,
0.1117,0.16,-0.76,0.58,0.063,-0.028,-0.006,,
0.1125,0.38,-0.81,0.91,0.074,-0.014,-0.006,,
0.1133,0.31,-0.74,0.86,0.073,-0.006,-0.005,,
0.1142,0.12,-0.67,0.84,0.066,-0.013,-0.004,,
0.115,-0.15,-0.4,0.64,0.047,-0.02,-0.004,,
0.1158,-0.19,-0.17,0.48,0.023,-0.025,-0.005,,
0.1167,-0.07,0.04,0.41,0.002,-0.02,-0.003,,
0.1175,-0.03,0.2,0.17,-0.01,-0.014,-0.004,,
0.1183,-0.07,0.16,0.28,-0.011,-0.011,0,,
0.1192,-0.15,0.09,0.55,-0.008,-0.008,0.001,,
0.12,-0.22,0.02,0.66,-0.003,-0.007,0,,
0.1208,-0.26,-0.03,0.89,0.002,-0.003,0.001,,
0.1217,-0.07,-0.19,1.11,0.006,0.01,-0.001,,
0.1225,0.15,-0.26,1.03,0.006,0.019,-0.001,,
0.1233,0.2,-0.15,0.8,-0.002,0.019,0.001,,
0.1242,-0.04,0.09,0.45,-0.016,0.008,-0.002,,
0.125,-0.23,0.24,0.25,-0.024,0.001,-0.001,,
0.1258,-0.18,0.29,0.28,-0.025,0,-0.004,,
0.1267,0.02,0.28,0.19,-0.027,0.013,-0.004,,
0.1275,0.29,0.24,-0.02,-0.028,0.02,-0.003,,
0.1283,0.33,0.39,-0.12,-0.029,0.01,0,,
0.1292,-0.11,0.53,-0.56,-0.027,-0.013,-0.002,,
0.13,-0.36,0.04,-0.39,-0.008,-0.028,-0.002,,
0.1308,-0.41,-0.29,0.23,0.012,-0.032,-0.004,,
0.1317,-0.26,-0.33,0.35,0.021,-0.011,-0.005,,
0.1325,0.41,-0.41,0.47,0.029,0.014,-0.003,,
0.1333,0.63,-0.3,0.39,0.028,0.019,-0.001,,
0.1342,0.37,-0.19,0.04,0.017,0.003,0.001,,
0.135,0.1,-0.13,0.29,0.008,-0.019,-0.005,,
0.1358,-0.31,0.12,0.28,-0.001,-0.036,-0.004,,
0.1367,-0.29,0.09,0.65,0.004,-0.046,-0.006,,
0.1375,-0.33,0.09,0.84,0.013,-0.047,-0.007,,
0.1383,-0.32,-0.18,1.16,0.021,-0.044,-0.007,,
0.1392,-0.05,-0.2,1.2,0.019,-0.029,-0.009,,
0.14,0.21,-0.07,0.81,0.018,-0.015,-0.005,,
0.1408,0.44,-0.13,0.38,0.03,-0.006,0,,
0.1417,0.35,-0.46,0.42,0.054,-0.01,0.001,,
0.1425,0.18,-0.87,0.51,0.074,-0.016,-0.001,,
0.1433,-0.16,-1.01,0.65,0.071,-0.03,-0.004,,
0.1442,-0.37,-0.73,0.72,0.048,-0.043,-0.005,,
0.145,-0.54,-0.02,0.47,0.012,-0.053,-0.007,,
0.1458,-0.26,0.28,0.43,-0.007,-0.048,-0.003,,
0.1467,-0.1,0.38,0.62,-0.017,-0.042,-0.009,,
0.1475,-0.12,0.34,0.79,-0.019,-0.035,-0.006,,
0.1483,-0.2,0.28,0.97,-0.013,-0.031,-0.008,,
0.1492,-0.11,0.19,0.87,-0.004,-0.021,-0.007,,
0.15,0.21,-0.26,1.01,0.013,-0.008,-0.005,,
0.1508,0.46,-0.45,1.23,0.013,0.002,-0.005,,
0.1517,0.36,-0.38,1.47,0.007,0.002,-0.006,,
0.1525,0.08,-0.03,1.74,-0.004,-0.002,-0.004,,
0.1533,0.03,0.22,1.82,-0.007,0.001,-0.006,,
0.1542,0.17,0.26,1.77,-0.003,0.009,-0.004,,
0.155,0.28,0.27,1.34,0.004,0.013,-0.004,,
0.1558,0.3,-0.03,0.29,0.002,-0.002,-0.001,,
0.1567,-0.06,-0.11,-0.21,0.005,-0.028,-0.002,,
0.1575,-0.37,-0.3,-0.49,0.018,-0.047,0,,
0.1583,-0.65,-0.34,0.2,0.032,-0.054,-0.005,,
0.1592,-0.62,-0.44,0.63,0.039,-0.042,-0.006,,
0.16,-0.39,-0.26,0.97,0.032,-0.019,-0.005,,
0.1608,-0.03,-0.14,0.91,0.018,0.004,-0.005,,
0.1617,0.25,0.23,0.71,0.003,0.022,-0.005,,
0.1625,0.31,0.17,0.32,0.005,0.026,-0.002,,
0.1633,0.28,-0.24,0.14,0.002,0.019,-0.005,,
0.1642,0.03,-0.26,-0.11,-0.002,0.007,-0.005,,
0.165,-0.37,-0.06,0.01,-0.008,-0.008,-0.003,,
0.1658,-0.62,0.25,0.31,-0.019,-0.014,-0.002,,
0.1667,-0.6,0.55,0.43,-0.032,-0.009,-0.003,,
0.1675,-0.34,0.72,0.65,-0.034,0.01,-0.006,,
0.1683,-0.07,0.51,0.96,-0.027,0.029,-0.007,,
0.1692,0.18,0.14,0.63,-0.013,0.047,-0.009,,
0.17,0.41,0.04,0.6,0,0.041,-0.009,,
0.1708,0.23,-0.12,0.37,0.013,0.015,-0.005,,
0.1717,0.07,-0.39,0.12,0.032,-0.016,-0.004,,
0.1725,-0.2,-0.75,-0.03,0.051,-0.045,-0.001,,
0.1733,-0.83,-0.7,-0.3,0.055,-0.049,-0.007,,
0.1742,-0.68,-0.49,-0.23,0.049,-0.036,-0.002,,
0.175,-0.35,-0.05,-0.12,0.034,-0.016,-0.002,,
0.1758,0,0.11,-0.2,0.024,0.002,-0.001,,
0.1767,0.21,-0.05,0.07,0.022,0.016,-0.005,,
0.1775,0.24,-0.05,-0.1,0.016,0.027,-0.008,,
0.1783,0.39,-0.21,-0.14,0.014,0.04,-0.003,,
0.1792,0.37,-0.11,-0.12,0.006,0.047,-0.001,,
0.18,0.44,0.14,0.03,-0.006,0.052,-0.001,,
0.1808,0.39,0.34,0.55,-0.012,0.044,-0.004,,
0.1817,0.26,0.32,1.02,-0.006,0.035,-0.005,,
0.1825,0.05,0.14,1.18,-0.002,0.024,-0.006,,
0.1833,-0.16,-0.08,0.88,0.008,0.01,-0.003,,
0.1842,-0.22,-0.29,0.64,0.016,-0.003,-0.003,,
0.185,-0.24,-0.41,0.31,0.023,-0.015,-0.003,,
0.1858,-0.29,-0.34,0.13,0.018,-0.023,-0.006,,
0.1867,-0.38,-0.14,0.12,0.011,-0.029,-0.004,,
0.1875,-0.42,0.03,0.47,0.003,-0.031,-0.005,,
0.1883,-0.51,0.19,0.69,-0.002,-0.031,-0.003,,
0.1892,-0.48,0.23,1.01,-0.006,-0.029,-0.006,,
0.19,-0.46,0.21,1.22,-0.008,-0.02,-0.007,,
0.1908,-0.3,0.15,1.26,-0.006,-0.008,-0.006,,
0.1917,-0.03,-0.14,1.3,0.005,0.008,-0.003,,
0.1925,0.16,-0.37,1.13,0.016,0.016,-0.004,,
0.1933,0.18,-0.48,1.08,0.021,0.014,-0.004,,
0.1942,0.02,-0.28,1.19,0.014,0.006,-0.003,,
0.195,-0.17,0,1.21,0.006,-0.005,-0.001,,
0.1958,-0.2,0.07,1.31,0.006,-0.007,-0.002,,
0.1967,-0.05,0.01,1.47,0.009,-0.002,-0.006,,
0.1975,0.22,-0.08,1.4,0.013,0.008,-0.003,,
0.1983,0.38,0.04,1.08,0.01,0.006,-0.004,,
0.1992,0.29,0.12,0.35,0.013,-0.006,-0.003,,
0.2,0.11,-0.05,0.35,0.024,-0.022,-0.002,,
0.2008,0.14,-0.5,0.74,0.046,-0.025,-0.004,,
0.2017,0.01,-0.64,0.89,0.059,-0.031,-0.008,,
0.2025,-0.11,-0.64,0.98,0.06,-0.033,-0.005,,
0.2033,0.03,-0.47,1.28,0.056,-0.033,-0.008,,
0.2042,-0.06,-0.2,0.93,0.053,-0.037,-0.004,,
0.205,-0.11,-0.22,0.64,0.054,-0.04,-0.002,,
0.2058,-0.05,-0.5,0.75,0.061,-0.03,-0.002,,
0.2067,0.09,-0.84,0.64,0.068,-0.017,-0.003,,
0.2075,0.13,-0.79,0.55,0.057,-0.006,-0.001,,
0.2083,0.19,-0.44,0.32,0.033,0,-0.004,,
0.2092,0.1,0,0.1,0.006,-0.006,0,,
0.21,-0.08,0.43,0.26,-0.011,-0.014,0.003,,
0.2108,-0.16,0.45,0.39,-0.009,-0.019,0,,
0.2117,-0.29,0.15,0.58,0.012,-0.023,0.003,,
0.2125,-0.31,-0.27,0.76,0.033,-0.021,0.003,,
0.2133,-0.11,-0.57,0.53,0.045,-0.017,-0.001,,
0.2142,-0.14,-0.67,0.3,0.042,-0.022,0.001,,
0.215,-0.21,-0.52,0.08,0.024,-0.02,0,,
0.2158,-0.06,-0.18,0,0.004,-0.013,-0.002,,
0.2167,0.07,0.09,0.26,-0.008,-0.002,0.001,,
0.2175,0.21,0.36,0.66,-0.017,0.011,-0.003,,
0.2183,0.31,0.44,0.78,-0.018,0.015,-0.003,,
0.2192,0.31,0.44,0.56,-0.017,0.007,-0.002,,
0.22,0.19,0.36,0.36,-0.012,-0.011,-0.002,,
0.2208,-0.07,0.07,-0.09,0,-0.031,-0.003,,
0.2217,-0.22,-0.28,-0.1,0.014,-0.041,-0.003,,
0.2225,-0.32,-0.43,0.51,0.023,-0.039,-0.004,,
0.2233,-0.23,-0.38,0.66,0.026,-0.025,-0.004,,
0.2242,0.08,-0.13,0.47,0.026,-0.011,-0.001,,
0.225,0.3,-0.02,0.38,0.028,-0.008,0,,
0.2258,0.37,-0.21,0.18,0.03,-0.017,-0.002,,
0.2267,0.16,-0.29,0.41,0.025,-0.034,-0.001,,
0.2275,-0.27,-0.2,0.13,0.016,-0.059,-0.006,,
0.2283,-0.57,-0.04,0.36,0.007,-0.071,-0.007,,
0.2292,-0.57,-0.05,0.71,0.01,-0.068,-0.009,,
0.23,-0.41,0.01,1.13,0.009,-0.051,-0.008,,
0.2308,-0.1,-0.03,1.38,0.008,-0.031,-0.01,,
0.2317,0.08,0.08,1.47,0,-0.014,-0.005,,
0.2325,0.34,0.11,1.25,0.001,-0.004,-0.004,,
0.2333,0.48,0.12,0.66,0.014,-0.002,0.001,,
0.2342,0.52,-0.19,0.34,0.041,-0.018,0.003,,
0.235,0.13,-0.8,0.58,0.065,-0.048,-0.006,,
0.2358,-0.54,-0.97,0.79,0.06,-0.079,-0.007,,
0.2367,-0.94,-0.66,0.82,0.036,-0.093,-0.007,,
0.2375,-0.77,-0.04,0.67,0.003,-0.083,-0.011,,
0.2383,-0.27,0.38,0.83,-0.015,-0.059,-0.008,,
0.2392,0.13,0.51,1.03,-0.015,-0.033,-0.004,,
0.24,0.43,0.5,1,-0.004,-0.017,-0.005,,
0.2408,0.49,-0.03,1.14,0.016,-0.016,-0.004,,
0.2417,0.45,-0.52,1.09,0.027,-0.019,-0.008,,
0.2425,0.26,-0.52,0.86,0.019,-0.03,-0.008,,
0.2433,0.06,-0.22,0.76,0.008,-0.038,-0.004,,
0.2442,-0.04,0.06,1.14,0.003,-0.039,-0.005,,
0.245,-0.13,0.03,1.48,0.009,-0.026,-0.005,,
0.2458,-0.01,0.05,1.54,0.01,-0.003,-0.003,,
0.2467,0.31,0.05,1.33,0.01,0.016,-0.005,,
0.2475,0.55,0.11,0.87,0.003,0.024,-0.003,,
0.2483,0.61,0.12,0.37,0.001,0.014,0,,
0.2492,0.37,0.04,0.04,0.004,-0.006,-0.001,,
0.25,-0.11,-0.15,-0.13,0.017,-0.035,-0.003,,
0.2508,-0.75,-0.19,-0.04,0.033,-0.057,-0.002,,
0.2517,-0.98,-0.47,0.38,0.057,-0.066,-0.009,,
0.2525,-0.9,-1.03,1.16,0.065,-0.048,-0.006,,
0.2533,-0.74,-0.7,0.78,0.037,-0.026,-0.014,,
0.2542,-0.42,0.34,0.25,-0.006,-0.001,-0.005,,
0.255,0.15,0.54,0.18,-0.028,0.022,-0.009,,
0.2558,0.37,0.33,0.43,-0.027,0.034,-0.008,,
0.2567,0.23,0.13,0.42,-0.027,0.039,-0.009,,
0.2575,0.09,0.35,0.29,-0.033,0.033,-0.008,,
0.2583,-0.32,0.49,0.35,-0.044,0.014,-0.009,,
0.2592,-0.44,0.63,0.27,-0.048,0.006,-0.006,,
0.26,-0.22,0.6,-0.17,-0.05,0.015,-0.005,,
0.2608,0.01,0.44,-0.11,-0.042,0.019,-0.007,,
0.2617,0.2,0.22,0.1,-0.018,0.031,-0.004,,
0.2625,0.39,-0.22,0.29,0.014,0.032,-0.004,,
0.2633,0.23,-0.92,0.31,0.045,0.013,-0.006,,
0.2642,-0.11,-0.98,0.23,0.059,-0.01,-0.011,,
0.265,-0.37,-0.82,0.33,0.053,-0.025,-0.004,,
0.2658,-0.62,-0.23,0.44,0.029,-0.039,-0.001,,
0.2667,-0.51,0.48,-0.2,-0.02,-0.054,-0.003,,
0.2675,-0.69,0.84,0.23,-0.032,-0.052,-0.003,,
0.2683,-0.74,0.82,0.96,-0.019,-0.029,-0.014,,
0.2692,-0.23,0.48,0.88,-0.008,0.009,-0.009,,
0.27,0.49,0.07,0.59,-0.001,0.048,-0.008,,
0.2708,1,-0.27,-0.02,0.005,0.072,-0.007,,
0.2717,0.85,-0.51,-0.27,0.011,0.07,0.003,,
0.2725,0.53,-0.65,-0.24,0.015,0.042,0.003,,
0.2733,0.16,-0.55,-0.01,0.017,0.019,-0.004,,
0.2742,-0.14,-0.24,0.43,-0.002,-0.003,-0.003,,
0.275,-0.37,0.43,0.53,-0.025,-0.019,-0.003,,
0.2758,-0.41,0.9,0.52,-0.045,-0.021,-0.004,,
0.2767,-0.41,0.93,0.64,-0.045,-0.015,-0.004,,
0.2775,-0.3,0.33,0.77,-0.019,-0.006,-0.007,,
0.2783,-0.09,-0.48,0.63,0.012,-0.002,-0.009,,
0.2792,0.1,-0.94,0.18,0.027,-0.01,-0.005,,
0.28,-0.04,-0.8,-0.09,0.025,-0.029,-0.003,,
0.2808,-0.48,-0.49,0.3,0.017,-0.052,-0.002,,
0.2817,-0.73,-0.16,0.69,0.004,-0.069,-0.003,,
0.2825,-0.95,0.19,1.22,-0.004,-0.067,-0.007,,
0.2833,-0.62,0.39,1.47,-0.01,-0.044,-0.006,,
0.2842,-0.25,0.45,1.65,-0.013,-0.018,-0.006,,
0.285,0.08,0.25,1.3,-0.011,-0.001,-0.002,,
0.2858,0.19,-0.18,0.89,-0.002,0.001,-0.001,,
0.2867,0.24,-0.44,0.78,0.001,0.001,-0.003,,
0.2875,0.16,-0.42,1,0.001,0,-0.004,,
0.2883,0.16,-0.27,1.24,-0.004,-0.005,-0.002,,
0.2892,0.12,0.04,1.37,-0.013,-0.011,-0.004,,
0.29,0,0.33,1.3,-0.014,-0.018,-0.002,,
0.2908,-0.12,0.34,1.36,-0.003,-0.028,0.001,,
0.2917,-0.16,0.08,1.37,0.015,-0.031,-0.002,,
0.2925,0.01,-0.28,1.08,0.042,-0.029,-0.006,,
0.2933,0.18,-0.89,0.55,0.061,-0.03,-0.002,,
0.2942,0.15,-1.06,0.29,0.062,-0.04,-0.004,,
0.295,-0.08,-0.88,0.23,0.05,-0.045,-0.001,,
0.2958,-0.15,-0.58,0.25,0.032,-0.054,-0.002,,
0.2967,-0.34,-0.14,0.31,0.015,-0.048,-0.005,,
0.2975,-0.32,0.03,0.48,0.006,-0.032,-0.002,,
0.2983,0.07,0.03,0.67,-0.006,-0.016,0.001,,
0.2992,0.23,0.16,0.44,-0.018,0.001,0.001,,
0.3,0.3,0.21,0.17,-0.023,0.006,0.001,,
0.3008,0.32,0.11,0.12,-0.015,0.002,0,,
0.3017,0.05,-0.16,0.35,0,-0.007,0.003,,
0.3025,-0.37,-0.31,0.67,0.01,-0.027,0,,
0.3033,-0.68,-0.27,0.89,0.009,-0.04,-0.001,,
0.3042,-0.76,-0.24,1.02,0.005,-0.042,0.002,,
0.305,-0.48,-0.11,1.08,-0.007,-0.03,0.003,,
0.3058,0.1,-0.1,1.18,-0.018,-0.004,0.002,,
0.3067,0.65,0.11,0.78,-0.036,0.027,0,,
0.3075,0.88,0.37,0.12,-0.044,0.042,-0.001,,
0.3083,0.64,0.51,-0.24,-0.043,0.03,-0.004,,
0.3092,0.04,0.36,-0.22,-0.032,0.007,-0.005,,
0.31,-0.62,0.14,0.09,-0.024,-0.026,-0.01,,
0.3108,-0.65,0.06,0.48,-0.022,-0.038,-0.006,,
0.3117,-0.23,0.1,0.73,-0.019,-0.023,0.002,,
0.3125,0.3,0.15,0.56,-0.008,-0.01,0.002,,
0.3133,0.47,0.11,0.15,0.008,-0.007,0.003,,
0.3142,0.22,-0.27,-0.12,0.03,-0.01,0.002,,
0.315,0.1,-0.73,-0.27,0.048,-0.02,-0.003,,
0.3158,0.09,-1.05,-0.05,0.052,-0.019,0.001,,
0.3167,0.03,-0.9,0.15,0.035,-0.023,-0.005,,
0.3175,-0.08,-0.23,0.31,0,-0.029,-0.005,,
0.3183,-0.3,0.44,0.49,-0.03,-0.038,-0.006,,
0.3192,-0.39,0.76,1.05,-0.044,-0.043,-0.002,,
0.32,-0.24,0.54,1.85,-0.037,-0.034,-0.002,,
0.3208,0.06,0.35,2.14,-0.023,-0.013,-0.003,,
0.3217,0.32,0.1,2.04,-0.004,0.005,0.001,,
0.3225,0.55,-0.14,1.23,0.015,0.01,0.004,,
0.3233,0.46,-0.51,0.09,0.037,0.003,0.007,,
0.3242,0.24,-0.8,-0.3,0.052,-0.008,0.003,,
0.325,-0.1,-1.07,0.07,0.055,-0.025,-0.001,,
0.3258,-0.33,-0.77,0.26,0.036,-0.04,-0.004,,
0.3267,-0.51,-0.3,0.12,0.006,-0.042,-0.006,,
0.3275,-0.65,0.37,0.46,-0.026,-0.057,-0.01,,
0.3283,-0.51,0.73,0.56,-0.044,-0.046,-0.004,,
0.3292,-0.21,0.68,0.53,-0.042,-0.022,-0.004,,
0.33,0.27,0.42,0.46,-0.03,0.001,0.002,,
0.3308,0.66,-0.1,0.58,-0.003,0.019,0.005,,
0.3317,0.81,-0.42,0.7,0.006,0.014,-0.002,,
0.3325,0.44,-0.43,0.98,0.01,-0.008,-0.001,,
0.3333,-0.18,-0.29,1.22,-0.002,-0.02,-0.004,,
0.3342,-0.29,-0.14,1.31,-0.02,-0.013,-0.01,,
0.335,-0.2,0.11,1.41,-0.045,0.01,-0.007,,
0.3358,0.28,0.55,1.43,-0.063,0.038,-0.005,,
0.3367,0.61,0.96,1.64,-0.067,0.046,-0.004,,
0.3375,0.62,1.03,1.38,-0.056,0.035,-0.001,,
0.3383,0.32,0.65,1.05,-0.037,0.015,0.002,,
0.3392,-0.01,0.2,0.3,-0.012,-0.008,-0.007,,
