CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,0.46,0.04,0.29,-0.049,0.065,-0.004,,
0.0883,0.6,0.04,0.38,-0.052,0.077,-0.001,,
0.0892,0.68,0.08,0.41,-0.052,0.088,0,,
0.09,0.71,0.16,0.59,-0.054,0.085,-0.005,,
0.0908,0.42,0.16,0.9,-0.047,0.07,-0.01,,
0.0917,-0.1,0.29,0.95,-0.045,0.041,-0.016,,
0.0925,-0.53,0.19,0.86,-0.048,0.011,-0.014,,
0.0933,-0.74,-0.15,1.11,-0.049,0.005,-0.011,,
0.0942,-0.47,-0.16,1.41,-0.062,0.031,-0.007,,
0.095,0.27,0.17,1.56,-0.078,0.069,-0.007,,
0.0958,0.78,0.6,1.83,-0.089,0.094,-0.005,,
0.0967,0.88,0.96,1.93,-0.096,0.095,-0.007,,
0.0975,0.62,0.85,1.58,-0.094,0.071,-0.012,,
0.0983,0.05,0.27,1.12,-0.08,0.033,-0.016,,
0.0992,-0.45,-0.15,0.66,-0.059,0.007,-0.02,,
0.1,-0.59,-0.2,0.32,-0.045,0.002,-0.015,,
0.1008,-0.5,-0.1,0.05,-0.046,0.012,-0.012,,
0.1017,-0.06,0.27,0.02,-0.061,0.03,-0.012,,
0.1025,0.25,0.64,0.12,-0.074,0.043,-0.008,,
0.1033,0.39,0.74,0.3,-0.078,0.053,-0.007,,
0.1042,0.43,0.45,0.65,-0.066,0.048,-0.014,,
0.105,0.23,0.05,0.63,-0.049,0.026,-0.016,,
0.1058,-0.22,-0.27,0.29,-0.042,-0.003,-0.014,,
0.1067,-0.68,-0.17,-0.09,-0.045,-0.03,-0.013,,
0.1075,-0.78,0.1,-0.21,-0.053,-0.038,-0.006,,
0.1083,-0.61,0.36,-0.07,-0.067,-0.026,-0.002,,
0.1092,-0.14,0.67,0.25,-0.078,-0.005,-0.003,,
0.11,0.2,0.79,0.58,-0.078,0.012,-0.002,,
0.1108,0.33,0.59,0.83,-0.066,0.018,-0.003,,
0.1117,0.26,0.15,0.77,-0.048,0.006,-0.006,,
0.1125,0.05,-0.46,0.21,-0.029,-0.016,-0.008,,
0.1133,-0.29,-0.61,-0.48,-0.021,-0.036,-0.007,,
0.1142,-0.33,-0.34,-0.7,-0.023,-0.042,-0.005,,
0.115,-0.2,-0.09,-0.65,-0.03,-0.041,-0.003,,
0.1158,-0.03,0.05,-0.48,-0.035,-0.037,-0.004,,
0.1167,-0.02,0.09,-0.35,-0.04,-0.038,-0.005,,
0.1175,-0.15,0.17,-0.19,-0.047,-0.041,-0.004,,
0.1183,-0.22,0.31,0.01,-0.054,-0.043,-0.004,,
0.1192,-0.13,0.24,0.22,-0.055,-0.04,-0.001,,
0.12,0,0.13,0.3,-0.053,-0.031,-0.001,,
0.1208,0.29,0.03,0.57,-0.047,-0.022,-0.001,,
0.1217,0.38,-0.08,0.75,-0.05,-0.024,0,,
0.1225,0.17,0.21,0.57,-0.065,-0.039,0,,
0.1233,-0.04,0.31,0.91,-0.071,-0.052,-0.003,,
0.1242,-0.12,0.25,1.2,-0.068,-0.056,-0.003,,
0.125,-0.04,0.18,1.3,-0.055,-0.051,-0.003,,
0.1258,0,-0.04,1.43,-0.041,-0.048,-0.006,,
0.1267,-0.08,-0.16,1.44,-0.038,-0.052,-0.011,,
0.1275,-0.07,0.09,0.99,-0.056,-0.053,-0.013,,
0.1283,0.11,0.66,0.59,-0.079,-0.04,-0.007,,
0.1292,0.43,0.7,0.78,-0.08,-0.021,-0.008,,
0.13,0.42,0.4,1.05,-0.063,-0.016,-0.007,,
0.1308,0.34,0.02,1.2,-0.047,-0.018,-0.007,,
0.1317,0.04,-0.1,0.95,-0.042,-0.028,-0.01,,
0.1325,-0.07,0,0.6,-0.04,-0.034,-0.005,,
0.1333,0.07,0.01,0.26,-0.03,-0.039,-0.004,,
0.1342,-0.09,-0.11,0.22,-0.014,-0.047,-0.003,,
0.135,-0.25,-0.47,0.32,0.005,-0.052,0,,
0.1358,-0.33,-0.74,0.42,0.01,-0.054,0.001,,
0.1367,-0.28,-0.71,0.48,-0.002,-0.049,-0.001,,
0.1375,-0.21,-0.24,0.27,-0.028,-0.048,0.003,,
0.1383,-0.27,0.36,-0.07,-0.054,-0.052,0.002,,
0.1392,-0.41,0.57,-0.07,-0.062,-0.053,0.001,,
0.14,-0.61,0.33,0.39,-0.057,-0.05,0.002,,
0.1408,-0.66,0.11,1.01,-0.055,-0.036,-0.005,,
0.1417,-0.46,0.25,1.33,-0.064,-0.006,-0.008,,
0.1425,-0.05,0.59,1.27,-0.074,0.025,-0.009,,
0.1433,0.28,0.89,0.85,-0.074,0.047,-0.01,,
0.1442,0.36,0.6,0.43,-0.048,0.053,-0.009,,
0.145,0.07,-0.16,0.17,-0.018,0.042,-0.011,,
0.1458,-0.33,-0.5,0.37,-0.004,0.033,-0.013,,
0.1467,-0.35,-0.61,0.75,-0.002,0.031,-0.017,,
0.1475,-0.22,-0.34,0.73,-0.019,0.033,-0.013,,
0.1483,-0.12,0.13,0.65,-0.045,0.037,-0.01,,
0.1492,-0.08,0.53,0.86,-0.065,0.044,-0.011,,
0.15,0.01,0.82,1.14,-0.072,0.056,-0.006,,
0.1508,0.19,0.78,0.93,-0.063,0.067,-0.002,,
0.1517,0.27,0.49,0.69,-0.042,0.069,0.002,,
0.1525,0.23,-0.07,0.35,-0.02,0.063,0.002,,
0.1533,-0.07,-0.31,-0.13,-0.01,0.049,0,,
0.1542,-0.18,-0.3,-0.68,-0.006,0.045,0.002,,
0.155,0.12,-0.39,-0.47,-0.007,0.046,0.002,,
0.1558,0.17,-0.25,-0.48,-0.016,0.042,0,,
0.1567,-0.2,-0.04,-0.22,-0.022,0.034,0.002,,
0.1575,-0.35,0.23,0.48,-0.035,0.035,0.001,,
0.1583,-0.17,0.3,0.63,-0.039,0.043,-0.003,,
0.1592,-0.05,0.35,1.01,-0.039,0.05,0,,
0.16,0.14,0.32,0.91,-0.044,0.064,-0.001,,
0.1608,0.34,0.32,0.55,-0.045,0.076,-0.004,,
0.1617,0.43,0.39,0.84,-0.045,0.091,-0.004,,
0.1625,0.68,0.07,0.3,-0.029,0.104,-0.003,,
0.1633,0.64,0.03,0.2,-0.016,0.107,-0.001,,
0.1642,0.75,-0.23,0,-0.01,0.114,-0.002,,
0.165,0.64,-0.3,-0.34,-0.006,0.101,-0.003,,
0.1658,0.24,-0.01,0.02,-0.016,0.087,-0.005,,
0.1667,0.19,-0.08,0.05,-0.017,0.077,-0.004,,
0.1675,-0.1,0.16,0.03,-0.023,0.064,-0.002,,
0.1683,-0.02,0.12,0.5,-0.021,0.07,-0.002,,
0.1692,0.07,0.09,0.42,-0.018,0.068,0.001,,
0.17,-0.04,0.2,0.57,-0.018,0.068,0.001,,
0.1708,0.14,0.08,0.21,-0.018,0.07,0,,
0.1717,0.03,0,-0.15,-0.012,0.064,0.002,,
0.1725,-0.01,-0.1,0.28,-0.009,0.062,0,,
0.1733,-0.08,-0.08,0.12,-0.005,0.058,-0.004,,
0.1742,-0.26,-0.05,0.36,0.001,0.058,-0.003,,
0.175,-0.12,-0.03,0.49,0.001,0.069,-0.005,,
0.1758,0.09,-0.08,0.12,0.004,0.079,-0.009,,
0.1767,0.04,-0.05,0.28,0.002,0.083,-0.007,,
0.1775,0.08,-0.15,0.13,0.002,0.089,-0.009,,
0.1783,0.11,-0.09,0.27,-0.003,0.098,-0.013,,
0.1792,0.32,-0.03,0.24,-0.006,0.107,-0.012,,
0.18,0.2,0.15,0.29,-0.004,0.105,-0.012,,
0.1808,0.14,-0.03,0.64,-0.003,0.099,-0.013,,
0.1817,-0.09,0.17,0.68,-0.011,0.089,-0.014,,
0.1825,-0.08,0.1,0.75,-0.013,0.082,-0.013,,
0.1833,-0.2,0.21,0.67,-0.012,0.076,-0.011,,
0.1842,-0.06,-0.01,0.91,-0.003,0.078,-0.011,,
0.185,0.03,-0.1,1.01,-0.005,0.079,-0.012,,
0.1858,-0.05,-0.03,0.73,-0.011,0.076,-0.009,,
0.1867,-0.08,0.23,0.7,-0.024,0.074,-0.009,,
0.1875,0.14,0.35,0.62,-0.028,0.077,-0.007,,
0.1883,0.09,0.33,0.38,-0.028,0.069,-0.008,,
0.1892,0.01,0.17,0.4,-0.024,0.068,-0.009,,
0.19,0.09,0.05,0.44,-0.016,0.067,-0.008,,
0.1908,0.02,-0.12,0.55,-0.007,0.062,-0.009,,
0.1917,0.05,-0.09,0.55,-0.005,0.06,-0.007,,
0.1925,0.09,0.07,0.51,-0.013,0.06,-0.004,,
0.1933,0.19,0.21,0.68,-0.024,0.065,-0.004,,
0.1942,0.33,0.36,0.81,-0.028,0.069,-0.005,,
0.195,0.36,0.2,0.99,-0.022,0.07,-0.008,,
0.1958,0.37,-0.09,0.99,-0.011,0.068,-0.01,,
0.1967,0.22,-0.16,0.97,-0.004,0.058,-0.008,,
0.1975,-0.09,-0.09,0.93,-0.007,0.047,-0.006,,
0.1983,0.01,0,0.91,-0.016,0.044,-0.006,,
0.1992,0.29,0.16,0.72,-0.022,0.048,-0.005,,
0.2,0.36,0.14,0.68,-0.022,0.048,-0.005,,
0.2008,0.28,0.11,0.61,-0.018,0.042,-0.007,,
0.2017,0.13,0.05,0.46,-0.012,0.027,-0.008,,
0.2025,-0.06,-0.02,0.41,-0.01,0,-0.006,,
0.2033,-0.13,-0.16,0.05,-0.008,-0.012,-0.006,,
0.2042,-0.1,-0.14,-0.1,-0.005,-0.02,-0.006,,
0.205,-0.09,-0.32,-0.14,0.003,-0.023,-0.006,,
0.2058,-0.12,-0.36,-0.08,0.009,-0.017,-0.008,,
0.2067,0.03,-0.24,-0.03,0.004,-0.015,-0.008,,
0.2075,-0.01,-0.11,0.23,-0.002,-0.01,-0.009,,
0.2083,0.01,0.05,0.2,-0.005,-0.005,-0.014,,
0.2092,0.1,-0.15,-0.03,-0.005,-0.003,-0.012,,
0.21,0.23,-0.34,0.28,0,0.005,-0.018,,
0.2108,0.16,-0.29,0.52,0.001,0.007,-0.019,,
0.2117,0.07,-0.14,0.58,-0.006,0.003,-0.018,,
0.2125,-0.03,0.09,0.09,-0.03,-0.006,-0.023,,
0.2133,-0.03,0.37,0.08,-0.048,-0.001,-0.022,,
0.2142,0.07,0.7,0.33,-0.061,0.008,-0.019,,
0.215,0.05,0.69,0.78,-0.06,0.015,-0.019,,
0.2158,0.01,0.33,0.82,-0.046,0.022,-0.015,,
0.2167,0.16,0.09,0.39,-0.036,0.027,-0.014,,
0.2175,0.27,-0.13,0.15,-0.031,0.024,-0.017,,
0.2183,0.22,-0.2,0.1,-0.03,0.012,-0.017,,
0.2192,0.01,0.11,0.08,-0.043,0,-0.016,,
0.22,-0.24,0.5,0.48,-0.048,-0.011,-0.015,,
0.2208,-0.44,0.35,1.34,-0.037,-0.014,-0.015,,
0.2217,-0.53,0.13,1.2,-0.018,-0.012,-0.013,,
0.2225,-0.23,0.15,0.73,-0.014,0,-0.012,,
0.2233,0.11,0.15,-0.31,-0.008,-0.001,-0.008,,
0.2242,0.17,-0.17,-0.95,0.008,-0.014,0,,
0.225,0.01,-0.72,-0.91,0.022,-0.027,-0.003,,
0.2258,-0.19,-0.91,-0.62,0.01,-0.03,-0.009,,
0.2267,-0.15,-0.47,-0.18,-0.015,-0.025,-0.005,,
0.2275,-0.06,0.23,0.35,-0.034,-0.024,-0.008,,
0.2283,-0.13,0.6,0.87,-0.04,-0.027,-0.01,,
0.2292,-0.34,0.53,1.09,-0.038,-0.03,-0.009,,
0.23,-0.36,0.46,1.22,-0.034,-0.022,-0.015,,
0.2308,-0.21,0.32,1.09,-0.023,-0.011,-0.019,,
0.2317,-0.09,0.11,1,-0.008,-0.006,-0.02,,
0.2325,0.19,-0.47,0.55,0.006,0.005,-0.022,,
0.2333,0.19,-0.68,0.57,0.003,0.014,-0.025,,
0.2342,0.08,-0.41,1.08,-0.008,0.03,-0.023,,
0.235,0.41,0,1.66,-0.02,0.054,-0.025,,
0.2358,0.76,0.15,2.02,-0.028,0.068,-0.021,,
0.2367,0.75,0.3,2.03,-0.033,0.065,-0.018,,
0.2375,0.35,0.55,1.71,-0.035,0.041,-0.019,,
0.2383,-0.09,0.52,1.58,-0.027,0.012,-0.013,,
0.2392,-0.31,0.2,1.24,-0.014,-0.015,-0.013,,
0.24,-0.54,-0.1,0.5,0.003,-0.033,-0.01,,
0.2408,-0.64,-0.42,0.22,0.026,-0.038,-0.007,,
0.2417,-0.6,-0.65,0.21,0.045,-0.028,-0.004,,
0.2425,-0.2,-0.81,0.33,0.052,-0.007,0,,
0.2433,0.25,-0.9,0.56,0.041,0.003,0,,
0.2442,0.24,-0.56,0.37,0.011,-0.007,-0.003,,
0.245,-0.29,0.12,0.18,-0.022,-0.037,-0.006,,
0.2458,-0.94,0.6,0.38,-0.042,-0.051,-0.003,,
0.2467,-0.83,0.59,0.89,-0.04,-0.026,-0.004,,
0.2475,-0.21,0.38,1.51,-0.028,0.025,-0.006,,
0.2483,0.52,0.31,1.86,-0.014,0.07,-0.008,,
0.2492,0.97,0.18,1.51,-0.004,0.088,-0.005,,
0.25,1.14,-0.16,0.78,0.003,0.084,-0.008,,
0.2508,0.73,-0.4,0.73,0.007,0.065,-0.009,,
0.2517,0.41,-0.4,0.75,0.013,0.057,-0.008,,
0.2525,0.51,-0.31,0.96,0.016,0.054,-0.012,,
0.2533,0.45,-0.4,1.08,0.016,0.045,-0.011,,
0.2542,0.14,-0.14,0.98,0.005,0.035,-0.007,,
0.255,-0.09,0.24,0.85,-0.012,0.024,-0.006,,
0.2558,-0.13,0.38,0.51,-0.025,0.025,-0.001,,
0.2567,0.17,0.34,0.25,-0.025,0.04,0.004,,
0.2575,0.61,0.08,0.3,-0.014,0.056,0.006,,
0.2583,0.76,-0.08,0.09,-0.008,0.055,0.007,,
0.2592,0.34,0.15,-0.31,-0.008,0.033,0.008,,
0.26,0,0.1,-0.29,-0.004,0.01,0.007,,
0.2608,-0.41,-0.05,-0.48,0,-0.014,0.006,,
0.2617,-0.76,-0.04,-0.38,0.005,-0.021,0.006,,
0.2625,-0.58,-0.13,0.05,0.01,-0.004,-0.001,,
0.2633,-0.3,-0.11,0.39,0.014,0.02,-0.001,,
0.2642,-0.04,-0.06,0.56,0.017,0.043,0.001,,
0.265,0.17,-0.08,0.36,0.017,0.06,-0.002,,
0.2658,0.25,-0.13,0.23,0.012,0.07,-0.005,,
0.2667,0.33,-0.14,0.14,0.006,0.076,-0.009,,
0.2675,0.28,-0.03,0.13,-0.002,0.076,-0.009,,
0.2683,0.11,0.1,0.03,-0.01,0.072,-0.012,,
0.2692,0.08,0.24,0.7,-0.015,0.073,-0.013,,
0.27,-0.03,0.32,0.89,-0.011,0.069,-0.014,,
0.2708,-0.14,0.33,0.68,-0.001,0.071,-0.008,,
0.2717,0.11,0.07,0.92,0.007,0.078,-0.006,,
0.2725,0.33,-0.2,0.77,0.012,0.081,-0.006,,
0.2733,0.39,-0.31,0.67,0.009,0.073,-0.007,,
0.2742,0.08,-0.11,0.82,-0.003,0.057,-0.006,,
0.275,-0.15,0.08,0.79,-0.011,0.044,-0.005,,
0.2758,-0.38,0.39,0.94,-0.017,0.037,-0.002,,
0.2767,-0.41,0.33,1.15,-0.008,0.041,-0.003,,
0.2775,-0.27,0.1,1.27,0.004,0.053,-0.004,,
0.2783,-0.04,-0.09,1.02,0.009,0.067,-0.003,,
0.2792,0.26,-0.16,0.8,0.006,0.078,0,,
0.28,0.28,0.06,0.53,0,0.076,-0.003,,
0.2808,0.11,-0.04,0.3,0.01,0.072,-0.006,,
0.2817,0.14,-0.35,0.82,0.024,0.074,-0.008,,
0.2825,0,-0.42,0.94,0.037,0.069,-0.01,,
0.2833,-0.17,-0.25,0.77,0.031,0.068,-0.007,,
0.2842,-0.18,0.1,0.76,0.013,0.067,-0.005,,
0.285,-0.05,0.27,0.47,0,0.069,-0.006,,
0.2858,0.25,0.34,0.34,-0.003,0.07,-0.01,,
0.2867,0.25,-0.11,0.51,0.015,0.061,-0.009,,
0.2875,-0.05,-0.55,0.55,0.038,0.053,-0.012,,
0.2883,-0.13,-0.56,0.36,0.044,0.05,-0.007,,
0.2892,-0.2,-0.43,0.09,0.031,0.045,0.001,,
0.29,-0.08,0.08,-0.09,0.005,0.046,0,,
0.2908,0.07,0.38,-0.07,-0.011,0.047,0,,
0.2917,0.15,0.3,0.11,-0.015,0.048,-0.001,,
0.2925,0.31,0.29,0.36,-0.015,0.046,-0.005,,
0.2933,0.07,0.19,0.24,-0.004,0.027,-0.006,,
0.2942,-0.32,-0.04,0.08,0.007,0.014,-0.005,,
0.295,-0.42,-0.25,-0.26,0.014,0.012,-0.009,,
0.2958,-0.14,-0.61,-0.25,0.027,0.023,-0.005,,
0.2967,0.28,-0.29,-0.42,0.02,0.037,-0.007,,
0.2975,0.38,0.01,-0.41,0.006,0.047,-0.006,,
0.2983,0.43,0.2,-0.05,-0.008,0.047,-0.005,,
0.2992,0.11,0.31,0.04,-0.016,0.04,-0.004,,
0.3,-0.13,0.2,0.02,-0.017,0.03,-0.006,,
0.3008,-0.08,0.01,0.14,-0.011,0.028,-0.009,,
0.3017,0,-0.01,0.15,-0.011,0.031,-0.008,,
0.3025,0.11,0.01,0.09,-0.011,0.032,-0.006,,
0.3033,0.09,0.06,0.2,-0.014,0.033,-0.007,,
0.3042,0.06,0.09,0.19,-0.015,0.036,-0.004,,
0.305,0.18,-0.03,0.6,-0.015,0.041,-0.009,,
0.3058,0.19,0.09,0.93,-0.021,0.044,-0.011,,
0.3067,0.11,0.36,0.78,-0.038,0.041,-0.009,,
0.3075,0.21,0.54,0.95,-0.054,0.034,-0.012,,
0.3083,0.08,0.77,1.21,-0.066,0.028,-0.014,,
0.3092,-0.04,0.79,1.23,-0.066,0.022,-0.009,,
0.31,-0.19,0.33,1.42,-0.045,0.014,-0.01,,
0.3108,-0.31,-0.17,1.61,-0.01,0.011,-0.01,,
0.3117,0.14,-0.38,1.26,0.011,0.025,-0.01,,
0.3125,0.65,-0.39,0.83,0.016,0.04,-0.013,,
0.3133,0.76,-0.37,0.49,0.015,0.046,-0.009,,
0.3142,0.76,-0.47,0.59,0.017,0.038,-0.005,,
0.315,0.41,-0.43,0.3,0.02,0.017,-0.008,,
0.3158,-0.03,-0.3,0.31,0.017,0.001,-0.009,,
0.3167,-0.19,-0.19,0.32,0.02,-0.011,-0.008,,
0.3175,-0.25,-0.21,0.33,0.021,-0.018,-0.01,,
0.3183,-0.3,-0.3,0.29,0.012,-0.023,-0.007,,
0.3192,-0.24,-0.2,0.15,-0.007,-0.024,-0.005,,
0.32,-0.2,0.07,-0.09,-0.024,-0.021,-0.005,,
0.3208,-0.14,0.21,-0.08,-0.025,-0.013,-0.003,,
0.3217,-0.03,0.07,0.2,-0.017,0,-0.001,,
0.3225,0.13,-0.09,0.58,-0.011,0.013,-0.005,,
0.3233,0.02,-0.04,0.78,-0.012,0.015,-0.005,,
0.3242,-0.06,0.05,0.79,-0.015,0.009,-0.005,,
0.325,-0.25,0.13,0.64,-0.019,0.006,-0.01,,
0.3258,-0.23,0.09,1.15,-0.01,0.021,-0.012,,
0.3267,-0.14,-0.01,1.64,0.001,0.041,-0.017,,
0.3275,-0.08,0.01,2,0.007,0.064,-0.019,,
0.3283,-0.01,0.09,1.9,0.004,0.082,-0.021,,
0.3292,0.55,-0.09,1.38,-0.002,0.089,-0.014,,
0.33,0.7,0.02,0.26,-0.008,0.086,-0.014,,
0.3308,0.61,0.12,-0.8,-0.002,0.073,-0.01,,
0.3317,0.06,-0.2,-0.68,0.008,0.036,-0.014,,
0.3325,-0.99,-0.51,-0.44,0.003,-0.02,-0.018,,
0.3333,-1.37,-0.26,-0.12,-0.021,-0.049,-0.013,,
0.3342,-0.88,0.1,0.49,-0.048,-0.042,-0.006,,
0.335,-0.1,0.73,1.04,-0.063,-0.013,0,,
0.3358,0.47,1.06,0.86,-0.055,0.007,-0.004,,
0.3367,0.31,0.86,0.58,-0.027,0.007,-0.005,,
0.3375,-0.1,-0.04,1.02,0.013,-0.008,0,,
0.3383,-0.3,-0.77,0.97,0.041,-0.013,-0.002,,
0.3392,-0.01,-0.95,0.67,0.054,0,-0.003,,
0.34,0.38,-1.03,0.86,0.054,0.019,-0.001,,
0.3408,0.63,-0.83,0.84,0.032,0.033,-0.004,,
0.3417,0.72,-0.36,0.48,-0.004,0.041,-0.007,,
