CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
íËäi,100,100,,2,2,2,,
åoâﬂéûä‘[sec],Fx[N],Fy[N],Fz[N],Mx[Nm],My[Nm],Mz[Nm],,
0,0.41,0.05,0.33,-0.02,0.037,-0.007,,0.59833931
0.0008,0.39,0.09,0.23,-0.018,0.04,-0.006,,
0.0017,0.3,0.27,0.19,-0.019,0.038,-0.005,,
0.0025,0.19,0.29,0.23,-0.019,0.037,-0.002,,
0.0033,0.01,0.29,0.33,-0.016,0.031,0.001,,
0.0042,-0.13,0.3,0.3,-0.01,0.024,0.002,,
0.005,-0.18,0.18,0.34,-0.004,0.016,0.001,,
0.0058,-0.21,-0.05,0.27,0.004,0.011,0,,
0.0067,-0.22,-0.31,0.18,0.013,0.005,-0.002,,
0.0075,-0.3,-0.4,-0.11,0.015,0.001,-0.001,,
0.0083,-0.34,-0.47,-0.05,0.018,-0.002,0.001,,
0.0092,-0.39,-0.42,0.11,0.016,-0.003,0,,
0.01,-0.39,-0.45,0.47,0.017,-0.002,0,,
0.0108,-0.25,-0.45,0.81,0.015,0.003,-0.003,,
0.0117,-0.21,-0.36,0.91,0.014,0.006,-0.006,,
0.0125,-0.26,-0.22,0.86,0.009,0.008,-0.007,,
0.0133,-0.26,-0.13,0.76,0.008,0.007,-0.009,,
0.0142,-0.34,-0.1,0.46,0.006,0.008,-0.01,,
0.015,-0.32,-0.14,0.24,0.007,0.008,-0.012,,
0.0158,-0.2,-0.22,0.2,0.006,0.015,-0.016,,
0.0167,0.01,-0.32,0.53,0.008,0.019,-0.022,,
0.0175,0.22,-0.31,-0.21,0.004,0.044,-0.026,,
0.0183,0.47,-0.28,-0.3,0.002,0.056,-0.022,,
0.0192,0.66,-0.3,-0.09,0,0.064,-0.015,,
0.02,0.75,-0.21,-0.16,-0.005,0.068,-0.012,,
0.0208,0.73,-0.05,-0.03,-0.013,0.067,-0.013,,
0.0217,0.76,-0.05,0.34,-0.016,0.063,-0.011,,
0.0225,0.7,0.05,0.65,-0.02,0.053,-0.008,,
0.0233,0.53,0.22,0.9,-0.022,0.036,-0.007,,
0.0242,0.28,0.23,1.18,-0.019,0.017,-0.008,,
0.025,-0.02,0.19,1.15,-0.016,0.004,-0.008,,
0.0258,-0.24,0.24,1.02,-0.013,-0.009,-0.007,,
0.0267,-0.34,0.1,1.05,-0.008,-0.017,-0.005,,
0.0275,-0.44,0,0.95,-0.005,-0.02,-0.007,,
0.0283,-0.39,-0.05,0.67,-0.005,-0.017,-0.007,,
0.0292,-0.24,0.05,0.44,-0.008,-0.016,-0.005,,
0.03,-0.2,0.06,0.35,-0.007,-0.017,-0.002,,
0.0308,-0.26,0.11,0.49,-0.007,-0.021,-0.001,,
0.0317,-0.38,0,0.91,-0.003,-0.024,0,,
0.0325,-0.51,-0.06,1.1,-0.005,-0.024,-0.001,,
0.0333,-0.44,0.07,1.22,-0.008,-0.02,-0.002,,
0.0342,-0.29,0.25,1.27,-0.012,-0.019,0,,
0.035,-0.23,0.42,1.29,-0.009,-0.016,0.001,,
0.0358,0.05,0.23,1.63,0.001,-0.005,0.002,,
0.0367,0.35,-0.03,1.87,0.012,0.004,0.001,,
0.0375,0.49,-0.17,1.81,0.015,0.007,-0.002,,
0.0383,0.49,-0.08,1.85,0.013,0.001,-0.006,,
0.0392,0.34,-0.07,1.72,0.014,-0.006,-0.005,,
0.04,0.07,0,1.52,0.014,-0.013,-0.005,,
0.0408,-0.03,-0.19,1,0.02,-0.014,-0.006,,
0.0417,-0.08,-0.22,0.68,0.019,-0.016,-0.007,,
0.0425,0.06,-0.4,0.49,0.025,-0.013,-0.009,,
0.0433,0.09,-0.52,0.35,0.028,-0.014,-0.01,,
0.0442,0.12,-0.68,0.16,0.031,-0.014,-0.007,,
0.045,0.11,-0.78,0.3,0.03,-0.015,-0.003,,
0.0458,-0.01,-0.61,0.51,0.022,-0.014,-0.001,,
0.0467,0.06,-0.32,0.76,0.013,-0.008,-0.002,,
0.0475,0.21,-0.08,1.12,0.007,-0.004,0.001,,
0.0483,0.27,-0.03,1,0.006,-0.008,0.007,,
0.0492,0.21,0.01,0.76,0.008,-0.01,0.009,,
0.05,0.25,-0.21,0.83,0.013,-0.01,0.008,,
0.0508,0.3,-0.35,0.61,0.015,-0.011,0.007,,
0.0517,0.16,-0.38,0.24,0.016,-0.015,0.008,,
0.0525,-0.09,-0.3,-0.08,0.012,-0.023,0.009,,
0.0533,-0.27,-0.27,-0.17,0.01,-0.033,0.01,,
0.0542,-0.56,-0.19,-0.24,0.006,-0.041,0.011,,
0.055,-0.65,-0.17,0.02,0.002,-0.044,0.013,,
0.0558,-0.5,-0.09,0.23,-0.002,-0.047,0.011,,
0.0567,-0.64,0.12,0.07,-0.008,-0.055,0.009,,
0.0575,-0.74,0.2,0.24,-0.012,-0.056,0.005,,
0.0583,-0.53,0.24,0.45,-0.013,-0.05,0.006,,
0.0592,-0.35,0.13,0.57,-0.013,-0.042,0.008,,
0.06,-0.23,0.07,0.62,-0.012,-0.034,0.009,,
0.0608,-0.14,0.14,0.36,-0.012,-0.028,0.007,,
0.0617,-0.07,0.12,-0.03,-0.01,-0.019,0.006,,
0.0625,0,-0.11,-0.06,-0.007,-0.011,0.005,,
0.0633,0.28,-0.28,0.11,0,-0.005,0.005,,
0.0642,0.44,-0.22,0.24,0.001,0.001,0.004,,
0.065,0.35,-0.04,0.55,-0.006,-0.006,0.003,,
0.0658,0.28,0.25,0.46,-0.011,-0.015,0.003,,
0.0667,0.03,0.28,0.62,-0.016,-0.02,-0.002,,
0.0675,0.02,0.2,0.73,-0.011,-0.023,-0.001,,
0.0683,0.13,0.05,0.71,-0.005,-0.017,-0.001,,
0.0692,0.19,-0.05,0.89,-0.002,-0.019,-0.002,,
0.07,0.3,0.04,0.49,0.002,-0.018,-0.001,,
0.0708,0.22,-0.01,0.43,0.001,-0.027,-0.002,,
0.0717,0.15,-0.09,0.21,0.008,-0.034,0.001,,
0.0725,-0.03,-0.17,0.45,0.006,-0.035,0.003,,
0.0733,0,0,0.48,0.009,-0.031,0.004,,
0.0742,-0.02,-0.12,0.94,0.007,-0.028,0.003,,
0.075,0.15,-0.05,1.29,0.012,-0.02,0.005,,
0.0758,0.11,0.01,1.32,0.009,-0.021,0.009,,
0.0767,0.05,-0.05,1.24,0.009,-0.025,0.01,,
0.0775,0.06,-0.16,1.11,0.011,-0.021,0.014,,
0.0783,0.05,-0.26,0.86,0.012,-0.023,0.012,,
0.0792,0.23,-0.52,0.9,0.02,-0.025,0.013,,
0.08,0.03,-0.6,0.98,0.021,-0.032,0.012,,
0.0808,-0.14,-0.66,0.88,0.024,-0.04,0.011,,
0.0817,-0.33,-0.58,0.84,0.019,-0.046,0.006,,
0.0825,-0.25,-0.41,0.8,0.013,-0.04,0.001,,
0.0833,-0.17,-0.13,0.84,0,-0.03,-0.002,,
0.0842,0.01,0.05,1.1,-0.01,-0.017,-0.003,,
0.085,0.16,0.21,1.47,-0.018,-0.008,-0.002,,
0.0858,-0.08,0.39,0.99,-0.025,-0.009,-0.005,,
0.0867,-0.13,0.31,0.78,-0.028,-0.01,-0.01,,
