"[-1, -1, -96, 0.0, 0.0, 4, 0]"
"[-1, -1, -96, 0.0, 0.0, 2, 0]"
"[-1, -1, -96, 0.0, 0.0, 2, 1]"
"[-1, -1, -96, 0.0, 0.0, 2, 2]"
"[20, 209, -97, 0.0, 0.0, 2, 3]"
"[20, 209, -97, 0.0, 0.0, 2, 3]"
"[20, 209, -97, 6.019881103765813, 144.9558740139068, 2, 4]"
"[20, 209, -97, 6.019881103765813, 144.9558740139068, 2, 4]"
"[20, 209, -98, 6.019881103765813, 144.9558740139068, 2, 5]"
"[21, 210, -80, 123.11312142817307, 2728.231320201856, 2, 5]"
"[21, 210, -81, 123.11312142817307, 2728.231320201856, 2, 6]"
"[23, 212, -69, 288.69592383135694, 1527.361434077879, 2, 7]"
"[23, 212, -70, 288.69592383135694, 1527.361434077879, 2, 7]"
"[23, 212, -60, 325.81400990720215, -1256.2694562344425, 2, 8]"
"[44, 213, -46, 298.57218932222645, 484.2662864825752, 2, 8]"
"[44, 213, -46, 298.57218932222645, 484.2662864825752, 3.5, 8]"
"[44, 213, -47, 298.57218932222645, 484.2662864825752, 3.5, 9]"
"[87, 215, -32, 329.3764759971101, 717.2817384480982, 3.5, 9]"
"[87, 215, -33, 329.3764759971101, 717.2817384480982, 6, 9]"
"[46, 215, -25, 324.0355552964156, -1046.6262551424638, 3.5, 10]"
"[42, 216, -12, 382.20375432841263, -288.5525132300915, 4, 10]"
"[28, 217, -9, 631.2237829160621, -5239.230297420958, 2, 10]"
"[28, 217, -9, 631.2237829160621, -5239.230297420958, 4, 10]"
"[108, 218, 0, 182.69625138297224, -593.3852492336032, 4, 10]"
"[184, 218, 8, 214.16499593159813, 954.5607800703733, 4, 10]"
"[184, 218, 7, 214.16499593159813, 954.5607800703733, 4, 10]"
"[184, 218, 7, 214.16499593159813, 954.5607800703733, 4, 10]"
"[173, 219, 17, 221.1340860772769, 142.87884302478454, 2, 10]"
"[209, 219, 24, 424.845457233276, -527.3737400489438, 3.5, 10]"
"[220, 203, 30, 200.62494830980788, -837.6767925975666, 2, 10]"
"[220, 203, 29, 200.62494830980788, -837.6767925975666, 2, 9]"
