75,-10,41,,75,0.125272036,0.125272036
72,-10,41,,72,0.20315361,0.328425646
52,-10,41,,52,0.202779055,0.5312047
31,-1,40,,31,0.18664813,0.717852831
19,0,40,,19,0.124183416,0.842036247
7,10,39,,7,0.203493834,1.045530081
12,0,39,,12,0.204451323,1.249981403
15,0,39,,15,0.189897776,1.439879179
16,0,39,,16,0.123622656,1.563501835
15,0,39,,15,0.203182936,1.766684771
12,0,40,,12,0.203937054,1.970621824
5,10,40,,5,0.186276674,2.156898499
3,10,40,,3,0.125701189,2.282599688
2,10,40,,2,0.124424696,2.407024384
3,10,39,,3,0.202899456,2.60992384
7,10,39,,7,0.187580347,2.797504187
7,10,40,,7,0.126021624,2.92352581
0,10,40,,0,0.201366663,3.124892473
-4,10,40,,-4,0.206285477,3.33117795
-8,10,40,,-8,0.20241642,3.53359437
-14,0,40,,-14,0.188813448,3.722407818
-15,0,40,,-15,0.125114202,3.84752202
-7,10,39,,-7,0.159273863,4.006795883
-3,10,39,,-3,0.190257549,4.197053432
-2,10,40,,-2,0.124671936,4.321725368
0,10,41,,0,0.161036253,4.482761621
0,10,39,,0,0.126172066,4.608933687
0,10,39,,0,0.123646021,4.732579708
-6,10,40,,-6,0.189215899,4.921795607
-6,10,40,,-6,0.125949621,5.047745228
-6,10,40,,-6,0.188000202,5.23574543
-3,10,40,,-3,0.126351357,5.362096786
0,10,40,,0,0.125316381,5.487413168
3,10,40,,3,0.158366442,5.64577961
-1,10,40,,-1,0.20263505,5.84841466
0,10,40,,0,0.189649343,6.038064003
1,10,40,,1,0.124458313,6.162522316
5,10,40,,5,0.124779224,6.28730154
7,10,41,,7,0.1710186,6.458320141
7,10,39,,7,0.140556335,6.598876476
9,10,40,,9,0.139332533,6.738209009
10,0,40,,10,0.139376879,6.877585888
13,0,39,,13,0.124087811,7.001673698
14,0,40,,14,0.124677181,7.12635088
14,0,40,,14,0.157335043,7.283685923
9,10,40,,9,0.204494476,7.488180399
5,10,40,,5,0.204838753,7.693019152
0,10,40,,0,0.189544201,7.882563353
0,10,40,,0,0.124309063,8.006872416
0,10,40,,0,0.203848839,8.210721254
-3,10,40,,-3,0.1895082,8.400229454
-5,10,40,,-5,0.124830008,8.525059462
-9,10,41,,-9,0.126106977,8.651166439
-6,10,41,,-6,0.191527128,8.842693567
-2,10,39,,-2,0.12531209,8.968005657
4,10,39,,4,0.205102921,9.173108578
3,10,40,,3,0.188073874,9.361182451
2,10,40,,2,0.124721527,9.485903978
3,10,40,,3,0.203504801,9.689408779
2,10,40,,2,0.189059496,9.878468275
5,10,40,,5,0.125055075,10.00352335
9,10,40,,9,0.125673532,10.12919688
20,-1,40,,20,0.187752962,10.31694984
21,-1,39,,21,0.126694679,10.44364452
22,-1,40,,22,0.124666691,10.56831121
20,-1,40,,20,0.157051802,10.72536302
12,0,40,,12,0.157255173,10.88261819
7,10,40,,7,0.127519369,11.01013756
2,10,42,,2,0.188138485,11.19827604
2,10,39,,2,0.125859022,11.32413507
2,10,40,,2,0.125835657,11.44997072
0,10,40,,0,0.188326597,11.63829732
0,10,40,,0,0.126264334,11.76456165
1,10,39,,1,0.123640537,11.88820219
4,10,42,,4,0.125460148,12.01366234
16,0,41,,16,0.188214302,12.20187664
21,-1,38,,21,0.126518726,12.32839537
24,-1,38,,24,0.188108683,12.51650405
21,-1,40,,21,0.123906851,12.6404109
15,0,39,,15,0.123418331,12.76382923
11,0,39,,11,0.205332518,12.96916175
9,10,39,,9,0.188204527,13.15736628
11,0,40,,11,0.12442112,13.2817874
10,0,40,,10,0.125353098,13.40714049
13,0,40,,13,0.158576965,13.56571746
19,0,40,,19,0.202782631,13.76850009
21,-1,40,,21,0.2043221,13.97282219
18,0,40,,18,0.186861992,14.15968418
15,0,40,,15,0.125827074,14.28551126
11,0,40,,11,0.123954535,14.40946579
8,10,40,,8,0.201138258,14.61060405
5,10,40,,5,0.204059839,14.81466389
3,10,40,,3,0.157677174,14.97234106
7,10,41,,7,0.186253309,15.15859437
8,10,39,,8,0.12493372,15.28352809
9,10,40,,9,0.12618947,15.40971756
8,10,40,,8,0.189186573,15.59890413
9,10,40,,9,0.124584913,15.72348905
8,10,40,,8,0.125098228,15.84858727
6,10,40,,6,0.188861132,16.03744841
