-75.15855,124.36054,-215.58778,321.42587,282.48462,52.83121,4
-56.60606,134.78328,-201.32472,308.65366,249.0584,40.17328,4
-73.209656,147.39325,-229.61761,362.45056,305.46945,57.713852,4
-76.230255,125.99161,-214.38245,299.17612,277.29807,47.50815,4
-63.93325,133.72807,-196.39651,319.50113,270.45718,48.66058,4
-69.917946,139.84673,-209.20792,339.23724,288.65683,52.67449,4
-79.92414,137.99547,-229.32935,334.3958,303.93576,57.532997,4
-81.16997,138.75438,-233.95053,338.64886,308.68347,59.070763,4
-78.8604,142.96594,-235.26007,363.51462,318.61057,60.223038,4
-84.73215,142.45703,-244.33574,368.73108,327.4235,59.403862,4
-88.20871,143.46783,-252.4988,349.85687,326.02136,61.33642,4
-92.10245,147.2261,-263.59937,333.127,325.63828,63.46971,4
-89.9524,136.44923,-249.73224,312.78824,308.75696,58.287933,4
-80.847946,133.27269,-225.19872,333.53137,299.79108,53.46744,4
-82.243546,138.93872,-233.74931,356.63147,314.2232,53.259804,4
-89.2367,147.66902,-259.00595,361.34174,333.8321,56.50349,4
-89.16928,147.94016,-265.32712,349.27335,332.68457,58.896667,4
-83.720436,142.67505,-255.4045,350.12277,324.51822,60.37418,4
-81.54911,135.01884,-245.11377,342.98306,314.47653,59.860664,4
-80.51782,140.01637,-245.31892,358.19897,318.33313,60.64783,4
-91.27953,150.69786,-265.3329,382.38776,343.68698,61.738728,4
-92.47265,148.45168,-260.7331,380.03647,340.85654,57.62274,4
-86.806366,147.59856,-250.49608,376.57983,331.56195,57.465813,4
-87.97723,147.57634,-256.0347,363.11224,328.96457,59.377014,4
-92.61525,148.09332,-265.50842,348.6387,330.89343,63.439568,4
-89.006035,142.87914,-258.31155,330.864,318.2844,63.005375,4
-80.782135,132.11993,-236.64485,314.1846,297.53363,58.619392,4
-76.41697,135.08437,-229.0575,334.14014,299.0801,56.081554,4
-86.54056,151.47871,-256.52805,370.94675,333.04694,57.38493,4
-90.514626,155.5249,-265.2348,368.3768,338.89108,57.817406,4
-84.96535,152.72841,-252.6449,365.33694,328.89972,58.415306,4
-85.55456,145.39355,-249.32974,356.76782,323.5256,60.279366,4
-86.20361,143.97559,-251.40623,364.26,326.74457,63.9544,4
