4,0
4,0
4,0
4,0
4,0
2,1
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
0,1
4,0
4,0
4,0
4,0
4,1
4,0
4,0
4,0
4,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
2,1
2,0
5,1
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
2,0
4,0
4,0
4,0
4,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
2,0
2,0
3,1
2,0
2,0
1,1
2,0
2,0
2,0
5,1
2,0
2,0
4,0
4,0
1,1
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
4,0
4,0
4,0
2,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
2,0
2,0
2,0
1,1
2,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
2,0
2,0
2,0
2,0
2,0
2,0
4,0
4,0
