"[-1, -1, -91, -0.25, -0.75, 4, 0]"
"[-1, -1, -91, -0.25, -0.75, 2, 0]"
"[-1, -1, -91, -0.25, -0.75, 2, 1]"
"[-1, -1, -91, -0.25, -0.75, 2, 2]"
"[-1, -1, -92, -0.25, -0.75, 2, 2]"
"[-1, -1, -92, -0.25, -0.75, 2, 3]"
"[26, 209, -96, 18.75, 47, 2, 4]"
"[26, 210, -87, 36.5, 62, 2, 5]"
"[26, 210, -88, 36.5, 62, 2, 5]"
"[23, 210, -77, 65.75, 46.5, 2, 6]"
"[23, 210, -78, 65.75, 46.5, 2, 7]"
"[36, 212, -62, 121, 64.75, 2, 7]"
"[36, 212, -63, 121, 64.75, 2, 8]"
"[59, 213, -48, 148.75, 25.75, 2, 8]"
"[59, 213, -49, 148.75, 25.75, 2, 9]"
"[56, 213, -39, 160.25, -7.75, 2, 9]"
"[56, 213, -40, 160.25, -7.75, 4.5, 9]"
"[125, 215, -30, 166.5, 33, 2, 10]"
"[125, 215, -31, 166.5, 33, 2, 10]"
"[47, 216, -21, 143.75, 27, 2, 10]"
"[47, 216, -22, 143.75, 27, 4, 10]"
"[142, 216, -16, 114.5, 2.75, 4, 11]"
"[138, 218, -9, 111, 24, 4.5, 11]"
"[138, 218, -10, 111, 24, 2, 11]"
"[147, 218, -3, 98.75, 19.25, 9, 11]"
"[147, 218, 1, 98.75, 30, 2, 11]"
"[147, 218, 1, 98.75, 30, 9, 11]"
"[201, 219, 4, 105, 24.25, 2, 11]"
"[213, 220, 12, 108.75, 40, 9, 11]"
"[220, 213, 16, 108, 2, 2, 11]"
"[220, 213, 15, 108, 2, 9, 11]"
"[221, 186, 21, 99.75, 0.25, 2, 10]"
"[221, 186, 21, 99.75, 0.25, 4.5, 10]"
"[221, 198, 24, 98.5, 17.75, 4.5, 10]"
"[222, 193, 29, 91.25, 23.5, 4.5, 10]"
"[222, 193, 28, 91.25, 23.5, 4.5, 10]"
"[222, 129, 31, 86.5, 30.5, 2, 9]"
"[222, 129, 31, 86.5, 30.5, 6, 9]"
"[223, 116, 30, 60, -8.5, 2, 9]"
"[224, 40, 34, 40, -43.75, 6, 9]"
"[224, 40, 34, 40, -43.75, 2, 8]"
"[225, 164, 29, 10.75, -35, 2, 8]"
"[225, 164, 28, 10.75, -35, 4.5, 8]"
"[225, 162, 25, -19.5, -26.25, 2, 8]"
"[225, 162, 25, -19.5, -26.25, 4.5, 8]"
"[226, 178, 21, -36.5, -43.75, 4.5, 7]"
"[226, 178, 20, -36.5, -43.75, 3.5, 7]"
"[226, 124, 19, -32.5, 35.25, 9, 7]"
"[227, 165, 19, -23.75, -9.25, 2, 7]"
"[227, 165, 19, -16.25, -25, 9, 7]"
"[227, 59, 21, 18, 60.75, 2, 7]"
"[227, 66, 21, 17.75, -0.5, 2, 6]"
