"[-1, -1, -85, 4, 0]","[-1, -1, -85, 4, 0]","[-1, -1, -85, 4, 0]"
"[-1, -1, -85, 2, 0]","[-1, -1, -85, 4, 0]","[-1, -1, -85, 4, 0]"
"[-1, -1, -85, 2, 1]","[-1, -1, -85, 2, 0]","[-1, -1, -85, 4, 0]"
"[-1, -1, -85, 2, 2]","[-1, -1, -85, 2, 1]","[-1, -1, -85, 2, 0]"
"[-1, -1, -86, 2, 2]","[-1, -1, -85, 2, 2]","[-1, -1, -85, 2, 1]"
"[-1, -1, -86, 2, 3]","[-1, -1, -86, 2, 2]","[-1, -1, -85, 2, 2]"
"[37, 209, -86, 2, 4]","[-1, -1, -86, 2, 3]","[-1, -1, -86, 2, 2]"
"[38, 210, -78, 2, 4]","[37, 209, -86, 2, 4]","[-1, -1, -86, 2, 3]"
"[38, 210, -79, 2, 5]","[38, 210, -78, 2, 4]","[37, 209, -86, 2, 4]"
"[35, 211, -71, 2, 6]","[38, 210, -79, 2, 5]","[38, 210, -78, 2, 4]"
"[35, 211, -57, 2, 6]","[35, 211, -71, 2, 6]","[38, 210, -79, 2, 5]"
"[35, 211, -57, 3.5, 7]","[35, 211, -57, 2, 6]","[35, 211, -71, 2, 6]"
"[48, 212, -51, 3.5, 7]","[35, 211, -57, 3.5, 7]","[35, 211, -57, 2, 6]"
"[24, 213, -34, 3.5, 7]","[48, 212, -51, 3.5, 7]","[35, 211, -57, 3.5, 7]"
"[24, 213, -35, 3.5, 8]","[24, 213, -34, 3.5, 7]","[48, 212, -51, 3.5, 7]"
"[25, 214, -16, 3.5, 8]","[24, 213, -35, 3.5, 8]","[24, 213, -34, 3.5, 7]"
"[88, 215, -7, 3.5, 8]","[25, 214, -16, 3.5, 8]","[24, 213, -35, 3.5, 8]"
"[85, 215, 2, 3.5, 8]","[88, 215, -7, 3.5, 8]","[25, 214, -16, 3.5, 8]"
"[85, 215, 9, 2, 8]","[85, 215, 2, 3.5, 8]","[88, 215, -7, 3.5, 8]"
"[183, 216, 15, 2, 8]","[85, 215, 9, 2, 8]","[85, 215, 2, 3.5, 8]"
"[213, 217, 22, 2, 8]","[183, 216, 15, 2, 8]","[85, 215, 9, 2, 8]"
