"['-0.63', '17.28', '-0.60', '178.30', '130.00']","['-0.63', '178.27', '-0.60', '178.25', '130.00']","['-0.63', '178.27', '-0.61', '178.26', '130.00']","['-0.63', '178.28', '-0.62', '178.24', '130.00']",255,100,0,100,0,0,.,4,5,5,2,7,0,2,9,0,3,7,4,7,5,5,8,6
"['-0.64', '17.28', '-0.64', '178.22', '100.00']","['-0.63', '17.28', '-0.60', '178.30', '130.00']","['-0.63', '178.27', '-0.60', '178.25', '130.00']","['-0.63', '178.27', '-0.61', '178.26', '130.00']",255,100,0,100,0,0,.,6,4,1,6,9,6,6,9,1,5,1,3,0,6,1,5
"['-0.63', '178.27', '-0.62', '178.15', '100.00']","['-0.64', '17.28', '-0.64', '178.22', '100.00']","['-0.63', '17.28', '-0.60', '178.30', '130.00']","['-0.63', '178.27', '-0.60', '178.25', '130.00']",255,125,0,125,0,0,.,8,2,1,7,1,6,5,4,7,0,1,2,3,2,9,1
"['-0.62', '178.25', '-0.54', '178.20', '125.00']","['-0.63', '178.27', '-0.62', '178.15', '100.00']","['-0.64', '17.28', '-0.64', '178.22', '100.00']","['-0.63', '17.28', '-0.60', '178.30', '130.00']",255,125,0,125,0,1,.,0,2,2,2,7,2,8,2,5,2,4,1,0,8,8,9
"['-0.60', '178.23', '-0.62', '178.20', '125.00']","['-0.62', '178.25', '-0.54', '178.20', '125.00']","['-0.63', '178.27', '-0.62', '178.15', '100.00']","['-0.64', '17.28', '-0.64', '178.22', '100.00']",255,125,0,125,0,1,.,2,2,3,6,7,9,7,8,0,9,6,0,0,8,3
"['-0.60', '17.21', '-0.63', '178.22', '125.00']","['-0.60', '178.23', '-0.62', '178.20', '125.00']","['-0.62', '178.25', '-0.54', '178.20', '125.00']","['-0.63', '178.27', '-0.62', '178.15', '100.00']",255,125,0,125,0,1,.,4,0,4,5,4,1,4,9,2,4,6,2,1,5,8,2
"['-0.59', '17.21', '-0.64', '178.26', '125.00']","['-0.60', '17.21', '-0.63', '178.22', '125.00']","['-0.60', '178.23', '-0.62', '178.20', '125.00']","['-0.62', '178.25', '-0.54', '178.20', '125.00']",255,125,0,125,0,1,.,6,0,5,3,2,3,0,7,6,2,4,8,1,6,9
"['-0.59', '178.21', '-0.60', '178.20', '125.00']","['-0.59', '17.21', '-0.64', '178.26', '125.00']","['-0.60', '17.21', '-0.63', '178.22', '125.00']","['-0.60', '178.23', '-0.62', '178.20', '125.00']",255,125,0,125,0,1,.,8,0,6,3,1,4,2,2,9,9,6,5,2,1
"['-0.58', '178.19', '-0.64', '178.20', '125.00']","['-0.59', '178.21', '-0.60', '178.20', '125.00']","['-0.59', '17.21', '-0.64', '178.26', '125.00']","['-0.60', '17.21', '-0.63', '178.22', '125.00']",255,130,0,130,0,2,.,0,0,5,4,7,3,6,1,3,7,3,9,0,1,3,7
"['-0.57', '178.18', '-0.60', '178.25', '130.00']","['-0.58', '178.19', '-0.64', '178.20', '125.00']","['-0.59', '178.21', '-0.60', '178.20', '125.00']","['-0.59', '17.21', '-0.64', '178.26', '125.00']",255,110,0,110,0,2,.,2,0,4,4,3,7,2,5,5,8,5,9,3,7,5
"['-0.55', '17.16', '-0.64', '178.14', '110.00']","['-0.57', '178.18', '-0.60', '178.25', '130.00']","['-0.58', '178.19', '-0.64', '178.20', '125.00']","['-0.59', '178.21', '-0.60', '178.20', '125.00']",255,100,0,100,0,2,.,3,7,1,8,0,3,2,8,3,6,9,1,4,0,6,2
"['-0.55', '17.14', '-0.64', '178.20', '100.00']","['-0.55', '17.16', '-0.64', '178.14', '110.00']","['-0.57', '178.18', '-0.60', '178.25', '130.00']","['-0.58', '178.19', '-0.64', '178.20', '125.00']",255,100,0,100,0,2,.,5,7,2,2,0,1,0,1,3,5,6,5,0,6,3,5
"['-0.56', '178.15', '-0.60', '178.14', '100.00']","['-0.55', '17.14', '-0.64', '178.20', '100.00']","['-0.55', '17.16', '-0.64', '178.14', '110.00']","['-0.57', '178.18', '-0.60', '178.25', '130.00']",255,130,0,130,0,2,.,7,5,6,8,5,7,8,7,2,0,0,9,2,7,7,3
"['-0.57', '178.15', '-0.63', '178.22', '130.00']","['-0.56', '178.15', '-0.60', '178.14', '100.00']","['-0.55', '17.14', '-0.64', '178.20', '100.00']","['-0.55', '17.16', '-0.64', '178.14', '110.00']",255,140,0,140,0,2,.,9,3,7,1,2,4,4,9,0,7,3,7,9,1,5
"['-0.55', '178.13', '-0.53', '178.20', '140.00']","['-0.57', '178.15', '-0.63', '178.22', '130.00']","['-0.56', '178.15', '-0.60', '178.14', '100.00']","['-0.55', '17.14', '-0.64', '178.20', '100.00']",255,130,0,130,0,3,.,1,2,1,4,9,7,8,6,9,4,9,1,5,7,7
"['-0.55', '178.14', '-0.64', '178.21', '130.00']","['-0.55', '178.13', '-0.53', '178.20', '140.00']","['-0.57', '178.15', '-0.63', '178.22', '130.00']","['-0.56', '178.15', '-0.60', '178.14', '100.00']",255,100,0,100,0,3,.,2,9,0,8,2,3,6,9,8,0,4,3,8,2,3,2
"['-0.55', '178.14', '-0.61', '178.18', '100.00']","['-0.55', '178.14', '-0.64', '178.21', '130.00']","['-0.55', '178.13', '-0.53', '178.20', '140.00']","['-0.57', '178.15', '-0.63', '178.22', '130.00']",255,100,0,100,0,3,.,4,8,7,9,2,9,1,0,5,7,5,8,6,6,7
"['-0.59', '178.15', '-0.68', '178.25', '100.00']","['-0.55', '178.14', '-0.61', '178.18', '100.00']","['-0.55', '178.14', '-0.64', '178.21', '130.00']","['-0.55', '178.13', '-0.53', '178.20', '140.00']",255,100,0,100,0,3,.,6,5,5,5,8,3,1,4,3,2,3,4,2,5,3
"['-0.61', '17.17', '-0.64', '178.15', '100.00']","['-0.59', '178.15', '-0.68', '178.25', '100.00']","['-0.55', '178.14', '-0.61', '178.18', '100.00']","['-0.55', '178.14', '-0.64', '178.21', '130.00']",255,100,0,100,0,3,.,8,5,6,9,5,1,2,3,6,7,2,4,8,5,3,5
Epoch End
"['-0.60', '178.17', '-0.58', '178.27', '100.00']","['-0.60', '178.14', '-0.64', '178.22', '100.00']","['-0.59', '178.15', '-0.66', '178.23', '100.00']","['-0.59', '178.15', '-0.55', '178.25', '100.00']",255,100,0,100,0,0,.,2,6,4,8,6,0,8,6,8,4,5,3,9,7,9,5
"['-0.61', '178.19', '-0.58', '178.23', '100.00']","['-0.60', '178.17', '-0.58', '178.27', '100.00']","['-0.60', '178.14', '-0.64', '178.22', '100.00']","['-0.59', '178.15', '-0.66', '178.23', '100.00']",255,100,0,100,0,0,.,4,6,0,8,5,0,2,3,8,8,0,0,0,4,8,8,3
"['-0.60', '178.21', '-0.58', '178.19', '100.00']","['-0.61', '178.19', '-0.58', '178.23', '100.00']","['-0.60', '178.17', '-0.58', '178.27', '100.00']","['-0.60', '178.14', '-0.64', '178.22', '100.00']",255,100,0,100,0,0,.,6,2,5,1,6,7,3,6,9,8,4,2,5,2,9,3
"['-0.65', '178.26', '-0.63', '178.22', '100.00']","['-0.60', '178.21', '-0.58', '178.19', '100.00']","['-0.61', '178.19', '-0.58', '178.23', '100.00']","['-0.60', '178.17', '-0.58', '178.27', '100.00']",255,100,0,100,0,0,.,8,0,9,3,5,7,8,8,1,5,4,6,0,2,0,5
"['-0.68', '17.32', '-0.68', '178.27', '100.00']","['-0.65', '178.26', '-0.63', '178.22', '100.00']","['-0.60', '178.21', '-0.58', '178.19', '100.00']","['-0.61', '178.19', '-0.58', '178.23', '100.00']",255,100,0,100,0,0,.,9,7,7,3,8,6,7,1,3,0,2,7,9,5,4,1
"['-0.69', '17.34', '-0.59', '178.32', '100.00']","['-0.68', '17.32', '-0.68', '178.27', '100.00']","['-0.65', '178.26', '-0.63', '178.22', '100.00']","['-0.60', '178.21', '-0.58', '178.19', '100.00']",255,125,0,125,0,1,.,1,7,4,2,2,0,0,8,5,1,4,4,0,4,3
"['-0.69', '178.33', '-0.68', '178.18', '125.00']","['-0.69', '17.34', '-0.59', '178.32', '100.00']","['-0.68', '17.32', '-0.68', '178.27', '100.00']","['-0.65', '178.26', '-0.63', '178.22', '100.00']",255,100,0,100,0,1,.,3,7,5,2,2,7,2,1,2,9,0,5,8,8,3,8
"['-0.68', '178.33', '-0.60', '178.26', '100.00']","['-0.69', '178.33', '-0.68', '178.18', '125.00']","['-0.69', '17.34', '-0.59', '178.32', '100.00']","['-0.68', '17.32', '-0.68', '178.27', '100.00']",255,130,0,130,0,1,.,5,7,6,0,6,7,9,2,4,4,9,9,5,1,1,7
"['-0.68', '178.34', '-0.62', '178.28', '130.00']","['-0.68', '178.33', '-0.60', '178.26', '100.00']","['-0.69', '178.33', '-0.68', '178.18', '125.00']","['-0.69', '17.34', '-0.59', '178.32', '100.00']",255,125,0,125,0,1,.,7,5,9,0,3,1,7,7,2,6,1,3,5,2,5,4
"['-0.68', '178.32', '-0.59', '178.17', '125.00']","['-0.68', '178.34', '-0.62', '178.28', '130.00']","['-0.68', '178.33', '-0.60', '178.26', '100.00']","['-0.69', '178.33', '-0.68', '178.18', '125.00']",255,100,0,100,0,1,.,9,0,6,8,7,3,2,2,6,1,6,5,7,7,1,5
"['-0.70', '178.32', '-0.65', '178.26', '100.00']","['-0.68', '178.32', '-0.59', '178.17', '125.00']","['-0.68', '178.34', '-0.62', '178.28', '130.00']","['-0.68', '178.33', '-0.60', '178.26', '100.00']",255,100,0,100,0,2,.,0,5,8,2,8,4,9,9,7,9,4,0,0,6,3,5
"['-0.71', '17.33', '-0.65', '178.21', '100.00']","['-0.70', '178.32', '-0.65', '178.26', '100.00']","['-0.68', '178.32', '-0.59', '178.17', '125.00']","['-0.68', '178.34', '-0.62', '178.28', '130.00']",255,100,0,100,0,2,.,2,4,2,5,8,9,4,7,3,7,2,4,3,6,5,2
"['-0.70', '178.31', '-0.67', '178.24', '100.00']","['-0.71', '17.33', '-0.65', '178.21', '100.00']","['-0.70', '178.32', '-0.65', '178.26', '100.00']","['-0.68', '178.32', '-0.59', '178.17', '125.00']",255,130,0,130,0,2,.,4,0,9,1,6,3,9,5,1,8,7,3,7,7,9,3
"['-0.70', '17.29', '-0.62', '178.24', '130.00']","['-0.70', '178.31', '-0.67', '178.24', '100.00']","['-0.71', '17.33', '-0.65', '178.21', '100.00']","['-0.70', '178.32', '-0.65', '178.26', '100.00']",255,100,0,100,0,2,.,5,7,7,4,2,7,8,6,4,0,7,4,7,0,7
"['-0.70', '178.29', '-0.64', '178.19', '100.00']","['-0.70', '17.29', '-0.62', '178.24', '130.00']","['-0.70', '178.31', '-0.67', '178.24', '100.00']","['-0.71', '17.33', '-0.65', '178.21', '100.00']",255,125,0,125,0,2,.,7,5,8,7,7,1,4,1,9,5,2,5,1,4,6,5
"['-0.69', '178.28', '-0.67', '178.22', '125.00']","['-0.70', '178.29', '-0.64', '178.19', '100.00']","['-0.70', '17.29', '-0.62', '178.24', '130.00']","['-0.70', '178.31', '-0.67', '178.24', '100.00']",255,110,0,110,0,2,.,9,2,6,0,6,2,1,0,7,0,8,6,1,8,1,6
"['-0.69', '178.27', '-0.68', '178.26', '110.00']","['-0.69', '178.28', '-0.67', '178.22', '125.00']","['-0.70', '178.29', '-0.64', '178.19', '100.00']","['-0.70', '17.29', '-0.62', '178.24', '130.00']",255,125,0,125,0,3,.,1,2,4,4,2,0,1,6,6,0,1,5,6,2,5
"['-0.70', '178.26', '-0.70', '178.29', '125.00']","['-0.69', '178.27', '-0.68', '178.26', '110.00']","['-0.69', '178.28', '-0.67', '178.22', '125.00']","['-0.70', '178.29', '-0.64', '178.19', '100.00']",255,100,0,100,0,3,.,3,0,8,5,9,4,7,0,3,6,7,4,3,1,6,4
"['-0.69', '178.28', '-0.67', '178.25', '100.00']","['-0.70', '178.26', '-0.70', '178.29', '125.00']","['-0.69', '178.27', '-0.68', '178.26', '110.00']","['-0.69', '178.28', '-0.67', '178.22', '125.00']",255,100,0,100,0,3,.,4,9,2,1,4,6,9,6,8,8,4,1,5,5,2,7
"['-0.68', '178.27', '-0.65', '178.24', '100.00']","['-0.69', '178.28', '-0.67', '178.25', '100.00']","['-0.70', '178.26', '-0.70', '178.29', '125.00']","['-0.69', '178.27', '-0.68', '178.26', '110.00']",255,100,0,100,0,3,.,6,9,2,0,4,4,7,3,4,9,5,4,8,3,4
Epoch End
"['-0.66', '178.22', '-0.66', '178.21', '100.00']","['-0.67', '178.22', '-0.67', '178.15', '100.00']","['-0.67', '178.23', '-0.65', '178.13', '100.00']","['-0.67', '178.24', '-0.71', '178.17', '100.00']",255,100,0,100,0,0,.,2,8,5,2,4,4,7,0,3,2,9,2,8,4,6,7
"['-0.65', '178.23', '-0.59', '178.19', '100.00']","['-0.66', '178.22', '-0.66', '178.21', '100.00']","['-0.67', '178.22', '-0.67', '178.15', '100.00']","['-0.67', '178.23', '-0.65', '178.13', '100.00']",255,100,0,100,0,0,.,4,9,6,4,1,9,1,9,1,3,6,0,4,7,3,6,3
"['-0.63', '178.21', '-0.58', '178.20', '100.00']","['-0.65', '178.23', '-0.59', '178.19', '100.00']","['-0.66', '178.22', '-0.66', '178.21', '100.00']","['-0.67', '178.22', '-0.67', '178.15', '100.00']",255,100,0,100,0,0,.,6,6,2,7,2,1,3,9,5,4,9,2,5,5,3,7
"['-0.64', '178.19', '-0.68', '178.18', '100.00']","['-0.63', '178.21', '-0.58', '178.20', '100.00']","['-0.65', '178.23', '-0.59', '178.19', '100.00']","['-0.66', '178.22', '-0.66', '178.21', '100.00']",255,125,0,125,0,0,.,8,8,0,3,9,9,4,6,5,5,6,0,9,1,3,1
"['-0.64', '178.19', '-0.61', '178.15', '125.00']","['-0.64', '178.19', '-0.68', '178.18', '100.00']","['-0.63', '178.21', '-0.58', '178.20', '100.00']","['-0.65', '178.23', '-0.59', '178.19', '100.00']",255,100,0,100,0,1,.,0,7,9,2,7,3,9,3,9,1,3,2,6,9,0,4
"['-0.62', '178.20', '-0.63', '178.26', '100.00']","['-0.64', '178.19', '-0.61', '178.15', '125.00']","['-0.64', '178.19', '-0.68', '178.18', '100.00']","['-0.63', '178.21', '-0.58', '178.20', '100.00']",255,100,0,100,0,1,.,2,6,2,8,5,2,6,6,8,7,6,2,2,0,7
"['-0.60', '178.18', '-0.66', '178.20', '100.00']","['-0.62', '178.20', '-0.63', '178.26', '100.00']","['-0.64', '178.19', '-0.61', '178.15', '125.00']","['-0.64', '178.19', '-0.68', '178.18', '100.00']",255,100,0,100,0,1,.,4,6,1,8,7,0,9,0,8,7,3,7,1,8,2,6
