pitch
yaw
slope
roll
"['-7.40', '10.53', '0.00', '0.00']","['-7.60', '10.47', '.00', '0.00']","['-7.79', '10.42', '.00', '0.00']","['-8.06', '10.38', '0.00', '0.00']",255,170,0,170,0,0.24868416786193848
"['-12.81', '7.96', '170.00', '170.00']","['-7.40', '10.53', '0.00', '0.00']","['-7.60', '10.47', '.00', '0.00']","['-7.79', '10.42', '.00', '0.00']",255,170,0,180,0,4.878621578216553
"['-13.00', '7.13', '180.00', '170.00']","['-12.81', '7.96', '170.00', '170.00']","['-7.40', '10.53', '0.00', '0.00']","['-7.60', '10.47', '.00', '0.00']",255,170,0,190,0,5.074655294418335
"['-1175', '6.07', '190.00', '170.00']","['-13.00', '7.13', '180.00', '170.00']","['-12.81', '7.96', '170.00', '170.00']","['-7.40', '10.53', '0.00', '0.00']",255,180,0,170,0,5.2126710414886475
"['-6.29', '5.89', '170.00', '180.00']","['-1175', '6.07', '190.00', '170.00']","['-13.00', '7.13', '180.00', '170.00']","['-12.81', '7.96', '170.00', '170.00']",255,180,0,170,0,5.350854158401489
"['-6.01', '2.32', '170.00', '180.00']","['-6.29', '5.89', '170.00', '180.00']","['-1175', '6.07', '190.00', '170.00']","['-13.00', '7.13', '180.00', '170.00']",255,180,0,170,0,5.50480842590332
"['-0.79', '3.69', '170.00', '180.00']","['-6.01', '2.32', '170.00', '180.00']","['-6.29', '5.89', '170.00', '180.00']","['-1175', '6.07', '190.00', '170.00']",255,190,0,170,0,5.673584461212158
"['-2.29', '11.98', '170.00', '190.00']","['-0.79', '3.69', '170.00', '180.00']","['-6.01', '2.32', '170.00', '180.00']","['-6.29', '5.89', '170.00', '180.00']",255,170,0,180,0,5.825594425201416
"['-5.78', '16.15', '180.00', '170.00']","['-2.29', '11.98', '170.00', '190.00']","['-0.79', '3.69', '170.00', '180.00']","['-6.01', '2.32', '170.00', '180.00']",255,170,0,180,0,5.993732213973999
"['2.20', '16.80', '180.00', '170.00']","['-5.78', '16.15', '180.00', '170.00']","['-2.29', '11.98', '170.00', '190.00']","['-0.79', '3.69', '170.00', '180.00']",255,170,0,180,0,6.145689010620117
"['3.34', '20.78', '180.00', '170.00']","['2.20', '16.80', '180.00', '170.00']","['-5.78', '16.15', '180.00', '170.00']","['-2.29', '11.98', '170.00', '190.00']",255,190,0,170,0,6.312726259231567
"['4.54', '21.81', '170.00', '190.00']","['3.34', '20.78', '180.00', '170.00']","['2.20', '16.80', '180.00', '170.00']","['-5.78', '16.15', '180.00', '170.00']",255,170,0,190,0,6.464633226394653
"['-3.8', '21.80', '190.00', '170.00']","['4.54', '21.81', '170.00', '190.00']","['3.34', '20.78', '180.00', '170.00']","['2.20', '16.80', '180.00', '170.00']",255,170,0,190,0,6.632249355316162
"['-10.34', '23.44', '190.00', '170.00']","['-3.8', '21.80', '190.00', '170.00']","['4.54', '21.81', '170.00', '190.00']","['3.34', '20.78', '180.00', '170.00']",255,170,0,170,0,6.799618721008301
"['-5.86', '22.89', '170.00', '170.00']","['-10.34', '23.44', '190.00', '170.00']","['-3.8', '21.80', '190.00', '170.00']","['4.54', '21.81', '170.00', '190.00']",255,170,0,170,0,6.952986240386963
"['-3.92', '22.14', '170.00', '170.00']","['-5.86', '22.89', '170.00', '170.00']","['-10.34', '23.44', '190.00', '170.00']","['-3.8', '21.80', '190.00', '170.00']",255,170,0,170,0,7.1185462474823
"['-4.47', '24.37', '170.00', '170.00']","['-3.92', '22.14', '170.00', '170.00']","['-5.86', '22.89', '170.00', '170.00']","['-10.34', '23.44', '190.00', '170.00']",255,170,0,170,0,7.288737773895264
"['-15.68', '26.28', '170.00', '170.00']","['-4.47', '24.37', '170.00', '170.00']","['-3.92', '22.14', '170.00', '170.00']","['-5.86', '22.89', '170.00', '170.00']",255,180,0,170,0,7.442379951477051
"['-23.91', '30.56', '170.00', '180.00']","['-15.68', '26.28', '170.00', '170.00']","['-4.47', '24.37', '170.00', '170.00']","['-3.92', '22.14', '170.00', '170.00']",255,180,0,170,0,7.594669580459595
"['-27.31', '31.65', '170.00', '180.00']","['-23.91', '30.56', '170.00', '180.00']","['-15.68', '26.28', '170.00', '170.00']","['-4.47', '24.37', '170.00', '170.00']",255,180,0,170,0,7.7615110874176025
Epoch End
EPOCH: 000/009 | REWARD: 0.000000 | LOSS: 10857.1933 | Q_MAX: -0.2060
"['-17.99', '35.46', '170.00', '180.00']","['-21.3', '36.25', '170.00', '180.00']","['-15.03', '39.01', '170.00', '180.00']","['-17.93', '33.83', '170.00', '180.00']",255,180,0,170,0,0.26050400733947754
"['-16.90', '39.66', '170.00', '180.00']","['-17.99', '35.46', '170.00', '180.00']","['-21.3', '36.25', '170.00', '180.00']","['-15.03', '39.01', '170.00', '180.00']",255,180,0,170,0,0.4136974811553955
"['-8.0', '42.28', '170.00', '180.00']","['-16.90', '39.66', '170.00', '180.00']","['-17.99', '35.46', '170.00', '180.00']","['-21.3', '36.25', '170.00', '180.00']",255,180,0,170,0,0.5499560832977295
"['-11.77', '43.27', '170.00', '180.00']","['-8.0', '42.28', '170.00', '180.00']","['-16.90', '39.66', '170.00', '180.00']","['-17.99', '35.46', '170.00', '180.00']",255,190,0,170,0,0.7155520915985107
"['-23.71', '43.08', '170.00', '190.00']","['-11.77', '43.27', '170.00', '180.00']","['-8.0', '42.28', '170.00', '180.00']","['-16.90', '39.66', '170.00', '180.00']",255,190,0,170,0,0.9125127792358398
"['-23.69', '35.79', '170.00', '190.00']","['-23.71', '43.08', '170.00', '190.00']","['-11.77', '43.27', '170.00', '180.00']","['-8.0', '42.28', '170.00', '180.00']",255,190,0,170,0,1.08003830909729
"['-23.73', '33.04', '170.00', '190.00']","['-23.69', '35.79', '170.00', '190.00']","['-23.71', '43.08', '170.00', '190.00']","['-11.77', '43.27', '170.00', '180.00']",255,170,0,180,0,1.2332203388214111
