"['-1.65', '17.20', '-1.67', '178.23', '100.00']","['-1.63', '178.22', '-1.58', '178.22', '110.00']","['-1.63', '178.23', '-1.62', '178.25', '110.00']","['-1.62', '178.22', '-1.62', '178.23', '110.00']",255,125,0,125,0,2,.,0,0,6,8,0,6,1,3,5,1,7,7,6,1,2,3
"['-1.63', '178.21', '-1.59', '178.31', '125.00']","['-1.65', '17.20', '-1.67', '178.23', '100.00']","['-1.63', '178.22', '-1.58', '178.22', '110.00']","['-1.63', '178.23', '-1.62', '178.25', '110.00']",255,125,0,125,0,2,.,1,5,6,3,7,9,4,6,1,2,8,8,4,5,2
"['-1.63', '17.19', '-1.59', '178.23', '125.00']","['-1.63', '178.21', '-1.59', '178.31', '125.00']","['-1.65', '17.20', '-1.67', '178.23', '100.00']","['-1.63', '178.22', '-1.58', '178.22', '110.00']",255,140,0,140,0,2,.,3,0,5,4,3,1,6,0,4,3,8,5,3,7,6
"['-1.62', '178.18', '-1.58', '178.24', '140.00']","['-1.63', '17.19', '-1.59', '178.23', '125.00']","['-1.63', '178.21', '-1.59', '178.31', '125.00']","['-1.65', '17.20', '-1.67', '178.23', '100.00']",255,140,0,140,0,2,.,4,8,9,0,1,4,6,2,5,5,4,9,3,1,6,4
"['-1.62', '178.21', '-2.20', '178.61', '140.00']","['-1.62', '178.18', '-1.58', '178.24', '140.00']","['-1.63', '17.19', '-1.59', '178.23', '125.00']","['-1.63', '178.21', '-1.59', '178.31', '125.00']",255,140,0,140,0,2,.,6,3,7,8,2,6,4,4,2,7,1,8,5,0,6
"['-1.59', '178.26', '-1.98', '178.41', '140.00']","['-1.62', '178.21', '-2.20', '178.61', '140.00']","['-1.62', '178.18', '-1.58', '178.24', '140.00']","['-1.63', '17.19', '-1.59', '178.23', '125.00']",255,140,0,140,0,2,.,7,8,8,7,6,0,1,8,5,2,4,1,6,9,9
"['-1.58', '17.26', '-1.55', '178.30', '140.00']","['-1.59', '178.26', '-1.98', '178.41', '140.00']","['-1.62', '178.21', '-2.20', '178.61', '140.00']","['-1.62', '178.18', '-1.58', '178.24', '140.00']",255,140,0,140,0,2,.,9,5,5,2,8,7,9,3,3,3,4,9,6,0,9,4
"['-1.57', '17.28', '-1.59', '178.26', '140.00']","['-1.58', '17.26', '-1.55', '178.30', '140.00']","['-1.59', '178.26', '-1.98', '178.41', '140.00']","['-1.62', '178.21', '-2.20', '178.61', '140.00']",255,140,0,140,0,3,.,1,3,7,3,1,8,1,3,4,3,0,7,8,6,1,3
"['-1.55', '178.28', '-1.58', '178.16', '140.00']","['-1.57', '17.28', '-1.59', '178.26', '140.00']","['-1.58', '17.26', '-1.55', '178.30', '140.00']","['-1.59', '178.26', '-1.98', '178.41', '140.00']",255,130,0,130,0,3,.,3,2,3,3,7,6,8,9,3,9,9,7,1,9,2,4
"['-1.55', '178.30', '-1.57', '178.38', '130.00']","['-1.55', '178.28', '-1.58', '178.16', '140.00']","['-1.57', '17.28', '-1.59', '178.26', '140.00']","['-1.58', '17.26', '-1.55', '178.30', '140.00']",255,140,0,140,0,3,.,4,8,7,9,7,9,8,8,8,9,1,6,0,1,5,6
Epoch End
EPOCH: 000/009 | REWARD: -100.000000 | LOSS: 34054.3530 | Q_MAX: -147.8382
"['-1.58', '178.31', '-1.62', '178.33', '140.00']","['-1.58', '178.31', '-1.51', '178.31', '140.00']","['-1.59', '178.31', '-1.58', '178.26', '140.00']","['-1.59', '178.32', '-1.58', '178.30', '140.00']",255,140,0,140,0,0,.,2,7,5,0,6,7,3,2,9,4,0,6,7,3,8,3
"['-1.59', '178.31', '-1.63', '178.32', '140.00']","['-1.58', '178.31', '-1.62', '178.33', '140.00']","['-1.58', '178.31', '-1.51', '178.31', '140.00']","['-1.59', '178.31', '-1.58', '178.26', '140.00']",255,100,0,100,0,0,.,4,6,9,9,6,8,7,9,5,7,7,6,3,6,7,2
"['-1.57', '178.29', '-1.55', '178.24', '100.00']","['-1.59', '178.31', '-1.63', '178.32', '140.00']","['-1.58', '178.31', '-1.62', '178.33', '140.00']","['-1.58', '178.31', '-1.51', '178.31', '140.00']",255,100,0,100,0,0,.,6,6,8,2,5,0,7,9,9,1,7,9,0,7,7,1
"['-1.55', '17.26', '-1.53', '178.24', '100.00']","['-1.57', '178.29', '-1.55', '178.24', '100.00']","['-1.59', '178.31', '-1.63', '178.32', '140.00']","['-1.58', '178.31', '-1.62', '178.33', '140.00']",255,100,0,100,0,0,.,8,2,0,7,3,6,1,6,9,8,1,5,0,6,3,5
"['-1.52', '178.26', '-1.52', '178.31', '100.00']","['-1.55', '17.26', '-1.53', '178.24', '100.00']","['-1.57', '178.29', '-1.55', '178.24', '100.00']","['-1.59', '178.31', '-1.63', '178.32', '140.00']",255,100,0,100,0,0,.,9,8,6,0,8,3,9,8,4,3,7,5
"['-1.52', '178.27', '-1.57', '178.37', '100.00']","['-1.52', '178.26', '-1.52', '178.31', '100.00']","['-1.55', '17.26', '-1.53', '178.24', '100.00']","['-1.57', '178.29', '-1.55', '178.24', '100.00']",255,125,0,125,0,1,.,1,3,6,0,0,7,7,8,5,7,9,7,1,1,9,1
"['-1.54', '178.25', '-1.62', '178.26', '125.00']","['-1.52', '178.27', '-1.57', '178.37', '100.00']","['-1.52', '178.26', '-1.52', '178.31', '100.00']","['-1.55', '17.26', '-1.53', '178.24', '100.00']",255,110,0,110,0,1,.,2,6,9,5,9,3,9,5,4,0,8,6,3,0,3,7
"['-1.54', '178.25', '-1.57', '178.28', '110.00']","['-1.54', '178.25', '-1.62', '178.26', '125.00']","['-1.52', '178.27', '-1.57', '178.37', '100.00']","['-1.52', '178.26', '-1.52', '178.31', '100.00']",255,125,0,125,0,1,.,4,0,3,6,7,1,7,4,1,4,8,5,5,9,5,7
"['-1.54', '178.27', '-1.57', '178.34', '125.00']","['-1.54', '178.25', '-1.57', '178.28', '110.00']","['-1.54', '178.25', '-1.62', '178.26', '125.00']","['-1.52', '178.27', '-1.57', '178.37', '100.00']",255,125,0,125,0,1,.,5,6,9,7,5,1,7,3,9,5,0,1,9,5,3,1
"['-1.55', '178.29', '-1.54', '178.34', '125.00']","['-1.54', '178.27', '-1.57', '178.34', '125.00']","['-1.54', '178.25', '-1.57', '178.28', '110.00']","['-1.54', '178.25', '-1.62', '178.26', '125.00']",255,125,0,125,0,1,.,7,5,3,4,0,1,9,9,4,7,0,5,2,0,0,2
"['-1.55', '178.30', '-1.59', '178.31', '125.00']","['-1.55', '178.29', '-1.54', '178.34', '125.00']","['-1.54', '178.27', '-1.57', '178.34', '125.00']","['-1.54', '178.25', '-1.57', '178.28', '110.00']",255,125,0,125,0,1,.,9,6,8,8,5,6,8,1,1,5,2,3,4,3,7,5
"['-1.54', '178.33', '-1.61', '178.32', '125.00']","['-1.55', '178.30', '-1.59', '178.31', '125.00']","['-1.55', '178.29', '-1.54', '178.34', '125.00']","['-1.54', '178.27', '-1.57', '178.34', '125.00']",255,140,0,140,0,2,.,1,3,7,5,8,1,5,8,6,8,3,7,7,6,8,6
"['-1.56', '17.34', '-1.54', '178.31', '140.00']","['-1.54', '178.33', '-1.61', '178.32', '125.00']","['-1.55', '178.30', '-1.59', '178.31', '125.00']","['-1.55', '178.29', '-1.54', '178.34', '125.00']",255,110,0,110,0,2,.,3,0,3,6,9,4,7,2,5,0,3,6,6,2,1
"['-1.57', '178.34', '-1.60', '178.34', '110.00']","['-1.56', '17.34', '-1.54', '178.31', '140.00']","['-1.54', '178.33', '-1.61', '178.32', '125.00']","['-1.55', '178.30', '-1.59', '178.31', '125.00']",255,130,0,130,0,2,.,4,7,0,9,5,5,8,4,8,6,9,3,8,4,7,7
"['-1.57', '178.34', '-1.62', '178.25', '130.00']","['-1.57', '178.34', '-1.60', '178.34', '110.00']","['-1.56', '17.34', '-1.54', '178.31', '140.00']","['-1.54', '178.33', '-1.61', '178.32', '125.00']",255,130,0,130,0,2,.,6,7,1,4,1,0,3,2,2,1,8,9,3,3,1
"['-1.57', '17.34', '-1.54', '178.26', '130.00']","['-1.57', '178.34', '-1.62', '178.25', '130.00']","['-1.57', '178.34', '-1.60', '178.34', '110.00']","['-1.56', '17.34', '-1.54', '178.31', '140.00']",255,140,0,140,0,2,.,8,3,7,0,6,6,6,5,0,3,9,0,6,2,5
"['-1.57', '178.34', '-1.60', '178.26', '140.00']","['-1.57', '17.34', '-1.54', '178.26', '130.00']","['-1.57', '178.34', '-1.62', '178.25', '130.00']","['-1.57', '178.34', '-1.60', '178.34', '110.00']",255,130,0,130,0,3,.,0,3,5,3,5,9,6,2,1,0,4,7,9,7,3,6
"['-1.56', '178.29', '-1.55', '178.20', '130.00']","['-1.57', '178.34', '-1.60', '178.26', '140.00']","['-1.57', '17.34', '-1.54', '178.26', '130.00']","['-1.57', '178.34', '-1.62', '178.25', '130.00']",255,130,0,130,0,3,.,2,3,7,8,1,3,7,1,1,1,6,6,3,8,2
"['-1.55', '17.27', '-1.65', '178.28', '130.00']","['-1.56', '178.29', '-1.55', '178.20', '130.00']","['-1.57', '178.34', '-1.60', '178.26', '140.00']","['-1.57', '17.34', '-1.54', '178.26', '130.00']",255,130,0,130,0,3,.,4,0,5,2,4,4,8,2,7,2,7,0,5,0,8
"['-1.54', '178.23', '-1.58', '178.33', '130.00']","['-1.55', '17.27', '-1.65', '178.28', '130.00']","['-1.56', '178.29', '-1.55', '178.20', '130.00']","['-1.57', '178.34', '-1.60', '178.26', '140.00']",255,140,0,140,0,3,.,5,7,2,6,6,6,8,8,3,4,6,8,6,2,8
Epoch End
"['-1.51', '178.25', '-1.54', '178.33', '140.00']","['-1.52', '178.24', '-1.58', '178.22', '140.00']","['-1.51', '178.25', '-1.61', '178.30', '140.00']","['-1.51', '178.25', '-1.55', '178.32', '140.00']",255,140,0,140,0,0,.,2,5,5,3,1,9,8,3,3,7,5,5,4,9,3,1,6
"['-1.51', '17.24', '-1.56', '178.31', '140.00']","['-1.51', '178.25', '-1.54', '178.33', '140.00']","['-1.52', '178.24', '-1.58', '178.22', '140.00']","['-1.51', '178.25', '-1.61', '178.30', '140.00']",255,140,0,140,0,0,.,4,5,1,8,6,0,1,8,9,4,3,7,8,6,6,2
"['-1.53', '178.25', '-1.58', '178.29', '140.00']","['-1.51', '17.24', '-1.56', '178.31', '140.00']","['-1.51', '178.25', '-1.54', '178.33', '140.00']","['-1.52', '178.24', '-1.58', '178.22', '140.00']",255,140,0,140,0,0,.,6,4,8,8,3,4,7,0,5,3,5,2,7,8,3,2
"['-1.56', '178.27', '-1.59', '178.32', '140.00']","['-1.53', '178.25', '-1.58', '178.29', '140.00']","['-1.51', '17.24', '-1.56', '178.31', '140.00']","['-1.51', '178.25', '-1.54', '178.33', '140.00']",255,140,0,140,0,0,.,8,4,8,8,6,9,0,8,5,3,1,1,8,8,9,6
"['-1.58', '178.32', '-1.60', '178.28', '140.00']","['-1.56', '178.27', '-1.59', '178.32', '140.00']","['-1.53', '178.25', '-1.58', '178.29', '140.00']","['-1.51', '17.24', '-1.56', '178.31', '140.00']",255,140,0,140,0,1,.,0,4,9,6,2,8,0,1,9,3,3,2,8,8,5,7
"['-1.60', '17.34', '-1.53', '178.30', '140.00']","['-1.58', '178.32', '-1.60', '178.28', '140.00']","['-1.56', '178.27', '-1.59', '178.32', '140.00']","['-1.53', '178.25', '-1.58', '178.29', '140.00']",255,140,0,140,0,1,.,2,1,6,8,9,0,5,7,3,5,0,1,5,8,7
"['-1.61', '17.34', '-1.57', '178.31', '140.00']","['-1.60', '17.34', '-1.53', '178.30', '140.00']","['-1.58', '178.32', '-1.60', '178.28', '140.00']","['-1.56', '178.27', '-1.59', '178.32', '140.00']",255,140,0,140,0,1,.,3,9,8,9,8,1,5,7,1,1,9,7,5,0,9,8
"['-1.60', '178.34', '-1.66', '178.33', '140.00']","['-1.61', '17.34', '-1.57', '178.31', '140.00']","['-1.60', '17.34', '-1.53', '178.30', '140.00']","['-1.58', '178.32', '-1.60', '178.28', '140.00']",255,110,0,110,0,1,.,5,6,7,1,6,5,1,3,6,3,3,7,2,8,0,3
"['-1.61', '178.31', '-1.62', '178.33', '110.00']","['-1.60', '178.34', '-1.66', '178.33', '140.00']","['-1.61', '17.34', '-1.57', '178.31', '140.00']","['-1.60', '17.34', '-1.53', '178.30', '140.00']",255,130,0,130,0,1,.,7,6,3,6,3,9,2,1,1,6,5,4,6,6,3
"['-1.61', '178.30', '-1.64', '178.28', '130.00']","['-1.61', '178.31', '-1.62', '178.33', '110.00']","['-1.60', '178.34', '-1.66', '178.33', '140.00']","['-1.61', '17.34', '-1.57', '178.31', '140.00']",255,130,0,130,0,1,.,9,3,2,5,1,1,3,2,9,6,5,0,8,7,9
"['-1.58', '178.31', '-1.59', '178.29', '130.00']","['-1.61', '178.30', '-1.64', '178.28', '130.00']","['-1.61', '178.31', '-1.62', '178.33', '110.00']","['-1.60', '178.34', '-1.66', '178.33', '140.00']",255,130,0,130,0,2,.,1,3,0,9,9,3,8,4,3,0,7,8,6,1,3,3
"['-1.59', '178.31', '-1.57', '178.26', '130.00']","['-1.58', '178.31', '-1.59', '178.29', '130.00']","['-1.61', '178.30', '-1.64', '178.28', '130.00']","['-1.61', '178.31', '-1.62', '178.33', '110.00']",255,130,0,130,0,2,.,3,3,2,7,9,0,3,7,4,7,5,5,8,5,9,4
"['-1.59', '178.30', '-1.61', '178.20', '130.00']","['-1.59', '178.31', '-1.57', '178.26', '130.00']","['-1.58', '178.31', '-1.59', '178.29', '130.00']","['-1.61', '178.30', '-1.64', '178.28', '130.00']",255,140,0,140,0,2,.,5,3,2,3,1,7,6,3,8,3,9,7,2,1,7
"['-1.61', '178.29', '-1.56', '178.37', '140.00']","['-1.59', '178.30', '-1.61', '178.20', '130.00']","['-1.59', '178.31', '-1.57', '178.26', '130.00']","['-1.58', '178.31', '-1.59', '178.29', '130.00']",255,140,0,140,0,2,.,7,1,5,8,3,5,3,3,2,8,7,0,4,8,3,4
"['-1.62', '178.34', '-1.55', '178.38', '140.00']","['-1.61', '178.29', '-1.56', '178.37', '140.00']","['-1.59', '178.30', '-1.61', '178.20', '130.00']","['-1.59', '178.31', '-1.57', '178.26', '130.00']",255,140,0,140,0,2,.,8,8,1,0,9,4,4,5,5,7,1,8,9,9,4
"['-1.64', '178.36', '-1.63', '178.33', '140.00']","['-1.62', '178.34', '-1.55', '178.38', '140.00']","['-1.61', '178.29', '-1.56', '178.37', '140.00']","['-1.59', '178.30', '-1.61', '178.20', '130.00']",255,140,0,140,0,3,.,0,4,9,1,5,5,4,7,3,7,0,9,1,0,6,4
"['-1.63', '178.40', '-1.55', '178.34', '140.00']","['-1.64', '178.36', '-1.63', '178.33', '140.00']","['-1.62', '178.34', '-1.55', '178.38', '140.00']","['-1.61', '178.29', '-1.56', '178.37', '140.00']",255,140,0,140,0,3,.,2,1,5,0,8,1,6,9,1,7,4,1,9,4,3,4
"['-1.63', '178.39', '-1.57', '178.31', '140.00']","['-1.63', '178.40', '-1.55', '178.34', '140.00']","['-1.64', '178.36', '-1.63', '178.33', '140.00']","['-1.62', '178.34', '-1.55', '178.38', '140.00']",255,140,0,140,0,3,.,3,9,8,8,4,2,0,9,6,3,2,8,7,3,5,4
"['-1.62', '17.39', '-1.52', '178.31', '140.00']","['-1.63', '178.39', '-1.57', '178.31', '140.00']","['-1.63', '178.40', '-1.55', '178.34', '140.00']","['-1.64', '178.36', '-1.63', '178.33', '140.00']",255,140,0,140,0,3,.,5,8,2,1,8,9,3,2,1,5,1,7,9,4,4,3
"['-1.60', '17.40', '-1.56', '178.33', '140.00']","['-1.62', '17.39', '-1.52', '178.31', '140.00']","['-1.63', '178.39', '-1.57', '178.31', '140.00']","['-1.63', '178.40', '-1.55', '178.34', '140.00']",255,140,0,140,0,3,.,7,9,7,8,1,1,2,6,9,7,6,0,1,3,2
Epoch End
"['-1.57', '178.37', '-1.56', '178.19', '140.00']","['-1.57', '178.38', '-1.57', '178.27', '140.00']","['-1.58', '178.39', '-1.53', '178.26', '140.00']","['-1.58', '178.40', '-1.60', '178.36', '140.00']",255,110,0,110,0,0,.,2,2,9,3,0,4,3,1,3,6,5,9,6,6,7,9,7
"['-1.58', '178.36', '-1.63', '178.33', '140.00']","['-1.57', '178.37', '-1.56', '178.19', '140.00']","['-1.57', '178.38', '-1.57', '178.27', '140.00']","['-1.58', '178.39', '-1.53', '178.26', '140.00']",255,125,0,125,0,0,.,4,1,9,3,6,3,0,2,1,8,5,0,5,8,5,9,4
"['-1.60', '178.36', '-1.56', '178.31', '125.00']","['-1.58', '178.36', '-1.63', '178.33', '140.00']","['-1.57', '178.37', '-1.56', '178.19', '140.00']","['-1.57', '178.38', '-1.57', '178.27', '140.00']",255,100,0,100,0,0,.,6,1,8,1,1,3,5,1,7,7,6,1,2,3,0,5
"['-1.61', '178.34', '-1.65', '178.26', '100.00']","['-1.60', '178.36', '-1.56', '178.31', '125.00']","['-1.58', '178.36', '-1.63', '178.33', '140.00']","['-1.57', '178.37', '-1.56', '178.19', '140.00']",255,125,0,125,0,0,.,7,8,6,2,1,7,4,5,1,0,9,5,5,8,1
"['-1.61', '17.31', '-1.65', '178.27', '125.00']","['-1.61', '178.34', '-1.65', '178.26', '100.00']","['-1.60', '178.36', '-1.56', '178.31', '125.00']","['-1.58', '178.36', '-1.63', '178.33', '140.00']",255,125,0,125,0,0,.,9,8,5,1,9,8,7,3,6,1,9,0,7,9,5,9
"['-1.61', '17.32', '-1.57', '178.32', '125.00']","['-1.61', '17.31', '-1.65', '178.27', '125.00']","['-1.61', '178.34', '-1.65', '178.26', '100.00']","['-1.60', '178.36', '-1.56', '178.31', '125.00']",255,125,0,125,0,1,.,1,7,0,0,1,1,0,4,3,5,4,8,5,8,4
"['-1.60', '17.30', '-1.57', '178.35', '125.00']","['-1.61', '17.32', '-1.57', '178.32', '125.00']","['-1.61', '17.31', '-1.65', '178.27', '125.00']","['-1.61', '178.34', '-1.65', '178.26', '100.00']",255,100,0,100,0,1,.,3,6,9,9,7,6,0,4,3,7,0,1,1,7,1,9
"['-1.59', '178.32', '-1.59', '178.36', '100.00']","['-1.60', '17.30', '-1.57', '178.35', '125.00']","['-1.61', '17.32', '-1.57', '178.32', '125.00']","['-1.61', '17.31', '-1.65', '178.27', '125.00']",255,100,0,100,0,1,.,5,5,1,6,0,2,1,2,5,1,6,7,8,4,6,7
"['-1.57', '178.32', '-1.53', '178.28', '100.00']","['-1.59', '178.32', '-1.59', '178.36', '100.00']","['-1.60', '17.30', '-1.57', '178.35', '125.00']","['-1.61', '17.32', '-1.57', '178.32', '125.00']",255,130,0,130,0,1,.,7,3,6,6,8,5,0,3,7,6,1,2,9,1,5
"['-1.56', '17.31', '-1.53', '178.37', '130.00']","['-1.57', '178.32', '-1.53', '178.28', '100.00']","['-1.59', '178.32', '-1.59', '178.36', '100.00']","['-1.60', '17.30', '-1.57', '178.35', '125.00']",255,100,0,100,0,1,.,9,3,8,1,8,4,7,3,8,1,5,9,1,7,9,7
"['-1.56', '17.28', '-1.61', '178.34', '100.00']","['-1.56', '17.31', '-1.53', '178.37', '130.00']","['-1.57', '178.32', '-1.53', '178.28', '100.00']","['-1.59', '178.32', '-1.59', '178.36', '100.00']",255,130,0,130,0,2,.,1,1,9,1,7,7,5,7,9,8,7,9,7,6,0,7
"['-1.55', '178.25', '-1.57', '178.25', '130.00']","['-1.56', '17.28', '-1.61', '178.34', '100.00']","['-1.56', '17.31', '-1.53', '178.37', '130.00']","['-1.57', '178.32', '-1.53', '178.28', '100.00']",255,130,0,130,0,2,.,2,8,6,1,3,0,1,8,9,8,9,5,6,3
"['-1.54', '17.24', '-1.52', '178.30', '130.00']","['-1.55', '178.25', '-1.57', '178.25', '130.00']","['-1.56', '17.28', '-1.61', '178.34', '100.00']","['-1.56', '17.31', '-1.53', '178.37', '130.00']",255,110,0,110,0,2,.,4,5,5,5,4,3,0,4,1,2,2,9,2,4,8
"['-1.54', '17.27', '-1.60', '178.33', '110.00']","['-1.54', '17.24', '-1.52', '178.30', '130.00']","['-1.55', '178.25', '-1.57', '178.25', '130.00']","['-1.56', '17.28', '-1.61', '178.34', '100.00']",255,100,0,100,0,2,.,6,5,3,4,5,4,5,4,2,1,6,0,0,3,4
"['-1.54', '178.25', '-1.59', '178.31', '100.00']","['-1.54', '17.27', '-1.60', '178.33', '110.00']","['-1.54', '17.24', '-1.52', '178.30', '130.00']","['-1.55', '178.25', '-1.57', '178.25', '130.00']",255,125,0,125,0,2,.,8,0,3,2,7,7,4,9,2,5,2,3,1,9,3,4
"['-1.53', '17.24', '-1.62', '178.30', '125.00']","['-1.54', '178.25', '-1.59', '178.31', '100.00']","['-1.54', '17.27', '-1.60', '178.33', '110.00']","['-1.54', '17.24', '-1.52', '178.30', '130.00']",255,100,0,100,0,2,.,9,8,7,7,3,4,7,9,4,6,1,6,6,9,9
"['-1.52', '178.22', '-1.55', '178.31', '100.00']","['-1.53', '17.24', '-1.62', '178.30', '125.00']","['-1.54', '178.25', '-1.59', '178.31', '100.00']","['-1.54', '17.27', '-1.60', '178.33', '110.00']",255,125,0,125,0,3,.,1,6,9,7,2,8,0,4,0,6,9,5,1,9,0,4
"['-1.55', '178.25', '-1.59', '178.31', '125.00']","['-1.52', '178.22', '-1.55', '178.31', '100.00']","['-1.53', '17.24', '-1.62', '178.30', '125.00']","['-1.54', '178.25', '-1.59', '178.31', '100.00']",255,130,0,130,0,3,.,3,3,6,8,3,0,3,7,7,5,7,8,7,3,5,4
"['-1.60', '178.31', '-1.64', '178.24', '130.00']","['-1.55', '178.25', '-1.59', '178.31', '125.00']","['-1.52', '178.22', '-1.55', '178.31', '100.00']","['-1.53', '17.24', '-1.62', '178.30', '125.00']",255,130,0,130,0,3,.,5,2,1,4,0,5,2,2,0,0,3,1,7,3,8,3
"['-1.62', '178.32', '-1.57', '178.25', '130.00']","['-1.60', '178.31', '-1.64', '178.24', '130.00']","['-1.55', '178.25', '-1.59', '178.31', '125.00']","['-1.52', '178.22', '-1.55', '178.31', '100.00']",255,130,0,130,0,3,.,7,0,1,5,9,0,7,7,6,4,4,3,4,8,1,4
Epoch End
"['-1.63', '178.37', '-1.63', '178.30', '130.00']","['-1.63', '178.37', '-1.56', '178.37', '130.00']","['-1.62', '178.36', '-1.56', '178.29', '130.00']","['-1.62', '178.35', '-1.57', '178.30', '130.00']",255,125,0,125,0,0,.,2,5,0,4,8,1,8,4,3,9,4,8,3,6,4,2,6
"['-1.64', '178.37', '-1.64', '178.35', '125.00']","['-1.63', '178.37', '-1.63', '178.30', '130.00']","['-1.63', '178.37', '-1.56', '178.37', '130.00']","['-1.62', '178.36', '-1.56', '178.29', '130.00']",255,125,0,125,0,0,.,4,3,0,8,4,4,3,0,6,9,4,5,8,0,0,8
"['-1.64', '17.38', '-1.57', '178.43', '125.00']","['-1.64', '178.37', '-1.64', '178.35', '125.00']","['-1.63', '178.37', '-1.63', '178.30', '130.00']","['-1.63', '178.37', '-1.56', '178.37', '130.00']",255,100,0,100,0,0,.,5,9,8,1,5,6,9,2,9,0,1,6,1,1,3,3
"['-1.63', '178.39', '-1.57', '178.39', '100.00']","['-1.64', '17.38', '-1.57', '178.43', '125.00']","['-1.64', '178.37', '-1.64', '178.35', '125.00']","['-1.63', '178.37', '-1.63', '178.30', '130.00']",255,125,0,125,0,0,.,7,6,7,6,5,8,9,4,8,8,9,8,3,1,5,4
"['-1.62', '17.39', '-1.60', '178.38', '125.00']","['-1.63', '178.39', '-1.57', '178.39', '100.00']","['-1.64', '17.38', '-1.57', '178.43', '125.00']","['-1.64', '178.37', '-1.64', '178.35', '125.00']",255,100,0,100,0,0,.,9,3,0,7,6,9,4,4,3,5,1,1,9,6,2,9
"['-1.62', '17.40', '-1.61', '178.34', '100.00']","['-1.62', '17.39', '-1.60', '178.38', '125.00']","['-1.63', '178.39', '-1.57', '178.39', '100.00']","['-1.64', '17.38', '-1.57', '178.43', '125.00']",255,100,0,100,0,1,.,1,1,3,7,4,6,8,8,1,4,8,4,9,8,5,4
"['-1.61', '178.39', '-1.60', '178.29', '100.00']","['-1.62', '17.40', '-1.61', '178.34', '100.00']","['-1.62', '17.39', '-1.60', '178.38', '125.00']","['-1.63', '178.39', '-1.57', '178.39', '100.00']",255,100,0,100,0,1,.,2,8,3,5,4,1,2,0,2,5,4,5,1,6,6
