"['-0.74', '178.06', '-0.74', '178.11', '140.00']","['-0.75', '178.08', '-0.69', '178.05', '140.00']","['-0.75', '178.10', '-0.68', '178.02', '110.00']","['-0.75', '178.10', '-0.74', '178.10', '125.00']",255,130,0,130,0
"['-0.72', '178.05', '-0.68', '178.10', '130.00']","['-0.74', '178.06', '-0.74', '178.11', '140.00']","['-0.75', '178.08', '-0.69', '178.05', '140.00']","['-0.75', '178.10', '-0.68', '178.02', '110.00']",255,100,0,100,0
"['-0.71', '178.05', '-0.69', '178.03', '100.00']","['-0.72', '178.05', '-0.68', '178.10', '130.00']","['-0.74', '178.06', '-0.74', '178.11', '140.00']","['-0.75', '178.08', '-0.69', '178.05', '140.00']",255,130,0,130,0
"['-0.72', '178.06', '-0.72', '178.02', '130.00']","['-0.71', '178.05', '-0.69', '178.03', '100.00']","['-0.72', '178.05', '-0.68', '178.10', '130.00']","['-0.74', '178.06', '-0.74', '178.11', '140.00']",255,130,0,130,0
"['-0.72', '178.06', '-0.71', '178.15', '130.00']","['-0.72', '178.06', '-0.72', '178.02', '130.00']","['-0.71', '178.05', '-0.69', '178.03', '100.00']","['-0.72', '178.05', '-0.68', '178.10', '130.00']",255,110,0,110,0
"['-0.71', '178.07', '-0.70', '178.14', '110.00']","['-0.72', '178.06', '-0.71', '178.15', '130.00']","['-0.72', '178.06', '-0.72', '178.02', '130.00']","['-0.71', '178.05', '-0.69', '178.03', '100.00']",255,100,0,100,0
"['-0.71', '17.08', '-0.68', '178.16', '100.00']","['-0.71', '178.07', '-0.70', '178.14', '110.00']","['-0.72', '178.06', '-0.71', '178.15', '130.00']","['-0.72', '178.06', '-0.72', '178.02', '130.00']",255,110,0,110,0
"['-0.70', '178.09', '-0.70', '178.10', '110.00']","['-0.71', '17.08', '-0.68', '178.16', '100.00']","['-0.71', '178.07', '-0.70', '178.14', '110.00']","['-0.72', '178.06', '-0.71', '178.15', '130.00']",255,100,0,100,0
"['-0.70', '17.10', '-0.72', '178.12', '100.00']","['-0.70', '178.09', '-0.70', '178.10', '110.00']","['-0.71', '17.08', '-0.68', '178.16', '100.00']","['-0.71', '178.07', '-0.70', '178.14', '110.00']",255,110,0,110,0
"['-0.68', '17.08', '-0.74', '178.11', '110.00']","['-0.70', '17.10', '-0.72', '178.12', '100.00']","['-0.70', '178.09', '-0.70', '178.10', '110.00']","['-0.71', '17.08', '-0.68', '178.16', '100.00']",255,140,0,140,0
Epoch End
EPOCH: 000/009 | REWARD: -100.000000 | LOSS: 32051.2949 | Q_MAX: -205.9946
"['-0.64', '178.08', '-0.68', '178.10', '140.00']","['-0.64', '178.07', '-0.69', '178.18', '140.00']","['-0.64', '178.06', '-0.65', '178.17', '140.00']","['-0.64', '178.06', '-0.68', '178.16', '140.00']",255,140,0,140,0
"['-0.65', '17.11', '-0.66', '178.17', '140.00']","['-0.64', '178.08', '-0.68', '178.10', '140.00']","['-0.64', '178.07', '-0.69', '178.18', '140.00']","['-0.64', '178.06', '-0.65', '178.17', '140.00']",255,100,0,100,0
"['-0.66', '178.12', '-0.73', '178.05', '100.00']","['-0.65', '17.11', '-0.66', '178.17', '140.00']","['-0.64', '178.08', '-0.68', '178.10', '140.00']","['-0.64', '178.07', '-0.69', '178.18', '140.00']",255,140,0,140,0
"['-0.67', '178.11', '-0.69', '178.10', '140.00']","['-0.66', '178.12', '-0.73', '178.05', '100.00']","['-0.65', '17.11', '-0.66', '178.17', '140.00']","['-0.64', '178.08', '-0.68', '178.10', '140.00']",255,140,0,140,0
"['-0.70', '17.10', '-0.69', '178.08', '140.00']","['-0.67', '178.11', '-0.69', '178.10', '140.00']","['-0.66', '178.12', '-0.73', '178.05', '100.00']","['-0.65', '17.11', '-0.66', '178.17', '140.00']",255,100,0,100,0
"['-0.68', '178.13', '-0.65', '178.11', '100.00']","['-0.70', '17.10', '-0.69', '178.08', '140.00']","['-0.67', '178.11', '-0.69', '178.10', '140.00']","['-0.66', '178.12', '-0.73', '178.05', '100.00']",255,110,0,110,0
"['-0.68', '178.11', '-0.66', '178.10', '110.00']","['-0.68', '178.13', '-0.65', '178.11', '100.00']","['-0.70', '17.10', '-0.69', '178.08', '140.00']","['-0.67', '178.11', '-0.69', '178.10', '140.00']",255,100,0,100,0
"['-0.69', '178.14', '-0.67', '178.04', '100.00']","['-0.68', '178.11', '-0.66', '178.10', '110.00']","['-0.68', '178.13', '-0.65', '178.11', '100.00']","['-0.70', '17.10', '-0.69', '178.08', '140.00']",255,130,0,130,0
"['-0.70', '17.14', '-0.71', '178.18', '130.00']","['-0.69', '178.14', '-0.67', '178.04', '100.00']","['-0.68', '178.11', '-0.66', '178.10', '110.00']","['-0.68', '178.13', '-0.65', '178.11', '100.00']",255,110,0,110,0
"['-0.70', '178.15', '-0.71', '178.11', '110.00']","['-0.70', '17.14', '-0.71', '178.18', '130.00']","['-0.69', '178.14', '-0.67', '178.04', '100.00']","['-0.68', '178.11', '-0.66', '178.10', '110.00']",255,130,0,130,0
"['-0.69', '17.12', '-0.71', '178.11', '130.00']","['-0.70', '178.15', '-0.71', '178.11', '110.00']","['-0.70', '17.14', '-0.71', '178.18', '130.00']","['-0.69', '178.14', '-0.67', '178.04', '100.00']",255,130,0,130,0
"['-0.69', '178.12', '-0.72', '178.14', '130.00']","['-0.69', '17.12', '-0.71', '178.11', '130.00']","['-0.70', '178.15', '-0.71', '178.11', '110.00']","['-0.70', '17.14', '-0.71', '178.18', '130.00']",255,130,0,130,0
"['-0.72', '178.12', '-0.70', '178.09', '130.00']","['-0.69', '178.12', '-0.72', '178.14', '130.00']","['-0.69', '17.12', '-0.71', '178.11', '130.00']","['-0.70', '178.15', '-0.71', '178.11', '110.00']",255,140,0,140,0
"['-0.71', '178.15', '-0.69', '178.12', '140.00']","['-0.72', '178.12', '-0.70', '178.09', '130.00']","['-0.69', '178.12', '-0.72', '178.14', '130.00']","['-0.69', '17.12', '-0.71', '178.11', '130.00']",255,140,0,140,0
"['-0.71', '178.12', '-0.74', '178.17', '140.00']","['-0.71', '178.15', '-0.69', '178.12', '140.00']","['-0.72', '178.12', '-0.70', '178.09', '130.00']","['-0.69', '178.12', '-0.72', '178.14', '130.00']",255,140,0,140,0
"['-0.72', '17.12', '-0.70', '178.07', '140.00']","['-0.71', '178.12', '-0.74', '178.17', '140.00']","['-0.71', '178.15', '-0.69', '178.12', '140.00']","['-0.72', '178.12', '-0.70', '178.09', '130.00']",255,130,0,130,0
"['-0.73', '178.14', '-0.78', '178.09', '130.00']","['-0.72', '17.12', '-0.70', '178.07', '140.00']","['-0.71', '178.12', '-0.74', '178.17', '140.00']","['-0.71', '178.15', '-0.69', '178.12', '140.00']",255,130,0,130,0
"['-0.74', '178.13', '-0.76', '178.06', '130.00']","['-0.73', '178.14', '-0.78', '178.09', '130.00']","['-0.72', '17.12', '-0.70', '178.07', '140.00']","['-0.71', '178.12', '-0.74', '178.17', '140.00']",255,140,0,140,0
"['-0.75', '178.13', '-0.75', '178.15', '140.00']","['-0.74', '178.13', '-0.76', '178.06', '130.00']","['-0.73', '178.14', '-0.78', '178.09', '130.00']","['-0.72', '17.12', '-0.70', '178.07', '140.00']",255,140,0,140,0
"['-0.75', '17.13', '-0.76', '178.11', '140.00']","['-0.75', '178.13', '-0.75', '178.15', '140.00']","['-0.74', '178.13', '-0.76', '178.06', '130.00']","['-0.73', '178.14', '-0.78', '178.09', '130.00']",255,140,0,140,0
Epoch End
"['-0.74', '178.09', '-0.60', '178.06', '140.00']","['-0.75', '178.09', '-0.66', '178.02', '140.00']","['-0.75', '178.09', '-0.73', '178.08', '140.00']","['-0.75', '178.09', '-0.73', '178.04', '140.00']",255,140,0,140,0
"['-0.72', '17.08', '-0.69', '177.99', '140.00']","['-0.74', '178.09', '-0.60', '178.06', '140.00']","['-0.75', '178.09', '-0.66', '178.02', '140.00']","['-0.75', '178.09', '-0.73', '178.08', '140.00']",255,140,0,140,0
"['-0.72', '178.05', '-0.71', '178.06', '140.00']","['-0.72', '17.08', '-0.69', '177.99', '140.00']","['-0.74', '178.09', '-0.60', '178.06', '140.00']","['-0.75', '178.09', '-0.66', '178.02', '140.00']",255,140,0,140,0
"['-0.70', '178.04', '-0.76', '178.04', '140.00']","['-0.72', '178.05', '-0.71', '178.06', '140.00']","['-0.72', '17.08', '-0.69', '177.99', '140.00']","['-0.74', '178.09', '-0.60', '178.06', '140.00']",255,140,0,140,0
"['-0.71', '17.05', '-0.73', '178.05', '140.00']","['-0.70', '178.04', '-0.76', '178.04', '140.00']","['-0.72', '178.05', '-0.71', '178.06', '140.00']","['-0.72', '17.08', '-0.69', '177.99', '140.00']",255,140,0,140,0
"['-0.70', '178.04', '-0.70', '178.10', '140.00']","['-0.71', '17.05', '-0.73', '178.05', '140.00']","['-0.70', '178.04', '-0.76', '178.04', '140.00']","['-0.72', '178.05', '-0.71', '178.06', '140.00']",255,140,0,140,0
"['-0.70', '178.05', '-0.74', '178.13', '140.00']","['-0.70', '178.04', '-0.70', '178.10', '140.00']","['-0.71', '17.05', '-0.73', '178.05', '140.00']","['-0.70', '178.04', '-0.76', '178.04', '140.00']",255,125,0,125,0
"['-0.71', '17.07', '-0.69', '178.08', '125.00']","['-0.70', '178.05', '-0.74', '178.13', '140.00']","['-0.70', '178.04', '-0.70', '178.10', '140.00']","['-0.71', '17.05', '-0.73', '178.05', '140.00']",255,140,0,140,0
"['-0.72', '178.08', '-0.72', '178.07', '140.00']","['-0.71', '17.07', '-0.69', '178.08', '125.00']","['-0.70', '178.05', '-0.74', '178.13', '140.00']","['-0.70', '178.04', '-0.70', '178.10', '140.00']",255,140,0,140,0
"['-0.70', '178.08', '-0.68', '178.10', '140.00']","['-0.72', '178.08', '-0.72', '178.07', '140.00']","['-0.71', '17.07', '-0.69', '178.08', '125.00']","['-0.70', '178.05', '-0.74', '178.13', '140.00']",255,140,0,140,0
"['-0.70', '178.08', '-0.66', '178.00', '140.00']","['-0.70', '178.08', '-0.68', '178.10', '140.00']","['-0.72', '178.08', '-0.72', '178.07', '140.00']","['-0.71', '17.07', '-0.69', '178.08', '125.00']",255,140,0,140,0
"['-0.69', '178.06', '-0.70', '178.04', '140.00']","['-0.70', '178.08', '-0.66', '178.00', '140.00']","['-0.70', '178.08', '-0.68', '178.10', '140.00']","['-0.72', '178.08', '-0.72', '178.07', '140.00']",255,140,0,140,0
"['-0.69', '178.05', '-0.73', '178.00', '140.00']","['-0.69', '178.06', '-0.70', '178.04', '140.00']","['-0.70', '178.08', '-0.66', '178.00', '140.00']","['-0.70', '178.08', '-0.68', '178.10', '140.00']",255,140,0,140,0
"['-0.68', '178.06', '-0.74', '178.01', '140.00']","['-0.69', '178.05', '-0.73', '178.00', '140.00']","['-0.69', '178.06', '-0.70', '178.04', '140.00']","['-0.70', '178.08', '-0.66', '178.00', '140.00']",255,130,0,130,0
"['-0.69', '178.02', '-0.72', '178.04', '130.00']","['-0.68', '178.06', '-0.74', '178.01', '140.00']","['-0.69', '178.05', '-0.73', '178.00', '140.00']","['-0.69', '178.06', '-0.70', '178.04', '140.00']",255,140,0,140,0
"['-0.71', '17.04', '-0.72', '178.07', '140.00']","['-0.69', '178.02', '-0.72', '178.04', '130.00']","['-0.68', '178.06', '-0.74', '178.01', '140.00']","['-0.69', '178.05', '-0.73', '178.00', '140.00']",255,140,0,140,0
"['-0.72', '178.06', '-0.68', '178.12', '140.00']","['-0.71', '17.04', '-0.72', '178.07', '140.00']","['-0.69', '178.02', '-0.72', '178.04', '130.00']","['-0.68', '178.06', '-0.74', '178.01', '140.00']",255,140,0,140,0
"['-0.72', '178.07', '-0.78', '178.11', '140.00']","['-0.72', '178.06', '-0.68', '178.12', '140.00']","['-0.71', '17.04', '-0.72', '178.07', '140.00']","['-0.69', '178.02', '-0.72', '178.04', '130.00']",255,140,0,140,0
"['-0.74', '17.09', '-0.79', '178.08', '140.00']","['-0.72', '178.07', '-0.78', '178.11', '140.00']","['-0.72', '178.06', '-0.68', '178.12', '140.00']","['-0.71', '17.04', '-0.72', '178.07', '140.00']",255,140,0,140,0
"['-0.71', '17.06', '-0.70', '177.99', '140.00']","['-0.74', '17.09', '-0.79', '178.08', '140.00']","['-0.72', '178.07', '-0.78', '178.11', '140.00']","['-0.72', '178.06', '-0.68', '178.12', '140.00']",255,140,0,140,0
Epoch End
"['-0.66', '177.99', '-0.75', '177.98', '140.00']","['-0.65', '177.99', '-0.73', '178.02', '140.00']","['-0.5', '17799', '-0.67', '178.05', '140.00']","['-0.65', '178.00', '-0.73', '178.02', '140.00']",255,140,0,140,0
"['-0.67', '178.01', '-0.66', '177.97', '140.00']","['-0.66', '177.99', '-0.75', '177.98', '140.00']","['-0.65', '177.99', '-0.73', '178.02', '140.00']","['-0.5', '17799', '-0.67', '178.05', '140.00']",255,140,0,140,0
"['-0.68', '17.02', '-0.77', '178.02', '140.00']","['-0.67', '178.01', '-0.66', '177.97', '140.00']","['-0.66', '177.99', '-0.75', '177.98', '140.00']","['-0.65', '177.99', '-0.73', '178.02', '140.00']",255,140,0,140,0
"['-0.69', '17.04', '-0.72', '178.11', '140.00']","['-0.68', '17.02', '-0.77', '178.02', '140.00']","['-0.67', '178.01', '-0.66', '177.97', '140.00']","['-0.66', '177.99', '-0.75', '177.98', '140.00']",255,140,0,140,0
"['-0.70', '17.04', '-0.70', '178.15', '140.00']","['-0.69', '17.04', '-0.72', '178.11', '140.00']","['-0.68', '17.02', '-0.77', '178.02', '140.00']","['-0.67', '178.01', '-0.66', '177.97', '140.00']",255,140,0,140,0
"['-0.70', '178.04', '-0.73', '177.99', '140.00']","['-0.70', '17.04', '-0.70', '178.15', '140.00']","['-0.69', '17.04', '-0.72', '178.11', '140.00']","['-0.68', '17.02', '-0.77', '178.02', '140.00']",255,140,0,140,0
"['-0.69', '178.03', '-0.70', '177.98', '140.00']","['-0.70', '178.04', '-0.73', '177.99', '140.00']","['-0.70', '17.04', '-0.70', '178.15', '140.00']","['-0.69', '17.04', '-0.72', '178.11', '140.00']",255,140,0,140,0
"['-0.71', '17.05', '-0.69', '178.08', '140.00']","['-0.69', '178.03', '-0.70', '177.98', '140.00']","['-0.70', '178.04', '-0.73', '177.99', '140.00']","['-0.70', '17.04', '-0.70', '178.15', '140.00']",255,140,0,140,0
"['-0.71', '17.03', '-0.70', '177.94', '140.00']","['-0.71', '17.05', '-0.69', '178.08', '140.00']","['-0.69', '178.03', '-0.70', '177.98', '140.00']","['-0.70', '178.04', '-0.73', '177.99', '140.00']",255,140,0,140,0
"['-0.72', '17.04', '-0.66', '178.00', '140.00']","['-0.71', '17.03', '-0.70', '177.94', '140.00']","['-0.71', '17.05', '-0.69', '178.08', '140.00']","['-0.69', '178.03', '-0.70', '177.98', '140.00']",255,100,0,100,0
"['-0.69', '178.02', '-0.68', '178.07', '100.00']","['-0.72', '17.04', '-0.66', '178.00', '140.00']","['-0.71', '17.03', '-0.70', '177.94', '140.00']","['-0.71', '17.05', '-0.69', '178.08', '140.00']",255,140,0,140,0
"['-0.69', '177.99', '-0.64', '177.99', '140.00']","['-0.69', '178.02', '-0.68', '178.07', '100.00']","['-0.72', '17.04', '-0.66', '178.00', '140.00']","['-0.71', '17.03', '-0.70', '177.94', '140.00']",255,140,0,140,0
"['-0.70', '17.01', '-0.74', '178.06', '140.00']","['-0.69', '177.99', '-0.64', '177.99', '140.00']","['-0.69', '178.02', '-0.68', '178.07', '100.00']","['-0.72', '17.04', '-0.66', '178.00', '140.00']",255,140,0,140,0
"['-0.72', '17.05', '-0.68', '178.06', '140.00']","['-0.70', '17.01', '-0.74', '178.06', '140.00']","['-0.69', '177.99', '-0.64', '177.99', '140.00']","['-0.69', '178.02', '-0.68', '178.07', '100.00']",255,140,0,140,0
"['-0.76', '178.09', '-0.73', '178.04', '140.00']","['-0.72', '17.05', '-0.68', '178.06', '140.00']","['-0.70', '17.01', '-0.74', '178.06', '140.00']","['-0.69', '177.99', '-0.64', '177.99', '140.00']",255,110,0,110,0
"['-0.75', '178.11', '-0.70', '178.06', '110.00']","['-0.76', '178.09', '-0.73', '178.04', '140.00']","['-0.72', '17.05', '-0.68', '178.06', '140.00']","['-0.70', '17.01', '-0.74', '178.06', '140.00']",255,140,0,140,0
"['-0.77', '178.14', '-0.73', '178.12', '140.00']","['-0.75', '178.11', '-0.70', '178.06', '110.00']","['-0.76', '178.09', '-0.73', '178.04', '140.00']","['-0.72', '17.05', '-0.68', '178.06', '140.00']",255,130,0,130,0
"['-0.77', '17.15', '-0.70', '178.04', '130.00']","['-0.77', '178.14', '-0.73', '178.12', '140.00']","['-0.75', '178.11', '-0.70', '178.06', '110.00']","['-0.76', '178.09', '-0.73', '178.04', '140.00']",255,140,0,140,0
"['-0.74', '17.11', '-0.70', '178.04', '140.00']","['-0.77', '17.15', '-0.70', '178.04', '130.00']","['-0.77', '178.14', '-0.73', '178.12', '140.00']","['-0.75', '178.11', '-0.70', '178.06', '110.00']",255,140,0,140,0
"['-0.69', '17.04', '-0.73', '178.10', '140.00']","['-0.74', '17.11', '-0.70', '178.04', '140.00']","['-0.77', '17.15', '-0.70', '178.04', '130.00']","['-0.77', '178.14', '-0.73', '178.12', '140.00']",255,140,0,140,0
Epoch End
"['-0.65', '177.97', '-0.73', '178.10', '140.00']","['-0.64', '177.98', '-0.65', '178.10', '140.00']","['-0.65', '177.98', '-0.70', '178.00', '140.00']","['-0.65', '177.99', '-0.72', '177.98', '140.00']",255,140,0,140,0
"['-0.63', '177.99', '-0.72', '178.03', '140.00']","['-0.65', '177.97', '-0.73', '178.10', '140.00']","['-0.64', '177.98', '-0.65', '178.10', '140.00']","['-0.65', '177.98', '-0.70', '178.00', '140.00']",255,140,0,140,0
"['-0.63', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.99', '-0.72', '178.03', '140.00']","['-0.65', '177.97', '-0.73', '178.10', '140.00']","['-0.64', '177.98', '-0.65', '178.10', '140.00']",255,140,0,140,0
"['-0.64', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.99', '-0.72', '178.03', '140.00']","['-0.65', '177.97', '-0.73', '178.10', '140.00']",255,140,0,140,0
"['-0.66', '177.96', '-0.79', '177.96', '140.00']","['-0.64', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.99', '-0.72', '178.03', '140.00']",255,140,0,140,0
"['-0.65', '177.96', '-0.68', '178.09', '140.00']","['-0.66', '177.96', '-0.79', '177.96', '140.00']","['-0.64', '177.96', '-0.73', '178.03', '140.00']","['-0.63', '177.96', '-0.73', '178.03', '140.00']",255,140,0,140,0
"['-0.64', '177.96', '-0.67', '178.04', '140.00']","['-0.65', '177.96', '-0.68', '178.09', '140.00']","['-0.66', '177.96', '-0.79', '177.96', '140.00']","['-0.64', '177.96', '-0.73', '178.03', '140.00']",255,140,0,140,0
"['-0.64', '177.97', '-0.68', '178.01', '140.00']","['-0.64', '177.96', '-0.67', '178.04', '140.00']","['-0.65', '177.96', '-0.68', '178.09', '140.00']","['-0.66', '177.96', '-0.79', '177.96', '140.00']",255,125,0,125,0
"['-0.64', '17.97', '-0.67', '178.07', '125.00']","['-0.64', '177.97', '-0.68', '178.01', '140.00']","['-0.64', '177.96', '-0.67', '178.04', '140.00']","['-0.65', '177.96', '-0.68', '178.09', '140.00']",255,140,0,140,0
"['-0.66', '17.00', '-0.70', '178.03', '140.00']","['-0.64', '17.97', '-0.67', '178.07', '125.00']","['-0.64', '177.97', '-0.68', '178.01', '140.00']","['-0.64', '177.96', '-0.67', '178.04', '140.00']",255,140,0,140,0
"['-0.68', '17.02', '-0.73', '178.01', '140.00']","['-0.66', '17.00', '-0.70', '178.03', '140.00']","['-0.64', '17.97', '-0.67', '178.07', '125.00']","['-0.64', '177.97', '-0.68', '178.01', '140.00']",255,140,0,140,0
"['-0.69', '178.05', '-0.66', '178.07', '140.00']","['-0.68', '17.02', '-0.73', '178.01', '140.00']","['-0.66', '17.00', '-0.70', '178.03', '140.00']","['-0.64', '17.97', '-0.67', '178.07', '125.00']",255,140,0,140,0
"['-0.70', '178.06', '-0.69', '178.02', '140.00']","['-0.69', '178.05', '-0.66', '178.07', '140.00']","['-0.68', '17.02', '-0.73', '178.01', '140.00']","['-0.66', '17.00', '-0.70', '178.03', '140.00']",255,100,0,100,0
"['-0.70', '17.10', '-0.68', '178.13', '100.00']","['-0.70', '178.06', '-0.69', '178.02', '140.00']","['-0.69', '178.05', '-0.66', '178.07', '140.00']","['-0.68', '17.02', '-0.73', '178.01', '140.00']",255,140,0,140,0
"['-0.70', '17.09', '-0.75', '178.10', '140.00']","['-0.70', '17.10', '-0.68', '178.13', '100.00']","['-0.70', '178.06', '-0.69', '178.02', '140.00']","['-0.69', '178.05', '-0.66', '178.07', '140.00']",255,140,0,140,0
"['-0.67', '17.05', '-0.69', '178.13', '140.00']","['-0.70', '17.09', '-0.75', '178.10', '140.00']","['-0.70', '17.10', '-0.68', '178.13', '100.00']","['-0.70', '178.06', '-0.69', '178.02', '140.00']",255,140,0,140,0
"['-0.66', '178.05', '-0.75', '178.02', '140.00']","['-0.67', '17.05', '-0.69', '178.13', '140.00']","['-0.70', '17.09', '-0.75', '178.10', '140.00']","['-0.70', '17.10', '-0.68', '178.13', '100.00']",255,140,0,140,0
"['-0.66', '178.10', '-0.67', '178.16', '140.00']","['-0.66', '178.05', '-0.75', '178.02', '140.00']","['-0.67', '17.05', '-0.69', '178.13', '140.00']","['-0.70', '17.09', '-0.75', '178.10', '140.00']",255,100,0,100,0
"['-0.67', '178.09', '-0.73', '178.07', '100.00']","['-0.66', '178.10', '-0.67', '178.16', '140.00']","['-0.66', '178.05', '-0.75', '178.02', '140.00']","['-0.67', '17.05', '-0.69', '178.13', '140.00']",255,130,0,130,0
"['-0.67', '178.09', '-0.69', '178.18', '130.00']","['-0.67', '178.09', '-0.73', '178.07', '100.00']","['-0.66', '178.10', '-0.67', '178.16', '140.00']","['-0.66', '178.05', '-0.75', '178.02', '140.00']",255,140,0,140,0
Epoch End
"['-0.68', '178.07', '-0.75', '178.03', '140.00']","['-0.67', '178.08', '-0.67', '178.07', '140.00']","['-0.67', '178.08', '-0.69', '178.15', '140.00']","['-0.67', '178.0', '-0.69', '178.00', '140.00']",255,130,0,130,0
"['-0.68', '178.09', '-0.74', '178.05', '130.00']","['-0.68', '178.07', '-0.75', '178.03', '140.00']","['-0.67', '178.08', '-0.67', '178.07', '140.00']","['-0.67', '178.08', '-0.69', '178.15', '140.00']",255,130,0,130,0
"['-0.68', '178.11', '-0.69', '178.13', '130.00']","['-0.68', '178.09', '-0.74', '178.05', '130.00']","['-0.68', '178.07', '-0.75', '178.03', '140.00']","['-0.67', '178.08', '-0.67', '178.07', '140.00']",255,125,0,125,0
"['-0.67', '178.11', '-0.67', '178.14', '125.00']","['-0.68', '178.11', '-0.69', '178.13', '130.00']","['-0.68', '178.09', '-0.74', '178.05', '130.00']","['-0.68', '178.07', '-0.75', '178.03', '140.00']",255,100,0,100,0
"['-0.71', '17.13', '-0.68', '178.08', '100.00']","['-0.67', '178.11', '-0.67', '178.14', '125.00']","['-0.68', '178.11', '-0.69', '178.13', '130.00']","['-0.68', '178.09', '-0.74', '178.05', '130.00']",255,125,0,125,0
"['-0.74', '17.17', '-0.71', '178.09', '125.00']","['-0.71', '17.13', '-0.68', '178.08', '100.00']","['-0.67', '178.11', '-0.67', '178.14', '125.00']","['-0.68', '178.11', '-0.69', '178.13', '130.00']",255,125,0,125,0
"['-0.75', '17.17', '-0.67', '178.08', '125.00']","['-0.74', '17.17', '-0.71', '178.09', '125.00']","['-0.71', '17.13', '-0.68', '178.08', '100.00']","['-0.67', '178.11', '-0.67', '178.14', '125.00']",255,140,0,140,0
"['-0.77', '178.18', '-0.72', '178.04', '140.00']","['-0.75', '17.17', '-0.67', '178.08', '125.00']","['-0.74', '17.17', '-0.71', '178.09', '125.00']","['-0.71', '17.13', '-0.68', '178.08', '100.00']",255,140,0,140,0
"['-0.77', '178.15', '-0.73', '177.89', '140.00']","['-0.77', '178.18', '-0.72', '178.04', '140.00']","['-0.75', '17.17', '-0.67', '178.08', '125.00']","['-0.74', '17.17', '-0.71', '178.09', '125.00']",255,140,0,140,0
"['-0.73', '178.11', '-0.70', '178.01', '140.00']","['-0.77', '178.15', '-0.73', '177.89', '140.00']","['-0.77', '178.18', '-0.72', '178.04', '140.00']","['-0.75', '17.17', '-0.67', '178.08', '125.00']",255,140,0,140,0
"['-0.70', '178.07', '-0.75', '178.04', '140.00']","['-0.73', '178.11', '-0.70', '178.01', '140.00']","['-0.77', '178.15', '-0.73', '177.89', '140.00']","['-0.77', '178.18', '-0.72', '178.04', '140.00']",255,130,0,130,0
"['-0.71', '17.10', '-0.73', '178.13', '130.00']","['-0.70', '178.07', '-0.75', '178.04', '140.00']","['-0.73', '178.11', '-0.70', '178.01', '140.00']","['-0.77', '178.15', '-0.73', '177.89', '140.00']",255,140,0,140,0
"['-0.74', '17.11', '-0.72', '178.11', '140.00']","['-0.71', '17.10', '-0.73', '178.13', '130.00']","['-0.70', '178.07', '-0.75', '178.04', '140.00']","['-0.73', '178.11', '-0.70', '178.01', '140.00']",255,140,0,140,0
