pitch
yaw
slope
roll
"[0.0, 0.0, 0.017, 0.0]","[0.0, 0.0, 0.02, 0.0]",255,20,0,0,0,0.3445897102355957
"[0.01, -0.16, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",255,10,0,0,0,0.3873014450073242
"[0.03, -0.63, 0.029, 0.0]","[0.01, -0.16, 0.017, 0.0]",255,20,0,0,0,0.39130163192749023
"[0.03, -0.63, 0.017, 0.0]","[0.03, -0.63, 0.029, 0.0]",255,20,0,0,0,0.4073047637939453
"[0.06, -1.17, 0.017, 0.0]","[0.03, -0.63, 0.017, 0.0]",255,20,0,0,0,0.42430853843688965
"[0.1, -1.88, 0.017, 0.0]","[0.06, -1.17, 0.017, 0.0]",255,20,0,0,0,0.4413127899169922
"[0.14, -2.74, 0.017, 0.0]","[0.1, -1.88, 0.017, 0.0]",255,10,0,0,0,0.45731616020202637
"[0.19, -3.69, 0.017, 0.0]","[0.14, -2.74, 0.017, 0.0]",255,20,0,0,0,0.4743199348449707
"[0.24, -4.79, 0.017, 0.0]","[0.19, -3.69, 0.017, 0.0]",255,10,0,0,0,0.49132394790649414
"[0.3, -5.98, 0.017, 0.0]","[0.24, -4.79, 0.017, 0.0]",255,20,0,0,0,0.508476972579956
"[0.3, -5.98, 0.017, 0.0]","[0.3, -5.98, 0.017, 0.0]",255,20,0,0,0,0.5244805812835693
"[0.38, -7.49, 0.017, 0.0]","[0.3, -5.98, 0.017, 0.0]",255,20,0,0,0,0.5414845943450928
"[0.46, -9.16, 0.017, 0.0]","[0.38, -7.49, 0.017, 0.0]",255,20,0,0,0,0.5584890842437744
"[0.56, -11.0, 0.017, 0.0]","[0.46, -9.16, 0.017, 0.0]",255,20,0,0,0,0.5754928588867188
"[0.66, -13.0, 0.017, 0.0]","[0.56, -11.0, 0.017, 0.0]",255,20,0,0,0,0.5924954414367676
"[0.76, -15.17, 0.017, 0.0]","[0.66, -13.0, 0.017, 0.0]",255,20,0,0,0,0.60849928855896
"[0.76, -15.17, 0.017, 0.0]","[0.76, -15.17, 0.017, 0.0]",255,20,0,0,0,0.6255040168762207
"[0.89, -17.66, 0.017, 0.0]","[0.76, -15.17, 0.017, 0.0]",255,20,0,0,0,0.6425070762634277
"[1.02, -20.32, 0.017, 0.0]","[0.89, -17.66, 0.017, 0.0]",255,20,0,0,0,0.6595108509063721
"[1.16, -23.15, 0.017, 0.0]","[1.02, -20.32, 0.017, 0.0]",255,20,0,0,0,0.6765139102935791
"[1.31, -26.15, 0.017, 0.0]","[1.16, -23.15, 0.017, 0.0]",255,20,0,0,0,0.6935186386108398
"[1.46, -29.32, 0.017, 0.0]","[1.31, -26.15, 0.017, 0.0]",255,20,0,0,0,0.7105221748352051
"[1.46, -29.32, 0.017, 0.0]","[1.46, -29.32, 0.017, 0.0]",255,20,0,0,0,0.7275257110595703
