2.721562981605529785e-01,3.646001815795898438e-01,1.148356273770332336e-01,-5.891516208648681641e-01,6.012618541717529297e-01,-2.469533532857894897e-01,-2.328980416059494019e-01,3.492656946182250977e-01,4.874766245484352112e-02,1.604644805192947388e-01,-1.213862597942352295e-01,-2.846594154834747314e-02,-1.881820261478424072e-01,-1.965825110673904419e-01,-1.294597145169973373e-02,-7.024430632591247559e-01,-4.034587442874908447e-01
-1.559116840362548828e-01,-1.610185950994491577e-01,4.493838921189308167e-02,-5.652755498886108398e-02,-7.651371359825134277e-01,7.335720658302307129e-01,-1.550140976905822754e-02,3.839385509490966797e-01,-9.425123780965805054e-02,-1.138114705681800842e-01,-1.689256876707077026e-01,-5.460420250892639160e-01,4.202546477317810059e-01,-2.436042018234729767e-02,7.378217577934265137e-01,4.523575901985168457e-01,2.529887668788433075e-02
3.257687687873840332e-01,7.528001815080642700e-02,-2.880713045597076416e-01,1.805757433176040649e-01,-5.329874753952026367e-01,3.153893649578094482e-01,7.572321295738220215e-01,-3.828124403953552246e-01,7.198352813720703125e-01,2.138374838978052139e-03,3.753056824207305908e-01,-6.275361776351928711e-02,-2.429179698228836060e-01,2.573632597923278809e-01,4.430499076843261719e-01,-5.485431551933288574e-01,-3.108170032501220703e-01
-1.084639132022857666e-01,1.511451601982116699e-01,-1.213140636682510376e-01,5.460445210337638855e-02,2.868928760290145874e-02,-4.132737591862678528e-02,-3.416276872158050537e-01,1.311584711074829102e-01,3.601629287004470825e-02,5.978279933333396912e-02,-1.179424896836280823e-01,-1.977767050266265869e-02,9.396072477102279663e-03,1.649814546108245850e-01,-1.789736747741699219e-01,-8.333674073219299316e-02,-5.534100532531738281e-01
-2.601376175880432129e-01,-2.173265665769577026e-01,-7.799965888261795044e-02,-2.524246275424957275e-01,6.012828946113586426e-01,5.548947304487228394e-02,-1.588732153177261353e-01,-1.222461983561515808e-01,1.475472897291183472e-01,5.188367962837219238e-01,4.700728058815002441e-01,3.958842158317565918e-01,-1.335701495409011841e-01,-3.714860677719116211e-01,1.044936478137969971e-01,2.689872682094573975e-01,-3.056254088878631592e-01
-2.214015461504459381e-02,-6.295542120933532715e-01,4.486719369888305664e-01,-9.499681591987609863e-01,2.224848568439483643e-01,1.291066780686378479e-02,-4.381522238254547119e-01,-5.785573124885559082e-01,-3.835112154483795166e-01,-1.144839301705360413e-01,1.762321740388870239e-01,1.329056620597839355e-01,-1.871087104082107544e-01,2.105549126863479614e-01,1.812633275985717773e-01,5.020244047045707703e-03,2.116456031799316406e-01
-1.451123058795928955e-01,3.134117126464843750e-01,2.598361968994140625e-01,-6.675113439559936523e-01,-8.325320482254028320e-02,1.533995717763900757e-01,2.220279425382614136e-01,1.464760210365056992e-02,-3.383390009403228760e-01,2.859146595001220703e-01,3.440011441707611084e-01,-5.756372809410095215e-01,-2.316289097070693970e-01,2.350951433181762695e-01,1.097004711627960205e-01,-2.426356673240661621e-01,-1.023222923278808594e+00
2.404873073101043701e-01,4.016751646995544434e-01,2.925568521022796631e-01,1.420216709375381470e-01,6.490590423345565796e-02,-1.850086450576782227e-02,-2.825981378555297852e-01,-1.951595395803451538e-01,-1.074261367321014404e-01,5.979937687516212463e-02,-1.789484918117523193e-02,-3.353421986103057861e-01,4.004364088177680969e-02,1.099783703684806824e-01,-2.804413437843322754e-01,-1.053128242492675781e-01,-1.107078671455383301e+00
-4.428410157561302185e-02,-7.058392167091369629e-01,-4.760433137416839600e-01,-1.241093352437019348e-01,-3.417485952377319336e-02,-7.555817812681198120e-02,-2.438169904053211212e-02,-2.667015790939331055e-01,-2.817406356334686279e-01,1.457920074462890625e-01,-7.502084970474243164e-01,6.318036466836929321e-03,-2.216583639383316040e-01,-5.720488429069519043e-01,2.810767590999603271e-01,-9.607059955596923828e-01,-1.176159143447875977e+00
1.056270897388458252e-01,-8.012527227401733398e-02,2.762989997863769531e-01,2.728545963764190674e-01,1.006178706884384155e-01,3.202552720904350281e-02,1.387188285589218140e-01,-9.779556393623352051e-01,-4.122031927108764648e-01,-5.675898194313049316e-01,-1.908282339572906494e-01,2.541505992412567139e-01,-1.512392461299896240e-01,-7.086635828018188477e-01,-4.247900247573852539e-01,-4.696524888277053833e-02,-1.159447431564331055e+00
