"[-1, -1, -94, 4, 0]","[-1, -1, -94, 4, 0]"
"[-1, -1, -94, 2, 0]","[-1, -1, -94, 4, 0]"
"[-1, -1, -94, 2, 1]","[-1, -1, -94, 2, 0]"
"[-1, -1, -95, 2, 2]","[-1, -1, -94, 2, 1]"
"[21, 210, -95, 2, 2]","[-1, -1, -95, 2, 2]"
"[21, 210, -98, 2, 3]","[21, 210, -95, 2, 2]"
"[21, 210, -96, 2, 4]","[21, 210, -98, 2, 3]"
"[21, 210, -96, 2, 4]","[21, 210, -96, 2, 4]"
"[22, 211, -88, 2, 5]","[21, 210, -96, 2, 4]"
"[23, 212, -74, 2, 6]","[22, 211, -88, 2, 5]"
"[23, 212, -67, 2, 6]","[23, 212, -74, 2, 6]"
"[31, 213, -57, 2, 7]","[23, 212, -67, 2, 6]"
"[60, 214, -52, 2, 7]","[31, 213, -57, 2, 7]"
"[73, 214, -45, 2, 8]","[60, 214, -52, 2, 7]"
"[73, 214, -38, 2, 8]","[73, 214, -45, 2, 8]"
"[104, 216, -23, 2, 9]","[73, 214, -38, 2, 8]"
"[104, 216, -23, 2, 9]","[104, 216, -23, 2, 9]"
"[132, 217, -12, 2, 9]","[104, 216, -23, 2, 9]"
"[163, 218, -9, 4.5, 9]","[132, 217, -12, 2, 9]"
"[164, 219, -1, 2, 9]","[163, 218, -9, 4.5, 9]"
"[157, 220, 7, 2, 9]","[164, 219, -1, 2, 9]"
"[193, 220, 12, 2, 9]","[157, 220, 7, 2, 9]"
"[210, 221, 19, 2, 9]","[193, 220, 12, 2, 9]"
"[222, 218, 29, 2, 9]","[210, 221, 19, 2, 9]"
"[222, 218, 29, 2, 8]","[222, 218, 29, 2, 9]"
"[223, 195, 34, 2, 8]","[222, 218, 29, 2, 8]"
"[223, 195, 33, 2, 8]","[223, 195, 34, 2, 8]"
"[223, 195, 35, 2, 8]","[223, 195, 33, 2, 8]"
"[224, 175, 36, 2, 8]","[223, 195, 35, 2, 8]"
"[225, 166, 37, 2, 7]","[224, 175, 36, 2, 8]"
"[225, 168, 38, 2, 7]","[225, 166, 37, 2, 7]"
"[225, 168, 38, 2, 7]","[225, 168, 38, 2, 7]"
"[225, 161, 42, 2, 6]","[225, 168, 38, 2, 7]"
"[226, 160, 40, 2, 6]","[225, 161, 42, 2, 6]"
"[226, 157, 46, 2, 6]","[226, 160, 40, 2, 6]"
"[227, 150, 46, 2, 5]","[226, 157, 46, 2, 6]"
"[227, 154, 45, 2, 5]","[227, 150, 46, 2, 5]"
"[227, 141, 44, 2, 5]","[227, 154, 45, 2, 5]"
"[228, 142, 41, 2, 4]","[227, 141, 44, 2, 5]"
"[228, 144, 39, 2, 4]","[228, 142, 41, 2, 4]"
"[228, 151, 40, 2, 4]","[228, 144, 39, 2, 4]"
"[228, 151, 37, 2, 3]","[228, 151, 40, 2, 4]"
"[228, 151, 43, 2, 3]","[228, 151, 37, 2, 3]"
"[228, 152, 40, 2, 3]","[228, 151, 43, 2, 3]"
"[228, 146, 42, 2, 3]","[228, 152, 40, 2, 3]"
"[228, 146, 43, 2, 2]","[228, 146, 42, 2, 3]"
"[228, 146, 41, 2, 2]","[228, 146, 43, 2, 2]"
"[228, 147, 39, 2, 2]","[228, 146, 41, 2, 2]"
"[228, 145, 39, 2, 2]","[228, 147, 39, 2, 2]"
"[228, 149, 39, 2, 1]","[228, 145, 39, 2, 2]"
"[228, 153, 40, 2, 1]","[228, 149, 39, 2, 1]"
"[228, 152, 42, 2, 1]","[228, 153, 40, 2, 1]"
"[228, 152, 42, 2, 0]","[228, 152, 42, 2, 1]"
"[227, 149, 41, 2, 0]","[228, 152, 42, 2, 0]"
"[227, 149, 41, 2, 0]","[227, 149, 41, 2, 0]"
"[226, 145, 40, 2, 0]","[227, 149, 41, 2, 0]"
"[226, 145, 40, 2, 0]","[226, 145, 40, 2, 0]"
"[226, 144, 39, 4.5, 0]","[226, 145, 40, 2, 0]"
"[226, 146, 43, 2, -1]","[226, 144, 39, 4.5, 0]"
"[225, 146, 46, 2, -1]","[226, 146, 43, 2, -1]"
"[225, 146, 42, 3.5, -1]","[225, 146, 46, 2, -1]"
"[224, 137, 42, 2, -2]","[225, 146, 42, 3.5, -1]"
"[224, 137, 42, 2, -2]","[224, 137, 42, 2, -2]"
"[224, 62, 40, 2, -2]","[224, 137, 42, 2, -2]"
"[223, 137, 40, 2, -3]","[224, 62, 40, 2, -2]"
"[223, 137, 39, 2, -3]","[223, 137, 40, 2, -3]"
"[222, 139, 42, 2, -3]","[223, 137, 39, 2, -3]"
"[222, 139, 40, 2, -4]","[222, 139, 42, 2, -3]"
"[221, 133, 40, 2, -4]","[222, 139, 40, 2, -4]"
"[221, 133, 39, 2, -4]","[221, 133, 40, 2, -4]"
"[221, 133, 41, 2, -5]","[221, 133, 39, 2, -4]"
"[220, 136, 40, 2, -5]","[221, 133, 41, 2, -5]"
"[220, 136, 37, 4.5, -5]","[220, 136, 40, 2, -5]"
"[219, 136, 41, 2, -5]","[220, 136, 37, 4.5, -5]"
"[219, 34, 40, 2, -6]","[219, 136, 41, 2, -5]"
"[218, 139, 42, 2, -6]","[219, 34, 40, 2, -6]"
"[218, 139, 39, 2, -6]","[218, 139, 42, 2, -6]"
"[217, 131, 37, 2, -7]","[218, 139, 39, 2, -6]"
"[217, 131, 35, 2, -7]","[217, 131, 37, 2, -7]"
"[216, 131, 35, 2, -7]","[217, 131, 35, 2, -7]"
"[215, 134, 33, 2, -8]","[216, 131, 35, 2, -7]"
"[214, 137, 35, 2, -8]","[215, 134, 33, 2, -8]"
"[214, 136, 35, 2, -8]","[214, 137, 35, 2, -8]"
"[213, 139, 35, 2, -8]","[214, 136, 35, 2, -8]"
"[212, 134, 37, 2, -9]","[213, 139, 35, 2, -8]"
"[211, 133, 38, 2, -9]","[212, 134, 37, 2, -9]"
"[210, 131, 40, 2, -9]","[211, 133, 38, 2, -9]"
"[209, 126, 40, 4.5, -9]","[210, 131, 40, 2, -9]"
"[209, 124, 39, 2, -9]","[209, 126, 40, 4.5, -9]"
"[207, 18, 40, 2, -9]","[209, 124, 39, 2, -9]"
"[206, 117, 39, 2, -10]","[207, 18, 40, 2, -9]"
"[206, 117, 38, 2, -10]","[206, 117, 39, 2, -10]"
"[205, 115, 37, 2, -10]","[206, 117, 38, 2, -10]"
"[205, 115, 38, 2, -11]","[205, 115, 37, 2, -10]"
"[203, 117, 36, 2, -11]","[205, 115, 38, 2, -11]"
"[203, 117, 34, 2, -11]","[203, 117, 36, 2, -11]"
"[201, 114, 35, 2, -11]","[203, 117, 34, 2, -11]"
"[201, 118, 35, 2, -11]","[201, 114, 35, 2, -11]"
"[200, 121, 34, 2, -12]","[201, 118, 35, 2, -11]"
"[200, 121, 33, 2, -12]","[200, 121, 34, 2, -12]"
"[199, 118, 31, 2, -12]","[200, 121, 33, 2, -12]"
"[198, 118, 31, 2, -12]","[199, 118, 31, 2, -12]"
"[198, 120, 29, 2, -13]","[198, 118, 31, 2, -12]"
"[197, 123, 28, 2, -13]","[198, 120, 29, 2, -13]"
"[197, 123, 27, 2, -13]","[197, 123, 28, 2, -13]"
"[197, 123, 27, 2, -13]","[197, 123, 27, 2, -13]"
"[196, 127, 26, 2, -14]","[197, 123, 27, 2, -13]"
"[196, 127, 24, 2, -14]","[196, 127, 26, 2, -14]"
"[196, 129, 25, 2, -14]","[196, 127, 24, 2, -14]"
"[195, 129, 22, 2, -14]","[196, 129, 25, 2, -14]"
"[194, 132, 19, 2, -14]","[195, 129, 22, 2, -14]"
"[194, 130, 19, 2, -14]","[194, 132, 19, 2, -14]"
"[194, 136, 17, 2, -14]","[194, 130, 19, 2, -14]"
"[193, 141, 17, 2, -15]","[194, 136, 17, 2, -14]"
"[193, 141, 14, 2, -15]","[193, 141, 17, 2, -15]"
"[192, 143, 9, 2, -15]","[193, 141, 14, 2, -15]"
"[192, 143, 6, 2, -15]","[192, 143, 9, 2, -15]"
"[191, 148, 2, 2, -15]","[192, 143, 6, 2, -15]"
"[191, 158, -2, 2, -15]","[191, 148, 2, 2, -15]"
"[191, 164, -4, 4, -15]","[191, 158, -2, 2, -15]"
"[190, 171, -4, 2, -15]","[191, 164, -4, 4, -15]"
"[190, 183, -5, 2, -15]","[190, 171, -4, 2, -15]"
"[190, 183, -5, 2, -15]","[190, 183, -5, 2, -15]"
"[190, 183, -7, 2, -15]","[190, 183, -5, 2, -15]"
"[190, 185, -7, 2, -15]","[190, 183, -7, 2, -15]"
"[190, 185, -7, 2, -15]","[190, 185, -7, 2, -15]"
"[190, 185, -7, 2, -15]","[190, 185, -7, 2, -15]"
"[190, 189, -10, 2, -15]","[190, 185, -7, 2, -15]"
"[190, 189, -10, 2, -15]","[190, 189, -10, 2, -15]"
"[190, 189, -13, 2, -14]","[190, 189, -10, 2, -15]"
"[186, 190, -15, 2, -14]","[190, 189, -13, 2, -14]"
"[185, 190, -18, 2, -14]","[186, 190, -15, 2, -14]"
"[179, 190, -18, 2, -14]","[185, 190, -18, 2, -14]"
"[179, 190, -20, 2, -14]","[179, 190, -18, 2, -14]"
"[169, 190, -21, 2, -14]","[179, 190, -20, 2, -14]"
"[169, 190, -22, 2, -14]","[169, 190, -21, 2, -14]"
"[166, 191, -22, 2, -13]","[169, 190, -22, 2, -14]"
"[161, 191, -23, 2, -13]","[166, 191, -22, 2, -13]"
"[161, 191, -23, 2, -13]","[161, 191, -23, 2, -13]"
"[162, 192, -23, 2, -13]","[161, 191, -23, 2, -13]"
"[161, 193, -20, 2, -13]","[162, 192, -23, 2, -13]"
"[161, 193, -21, 2, -13]","[161, 193, -20, 2, -13]"
"[161, 193, -18, 2, -13]","[161, 193, -21, 2, -13]"
"[168, 194, -17, 2, -13]","[161, 193, -18, 2, -13]"
"[168, 194, -18, 2, -12]","[168, 194, -17, 2, -13]"
"[168, 194, -19, 2, -12]","[168, 194, -18, 2, -12]"
"[172, 194, -16, 2, -12]","[168, 194, -19, 2, -12]"
"[174, 195, -17, 2, -12]","[172, 194, -16, 2, -12]"
"[170, 195, -16, 2, -12]","[174, 195, -17, 2, -12]"
"[177, 196, -19, 2, -12]","[170, 195, -16, 2, -12]"
"[175, 196, -21, 2, -12]","[177, 196, -19, 2, -12]"
"[175, 196, -22, 2, -11]","[175, 196, -21, 2, -12]"
"[173, 198, -22, 2, -11]","[175, 196, -22, 2, -11]"
"[169, 199, -23, 2, -11]","[173, 198, -22, 2, -11]"
"[167, 199, -23, 2, -11]","[169, 199, -23, 2, -11]"
"[168, 200, -21, 6, -11]","[167, 199, -23, 2, -11]"
"[167, 201, -23, 2, -11]","[168, 200, -21, 6, -11]"
"[76, 202, -24, 2, -11]","[167, 201, -23, 2, -11]"
"[76, 202, -25, 2, -10]","[76, 202, -24, 2, -11]"
"[169, 203, -24, 2, -10]","[76, 202, -25, 2, -10]"
"[167, 204, -23, 2, -10]","[169, 203, -24, 2, -10]"
"[169, 206, -27, 2, -10]","[167, 204, -23, 2, -10]"
"[169, 206, -29, 2, -10]","[169, 206, -27, 2, -10]"
"[172, 207, -31, 2, -9]","[169, 206, -29, 2, -10]"
"[165, 208, -33, 2, -9]","[172, 207, -31, 2, -9]"
"[161, 209, -33, 2, -9]","[165, 208, -33, 2, -9]"
"[161, 209, -35, 2, -9]","[161, 209, -33, 2, -9]"
"[154, 210, -34, 2, -9]","[161, 209, -35, 2, -9]"
"[154, 210, -35, 2, -8]","[154, 210, -34, 2, -9]"
"[152, 212, -33, 2, -8]","[154, 210, -35, 2, -8]"
"[153, 212, -32, 2, -8]","[152, 212, -33, 2, -8]"
"[152, 213, -33, 2, -8]","[153, 212, -32, 2, -8]"
"[157, 214, -33, 2, -8]","[152, 213, -33, 2, -8]"
"[160, 215, -34, 2, -7]","[157, 214, -33, 2, -8]"
"[160, 215, -34, 2, -7]","[160, 215, -34, 2, -7]"
"[158, 215, -35, 2, -7]","[160, 215, -34, 2, -7]"
"[156, 216, -36, 2, -7]","[158, 215, -35, 2, -7]"
"[157, 217, -39, 2, -6]","[156, 216, -36, 2, -7]"
"[156, 218, -40, 2, -6]","[157, 217, -39, 2, -6]"
"[154, 219, -42, 2, -6]","[156, 218, -40, 2, -6]"
"[148, 219, -42, 2, -5]","[154, 219, -42, 2, -6]"
"[143, 221, -43, 2, -5]","[148, 219, -42, 2, -5]"
"[143, 221, -44, 2, -5]","[143, 221, -43, 2, -5]"
"[143, 221, -42, 2, -5]","[143, 221, -44, 2, -5]"
"[142, 222, -41, 2, -4]","[143, 221, -42, 2, -5]"
"[144, 223, -39, 2, -4]","[142, 222, -41, 2, -4]"
"[144, 223, -37, 2, -4]","[144, 223, -39, 2, -4]"
"[147, 224, -37, 2, -4]","[144, 223, -37, 2, -4]"
"[156, 225, -38, 2, -3]","[147, 224, -37, 2, -4]"
"[156, 225, -38, 2, -3]","[156, 225, -38, 2, -3]"
"[156, 226, -40, 4, -3]","[156, 225, -38, 2, -3]"
