[ 5.12037     0.43691504  0.04391661  0.4621419   0.10075489 -0.07081243]
[ 5.1332297   0.4392017   0.04074004  0.4770996   0.09391907 -0.06895006]
[ 5.1583014   0.43993482  0.03693513  0.49722052  0.0880942  -0.06805849]
[ 5.195776    0.43924364  0.03349575  0.5271086   0.08427586 -0.06809223]
[ 5.231362    0.4362925   0.03092787  0.56152064  0.08277115 -0.06923867]
[ 5.245426    0.43018866  0.02962006  0.5944179   0.08333468 -0.07153236]
[ 5.2473364   0.4318205   0.02858051  0.61449444  0.08586004 -0.07443903]
[ 5.2315254   0.4396507   0.0279384   0.6198914   0.08954654 -0.07739641]
[ 5.201272    0.44284555  0.02798411  0.61159974  0.09350662 -0.07977854]
[ 5.172427    0.44258848  0.02841547  0.59347636  0.10898391 -0.08086619]
[ 5.160379    0.44043428  0.02915878  0.5701776   0.12038314 -0.08032309]
[ 5.146798    0.43568155  0.03153478  0.55917674  0.12568972 -0.07826152]
[ 5.126807    0.43786502  0.03434411  0.5521638   0.12450931 -0.0754772 ]
[ 5.1240506   0.4477212   0.03625737  0.5438398   0.11821428 -0.07247618]
[ 5.1397295   0.45438376  0.03730339  0.5354818   0.10845724 -0.06991629]
[ 5.1683164   0.45694593  0.03750316  0.52769864  0.09727641 -0.06834606]
[ 5.2089067   0.45550436  0.03684313  0.52134025  0.09872247 -0.06796305]
[ 5.2487926   0.4496424   0.03632451  0.5236101   0.0992678  -0.06876832]
[ 5.2744756   0.43956926  0.03599659  0.5249436   0.09867384 -0.05689215]
[ 5.290346    0.42734772  0.03541935  0.5253278   0.09719499 -0.05012631]
[ 5.2834296   0.41405818  0.03522576  0.5313212   0.10696822 -0.04954655]
[ 5.2567015   0.4017665   0.03492896  0.5340065   0.11298966 -0.05484802]
[ 5.2148924   0.39244574  0.03443419  0.53361416  0.12661514 -0.06412116]
[ 5.1490507   0.3862672   0.03416115  0.52963656  0.1321693  -0.07502618]
[ 5.1136694   0.38748324  0.03344468  0.52735674  0.13065054 -0.08418115]
[ 5.0848346   0.39371276  0.03322091  0.53260595  0.13470325 -0.08993249]
[ 5.080989    0.40494934  0.03381327  0.55306405  0.13145223 -0.09103798]
[ 5.0998363   0.4191565   0.03388782  0.57007015  0.12220572 -0.08814736]
[ 5.133939    0.4335124   0.04495673  0.5897953   0.10896593 -0.08186349]
[ 5.1669927   0.44486997  0.06428773  0.60837525  0.09421965 -0.07415648]
[ 5.2004137   0.45225593  0.07631677  0.62322927  0.08100791 -0.06730561]
[ 5.2130322   0.4531201   0.0906233   0.6231047   0.08293041 -0.06300776]
[ 5.219902    0.44923526  0.09321032  0.6183459   0.08684441 -0.06204182]
[ 5.2151985   0.44111782  0.08432958  0.60109127  0.09170513 -0.06459008]
[ 5.1984634   0.4302892   0.06749446  0.58281904  0.09644903 -0.06946094]
[ 5.185653    0.41965547  0.04597065  0.5592327   0.10043771 -0.07514715]
[ 5.173189    0.41045     0.02479669  0.5413934   0.10292291 -0.07999372]
[ 5.1870813   0.40403807  0.00533334  0.52747035  0.10563314 -0.08399743]
[ 5.245275    0.40244263 -0.00955725  0.5204983   0.10841973 -0.08596341]
[ 5.3304553   0.4043384  -0.01740329  0.5195707   0.11046996 -0.08574332]
[ 5.41711     0.40740448 -0.01684467  0.52243483  0.11097486 -0.08383163]
"[ 5.4789715e+00  4.0901825e-01  2.7691722e-03  5.2684265e-01
  1.0935947e-01 -8.0857694e-02]"
[ 5.523386    0.40976894  0.02500098  0.5319146   0.10635693 -0.07797131]
[ 5.521069    0.4075816   0.04628211  0.54223603  0.10217796 -0.0762554 ]
[ 5.485833    0.40382117  0.06234822  0.5565139   0.09800671 -0.07600664]
[ 5.422997    0.40891403  0.07023032  0.5724932   0.1070609  -0.07714733]
[ 5.357032    0.4224318   0.06863041  0.5816204   0.11426744 -0.07923976]
[ 5.3029757   0.4331428   0.05899079  0.5847844   0.11864597 -0.08156684]
[ 5.272155    0.44075495  0.04378735  0.58349085  0.11991934 -0.08337688]
[ 5.269872    0.44510242  0.02617189  0.57921857  0.1183182  -0.08414206]
[ 5.2795663   0.44485584  0.01076065  0.5876105   0.11413176 -0.08352262]
"[ 5.3127656e+00  4.4134548e-01 -1.3313368e-03  5.9175825e-01
  1.0861401e-01 -8.1914648e-02]"
[ 5.3499336   0.4435868  -0.00770099  0.5982445   0.10263884 -0.07972023]
[ 5.3865886   0.44075453 -0.00744753  0.6057652   0.09724684 -0.07758047]
[ 5.4205856   0.43330213  0.00914834  0.60529816  0.0933087  -0.07590097]
[ 5.4456906   0.42261347  0.02719752  0.604805    0.09149361 -0.07534459]
[ 5.4589643   0.410409    0.04271549  0.5955034   0.09194709 -0.07626099]
[ 5.4530287   0.39824104  0.05354454  0.57879484  0.09427468 -0.06375521]
[ 5.424778    0.38765544  0.05789981  0.5569103   0.09772156 -0.05691573]
[ 5.3907475   0.3811195   0.05556432  0.53433126  0.10173965 -0.05649253]
[ 5.365975    0.38016635  0.04764464  0.51513636  0.1057442  -0.06156347]
[ 5.3436203   0.38389695  0.03643811  0.50093526  0.10883956 -0.07036315]
[ 5.3210087   0.40007344  0.02419455  0.49288064  0.12270914 -0.08035655]
[ 5.3020473   0.41621208  0.0141516   0.49899173  0.1313627  -0.08892594]
[ 5.2893147   0.43012452  0.00740375  0.5100992   0.13371707 -0.09438367]
"[ 5.3047233e+00  4.4171280e-01  4.3617040e-03  5.2625495e-01
  1.3042769e-01 -9.5550835e-02]"
[ 5.31593     0.44725445  0.00568974  0.54267824  0.12202188 -0.09297886]
[ 5.3347335   0.4473802   0.01037566  0.55824697  0.11083752 -0.08751611]
[ 5.354411    0.44218013  0.01824076  0.586229    0.09917872 -0.08046627]
[ 5.3751864   0.43291414  0.02622986  0.606252    0.08938342 -0.07405115]
[ 5.3990746   0.42154485  0.03314123  0.62497705  0.08325856 -0.06957075]
[ 5.404561    0.4081928   0.04889711  0.6303981   0.08123653 -0.06812664]
[ 5.393608    0.39552492  0.05855377  0.6310162   0.09545165 -0.06997497]
[ 5.372737    0.39500552  0.06071583  0.62762487  0.10961062 -0.07430606]
[ 5.3503437   0.39678887  0.05642388  0.6301015   0.13322602 -0.07958127]
[ 5.338259    0.4010548   0.04599303  0.6218056   0.14876014 -0.08472216]
[ 5.3404627   0.4073077   0.03186796  0.60545003  0.16684856 -0.08840537]
[ 5.3535104   0.4141599   0.01727383  0.58375937  0.17099985 -0.08987749]
"[ 5.3638239e+00  4.2899114e-01  4.9927086e-03  5.5896187e-01
  1.7450005e-01 -8.8969432e-02]"
"[ 5.3804231e+00  4.3999043e-01 -2.5448427e-03  5.3519678e-01
  1.6393831e-01 -8.5958131e-02]"
"[ 5.3865032e+00  4.4467032e-01 -3.3998638e-03  5.2173948e-01
  1.4239115e-01 -8.1683204e-02]"
"[ 5.3955851e+00  4.4388753e-01  1.2458861e-03  5.1254779e-01
  1.1537434e-01 -7.7221379e-02]"
[ 5.388422    0.4466218   0.01062708  0.51433647  0.0883265  -0.0736755 ]
[ 5.373236    0.4429593   0.02209735  0.5186748   0.06661271 -0.07195373]
[ 5.3654623   0.43504977  0.04425673  0.52633345  0.0540513  -0.07178798]
[ 5.3510966   0.42383164  0.06086541  0.5342855   0.05205845 -0.07371233]
[ 5.332104    0.4115475   0.0708732   0.5640125   0.05993883 -0.07663362]
[ 5.345095    0.4027743   0.07986659  0.6008821   0.07939295 -0.07865594]
[ 5.4009027   0.399317    0.08544004  0.63353     0.09405401 -0.07959825]
[ 5.467696    0.40851474  0.0868173   0.6559165   0.10114554 -0.07979389]
[ 5.541129    0.4182479   0.08480343  0.6743186   0.0997662  -0.07922659]
[ 5.6005945   0.4252476   0.09156735  0.67676115  0.09039004 -0.07824405]
[ 5.6335325   0.42800033  0.09310474  0.66254276  0.08832967 -0.07765538]
[ 5.6541147   0.4272499   0.0896689   0.6361619   0.08064825 -0.07740431]
[ 5.6498656   0.42251965  0.0833309   0.6096333   0.06922114 -0.07742152]
[ 5.6221776   0.41488206  0.07527006  0.5779595   0.05675392 -0.07776263]
[ 5.5790687   0.4063084   0.06727053  0.5463451   0.05834577 -0.07808003]
[ 5.5317373   0.3988538   0.06205891  0.5350511   0.0599347  -0.07773464]
[ 5.4751744   0.40269268  0.05901906  0.52747995  0.08519958 -0.07713867]
[ 5.4254503   0.40726095  0.07004035  0.52582926  0.11501724 -0.0759646 ]
[ 5.3973093   0.42228332  0.09122138  0.5308027   0.14404812 -0.0743559 ]
[ 5.4008737   0.4363019   0.10660939  0.5414125   0.15482473 -0.07311694]
[ 5.4232893   0.44675055  0.11448102  0.5551331   0.14719868 -0.05795789]
[ 5.4654555   0.45258602  0.11357892  0.5699844   0.12449919 -0.04861204]
[ 5.514118    0.45251256  0.10468645  0.583117    0.10449851 -0.04695827]
[ 5.55587     0.44600368  0.09078351  0.60000557  0.0778639  -0.05275685]
[ 5.582453    0.4440073   0.07463303  0.6177533   0.05018481 -0.06398365]
[ 5.60666     0.43714058  0.05890375  0.62695014  0.02700945 -0.07740508]
[ 5.6139216   0.4258607   0.04726747  0.6345447   0.01222685 -0.08945846]
[ 5.605463    0.4123341   0.04096218  0.6313866   0.00791719 -0.09740839]
[ 5.5765185   0.40831783  0.04043667  0.61854476  0.02501047 -0.0996599 ]
[ 5.5454216   0.40476796  0.04535037  0.60009     0.04680752 -0.09612924]
[ 5.5136228   0.40234184  0.05475111  0.58705753  0.08014943 -0.0880814 ]
[ 5.492923    0.40181097  0.07721341  0.5738429   0.10628392 -0.07767972]
[ 5.475871    0.40293416  0.09719977  0.5764256   0.12115386 -0.06779851]
[ 5.4716635   0.40609574  0.11061638  0.585669    0.12343892 -0.06088724]
[ 5.4752755   0.41044435  0.11499077  0.59157133  0.12626258 -0.05858837]
[ 5.504795    0.4165104   0.1102635   0.59527075  0.11713702 -0.06079112]
[ 5.5387893   0.4218461   0.09890388  0.60296655  0.09847286 -0.06664518]
[ 5.550409    0.42373645  0.08339357  0.6031979   0.07412703 -0.07490538]
[ 5.5539074   0.423062    0.06691363  0.5978194   0.04943389 -0.0830528 ]
[ 5.5555396   0.42056113  0.05314822  0.59674364  0.02911482 -0.08875026]
[ 5.547628    0.41622898  0.04506602  0.60717434  0.01642308 -0.09068731]
[ 5.5223103   0.4103021   0.04346006  0.6181563   0.01289261 -0.07431382]
[ 5.5041833   0.40542462  0.04647198  0.6218948   0.01845225 -0.06009738]
[ 5.5019255   0.40295884  0.05267399  0.6194432   0.04215107 -0.05104061]
[ 5.4993296   0.40174413  0.07333545  0.62723047  0.06659521 -0.04832712]
[ 5.4963317   0.40210515  0.09134325  0.634488    0.08737746 -0.05262323]
[ 5.503113    0.41413027  0.10270463  0.63291556  0.10131638 -0.06232737]
[ 5.515078    0.42504868  0.10640512  0.62317383  0.1064164  -0.07478663]
[ 5.529116    0.43317428  0.10263198  0.6070304   0.11461384 -0.08678758]
[ 5.546747    0.43756253  0.09314021  0.58729744  0.11204278 -0.09545161]
[ 5.55473     0.43691543  0.08063775  0.5658091   0.09998158 -0.09906068]
[ 5.5583806   0.43212608  0.06787784  0.5459158   0.08167986 -0.09706124]
[ 5.5642786   0.42477706  0.05728028  0.53053236  0.06121537 -0.09029044]
[ 5.5516286   0.41453147  0.06241604  0.5201268   0.04215053 -0.08065784]
[ 5.554923    0.40589505  0.06874716  0.5174221   0.0284613  -0.07066394]
[ 5.5901613   0.4003709   0.07398158  0.5174345   0.01650624 -0.06118185]
[ 5.6539354   0.39845973  0.07770312  0.527607    0.00825663 -0.05425636]
"[ 5.7309275e+00  3.9922252e-01  7.9401955e-02  5.4487568e-01
  4.7710259e-03 -5.1592596e-02]"
[ 5.810451    0.40164047  0.07836483  0.5576115   0.00624442 -0.05390983]
[ 5.872238    0.40383402  0.07521114  0.5629883   0.01179065 -0.06057768]
[ 5.9000134   0.41463396  0.07076301  0.55963284  0.01983149 -0.06972659]
[ 5.892289    0.4204736   0.07879042  0.54907924  0.02827814 -0.07845192]
[ 5.8527894   0.42111397  0.08485396  0.54143757  0.0354909  -0.08468933]
[ 5.791482    0.4174363   0.08745188  0.529449    0.04025756 -0.08720192]
[ 5.7226872   0.42160034  0.08670762  0.52419174  0.04213014 -0.08542988]
[ 5.656045    0.42249805  0.08270558  0.5180981   0.05313839 -0.08039573]
[ 5.609623    0.42160267  0.0764736   0.51343596  0.05852915 -0.07347262]
[ 5.5945      0.42023298  0.07024072  0.5272433   0.05812983 -0.06595363]
[ 5.610856    0.41885588  0.06386227  0.54070765  0.05267461 -0.05996402]
[ 5.662112    0.41808748  0.05822276  0.5527752   0.04370316 -0.05669038]
[ 5.734181    0.41712862  0.05435539  0.5612367   0.03297301 -0.05685671]
[ 5.805655    0.4147151   0.05312708  0.5637859   0.02236991 -0.06044152]
[ 5.8534455   0.40978768  0.05494355  0.55882263  0.01367281 -0.06658666]
[ 5.882942    0.40368682  0.05970537  0.55648357  0.00849148 -0.07324474]
[ 5.881468    0.40703568  0.0661975   0.5557597   0.00745744 -0.07879708]
[ 5.845716    0.40753746  0.07278831  0.5475509   0.01025972 -0.08221333]
[ 5.7948747   0.40645516  0.07798485  0.53487134  0.01609912 -0.08266334]
[ 5.73386     0.4043616   0.08151031  0.5282943   0.0235136  -0.08016502]
[ 5.687872    0.41341645  0.08178042  0.52156675  0.03126728 -0.07553032]
[ 5.6648355   0.42168656  0.07916043  0.5162437   0.04978866 -0.07001506]
[ 5.664999    0.42809504  0.07458557  0.51306003  0.06270384 -0.06501562]
[ 5.6759744   0.44130743  0.06907202  0.5114859   0.06806835 -0.06176918]
[ 5.709922    0.45966986  0.06357752  0.512557    0.06579766 -0.06069737]
[ 5.7380886   0.46738747  0.05979232  0.5139636   0.06888714 -0.06223842]
[ 5.759613    0.47479317  0.0587302   0.52349204  0.06384863 -0.0655898 ]
[ 5.7757387   0.46993482  0.06002368  0.5311315   0.05236734 -0.06995992]
[ 5.7904162   0.45508426  0.0630607   0.53631556  0.03732842 -0.07411893]
[ 5.803116    0.43337047  0.07912575  0.5390567   0.02187447 -0.07670897]
[ 5.7936163   0.40791014  0.09237778  0.54541117  0.00895886 -0.07772094]
"[ 5.7797637e+00  3.8444364e-01  9.9527434e-02  5.4689336e-01
  1.1054184e-03 -7.7101730e-02]"
"[ 5.7677417e+00  3.6702543e-01  9.9597111e-02  5.4417622e-01
 -5.8933906e-04 -7.5134486e-02]"
"[ 5.7636104e+00  3.5826525e-01  9.3152784e-02  5.3850436e-01
  3.6461521e-03 -7.2359979e-02]"
[ 5.7543726   0.3578676   0.0833676   0.54658896  0.01223182 -0.06931698]
[ 5.7333436   0.36450562  0.07255175  0.5655589   0.02296469 -0.06686984]
[ 5.731519    0.3782551   0.06120482  0.57768434  0.03393404 -0.06552948]
[ 5.731541    0.39515632  0.0523423   0.5895641   0.04279574 -0.0655265 ]
[ 5.7311225   0.41199005  0.04690338  0.5910467   0.04800754 -0.06693654]
[ 5.7280903   0.42587358  0.04628178  0.59150445  0.0488621  -0.06909148]
[ 5.7081337   0.43379036  0.04988918  0.5812028   0.04541998 -0.07174869]
[ 5.694054    0.4365888   0.05630857  0.56425387  0.03908858 -0.07390393]
[ 5.691331    0.43487397  0.06440983  0.54409206  0.03147972 -0.05941412]
[ 5.69966     0.42945376  0.07326762  0.53976357  0.02413361 -0.04873699]
[ 5.7089467   0.4204903   0.10403531  0.5340837   0.03002974 -0.04394633]
[ 5.7369266   0.4115412   0.12449962  0.527898    0.03535302 -0.04628541]
[ 5.7659397   0.4029777   0.13250576  0.5288111   0.03896615 -0.05466808]
[ 5.8246894   0.39742115  0.14043711  0.54815114  0.0426644  -0.0614806 ]
[ 5.89807     0.404899    0.14547886  0.5646317   0.04565817 -0.06574097]
[ 5.979088    0.4123615   0.14710787  0.57584274  0.04727629 -0.06674057]
[ 6.0506077   0.41743428  0.14538641  0.5794409   0.04706523 -0.06471458]
[ 6.0930004   0.41808015  0.14112835  0.57407355  0.04493043 -0.06070928]
[ 6.0933113   0.4135667   0.13565221  0.5602462   0.04127757 -0.05615914]
[ 6.0622106   0.40569106  0.13013622  0.54129016  0.04984264 -0.05219226]
[ 6.0126657   0.39673102  0.12639463  0.52965933  0.05498749 -0.04946519]
[ 5.955798    0.38866827  0.1368801   0.5188283   0.05607057 -0.04820898]
[ 5.905398    0.383875    0.14591905  0.51862353  0.05364626 -0.04860119]
[ 5.8682084   0.38330758  0.15179606  0.5282971   0.04871702 -0.05028858]
[ 5.8569303   0.38757247  0.15294379  0.5384444   0.04273725 -0.05272269]
[ 5.8507385   0.3940567   0.1639441   0.57141066  0.03657549 -0.05461605]
[ 5.862794    0.40268674  0.16706589  0.5966485   0.03179774 -0.05638686]
[ 5.8980103   0.4123139   0.16220492  0.6121864   0.02928643 -0.05759682]
[ 5.9219003   0.41909266  0.15176979  0.6233078   0.04118457 -0.05822474]
[ 5.942523    0.4331999   0.13753468  0.62069124  0.0515744  -0.05821306]
[ 5.9581056   0.44042152  0.13556004  0.60649836  0.07089608 -0.05723199]
[ 5.961633    0.43935338  0.15828945  0.5925786   0.08151241 -0.05517764]
[ 5.9680047   0.43249846  0.17328133  0.5716697   0.08263196 -0.0535033 ]
[ 5.9733915   0.42140445  0.17849723  0.5468149   0.07495631 -0.05268819]
[ 5.9858723   0.4089358   0.17396572  0.5221904   0.0610389  -0.05270606]
[ 5.9888563   0.39627388  0.1618356   0.49994272  0.04402937 -0.05358724]
