"['-1', '-1', '-80', 1.5, 0]"
"['209', '176', '18', 6, 0]"
"['209', '109', '20', 6, 0]"
"['209', '109', '18', 2, 0]"
"['209', '109', '17', 2, 0]"
"['209', '109', '15', 2, 0]"
"['209', '170', '14', 3.5, 0]"
"['209', '157', '13', 6, 0]"
"['209', '157', '13', 2, 0]"
"['209', '126', '13', 6, 0]"
"['209', '184', '15', 2, 0]"
"['209', '184', '15', 6, 0]"
"['209', '132', '16', 6, 0]"
"['209', '120', '19', 2, 0]"
"['209', '120', '19', 2, 0]"
"['209', '178', '19', 2, 0]"
"['209', '172', '15', 6, 0]"
"['209', '172', '15', 6, 0]"
"['209', '172', '16', 2, 0]"
"['209', '109', '15', 6, 0]"
"['209', '180', '13', 2, 0]"
"['209', '180', '14', 6, 0]"
"['209', '180', '14', 6, 0]"
"['209', '132', '13', 2, 0]"
"['209', '126', '16', 2, 0]"
"['209', '182', '17', 2, 0]"
"['209', '184', '18', 6, 0]"
"['209', '178', '21', 6, 0]"
"['209', '109', '20', 2, 0]"
"['209', '109', '18', 2, 0]"
"['209', '168', '17', 2, 0]"
"['209', '170', '17', 6, 0]"
"['209', '174', '18', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '176', '18', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '174', '20', 2, 0]"
"['209', '109', '20', 6, 0]"
"['209', '174', '20', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '170', '18', 2, 0]"
"['209', '170', '18', 6, 0]"
"['209', '109', '18', 2, 0]"
"['209', '109', '18', 2, 0]"
"['209', '109', '18', 3.5, 0]"
"['209', '173', '14', 2, 0]"
"['209', '173', '16', 6, 0]"
"['209', '173', '16', 2, 0]"
"['209', '173', '19', 6, 0]"
"['209', '177', '19', 2, 0]"
"['209', '113', '19', 6, 0]"
"['209', '171', '18', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '171', '18', 2, 0]"
"['209', '109', '17', 6, 0]"
"['209', '173', '18', 2, 0]"
"['209', '109', '17', 6, 0]"
"['209', '175', '19', 2, 0]"
"['209', '175', '18', 6, 0]"
"['209', '175', '17', 2, 0]"
"['209', '175', '16', 6, 0]"
"['209', '175', '17', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '109', '17', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '109', '18', 2, 0]"
"['209', '109', '16', 2, 0]"
"['209', '173', '17', 9, 0]"
"['209', '173', '15', 3.5, 0]"
"['209', '109', '17', 6, 0]"
"['209', '150', '15', 2, 0]"
"['209', '119', '14', 2, 0]"
"['209', '175', '14', 6, 0]"
"['209', '175', '13', 6, 0]"
"['209', '125', '13', 2, 0]"
"['209', '125', '13', 2, 0]"
"['209', '125', '15', 2, 0]"
"['209', '125', '15', 6, 0]"
"['209', '183', '11', 2, 0]"
"['209', '179', '15', 6, 0]"
"['209', '179', '15', 2, 0]"
"['209', '143', '18', 2, 0]"
"['209', '179', '18', 2, 0]"
"['209', '179', '17', 2, 0]"
"['209', '173', '19', 6, 0]"
"['209', '173', '16', 2, 0]"
"['209', '109', '18', 6, 0]"
"['209', '171', '14', 9, 0]"
"['209', '113', '15', 2, 0]"
"['209', '109', '15', 6, 0]"
"['209', '181', '14', 2, 0]"
"['209', '119', '16', 6, 0]"
"['209', '179', '16', 2, 0]"
"['209', '179', '18', 6, 0]"
"['209', '125', '19', 2, 0]"
"['209', '177', '19', 2, 0]"
"['209', '113', '18', 6, 0]"
"['209', '171', '16', 2, 0]"
"['209', '109', '15', 6, 0]"
"['209', '173', '14', 6, 0]"
"['209', '173', '14', 2, 0]"
"['209', '119', '14', 6, 0]"
"['209', '181', '15', 2, 0]"
"['209', '181', '15', 6, 0]"
"['209', '119', '15', 4, 0]"
"['209', '119', '18', 2, 0]"
"['209', '149', '18', 2, 0]"
"['209', '179', '18', 6, 0]"
"['209', '179', '19', 4, 0]"
"['209', '109', '19', 2, 0]"
"['209', '109', '19', 2, 0]"
"['209', '171', '16', 6, 0]"
"['209', '171', '16', 2, 0]"
"['209', '109', '15', 4.5, 0]"
"['209', '109', '16', 2, 0]"
"['209', '137', '15', 2, 0]"
"['209', '179', '14', 6, 0]"
"['209', '179', '12', 2, 0]"
"['209', '181', '13', 6, 0]"
"['209', '181', '14', 2, 0]"
"['209', '183', '15', 6, 0]"
"['209', '183', '16', 2, 0]"
"['209', '125', '16', 6, 0]"
"['209', '179', '17', 2, 0]"
"['209', '113', '16', 6, 0]"
"['209', '113', '16', 2, 0]"
"['209', '177', '15', 6, 0]"
"['209', '177', '14', 2, 0]"
"['209', '113', '14', 6, 0]"
"['209', '179', '14', 2, 0]"
"['209', '179', '13', 6, 0]"
"['209', '125', '13', 3.5, 0]"
"['209', '125', '13', 2, 0]"
"['209', '125', '12', 6, 0]"
"['209', '183', '14', 4, 0]"
"['209', '131', '14', 6, 0]"
"['209', '161', '15', 2, 0]"
"['209', '125', '14', 6, 0]"
"['209', '181', '15', 2, 0]"
"['209', '119', '14', 6, 0]"
"['209', '181', '14', 2, 0]"
"['209', '119', '14', 6, 0]"
"['209', '181', '15', 2, 0]"
"['209', '125', '13', 6, 0]"
"['209', '181', '14', 2, 0]"
"['209', '119', '13', 6, 0]"
"['209', '183', '14', 2, 0]"
"['209', '183', '12', 6, 0]"
"['209', '183', '13', 2, 0]"
"['209', '183', '11', 6, 0]"
"['209', '185', '12', 2, 0]"
"['209', '131', '13', 6, 0]"
"['209', '187', '13', 2, 0]"
"['209', '137', '12', 6, 0]"
"['209', '183', '11', 2, 0]"
"['209', '131', '12', 6, 0]"
"['209', '131', '11', 2, 0]"
"['209', '143', '12', 6, 0]"
"['209', '185', '9', 2, 0]"
"['209', '185', '10', 6, 0]"
"['209', '185', '13', 2, 0]"
"['209', '155', '12', 6, 0]"
"['209', '155', '14', 2, 0]"
"['209', '185', '15', 6, 0]"
"['209', '185', '15', 2, 0]"
"['209', '125', '17', 6, 0]"
"['209', '179', '13', 2, 0]"
"['209', '179', '13', 6, 0]"
"['209', '175', '15', 2, 0]"
"['209', '183', '13', 6, 0]"
"['209', '183', '14', 2, 0]"
"['209', '183', '14', 6, 0]"
"['209', '119', '12', 2, 0]"
"['209', '125', '15', 6, 0]"
"['209', '125', '10', 2, 0]"
"['209', '179', '14', 6, 0]"
"['209', '179', '11', 2, 0]"
"['209', '149', '13', 6, 0]"
"['209', '181', '12', 2, 0]"
"['209', '143', '15', 3.5, 0]"
"['209', '183', '12', 6, 0]"
"['209', '167', '14', 2, 0]"
"['209', '119', '14', 6, 0]"
"['209', '185', '13', 2, 0]"
"['209', '125', '16', 9, 0]"
"['209', '181', '13', 2, 0]"
"['209', '109', '15', 6, 0]"
"['209', '177', '17', 2, 0]"
"['209', '131', '15', 9, 0]"
"['209', '179', '15', 2, 0]"
"['209', '109', '16', 6, 0]"
"['209', '179', '14', 2, 0]"
"['209', '179', '14', 3.5, 0]"
"['209', '119', '13', 6, 0]"
"['209', '160', '13', 4.5, 0]"
"['209', '125', '13', 2, 0]"
"['209', '125', '13', 4.5, 0]"
"['209', '150', '10', 2, 0]"
"['209', '150', '12', 6, 0]"
"['209', '150', '13', 2, 0]"
"['209', '185', '12', 6, 0]"
"['209', '185', '16', 2, 0]"
"['209', '131', '15', 6, 0]"
"['209', '185', '19', 3.5, 0]"
"['209', '113', '17', 9, 0]"
"['209', '156', '16', 2, 0]"
"['209', '109', '17', 6, 0]"
"['209', '175', '13', 2, 0]"
"['209', '113', '13', 6, 0]"
"['209', '175', '13', 2, 0]"
"['209', '131', '12', 6, 0]"
"['209', '131', '14', 2, 0]"
"['209', '131', '15', 6, 0]"
"['209', '131', '12', 2, 0]"
"['209', '125', '14', 6, 0]"
"['209', '179', '13', 2, 0]"
"['209', '179', '13', 6, 0]"
"['209', '137', '14', 2, -1]"
"['209', '181', '13', 6, -1]"
"['209', '182', '14', 2, -1]"
"['209', '124', '15', 6, -1]"
"['209', '124', '15', 2, -1]"
"['209', '124', '15', 6, -1]"
"['209', '124', '14', 2, -1]"
"['209', '178', '15', 6, -1]"
"['209', '178', '15', 2, -1]"
"['209', '124', '12', 4, -1]"
"['209', '124', '14', 2, -1]"
"['209', '148', '16', 6, -1]"
"['209', '184', '17', 3.5, -1]"
"['209', '124', '17', 6, -1]"
"['209', '152', '18', 2, -1]"
"['209', '109', '16', 6, -1]"
"['209', '174', '15', 2, -1]"
"['209', '109', '16', 4.5, -1]"
"['209', '176', '16', 4.5, -1]"
"['209', '136', '14', 2, -1]"
"['209', '136', '17', 6, -1]"
"['209', '176', '20', 2, -1]"
"['209', '176', '17', 6, -1]"
"['209', '124', '20', 2, -1]"
"['209', '109', '20', 6, -1]"
"['209', '174', '19', 2, -1]"
"['209', '109', '19', 2, -1]"
"['209', '168', '18', 2, -1]"
"['209', '168', '18', 4, -1]"
"['209', '170', '17', 6, -1]"
"['209', '136', '17', 2, -1]"
"['209', '109', '18', 2, -1]"
"['209', '174', '15', 6, -1]"
"['209', '109', '19', 2, -1]"
"['209', '109', '18', 6, -1]"
"['209', '178', '20', 2, -1]"
"['209', '109', '18', 9, -1]"
"['209', '172', '17', 2, -1]"
"['209', '109', '17', 6, -1]"
"['209', '109', '17', 2, -1]"
"['209', '174', '16', 2, -1]"
"['209', '174', '18', 6, -1]"
"['209', '112', '18', 6, -1]"
"['209', '112', '20', 2, -1]"
"['209', '112', '18', 2, -1]"
"['209', '172', '20', 6, -1]"
"['209', '168', '18', 6, -1]"
"['209', '109', '18', 2, -1]"
"['209', '109', '18', 2, -1]"
"['209', '172', '15', 2, -1]"
"['209', '172', '16', 6, -1]"
"['209', '172', '17', 6, -1]"
"['209', '118', '17', 2, -1]"
"['209', '112', '18', 2, -1]"
"['209', '174', '17', 4, -1]"
"['209', '174', '19', 6, -1]"
"['209', '136', '18', 2, -1]"
"['209', '170', '17', 6, -1]"
"['209', '170', '16', 2, -1]"
"['209', '109', '15', 9, -1]"
"['209', '174', '15', 2, -1]"
"['209', '178', '13', 6, -1]"
"['209', '178', '13', 2, -1]"
"['209', '178', '12', 6, -1]"
"['209', '182', '18', 9, -1]"
"['209', '130', '18', 2, -1]"
"['209', '109', '22', 2, -1]"
"['209', '109', '21', 6, -1]"
"['209', '172', '20', 2, -1]"
"['209', '109', '18', 6, -1]"
"['209', '166', '16', 2, -1]"
"['209', '109', '16', 4.5, -1]"
"['209', '172', '12', 2, -1]"
"['209', '176', '17', 2, -1]"
"['209', '176', '17', 2, -1]"
"['209', '184', '19', 6, -1]"
"['209', '174', '19', 9, -1]"
"['209', '109', '20', 9, -1]"
"['209', '109', '19', 2, -1]"
"['209', '109', '18', 2, -1]"
"['209', '168', '15', 6, -1]"
"['209', '170', '15', 2, -1]"
"['209', '109', '14', 6, -1]"
"['209', '109', '17', 2, -1]"
"['209', '118', '14', 2, -1]"
"['209', '180', '15', 6, -1]"
"['209', '180', '13', 2, -1]"
"['209', '174', '14', 6, -1]"
"['209', '178', '14', 2, -1]"
"['209', '180', '15', 9, -1]"
"['209', '180', '15', 4.5, -1]"
"['209', '180', '16', 6, -1]"
"['209', '140', '15', 6, -1]"
"['209', '118', '16', 2, -1]"
"['209', '118', '16', 2, -1]"
"['209', '112', '15', 2, -1]"
"['209', '178', '15', 2, -1]"
"['209', '176', '15', 6, -1]"
"['209', '176', '15', 2, -1]"
"['209', '178', '16', 9, -1]"
"['209', '178', '17', 2, -1]"
"['209', '109', '18', 6, -1]"
"['209', '176', '20', 2, -1]"
"['209', '176', '18', 6, -1]"
"['209', '172', '19', 2, -1]"
"['209', '172', '17', 2, -1]"
"['209', '172', '17', 6, -1]"
"['209', '172', '17', 9, -1]"
"['209', '109', '18', 2, -1]"
"['209', '109', '15', 6, -1]"
"['209', '174', '17', 2, -1]"
"['209', '109', '16', 6, -1]"
"['209', '109', '13', 2, -1]"
"['209', '109', '17', 6, -1]"
"['209', '176', '11', 2, -1]"
"['209', '176', '12', 6, -1]"
"['209', '130', '12', 2, -1]"
"['209', '142', '13', 6, -1]"
"['209', '184', '11', 2, -1]"
"['209', '136', '14', 9, -1]"
"['209', '182', '13', 2, -1]"
"['209', '109', '17', 6, -1]"
"['209', '180', '14', 2, -1]"
"['209', '174', '18', 9, -1]"
"['209', '174', '16', 2, -1]"
"['209', '109', '17', 6, -1]"
"['209', '172', '15', 2, -1]"
"['209', '172', '15', 6, -1]"
"['209', '174', '15', 2, -1]"
"['209', '174', '15', 6, -1]"
"['209', '178', '17', 2, -1]"
"['209', '178', '16', 2, -1]"
"['209', '118', '14', 6, -1]"
"['209', '174', '17', 2, -1]"
"['209', '174', '18', 6, -1]"
"['209', '112', '15', 2, -1]"
"['209', '109', '19', 6, -1]"
"['209', '172', '15', 2, -1]"
"['209', '118', '14', 6, -1]"
"['209', '118', '16', 4.5, -1]"
"['209', '145', '13', 2, -1]"
"['209', '176', '13', 6, -1]"
"['209', '130', '13', 6, -1]"
"['209', '130', '13', 2, -1]"
"['209', '130', '11', 6, -1]"
"['209', '182', '15', 2, -1]"
"['209', '130', '12', 3.5, -1]"
"['209', '155', '15', 6, -1]"
"['209', '155', '17', 2, -1]"
"['209', '136', '18', 6, -1]"
"['209', '136', '18', 2, -1]"
"['209', '178', '20', 6, -1]"
"['209', '109', '17', 2, -1]"
"['209', '172', '18', 6, -1]"
"['209', '168', '17', 2, -1]"
"['209', '168', '16', 6, -1]"
"['209', '109', '16', 2, -1]"
"['209', '109', '15', 6, -1]"
"['209', '109', '17', 2, -1]"
"['209', '176', '17', 6, -1]"
"['209', '178', '12', 6, -1]"
"['209', '178', '16', 3.5, -1]"
"['209', '109', '18', 6, -1]"
"['209', '166', '15', 2, -1]"
"['209', '166', '16', 6, -1]"
"['209', '118', '16', 2, -1]"
"['209', '118', '14', 6, -1]"
"['209', '176', '15', 2, -1]"
"['209', '112', '14', 6, -1]"
"['209', '112', '14', 2, -1]"
"['209', '180', '10', 2, -2]"
"['209', '180', '14', 6, -2]"
"['209', '179', '11', 2, -2]"
"['209', '147', '18', 6, -2]"
"['209', '147', '15', 2, -2]"
"['209', '141', '19', 6, -2]"
"['209', '141', '16', 2, -2]"
"['209', '171', '15', 6, -2]"
"['209', '117', '14', 2, -2]"
"['209', '169', '13', 6, -2]"
"['209', '177', '12', 2, -2]"
"['209', '177', '13', 6, -2]"
"['209', '123', '14', 2, -2]"
"['209', '135', '14', 2, -2]"
"['209', '135', '13', 6, -2]"
"['209', '123', '16', 2, -2]"
"['209', '123', '13', 6, -2]"
"['209', '181', '16', 2, -2]"
"['209', '111', '18', 6, -2]"
"['209', '111', '15', 9, -2]"
"['209', '111', '16', 3.5, -2]"
"['209', '109', '16', 2, -2]"
"['209', '155', '14', 2, -2]"
"['209', '175', '14', 2, -2]"
"['209', '175', '15', 6, -2]"
"['209', '179', '13', 2, -2]"
"['209', '123', '15', 6, -2]"
"['209', '177', '14', 2, -2]"
"['209', '129', '19', 6, -2]"
"['209', '177', '16', 2, -2]"
"['209', '169', '17', 4, -2]"
"['209', '169', '16', 2, -2]"
"['209', '169', '19', 6, -2]"
"['209', '169', '19', 2, -2]"
"['209', '169', '16', 6, -2]"
"['209', '169', '18', 2, -2]"
"['209', '169', '18', 6, -2]"
"['209', '109', '16', 2, -2]"
"['209', '175', '14', 6, -2]"
"['209', '175', '14', 2, -2]"
"['209', '171', '15', 6, -2]"
