187.65225,174.68962,193.07231,167.52205,56.033287,104.71353,,214.1679434,222.1629697,231.9901564,220.5453385,198.3125656
159.65115,148.5544,164.3196,142.35448,47.75128,89.11704,,,,,,
163.85036,159.81766,173.79935,161.49446,44.64799,93.661934,,,,,,
189.9735,183.66779,200.24916,183.86046,52.689472,108.05253,,,,,,
150.6352,144.01147,157.78653,142.35286,42.79342,85.25835,,,,,,
159.70532,155.14645,168.97842,156.09003,43.896763,91.11215,,,,,,
170.99884,168.2731,182.39464,171.6508,45.707157,98.179276,,,,,,
181.64214,180.74655,195.11057,186.53024,47.352642,104.87033,,,,,,
192.86478,193.34132,208.12625,201.05287,49.417637,111.75808,,,,,,
206.88979,208.07619,223.68489,217.0993,52.592873,120.0639,,,,,,
227.78766,228.4086,245.72574,237.61298,58.284534,131.95236,,,,,,
234.07191,232.13873,250.67606,238.79347,61.40673,134.81125,,,,,,
232.83647,232.96019,250.79692,241.8145,59.872967,134.71623,,,,,,
257.42667,258.87433,278.13193,270.11496,65.39318,149.30275,,,,,,
221.99327,218.30223,236.4698,222.57504,59.350536,127.3137,,,,,,
178.2047,183.32977,195.65639,195.55861,42.909058,104.69537,,,,,,
231.53383,231.6372,250.09424,240.83565,59.905315,133.99425,,,,,,
248.84718,245.5024,265.96344,251.00462,68.40934,142.39253,,,,,,
242.84808,245.22113,262.17993,255.1367,66.91004,139.56404,,,,,,
228.14148,229.13846,242.88405,233.66289,68.323975,129.15303,,,,,,
211.46461,213.06464,223.65746,215.27129,67.415825,118.96989,,,,,,
222.636,224.05983,233.65443,223.83815,75.800316,124.67427,,,,,,
232.00377,230.20186,240.0748,224.72015,85.59597,128.94675,,,,,,
235.51436,231.82512,241.78206,223.08044,92.678276,130.78963,,,,,,
252.60059,250.1398,261.33667,240.08047,105.34753,141.20465,,,,,,
261.9684,262.0254,274.1113,254.6645,115.68858,147.19997,,,,,,
263.9176,265.22403,277.06985,258.26743,124.88314,148.01692,,,,,,
258.75766,260.85236,271.17194,253.00432,131.85948,144.1565,,,,,,
247.75168,249.30962,257.36118,238.59329,136.72862,136.25267,,,,,,
228.48875,229.9902,236.05357,219.92857,136.12491,123.890945,,,,,,
220.61755,225.4602,230.47942,218.04358,141.04526,119.92909,,,,,,
228.99716,234.70845,240.36531,227.03229,157.00879,124.53074,,,,,,
234.98483,242.51189,248.8969,236.22496,170.99596,128.64786,,,,,,
243.10735,253.0668,260.50308,249.20049,186.30495,134.62527,,,,,,
250.2292,260.95773,268.7705,256.70148,203.05438,139.89658,,,,,,
253.95937,263.79233,271.2913,256.5843,219.05968,142.10814,,,,,,
247.83604,256.28687,262.28955,245.4218,227.39722,138.09126,,,,,,
239.38078,246.78502,251.11537,234.02194,233.68398,132.37134,,,,,,
234.98843,241.32947,248.0244,229.99484,244.6691,130.4231,,,,,,
236.23135,242.98712,252.56796,235.00987,257.7707,132.54854,,,,,,
239.69553,248.10744,261.09677,245.47191,270.10846,136.83629,,,,,,
238.04163,246.28876,261.84488,251.61249,273.428,137.41324,,,,,,
230.68214,237.99693,254.29073,249.93677,267.92795,133.3901,,,,,,
234.629,240.33119,254.20674,253.49806,272.33218,134.5795,,,,,,
239.65297,241.73827,253.46492,250.74176,275.6238,136.3456,,,,,,
236.72661,237.0527,246.43127,243.24434,267.45444,134.72438,,,,,,
234.66798,236.1556,243.5659,238.43262,261.00177,133.2323,,,,,,
228.65105,236.77225,242.73271,240.68607,250.51547,130.21263,,,,,,
237.32942,249.9597,256.3545,254.10182,254.4793,135.21284,,,,,,
236.0434,247.82143,257.01993,249.38454,246.31178,134.0124,,,,,,
226.76016,238.29121,248.74065,237.98288,230.47087,128.2444,,,,,,
225.77263,234.05055,244.65248,229.26349,223.93779,127.18798,,,,,,
225.45415,231.23985,241.70433,222.68512,219.6147,126.64991,,,,,,
234.74939,239.77068,251.31268,228.55147,226.07343,132.35509,,,,,,
243.60582,249.07735,262.40506,235.21353,234.79509,137.09264,,,,,,
236.47307,242.24538,256.9091,229.54681,230.19797,132.49527,,,,,,
225.76208,234.13365,249.42094,227.51825,223.22395,126.272675,,,,,,
222.58298,234.31042,249.95418,234.07523,224.91101,124.80136,,,,,,
226.247,238.64825,252.22974,238.42104,233.32253,126.717094,,,,,,
226.73488,238.12236,249.80063,236.70737,238.44135,126.958405,,,,,,
229.5145,238.06813,246.36629,233.16052,243.20602,128.69089,,,,,,
223.45166,229.12459,235.0865,221.10294,238.41042,125.30504,,,,,,
217.20607,226.2802,230.26549,221.03593,232.78813,123.50782,,,,,,
223.58643,234.87521,238.59158,231.37163,239.11993,128.21565,,,,,,
215.42047,228.14127,231.99089,227.1907,227.78775,123.530365,,,,,,
225.61024,236.08803,242.92595,234.58101,234.57372,127.03067,,,,,,
219.23642,225.2338,235.66661,222.04424,223.24242,121.56516,,,,,,
221.66797,226.18747,240.24341,221.18706,223.12323,122.743675,,,,,,
220.25816,224.29709,240.58717,218.404,221.05132,122.32321,,,,,,
221.25604,226.91716,244.80421,223.22432,223.08081,123.40255,,,,,,
219.67737,226.6337,244.90149,223.22363,224.66653,122.95345,,,,,,
203.63702,214.08969,229.06824,211.67224,211.7721,115.51901,,,,,,
214.50897,226.14354,238.40765,220.14348,226.24167,122.33513,,,,,,
214.77832,225.17574,234.02448,216.83107,227.69693,122.418594,,,,,,
213.55154,223.14233,230.06075,215.31276,225.70259,121.53243,,,,,,
212.97302,222.0273,229.59233,218.99014,223.12648,120.473595,,,,,,
207.95085,217.0761,225.95348,219.44548,215.53253,116.8442,,,,,,
211.2744,219.1956,229.33974,222.47134,216.87083,117.86617,,,,,,
210.54153,216.64641,227.03847,217.34038,215.82658,117.48258,,,,,,
200.91255,206.17809,215.09763,203.2913,205.93848,112.56433,,,,,,
203.35913,211.16188,219.69444,207.37178,209.77348,115.59735,,,,,,
211.10129,220.98792,231.0011,215.53242,219.56477,120.733925,,,,,,
197.93063,208.93027,218.21211,203.08192,205.93343,113.219154,,,,,,
206.9111,219.1602,228.33487,213.8457,215.01462,118.01687,,,,,,
219.76262,230.56679,241.50746,224.52101,228.70569,124.837074,,,,,,
214.43912,222.6507,233.61607,216.33623,222.35478,120.625656,,,,,,
209.69026,217.06458,227.52745,213.7656,216.0878,117.599106,,,,,,
171.42308,173.26132,183.42323,169.30557,175.78403,95.16659,,,,,,
138.018,145.32545,151.65936,149.88528,139.00491,78.67298,,,,,,
173.5099,175.49474,185.18855,175.15067,174.99246,96.69308,,,,,,
197.54306,197.47348,208.29846,195.60815,198.31851,108.94156,,,,,,
211.06438,216.47404,225.08925,217.94006,210.3099,118.15034,,,,,,
213.3934,216.1796,225.34189,213.43549,213.03049,119.27775,,,,,,
211.20688,215.20064,224.5131,210.60117,212.46283,118.52236,,,,,,
221.77109,228.20876,237.28163,222.12631,224.41217,124.697205,,,,,,
223.27159,230.54509,238.96976,221.42444,227.27678,124.90103,,,,,,
217.68889,225.2299,233.42195,213.97649,222.97598,121.62822,,,,,,
221.11172,230.09589,238.55495,217.97966,227.67664,124.13801,,,,,,
222.32422,234.47359,243.26833,226.07568,229.87851,125.535126,,,,,,
217.53362,233.28593,242.25816,231.14629,225.74098,123.36963,,,,,,
215.9677,230.2326,239.7643,229.529,225.08997,122.43828,,,,,,
216.45758,228.30592,238.69156,226.79587,226.65634,122.75566,,,,,,
217.97974,228.03775,239.06766,226.06613,229.51111,123.74333,,,,,,
216.27177,225.62958,236.24292,223.7773,228.52043,122.70232,,,,,,
213.92285,224.0456,234.98651,224.00793,226.14435,121.65611,,,,,,
219.88234,232.26608,244.03558,235.67313,232.26022,125.854935,,,,,,
194.41844,199.81601,212.7585,197.91653,206.57309,109.485695,,,,,,
141.48653,151.19887,158.97655,155.69325,149.42511,81.08814,,,,,,
178.74966,186.3431,197.57431,186.80968,189.51624,100.854225,,,,,,
215.07881,222.84262,237.29237,222.04248,227.05576,121.23014,,,,,,
233.72246,245.83011,256.97052,244.78484,244.22583,132.53323,,,,,,
222.56204,232.4621,240.41995,225.99008,231.30571,125.02356,,,,,,
214.25569,225.85982,231.48907,221.0373,221.18375,120.00067,,,,,,
218.94221,231.31728,236.32352,226.69087,225.36594,122.43737,,,,,,
212.28365,224.98575,230.20352,222.05145,218.49608,119.33533,,,,,,
209.77835,223.81918,229.23676,222.70691,217.20824,118.2752,,,,,,
214.32617,229.62439,234.99335,229.14005,223.31468,120.531975,,,,,,
212.04385,224.824,232.96199,221.75162,224.13562,119.44833,,,,,,
205.5622,216.81021,227.3303,212.98189,219.98225,116.69662,,,,,,
215.7376,227.87645,241.61102,225.27347,231.52142,124.22116,,,,,,
215.74579,228.67395,244.24866,227.28336,231.94472,125.47365,,,,,,
209.81403,222.3233,237.62077,221.47493,224.01624,121.81026,,,,,,
210.64178,223.43713,236.67767,223.09293,223.30048,121.35489,,,,,,
217.39793,228.99301,241.51117,227.74376,229.40256,124.028946,,,,,,
215.416,227.894,238.65373,229.0231,226.18999,121.99503,,,,,,
213.41739,225.3968,234.54323,226.82397,223.23232,119.594124,,,,,,
206.61325,218.08203,225.18442,218.5218,215.2016,115.124275,,,,,,
215.20259,226.64117,232.44669,225.16605,223.32437,119.592224,,,,,,
180.43716,186.29507,192.27478,180.49301,187.25287,99.75147,,,,,,
151.8793,164.23871,166.11859,165.68045,156.30945,86.295685,,,,,,
200.90308,208.59006,212.79811,200.33829,208.52586,111.2806,,,,,,
215.5548,219.54587,223.96078,204.39067,224.54555,117.41925,,,,,,
