"[-1, -1, -92, 4, 0]","[-1, -1, -92, 4, 0]","[-1, -1, -92, 4, 0]"
"[-1, -1, -92, 2, 0]","[-1, -1, -92, 4, 0]","[-1, -1, -92, 4, 0]"
"[-1, -1, -92, 2, 1]","[-1, -1, -92, 2, 0]","[-1, -1, -92, 4, 0]"
"[-1, -1, -92, 2, 2]","[-1, -1, -92, 2, 1]","[-1, -1, -92, 2, 0]"
"[24, 209, -93, 2, 2]","[-1, -1, -92, 2, 2]","[-1, -1, -92, 2, 1]"
"[24, 209, -93, 2, 3]","[24, 209, -93, 2, 2]","[-1, -1, -92, 2, 2]"
"[23, 209, -98, 2, 4]","[24, 209, -93, 2, 3]","[24, 209, -93, 2, 2]"
"[23, 209, -98, 2, 5]","[23, 209, -98, 2, 4]","[24, 209, -93, 2, 3]"
"[21, 210, -84, 2, 6]","[23, 209, -98, 2, 5]","[23, 209, -98, 2, 4]"
"[22, 211, -77, 2, 6]","[21, 210, -84, 2, 6]","[23, 209, -98, 2, 5]"
"[23, 212, -73, 2, 7]","[22, 211, -77, 2, 6]","[21, 210, -84, 2, 6]"
"[23, 212, -73, 2, 7]","[23, 212, -73, 2, 7]","[22, 211, -77, 2, 6]"
"[38, 212, -57, 2, 8]","[23, 212, -73, 2, 7]","[23, 212, -73, 2, 7]"
"[60, 213, -49, 3.5, 8]","[38, 212, -57, 2, 8]","[23, 212, -73, 2, 7]"
"[60, 213, -41, 4, 9]","[60, 213, -49, 3.5, 8]","[38, 212, -57, 2, 8]"
"[60, 214, -32, 4.5, 9]","[60, 213, -41, 4, 9]","[60, 213, -49, 3.5, 8]"
"[60, 214, -33, 4.5, 9]","[60, 214, -32, 4.5, 9]","[60, 213, -41, 4, 9]"
"[26, 215, -24, 4.5, 10]","[60, 214, -33, 4.5, 9]","[60, 214, -32, 4.5, 9]"
"[26, 215, -11, 3.5, 10]","[26, 215, -24, 4.5, 10]","[60, 214, -33, 4.5, 9]"
"[58, 216, -4, 4.5, 10]","[26, 215, -11, 3.5, 10]","[26, 215, -24, 4.5, 10]"
"[58, 216, 1, 4.5, 10]","[58, 216, -4, 4.5, 10]","[26, 215, -11, 3.5, 10]"
"[123, 217, 10, 4.5, 10]","[58, 216, 1, 4.5, 10]","[58, 216, -4, 4.5, 10]"
"[190, 218, 18, 4.5, 10]","[123, 217, 10, 4.5, 10]","[58, 216, 1, 4.5, 10]"
"[190, 218, 23, 4.5, 10]","[190, 218, 18, 4.5, 10]","[123, 217, 10, 4.5, 10]"
"[190, 218, 23, 4.5, 10]","[190, 218, 23, 4.5, 10]","[190, 218, 18, 4.5, 10]"
"[219, 149, 33, 4.5, 9]","[190, 218, 23, 4.5, 10]","[190, 218, 23, 4.5, 10]"
"[219, 149, 33, 6, 9]","[219, 149, 33, 4.5, 9]","[190, 218, 23, 4.5, 10]"
"[219, 126, 40, 4.5, 9]","[219, 149, 33, 6, 9]","[219, 149, 33, 4.5, 9]"
"[219, 126, 43, 4.5, 9]","[219, 126, 40, 4.5, 9]","[219, 149, 33, 6, 9]"
"[220, 32, 45, 4.5, 8]","[219, 126, 43, 4.5, 9]","[219, 126, 40, 4.5, 9]"
"[221, 82, 43, 4.5, 8]","[220, 32, 45, 4.5, 8]","[219, 126, 43, 4.5, 9]"
"[221, 82, 43, 4.5, 7]","[221, 82, 43, 4.5, 8]","[220, 32, 45, 4.5, 8]"
"[221, 37, 40, 4.5, 7]","[221, 82, 43, 4.5, 7]","[221, 82, 43, 4.5, 8]"
"[221, 37, 40, 4.5, 7]","[221, 37, 40, 4.5, 7]","[221, 82, 43, 4.5, 7]"
"[222, 33, 35, 4.5, 6]","[221, 37, 40, 4.5, 7]","[221, 37, 40, 4.5, 7]"
"[222, 33, 34, 4.5, 6]","[222, 33, 35, 4.5, 6]","[221, 37, 40, 4.5, 7]"
"[223, 51, 25, 4.5, 6]","[222, 33, 34, 4.5, 6]","[222, 33, 35, 4.5, 6]"
"[223, 51, 25, 4.5, 6]","[223, 51, 25, 4.5, 6]","[222, 33, 34, 4.5, 6]"
"[224, 74, 14, 4.5, 6]","[223, 51, 25, 4.5, 6]","[223, 51, 25, 4.5, 6]"
"[224, 78, 4, 4.5, 5]","[224, 74, 14, 4.5, 6]","[223, 51, 25, 4.5, 6]"
"[224, 78, 4, 4.5, 5]","[224, 78, 4, 4.5, 5]","[224, 74, 14, 4.5, 6]"
"[224, 118, 0, 4.5, 5]","[224, 78, 4, 4.5, 5]","[224, 78, 4, 4.5, 5]"
"[225, 168, -8, 4.5, 5]","[224, 118, 0, 4.5, 5]","[224, 78, 4, 4.5, 5]"
"[225, 168, -8, 4.5, 5]","[225, 168, -8, 4.5, 5]","[224, 118, 0, 4.5, 5]"
"[225, 213, -10, 4.5, 5]","[225, 168, -8, 4.5, 5]","[225, 168, -8, 4.5, 5]"
"[221, 226, -11, 4.5, 6]","[225, 213, -10, 4.5, 5]","[225, 168, -8, 4.5, 5]"
"[221, 226, -13, 4.5, 6]","[221, 226, -11, 4.5, 6]","[225, 213, -10, 4.5, 5]"
