"[-1, -1, -95, 4, 0]","[-1, -1, -95, 4, 0]","[-1, -1, -95, 4, 0]"
"[-1, -1, -95, 2, 0]","[-1, -1, -95, 4, 0]","[-1, -1, -95, 4, 0]"
"[-1, -1, -95, 2, 1]","[-1, -1, -95, 2, 0]","[-1, -1, -95, 4, 0]"
"[20, 209, -95, 2, 2]","[-1, -1, -95, 2, 1]","[-1, -1, -95, 2, 0]"
"[20, 209, -96, 2, 3]","[20, 209, -95, 2, 2]","[-1, -1, -95, 2, 1]"
"[20, 209, -96, 2, 3]","[20, 209, -96, 2, 3]","[20, 209, -95, 2, 2]"
"[20, 209, -97, 2, 4]","[20, 209, -96, 2, 3]","[20, 209, -96, 2, 3]"
"[21, 210, -84, 2, 5]","[20, 209, -97, 2, 4]","[20, 209, -96, 2, 3]"
"[21, 210, -85, 2, 6]","[21, 210, -84, 2, 5]","[20, 209, -97, 2, 4]"
"[21, 210, -85, 2, 6]","[21, 210, -85, 2, 6]","[21, 210, -84, 2, 5]"
"[22, 211, -74, 2, 7]","[21, 210, -85, 2, 6]","[21, 210, -85, 2, 6]"
"[22, 211, -74, 2, 7]","[22, 211, -74, 2, 7]","[21, 210, -85, 2, 6]"
"[38, 212, -56, 2, 8]","[22, 211, -74, 2, 7]","[22, 211, -74, 2, 7]"
"[36, 213, -41, 3.5, 9]","[38, 212, -56, 2, 8]","[22, 211, -74, 2, 7]"
"[36, 213, -42, 4.5, 9]","[36, 213, -41, 3.5, 9]","[38, 212, -56, 2, 8]"
"[25, 214, -21, 2, 9]","[36, 213, -42, 4.5, 9]","[36, 213, -41, 3.5, 9]"
"[25, 214, -13, 6, 9]","[25, 214, -21, 2, 9]","[36, 213, -42, 4.5, 9]"
"[25, 214, -13, 6, 9]","[25, 214, -13, 6, 9]","[25, 214, -21, 2, 9]"
"[81, 216, 1, 6, 10]","[25, 214, -13, 6, 9]","[25, 214, -13, 6, 9]"
"[81, 216, 1, 6, 10]","[81, 216, 1, 6, 10]","[25, 214, -13, 6, 9]"
"[129, 216, 17, 6, 10]","[81, 216, 1, 6, 10]","[81, 216, 1, 6, 10]"
"[129, 216, 17, 6, 9]","[129, 216, 17, 6, 10]","[81, 216, 1, 6, 10]"
"[213, 217, 30, 6, 9]","[129, 216, 17, 6, 9]","[129, 216, 17, 6, 10]"
"[213, 217, 29, 6, 9]","[213, 217, 30, 6, 9]","[129, 216, 17, 6, 9]"
"[218, 126, 39, 6, 9]","[213, 217, 29, 6, 9]","[213, 217, 30, 6, 9]"
"[218, 126, 38, 4.5, 8]","[218, 126, 39, 6, 9]","[213, 217, 29, 6, 9]"
"[219, 49, 45, 4.5, 8]","[218, 126, 38, 4.5, 8]","[218, 126, 39, 6, 9]"
"[220, 54, 46, 4.5, 8]","[219, 49, 45, 4.5, 8]","[218, 126, 38, 4.5, 8]"
"[220, 54, 46, 4.5, 7]","[220, 54, 46, 4.5, 8]","[219, 49, 45, 4.5, 8]"
"[220, 54, 46, 4.5, 7]","[220, 54, 46, 4.5, 7]","[220, 54, 46, 4.5, 8]"
"[220, 58, 44, 4.5, 7]","[220, 54, 46, 4.5, 7]","[220, 54, 46, 4.5, 7]"
"[221, 32, 39, 4.5, 6]","[220, 58, 44, 4.5, 7]","[220, 54, 46, 4.5, 7]"
"[221, 32, 39, 4.5, 6]","[221, 32, 39, 4.5, 6]","[220, 58, 44, 4.5, 7]"
"[221, 32, 31, 4.5, 6]","[221, 32, 39, 4.5, 6]","[221, 32, 39, 4.5, 6]"
"[221, 32, 31, 6, 6]","[221, 32, 31, 4.5, 6]","[221, 32, 39, 4.5, 6]"
"[222, 54, 20, 6, 5]","[221, 32, 31, 6, 6]","[221, 32, 31, 4.5, 6]"
"[222, 54, 15, 6, 5]","[222, 54, 20, 6, 5]","[221, 32, 31, 6, 6]"
"[223, 44, 9, 6, 5]","[222, 54, 15, 6, 5]","[222, 54, 20, 6, 5]"
"[224, 44, 0, 6, 5]","[223, 44, 9, 6, 5]","[222, 54, 15, 6, 5]"
"[224, 44, 0, 4, 5]","[224, 44, 0, 6, 5]","[223, 44, 9, 6, 5]"
"[224, 140, -11, 4, 5]","[224, 44, 0, 4, 5]","[224, 44, 0, 6, 5]"
"[225, 177, -16, 4, 5]","[224, 140, -11, 4, 5]","[224, 44, 0, 4, 5]"
"[225, 177, -17, 4, 5]","[225, 177, -16, 4, 5]","[224, 140, -11, 4, 5]"
"[220, 225, -23, 4, 5]","[225, 177, -17, 4, 5]","[225, 177, -16, 4, 5]"
"[176, 225, -25, 4, 5]","[220, 225, -23, 4, 5]","[225, 177, -17, 4, 5]"
"[176, 225, -25, 4, 6]","[176, 225, -25, 4, 5]","[220, 225, -23, 4, 5]"
"[153, 226, -24, 4, 6]","[176, 225, -25, 4, 6]","[176, 225, -25, 4, 5]"
"[153, 226, -24, 6, 6]","[153, 226, -24, 4, 6]","[176, 225, -25, 4, 6]"
"[129, 226, -18, 6, 6]","[153, 226, -24, 6, 6]","[153, 226, -24, 4, 6]"
"[129, 226, -18, 6, 6]","[129, 226, -18, 6, 6]","[153, 226, -24, 6, 6]"
"[77, 227, -12, 6, 7]","[129, 226, -18, 6, 6]","[129, 226, -18, 6, 6]"
"[77, 227, -13, 6, 7]","[77, 227, -12, 6, 7]","[129, 226, -18, 6, 6]"
"[113, 227, -6, 9, 7]","[77, 227, -13, 6, 7]","[77, 227, -12, 6, 7]"
"[113, 227, -6, 6, 7]","[113, 227, -6, 9, 7]","[77, 227, -13, 6, 7]"
"[112, 227, 3, 6, 7]","[113, 227, -6, 6, 7]","[113, 227, -6, 9, 7]"
"[112, 227, 3, 6, 7]","[112, 227, 3, 6, 7]","[113, 227, -6, 6, 7]"
"[104, 228, 9, 6, 7]","[112, 227, 3, 6, 7]","[112, 227, 3, 6, 7]"
"[104, 228, 9, 6, 7]","[104, 228, 9, 6, 7]","[112, 227, 3, 6, 7]"
"[228, 218, 16, 6, 7]","[104, 228, 9, 6, 7]","[104, 228, 9, 6, 7]"
"[228, 218, 16, 6, 7]","[228, 218, 16, 6, 7]","[104, 228, 9, 6, 7]"
"[228, 218, 24, 6, 6]","[228, 218, 16, 6, 7]","[228, 218, 16, 6, 7]"
"[228, 218, 24, 6, 6]","[228, 218, 24, 6, 6]","[228, 218, 16, 6, 7]"
"[228, 182, 28, 6, 6]","[228, 218, 24, 6, 6]","[228, 218, 24, 6, 6]"
"[228, 182, 28, 6, 6]","[228, 182, 28, 6, 6]","[228, 218, 24, 6, 6]"
"[228, 91, 30, 6, 6]","[228, 182, 28, 6, 6]","[228, 182, 28, 6, 6]"
"[228, 91, 30, 6, 5]","[228, 91, 30, 6, 6]","[228, 182, 28, 6, 6]"
"[228, 67, 33, 6, 5]","[228, 91, 30, 6, 5]","[228, 91, 30, 6, 6]"
"[228, 67, 27, 3.5, 5]","[228, 67, 33, 6, 5]","[228, 91, 30, 6, 5]"
"[228, 67, 27, 6, 5]","[228, 67, 27, 3.5, 5]","[228, 67, 33, 6, 5]"
"[228, 54, 25, 3.5, 4]","[228, 67, 27, 6, 5]","[228, 67, 27, 3.5, 5]"
