"[-1, -1, -94, 0.0, 0.0, 4, 0]"
"[-1, -1, -94, 0.0, 0.0, 2, 0]"
"[-1, -1, -94, 0.0, 0.0, 2, 1]"
"[-1, -1, -94, 0.0, 0.0, 2, 2]"
"[-1, -1, -95, 0.0, 0.0, 2, 3]"
"[-1, -1, -95, 0.0, 0.0, 2, 3]"
"[-1, -1, -96, 0.0, 0.0, 2, 4]"
"[-1, -1, -96, 0.0, 0.0, 2, 5]"
"[-1, -1, -97, 0.0, 0.0, 2, 6]"
"[21, 210, -91, 10.23609315780354, 69.8517354234883, 2, 6]"
"[22, 211, -71, 218.2239502038577, 3673.2985906119043, 2, 7]"
"[22, 211, -71, 218.2239502038577, 3673.2985906119043, 2, 8]"
"[23, 212, -60, 371.17515530881826, 918.4733061235024, 2, 8]"
"[23, 212, -60, 371.17515530881826, 918.4733061235024, 2, 9]"
"[64, 214, -48, 360.41547328029395, -1235.6652877988895, 2, 9]"
"[64, 214, -48, 360.41547328029395, -1235.6652877988895, 4, 10]"
"[85, 214, -33, 331.43550180868874, 602.7406960723035, 4, 10]"
"[85, 214, -33, 331.43550180868874, 602.7406960723035, 4.5, 10]"
"[26, 215, -19, 578.4901132346113, 743.668469133763, 6, 10]"
"[27, 216, -13, 441.65588297234683, -2885.5017598237177, 4.5, 11]"
"[28, 217, -9, 501.0330220022248, -9806.019106901638, 4.5, 11]"
"[28, 217, -4, 341.3650823179239, -1056.962534475492, 4.5, 11]"
"[121, 217, 5, 167.01225424319347, 774.8081407609195, 4.5, 11]"
"[121, 217, 4, 167.01225424319347, 774.8081407609195, 4, 11]"
"[167, 218, 19, 232.45207113709088, 1496.7857444854062, 9, 11]"
"[167, 218, 18, 232.45207113709088, 1496.7857444854062, 9, 11]"
"[219, 195, 28, 302.36645147622215, 152.31232149658072, 9, 10]"
"[219, 195, 27, 302.36645147622215, 152.31232149658072, 6, 10]"
"[220, 61, 33, 324.7836821031956, -2259.036196179861, 3.5, 10]"
"[221, 64, 36, 437.1871951168667, -8562.742432122066, 6, 10]"
"[221, 64, 38, 183.41047034335588, -1794.1013670171224, 2, 9]"
"[221, 138, 36, 49.42965564381172, -997.2615743125748, 2, 9]"
"[221, 138, 36, 49.42965564381172, -997.2615743125748, 4.5, 9]"
"[222, 160, 29, -43.61071369156546, -1397.3101337297353, 3.5, 9]"
"[222, 160, 29, -43.61071369156546, -1397.3101337297353, 2, 8]"
"[222, 156, 28, -135.30885863604104, 747.2851928729851, 2, 8]"
"[223, 107, 26, -55.965094402561874, 783.0229478719157, 2, 8]"
"[223, 107, 26, -55.965094402561874, 783.0229478719157, 2, 8]"
"[223, 174, 25, -41.095647743528446, 0.0, 2, 7]"
"[223, 174, 25, -41.095647743528446, 0.0, 3.5, 7]"
"[224, 181, 24, -18.475373826835657, 151.70641690725512, 3.5, 7]"
"[224, 181, 24, -18.475373826835657, 151.70641690725512, 2, 7]"
"[225, 146, 25, 0.0, 303.44669451689947, 2, 7]"
"[225, 146, 25, 0.0, 303.44669451689947, 6, 6]"
"[225, 146, 24, 12.505229514257433, 0.0, 6, 6]"
"[225, 146, 24, 12.505229514257433, 0.0, 3.5, 6]"
"[226, 83, 25, 12.745428964729262, 0.0, 3.5, 6]"
"[226, 149, 30, 51.59743630749548, 998.3607875647699, 2, 6]"
"[226, 149, 30, 51.59743630749548, 998.3607875647699, 4, 5]"
"[227, 150, 28, 111.29076252792682, -1981.701411847584, 4, 5]"
"[227, 113, 26, -6.510872399875815, -1186.9608634090102, 2, 5]"
"[227, 113, 25, -6.510872399875815, -1186.9608634090102, 2, 5]"
"[228, 182, 22, -85.9459171476384, 0.0, 2, 5]"
"[228, 182, 22, -85.9459171476384, 0.0, 2, 4]"
"[228, 184, 24, -20.05340813106603, 536.1855702281401, 2, 4]"
"[228, 184, 24, -20.05340813106603, 536.1855702281401, 4, 4]"
"[228, 184, 24, -20.05340813106603, 536.1855702281401, 4, 4]"
"[228, 189, 22, 0.0, 0.0, 4, 4]"
"[228, 137, 24, 0.0, 0.0, 2, 3]"
"[228, 137, 23, 22.043958585168443, 1943.7444404184862, 2, 3]"
"[228, 188, 23, 0.0, -415.6616434787921, 2, 3]"
"[228, 188, 23, 0.0, -415.6616434787921, 2, 3]"
"[228, 186, 23, -9.843057556826983, 387.54312826803505, 2, 3]"
"[228, 186, 21, -23.862185103429443, -1138.80775582066, 9, 3]"
"[228, 186, 24, -11.935845920934309, 1709.57301417941, 2, 2]"
"[228, 39, 27, 87.7375058272272, 3141.9877260337657, 4, 2]"
"[228, 39, 27, 109.99241245476318, -1792.3453033509252, 4, 2]"
"[228, 189, 28, 48.91059944376097, -1196.1233689740154, 2, 2]"
"[228, 123, 27, 12.71787407973414, -646.9772844318938, 2, 2]"
"[228, 123, 26, -24.324535611345986, -1183.3660654152782, 2, 1]"
"[228, 177, 22, -88.85269159534676, -1933.4206049970132, 2, 1]"
"[228, 176, 21, -122.28006343875361, 0.0, 2, 1]"
"[228, 176, 23, -49.4763016962748, 3671.8566443112068, 2, 1]"
