"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",7,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",True
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",7,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",7,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",7,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",2,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-10,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-1,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",5,-1,"deque([['-5', '125', '100', 5], ['1', '125', '100', 5], ['3', '125', '100', 5], ['0', '125', '100', 5]])",
