272.9185,-173.1081,1.9708416,-144.69734,-255.60718,68.24864,290.58395,-274.72067,7.283518
278.5817,-177.46844,0.3870077,-145.6441,-261.10852,70.82485,296.49707,-280.58652,8.525321
283.49408,-181.43724,-1.1945267,-146.01459,-265.7565,73.09417,301.32892,-286.13562,9.190933
287.4021,-184.82701,-2.7542317,-145.73415,-269.33453,74.99695,304.85162,-291.04718,9.341125
291.33948,-187.54231,-3.8045483,-144.74092,-271.99457,76.219955,307.31992,-295.44348,8.608962
293.8479,-189.53125,-4.768442,-142.93173,-273.11627,76.86895,307.8348,-299.7274,6.752636
221.53648,-138.13118,-0.555058,-115.57198,-206.17387,59.20849,235.10893,-212.64572,14.622197
122.51887,-40.80506,92.92326,-123.991844,-37.736713,25.361612,86.01025,51.337254,-4.1871223
118.65883,-40.94858,140.92949,-119.508194,1.9649873,10.140184,62.765713,101.50815,-33.10725
142.46774,-47.358086,156.99124,-143.61101,-3.75301,14.945433,77.76733,111.71338,-33.944477
139.89676,-45.710228,153.10861,-139.91234,-2.4578857,13.433049,74.66964,109.07745,-34.092075
131.56606,-42.95742,151.08104,-129.80907,4.4115424,9.315205,64.97861,109.76009,-38.249306
130.53871,-41.38175,149.27585,-127.92867,5.6870832,8.764418,61.60518,109.9913,-39.89817
116.81556,-37.52198,141.21518,-113.02438,10.270409,5.1070786,52.180626,106.52705,-40.61559
109.36477,-34.47554,138.35355,-105.11747,18.18098,3.2704346,40.434555,107.96148,-47.035606
107.67992,-31.39075,136.64917,-104.31712,28.864586,4.2632303,24.17978,111.93168,-59.43399
100.88581,-26.88441,142.20732,-98.72046,54.224644,1.9096402,-6.5734553,125.225464,-84.81429
90.955,-21.014805,144.7824,-89.94474,79.42626,-0.54892737,-37.090065,134.96223,-107.98328
100.556015,-19.602898,150.27943,-101.9254,89.85296,4.598272,-48.539997,142.42838,-122.58077
111.57909,-19.543066,157.24158,-115.52186,99.838196,9.992575,-59.198956,149.88506,-137.42747
124.53517,-19.6744,163.24944,-131.812,109.90028,16.215704,-72.934494,157.19276,-154.71782
125.19048,-18.194994,154.3276,-134.9065,108.693054,20.031214,-78.692604,150.30882,-156.53568
149.14456,-17.352983,167.58092,-164.5575,126.802536,30.562483,-102.12191,167.76811,-188.32469
166.9732,-18.181593,183.21765,-184.65773,138.75354,35.346745,-117.060234,183.7529,-211.28249
198.06732,-24.716808,196.99661,-216.95529,147.40483,39.352413,-155.01575,199.06085,-251.0432
218.29457,-27.515589,209.89285,-237.29272,155.87917,43.65592,-174.59479,214.94377,-275.5278
225.73253,-29.984846,213.33925,-243.03697,155.98232,44.0879,-181.30977,221.09996,-283.31003
235.55008,-34.777843,232.17514,-250.03482,162.21461,41.054657,-181.95302,239.0178,-293.0308
226.90643,-35.335796,227.2489,-239.97478,155.16217,37.744213,-173.4942,232.85736,-281.7041
227.13876,-36.088093,230.67322,-237.52888,165.61794,37.242786,-171.83163,236.22406,-280.38196
209.49004,-34.02992,214.28508,-212.68932,177.22928,34.429535,-157.44977,221.09369,-254.69608
219.99458,-38.835655,227.83984,-214.90381,214.27364,34.310673,-164.29367,235.67773,-262.16537
219.47115,-40.895832,228.64648,-212.3615,219.82956,32.87814,-164.04675,233.3857,-260.2799
229.21393,-45.80378,238.81871,-220.02702,234.69165,32.941044,-173.74814,241.86725,-271.47845
231.26544,-50.344612,243.34708,-213.87566,260.41562,30.794312,-175.68672,246.81743,-269.7555
219.33409,-49.732674,233.45384,-196.20905,268.32645,28.464445,-165.81506,238.0147,-252.64192
204.31972,-48.42849,219.69121,-177.53392,263.21762,26.067696,-153.93968,224.77394,-232.65552
209.8136,-51.033245,228.74672,-179.61624,275.39944,25.802036,-156.43251,234.12926,-237.44014
205.80919,-50.41873,228.73082,-175.31825,272.2232,24.70676,-151.2035,234.3388,-232.19048
199.02592,-47.503883,223.59485,-172.34923,257.38467,24.7451,-144.99098,229.79543,-225.49008
198.29619,-45.48278,223.59831,-175.77797,247.7065,26.506584,-143.50008,229.789,-226.26775
203.76022,-43.382103,225.80136,-185.6218,242.46245,30.566906,-147.70473,233.31744,-234.46257
197.37029,-40.433228,215.41727,-182.071,230.19302,31.264734,-143.36624,224.71819,-227.87512
194.631,-37.7389,208.12483,-185.51541,212.22147,31.331736,-142.8574,217.82318,-229.2621
197.09933,-37.74878,208.5261,-190.15987,203.53278,29.30571,-145.45847,216.78625,-235.56894
206.77869,-37.316994,220.57927,-203.44978,204.76868,30.359106,-151.13718,226.86928,-250.31311
198.81482,-31.544737,213.6499,-202.336,183.77399,31.129894,-144.30089,218.05583,-243.62292
204.18253,-30.134106,217.66461,-210.57823,183.37457,34.764236,-148.80072,222.33945,-250.59282
199.48697,-28.357546,210.20648,-211.20891,160.72672,35.653416,-147.5789,213.03949,-246.69867
201.62196,-30.105019,211.14703,-215.23395,149.62737,35.344437,-149.92664,211.68822,-249.50485
211.17674,-33.630367,223.27548,-222.80121,159.58286,34.427704,-153.50894,223.56865,-259.7591
209.50768,-33.00473,222.23036,-221.3729,158.62302,34.325596,-150.6687,224.54614,-258.4539
205.83583,-31.117067,216.30994,-218.36346,157.98352,35.821785,-149.9362,221.06699,-255.54189
208.03023,-29.095764,216.91699,-221.73613,160.87569,38.39892,-153.46088,222.40639,-259.40317
208.03487,-29.10151,216.79568,-222.9692,155.61205,37.998024,-156.30678,219.50053,-260.6995
203.42097,-30.403843,216.78308,-216.38857,158.40323,35.003254,-152.84145,217.22267,-254.92911
203.29964,-32.12364,221.19019,-214.50217,165.12659,32.803196,-150.60962,219.58382,-253.66945
207.96228,-33.3882,227.14096,-215.65044,181.57047,32.928135,-151.11148,225.40756,-256.4654
206.41866,-32.208176,223.75584,-212.94093,183.94592,33.823742,-148.86661,222.87538,-252.58292
200.43985,-32.448105,213.80536,-204.04091,184.16048,32.817993,-145.98827,215.47702,-243.1184
209.18509,-35.920982,220.63312,-209.80795,195.63531,33.781513,-153.98079,224.91026,-251.54596
213.0201,-37.11535,224.09895,-214.0215,192.9376,33.10058,-157.804,228.82428,-256.6858
211.4528,-35.945854,220.85745,-212.71538,188.28181,32.547455,-157.60036,227.40675,-255.37451
203.28291,-31.346209,211.33292,-207.51682,175.15578,33.2891,-151.48596,219.78265,-247.4219
197.05273,-27.639711,203.50597,-203.51262,165.38083,34.0209,-146.79465,213.62537,-241.39677
199.72934,-26.996523,206.16403,-207.40231,165.55322,34.716503,-148.72734,217.41615,-245.32968
204.02039,-27.990053,211.25299,-212.95471,165.52376,34.03717,-152.0333,221.8375,-251.0805
206.7583,-31.377077,215.00862,-213.27504,170.47371,31.672798,-154.45428,224.04839,-252.43294
203.73595,-33.934425,211.51538,-206.43044,176.35396,30.7074,-153.37334,220.02191,-246.17244
202.99022,-33.392597,209.25491,-205.5482,177.14409,32.497593,-153.45293,215.28406,-244.74292
205.19394,-31.677952,211.73662,-209.34578,178.4167,35.463333,-154.6056,214.91156,-248.1336
203.47961,-30.411083,210.5304,-207.28282,181.54994,36.38026,-152.57848,212.13408,-245.93265
197.6578,-28.830744,206.35593,-201.70734,176.2576,34.714237,-146.38202,205.97563,-239.99715
197.93428,-28.926905,208.5811,-203.92831,167.90517,32.195934,-144.79428,204.54959,-242.13245
202.84126,-30.37573,212.52217,-211.69598,159.52802,31.436838,-148.81644,206.45866,-249.99966
203.25475,-29.271084,211.2616,-214.5963,151.2955,32.638577,-148.81885,205.23695,-252.17271
198.93843,-26.284689,202.85219,-212.54343,140.10587,34.45191,-146.60931,199.40962,-248.64287
206.14128,-27.303106,208.1292,-220.20929,144.25964,36.592014,-152.49748,207.71892,-257.66553
209.22874,-29.143112,212.42578,-222.4175,147.52695,35.89322,-154.59924,214.23868,-260.51913
208.12843,-30.043304,212.23657,-220.25125,148.93289,34.168583,-155.40776,215.61977,-258.4805
202.56137,-28.940372,207.2904,-213.65372,147.95598,33.29561,-154.40987,211.01799,-250.811
205.07634,-28.73216,211.46877,-213.86763,159.1069,35.05025,-157.1789,216.21907,-251.61198
207.67276,-29.384089,214.93161,-216.10037,162.83235,34.914772,-158.76273,219.94542,-253.94652
204.85132,-28.634022,212.88066,-212.61041,164.7076,33.253506,-155.48059,218.3925,-249.94307
196.91309,-27.122808,203.85466,-207.83653,153.17206,33.1283,-148.50516,208.36824,-242.76524
195.99818,-29.746155,202.91779,-207.17444,154.4299,33.53227,-148.00389,206.94418,-242.57056
201.17218,-32.64746,209.80249,-211.97002,163.83092,34.708057,-150.8447,213.4098,-248.82887
196.23183,-32.87833,205.49661,-205.81833,161.66563,32.395382,-147.0163,208.97997,-242.49301
200.16211,-34.11183,211.5741,-205.10558,175.12114,30.833574,-148.33984,216.32191,-244.2428
202.26309,-32.056087,211.97427,-202.22493,182.25987,31.399807,-148.38612,218.82382,-243.26222
211.43959,-32.745914,219.12804,-204.99635,199.13406,33.87924,-154.18979,227.9076,-249.77048
212.97655,-32.52528,218.28839,-205.37279,203.0523,35.737946,-155.52437,229.04068,-250.1632
204.42694,-33.331722,207.8901,-194.74216,199.86661,33.943073,-149.16216,220.97548,-238.50058
201.51697,-35.91028,207.16264,-192.10214,201.97334,31.116568,-146.6333,219.84444,-235.93207
200.45801,-37.056076,207.94167,-192.59097,201.73656,29.78866,-145.69559,218.48764,-235.89879
