-102.04985,17.447426,-78.493835,91.01431,-158.41531,2.059967,,Q‚Ì•½‹Ï,,,,,
-79.45098,95.57094,-147.69739,73.28286,-183.51544,-33.035606,,0,-97.70751936,,-90.5612014,,
-94.82277,39.777565,-94.15582,130.00076,-143.40163,38.944885,,1,116.7980362,,48.61610127,,
-105.362946,32.08117,-50.65177,118.81041,-132.83255,0.9095669,,2,-346.0876949,,-83.162385,,
-84.46678,23.793398,-65.14627,138.84889,-117.15472,-13.361462,,3,438.1974492,,134.9916627,,
-78.935875,64.66238,-92.428825,124.65186,-133.9079,-25.3108,,4,233.3634056,,-142.6260377,,
-94.14275,24.160614,-64.56609,160.13962,-119.981995,5.0315,,5,41.59503273,,-1.650155407,,
-77.81033,45.657085,-67.572815,132.86647,-130.03947,-24.53243,,,,,,,
-91.41641,71.160416,-101.03233,147.00555,-150.33838,-12.444191,,-97.70751936,116.7980362,-346.0876949,438.1974492,233.3634056,41.59503273
-88.5918,52.51605,-75.84641,158.11687,-132.8605,7.911476,,,,,,,
-91.09561,42.68321,-68.03218,163.47116,-127.95711,4.379675,,-96.88090833,111.5033411,-359.2463488,441.7360916,232.118821,45.30324077
-91.27709,40.76699,-69.48448,153.23192,-136.66803,-4.625742,,,,,,,
-91.0661,54.817825,-83.83293,142.55591,-155.2896,-5.080637,,,,,,,
-94.4995,59.92601,-92.24513,146.60571,-157.07123,17.811255,,,,,,,
-93.42923,64.22044,-96.2495,144.27264,-159.9567,16.590212,,,,,,,
-96.813675,53.81329,-91.315094,149.43625,-152.84431,24.025911,,,,,,,
-73.703255,102.70704,-114.09849,209.3938,-89.462715,103.090965,,,,,,,
-80.95953,119.13583,-141.21288,291.50226,-35.045662,156.72107,,,,,,,
-95.56816,153.48273,-184.11574,327.36362,-10.028191,205.9337,,,,,,,
-88.43942,150.82607,-213.07133,384.36703,19.72541,171.26309,,,,,,,
-109.92693,116.069016,-208.09868,496.66754,59.878475,126.64386,,,,,,,
-132.32504,92.441605,-274.43182,533.3564,84.98148,117.8534,,,,,,,
-146.17351,70.38086,-314.70084,558.5416,100.34113,76.960205,,,,,,,
-153.67688,63.067356,-349.9986,590.32086,122.96856,34.434517,,,,,,,
-142.79082,83.75924,-360.3431,575.2821,132.24333,-6.210704,,,,,,,
-119.71369,107.90644,-326.75916,561.29425,161.67645,-14.537777,,,,,,,
-96.95697,117.33285,-324.72745,517.27997,178.45065,-7.0270257,,,,,,,
-83.14609,105.66347,-340.71375,468.74564,193.99327,11.679218,,,,,,,
-82.23761,66.415436,-376.85318,424.47263,213.05386,49.165066,,,,,,,
-82.112625,45.735714,-409.35306,378.00842,214.86847,60.091213,,,,,,,
-80.94613,80.16055,-394.81348,397.4346,230.97899,35.172073,,,,,,,
-83.27773,124.19364,-389.24432,448.3432,278.24158,38.949165,,,,,,,
-85.72012,152.84447,-416.19186,465.7508,320.6293,70.30368,,,,,,,
-97.4194,135.17873,-422.82526,477.46698,358.3117,96.11615,,,,,,,
-88.782196,121.09713,-362.69153,433.8954,337.1265,84.47644,,,,,,,
-84.234505,101.744225,-327.87582,381.8465,314.75705,82.12163,,,,,,,
-83.98377,91.13934,-320.16904,343.9237,292.57144,70.295296,,,,,,,
-81.92516,90.04935,-289.14157,326.952,273.2237,46.804108,,,,,,,
-89.30015,82.14793,-310.02664,314.8973,267.63373,40.710297,,,,,,,
-94.68132,91.84687,-330.14584,308.47375,261.3924,29.769306,,,,,,,
-101.809814,97.938866,-328.5011,330.57382,269.16833,16.12467,,,,,,,
-117.02786,101.81523,-385.81232,346.19052,285.4825,23.558908,,,,,,,
-126.779945,104.24978,-415.32654,366.06335,300.02832,33.881012,,,,,,,
-126.30959,109.743004,-413.85507,376.27982,298.99716,36.591064,,,,,,,
-120.782616,113.94662,-393.34183,387.80328,296.92413,40.65159,,,,,,,
-115.15719,107.13722,-374.95868,396.94547,293.7868,46.58509,,,,,,,
-108.375015,106.485565,-372.8033,401.44617,284.76663,47.43832,,,,,,,
-99.92448,105.0806,-361.45352,410.85995,274.07764,40.185326,,,,,,,
-89.904305,121.244965,-349.11545,419.67224,258.61398,24.462667,,,,,,,
-87.350494,126.250435,-335.48953,451.90204,263.06427,19.934708,,,,,,,
-94.822075,116.273186,-394.27304,464.9265,266.0962,37.76277,,,,,,,
-100.502426,104.217316,-431.63895,469.0146,255.63539,44.53421,,,,,,,
-98.92225,102.41152,-421.39868,471.1356,240.21075,32.82934,,,,,,,
-96.401245,95.34402,-427.59006,461.43475,230.142,35.317894,,,,,,,
-90.40655,93.98714,-410.91858,435.64645,214.72577,34.48133,,,,,,,
-85.09654,105.9668,-367.5514,433.0189,209.98228,23.28399,,,,,,,
-89.89288,116.750435,-374.06158,461.6698,228.33572,29.286346,,,,,,,
-92.042625,122.69327,-389.04187,476.45883,243.86028,38.205986,,,,,,,
-88.31894,123.06334,-363.30814,482.68097,254.86163,34.820385,,,,,,,
-88.89937,126.553185,-374.72406,488.0258,267.6136,36.645714,,,,,,,
-90.81252,124.95817,-385.7302,492.2564,277.3517,37.385384,,,,,,,
-90.64442,119.5908,-372.49887,484.61426,277.1951,32.7835,,,,,,,
-99.62114,89.55111,-411.02982,470.11462,281.46976,50.772152,,,,,,,
-99.54482,85.27556,-432.19284,426.24243,255.29523,42.829987,,,,,,,
-116.70631,72.23856,-417.6495,430.70953,256.0741,55.640156,,,,,,,
-92.609886,81.9192,-396.2952,359.40738,204.2712,15.918314,,,,,,,
-86.26599,99.42986,-300.47568,411.47235,221.15695,-12.189396,,,,,,,
-85.625114,142.43141,-367.0784,430.8681,235.12485,12.659279,,,,,,,
-95.48909,145.69029,-403.28622,489.66724,266.5076,26.31955,,,,,,,
-91.75641,151.69489,-407.0336,500.18372,267.93588,33.84978,,,,,,,
-86.60226,145.46642,-380.3559,492.39853,260.2706,38.406616,,,,,,,
-90.25886,147.04948,-400.6092,506.88742,270.19373,55.38662,,,,,,,
-91.77758,136.56749,-400.95624,493.4008,258.8146,51.12271,,,,,,,
-95.314224,115.70326,-395.99146,477.31705,249.87662,42.183533,,,,,,,
-98.28215,107.85461,-393.1013,466.99203,245.4217,33.45279,,,,,,,
-105.03299,105.86737,-408.65097,476.9033,256.20978,34.60979,,,,,,,
-106.24669,105.16883,-432.36157,473.40216,261.3282,37.020893,,,,,,,
-88.63791,105.691734,-362.0281,448.50763,246.0223,18.729408,,,,,,,
-89.05614,107.442055,-367.11353,458.53342,258.2657,29.2245,,,,,,,
-88.45052,114.16865,-386.52332,457.75177,258.53787,34.33719,,,,,,,
-90.24754,123.75194,-374.46735,480.90378,270.7328,35.53236,,,,,,,
-90.592674,132.53236,-378.57706,469.3425,260.3665,33.773746,,,,,,,
-94.13827,143.13582,-384.36948,478.261,258.02405,29.23367,,,,,,,
-98.19988,141.33908,-387.89542,487.31918,262.9894,33.816975,,,,,,,
-100.52604,147.72626,-410.56473,500.1914,271.9149,44.11726,,,,,,,
-92.816925,142.77272,-391.46524,484.35568,262.80576,43.76062,,,,,,,
