[ 3.1312923 -8.112077  -3.73485   -3.262833   9.712333  -5.244337 ]
[ 3.1178255 -8.077189  -3.7187872 -3.2488012  9.670563  -5.2217827]
[ 3.1871393 -8.256757  -3.8014607 -3.3210266  9.885553  -5.3378706]
[ 2.8479128 -7.3779397 -3.3968482 -2.9675496  8.833374  -4.7697287]
[ 1.4126463 -3.2185926 -2.6994114 -1.280942   4.1012125 -2.2050023]
[ 0.13829955 -0.20553    -0.5925565  -0.07017511  0.36731023 -0.20209523]
[-0.00398804  0.14940001 -0.21111181  0.06121275 -0.00770526  0.00273412]
[-0.03916664  0.13769147 -0.25317007  0.10614474 -0.0029648   0.04397159]
[ -9.056855  -17.299456  -45.707623   -0.2694984   5.2517953  -4.93154  ]
"[ -16.747774   -22.70263   -105.598465     4.1133533    9.113855
   -6.363513 ]"
"[ -22.598839    -8.799342  -157.23325     11.959739    13.86286
   -7.4052086]"
[ -28.640715   12.328736 -182.65204    22.797941   21.957045   -8.900736]
[-13.897926   14.48659   -78.04844    13.470725   11.469851   -4.2467318]
[ -7.855746   13.701686  -42.62417     9.080754    6.761075   -2.1672955]
[ -7.2749596  17.77525   -39.608444    9.686156    6.372316   -1.7062694]
[ -7.4360714  20.056458  -38.97225    10.9243965   6.861563   -0.9976888]
"[-8.4285946e+00  2.4728249e+01 -4.3415653e+01  1.3334545e+01
  7.9063573e+00  2.9157490e-02]"
[-10.622353   29.268492  -50.762608   17.075521   10.33034     1.2461939]
[-11.865826   32.042763  -53.512764   19.289326   11.611886    2.6102676]
[-13.311597   34.009415  -55.109066   21.350927   13.141048    3.9314978]
[-14.2935095  35.947952  -55.104538   22.687212   13.966235    5.249334 ]
[-13.753794   31.81917   -48.141815   21.285967   13.525592    5.6638265]
[-11.813882  24.317844 -36.82306   17.517538  11.671314   5.164258]
[-10.352872   18.666595  -28.907936   14.7251     10.296654    4.6870184]
[ -6.4530683  10.546636  -16.157478    8.705439    6.403188    3.148475 ]
[-0.9694467   1.4835235  -2.0364096   1.3978856   0.9921143   0.75510573]
[-0.8839282  1.2177385 -1.664427   1.2096169  0.8602145  0.7987088]
[-0.9281291   1.2193984  -1.6334363   1.2231786   0.90260744  0.8607086 ]
[-0.9715      1.2170286  -1.6064739   1.2434511   0.94739115  0.9250144 ]
[-1.0294919  1.2453659 -1.60479    1.276078   1.0042958  0.9869635]
[-1.0890142  1.2764181 -1.5903411  1.2906871  1.061243   1.047395 ]
[-1.1323044  1.2871412 -1.5583578  1.2914846  1.0977603  1.0996499]
[-1.1718414  1.2962542 -1.527496   1.29299    1.1295596  1.1512296]
[-1.2222865  1.319001  -1.514101   1.303227   1.1742094  1.2036593]
[-1.275226   1.3304582 -1.4926436  1.3015492  1.213119   1.2427216]
