"[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 0]","[-1, -1, -88, 4, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 1]","[-1, -1, -88, 2, 0]","[-1, -1, -88, 4, 0]"
"[-1, -1, -88, 2, 2]","[-1, -1, -88, 2, 1]","[-1, -1, -88, 2, 0]"
"[-1, -1, -89, 2, 2]","[-1, -1, -88, 2, 2]","[-1, -1, -88, 2, 1]"
"[-1, -1, -89, 2, 3]","[-1, -1, -89, 2, 2]","[-1, -1, -88, 2, 2]"
"[-1, -1, -90, 2, 4]","[-1, -1, -89, 2, 3]","[-1, -1, -89, 2, 2]"
"[-1, -1, -90, 2, 4]","[-1, -1, -90, 2, 4]","[-1, -1, -89, 2, 3]"
"[-1, -1, -91, 2, 5]","[-1, -1, -90, 2, 4]","[-1, -1, -90, 2, 4]"
"[32, 210, -81, 2, 6]","[-1, -1, -91, 2, 5]","[-1, -1, -90, 2, 4]"
"[32, 210, -82, 2, 7]","[32, 210, -81, 2, 6]","[-1, -1, -91, 2, 5]"
"[27, 211, -66, 2, 7]","[32, 210, -82, 2, 7]","[32, 210, -81, 2, 6]"
"[27, 211, -67, 2, 8]","[27, 211, -66, 2, 7]","[32, 210, -82, 2, 7]"
"[24, 212, -52, 2, 8]","[27, 211, -67, 2, 8]","[27, 211, -66, 2, 7]"
"[24, 212, -53, 3.5, 9]","[24, 212, -52, 2, 8]","[27, 211, -67, 2, 8]"
"[74, 214, -37, 3.5, 9]","[24, 212, -53, 3.5, 9]","[24, 212, -52, 2, 8]"
"[74, 214, -38, 4.5, 9]","[74, 214, -37, 3.5, 9]","[24, 212, -53, 3.5, 9]"
"[72, 214, -19, 4.5, 10]","[74, 214, -38, 4.5, 9]","[74, 214, -37, 3.5, 9]"
"[72, 214, -20, 4.5, 10]","[72, 214, -19, 4.5, 10]","[74, 214, -38, 4.5, 9]"
"[26, 215, -6, 4.5, 10]","[72, 214, -20, 4.5, 10]","[72, 214, -19, 4.5, 10]"
"[122, 217, 8, 4.5, 10]","[26, 215, -6, 4.5, 10]","[72, 214, -20, 4.5, 10]"
"[122, 217, 7, 4.5, 10]","[122, 217, 8, 4.5, 10]","[26, 215, -6, 4.5, 10]"
"[117, 217, 23, 3.5, 10]","[122, 217, 7, 4.5, 10]","[122, 217, 8, 4.5, 10]"
"[117, 217, 22, 6, 10]","[117, 217, 23, 3.5, 10]","[122, 217, 7, 4.5, 10]"
"[117, 217, 22, 6, 10]","[117, 217, 22, 6, 10]","[117, 217, 23, 3.5, 10]"
"[218, 193, 32, 6, 9]","[117, 217, 22, 6, 10]","[117, 217, 22, 6, 10]"
"[219, 98, 41, 4, 9]","[218, 193, 32, 6, 9]","[117, 217, 22, 6, 10]"
"[219, 98, 40, 4, 9]","[219, 98, 41, 4, 9]","[218, 193, 32, 6, 9]"
"[219, 98, 40, 4, 9]","[219, 98, 40, 4, 9]","[219, 98, 41, 4, 9]"
"[220, 98, 43, 4, 8]","[219, 98, 40, 4, 9]","[219, 98, 40, 4, 9]"
"[220, 98, 42, 4, 8]","[220, 98, 43, 4, 8]","[219, 98, 40, 4, 9]"
"[221, 67, 42, 4, 8]","[220, 98, 42, 4, 8]","[220, 98, 43, 4, 8]"
"[222, 59, 36, 4, 7]","[221, 67, 42, 4, 8]","[220, 98, 42, 4, 8]"
"[222, 59, 35, 4.5, 7]","[222, 59, 36, 4, 7]","[221, 67, 42, 4, 8]"
"[222, 59, 35, 4.5, 7]","[222, 59, 35, 4.5, 7]","[222, 59, 36, 4, 7]"
"[222, 63, 32, 4.5, 6]","[222, 59, 35, 4.5, 7]","[222, 59, 35, 4.5, 7]"
"[222, 63, 31, 6, 6]","[222, 63, 32, 4.5, 6]","[222, 59, 35, 4.5, 7]"
"[223, 69, 22, 6, 6]","[222, 63, 31, 6, 6]","[222, 63, 32, 4.5, 6]"
"[223, 73, 14, 9, 6]","[223, 69, 22, 6, 6]","[222, 63, 31, 6, 6]"
"[223, 73, 13, 9, 6]","[223, 73, 14, 9, 6]","[223, 69, 22, 6, 6]"
"[224, 45, 6, 9, 5]","[223, 73, 13, 9, 6]","[223, 73, 14, 9, 6]"
"[224, 45, 6, 9, 5]","[224, 45, 6, 9, 5]","[223, 73, 13, 9, 6]"
"[224, 45, 5, 9, 5]","[224, 45, 6, 9, 5]","[224, 45, 6, 9, 5]"
"[225, 106, -7, 9, 5]","[224, 45, 5, 9, 5]","[224, 45, 6, 9, 5]"
"[225, 114, -16, 9, 5]","[225, 106, -7, 9, 5]","[224, 45, 5, 9, 5]"
"[225, 114, -16, 9, 5]","[225, 114, -16, 9, 5]","[225, 106, -7, 9, 5]"
"[225, 114, -17, 2, 6]","[225, 114, -16, 9, 5]","[225, 114, -16, 9, 5]"
