"['-1', '-1', '-104', 1.5, 0]","['-1', '-1', '-104', 1.5, 0]","['-1', '-1', '-104', 1.5, 0]"
"['-1', '-1', '-104', 4.5, 0]","['-1', '-1', '-104', 1.5, 0]","['-1', '-1', '-104', 1.5, 0]"
"['-1', '-1', '-104', 2, 0]","['-1', '-1', '-104', 4.5, 0]","['-1', '-1', '-104', 1.5, 0]"
"['-1', '-1', '-104', 4.5, 0]","['-1', '-1', '-104', 2, 0]","['-1', '-1', '-104', 4.5, 0]"
"['-1', '-1', '-104', 2, 0]","['-1', '-1', '-104', 4.5, 0]","['-1', '-1', '-104', 2, 0]"
"['109', '209', '-104', 2, 0]","['-1', '-1', '-104', 2, 0]","['-1', '-1', '-104', 4.5, 0]"
"['109', '209', '-104', 2, 0]","['109', '209', '-104', 2, 0]","['-1', '-1', '-104', 2, 0]"
"['109', '209', '-102', 2, 0]","['109', '209', '-104', 2, 0]","['109', '209', '-104', 2, 0]"
"['109', '209', '-103', 2, 0]","['109', '209', '-102', 2, 0]","['109', '209', '-104', 2, 0]"
"['109', '209', '-97', 2, 0]","['109', '209', '-103', 2, 0]","['109', '209', '-102', 2, 0]"
"['109', '209', '-105', 2, 0]","['109', '209', '-97', 2, 0]","['109', '209', '-103', 2, 0]"
"['109', '209', '-97', 4.5, 0]","['109', '209', '-105', 2, 0]","['109', '209', '-97', 2, 0]"
"['109', '209', '-86', 2, 0]","['109', '209', '-97', 4.5, 0]","['109', '209', '-105', 2, 0]"
"['109', '209', '-78', 2, 0]","['109', '209', '-86', 2, 0]","['109', '209', '-97', 4.5, 0]"
"['109', '209', '-74', 2, 0]","['109', '209', '-78', 2, 0]","['109', '209', '-86', 2, 0]"
"['109', '209', '-71', 2, 0]","['109', '209', '-74', 2, 0]","['109', '209', '-78', 2, 0]"
"['109', '209', '-67', 6, 0]","['109', '209', '-71', 2, 0]","['109', '209', '-74', 2, 0]"
"['109', '209', '-63', 6, 0]","['109', '209', '-67', 6, 0]","['109', '209', '-71', 2, 0]"
"['109', '209', '-54', 6, 0]","['109', '209', '-63', 6, 0]","['109', '209', '-67', 6, 0]"
"['109', '209', '-52', 6, 0]","['109', '209', '-54', 6, 0]","['109', '209', '-63', 6, 0]"
"['109', '209', '-51', 6, 0]","['109', '209', '-52', 6, 0]","['109', '209', '-54', 6, 0]"
"['109', '209', '-47', 6, 0]","['109', '209', '-51', 6, 0]","['109', '209', '-52', 6, 0]"
"['109', '209', '-43', 6, 0]","['109', '209', '-47', 6, 0]","['109', '209', '-51', 6, 0]"
"['109', '209', '-42', 6, 0]","['109', '209', '-43', 6, 0]","['109', '209', '-47', 6, 0]"
"['109', '209', '-37', 2, 0]","['109', '209', '-42', 6, 0]","['109', '209', '-43', 6, 0]"
"['109', '209', '-33', 2, 0]","['109', '209', '-37', 2, 0]","['109', '209', '-42', 6, 0]"
"['109', '209', '-29', 2, 0]","['109', '209', '-33', 2, 0]","['109', '209', '-37', 2, 0]"
"['125', '209', '-25', 2, 0]","['109', '209', '-29', 2, 0]","['109', '209', '-33', 2, 0]"
"['143', '209', '-22', 2, 0]","['125', '209', '-25', 2, 0]","['109', '209', '-29', 2, 0]"
"['143', '209', '-19', 2, 0]","['143', '209', '-22', 2, 0]","['125', '209', '-25', 2, 0]"
"['151', '209', '-16', 2, 0]","['143', '209', '-19', 2, 0]","['143', '209', '-22', 2, 0]"
"['165', '209', '-15', 2, 0]","['151', '209', '-16', 2, 0]","['143', '209', '-19', 2, 0]"
"['165', '209', '-13', 2, 0]","['165', '209', '-15', 2, 0]","['151', '209', '-16', 2, 0]"
"['171', '209', '-12', 2, 0]","['165', '209', '-13', 2, 0]","['165', '209', '-15', 2, 0]"
"['179', '209', '-12', 2, 0]","['171', '209', '-12', 2, 0]","['165', '209', '-13', 2, 0]"
"['179', '209', '-10', 6, 0]","['179', '209', '-12', 2, 0]","['171', '209', '-12', 2, 0]"
"['183', '209', '-8', 2, 0]","['179', '209', '-10', 6, 0]","['179', '209', '-12', 2, 0]"
"['137', '209', '-8', 2, 0]","['183', '209', '-8', 2, 0]","['179', '209', '-10', 6, 0]"
"['137', '209', '-5', 2, 0]","['137', '209', '-8', 2, 0]","['183', '209', '-8', 2, 0]"
"['189', '209', '-3', 2, 0]","['137', '209', '-5', 2, 0]","['137', '209', '-8', 2, 0]"
"['193', '209', '-2', 4.5, 0]","['189', '209', '-3', 2, 0]","['137', '209', '-5', 2, 0]"
"['199', '209', '3', 2, 0]","['193', '209', '-2', 4.5, 0]","['189', '209', '-3', 2, 0]"
"['199', '209', '3', 2, 0]","['199', '209', '3', 2, 0]","['193', '209', '-2', 4.5, 0]"
"['195', '209', '5', 2, 0]","['199', '209', '3', 2, 0]","['199', '209', '3', 2, 0]"
"['209', '204', '7', 2, 0]","['195', '209', '5', 2, 0]","['199', '209', '3', 2, 0]"
"['209', '204', '6', 2, 0]","['209', '204', '7', 2, 0]","['195', '209', '5', 2, 0]"
"['209', '200', '6', 6, 0]","['209', '204', '6', 2, 0]","['209', '204', '7', 2, 0]"
"['209', '200', '6', 2, 0]","['209', '200', '6', 6, 0]","['209', '204', '6', 2, 0]"
"['209', '196', '6', 2, 0]","['209', '200', '6', 2, 0]","['209', '200', '6', 6, 0]"
"['209', '174', '5', 2, 0]","['209', '196', '6', 2, 0]","['209', '200', '6', 2, 0]"
"['209', '174', '5', 2, 0]","['209', '174', '5', 2, 0]","['209', '196', '6', 2, 0]"
"['209', '198', '6', 2, 0]","['209', '174', '5', 2, 0]","['209', '174', '5', 2, 0]"
"['209', '198', '6', 6, 0]","['209', '198', '6', 2, 0]","['209', '174', '5', 2, 0]"
"['209', '200', '7', 2, 0]","['209', '198', '6', 6, 0]","['209', '198', '6', 2, 0]"
"['209', '174', '7', 2, 0]","['209', '200', '7', 2, 0]","['209', '198', '6', 6, 0]"
"['209', '174', '7', 2, 0]","['209', '174', '7', 2, 0]","['209', '200', '7', 2, 0]"
"['209', '198', '8', 2, 0]","['209', '174', '7', 2, 0]","['209', '174', '7', 2, 0]"
"['209', '196', '7', 2, 0]","['209', '198', '8', 2, 0]","['209', '174', '7', 2, 0]"
"['209', '196', '7', 2, 0]","['209', '196', '7', 2, 0]","['209', '198', '8', 2, 0]"
"['209', '196', '7', 2, 0]","['209', '196', '7', 2, 0]","['209', '196', '7', 2, 0]"
"['209', '194', '6', 6, 0]","['209', '196', '7', 2, 0]","['209', '196', '7', 2, 0]"
"['209', '194', '5', 2, 0]","['209', '194', '6', 6, 0]","['209', '196', '7', 2, 0]"
"['209', '168', '3', 2, 0]","['209', '194', '5', 2, 0]","['209', '194', '6', 6, 0]"
"['209', '198', '3', 6, 0]","['209', '168', '3', 2, 0]","['209', '194', '5', 2, 0]"
"['209', '198', '1', 6, 0]","['209', '198', '3', 6, 0]","['209', '168', '3', 2, 0]"
"['209', '200', '1', 6, 0]","['209', '198', '1', 6, 0]","['209', '198', '3', 6, 0]"
"['209', '192', '1', 6, 0]","['209', '200', '1', 6, 0]","['209', '198', '1', 6, 0]"
"['209', '204', '0', 6, 0]","['209', '192', '1', 6, 0]","['209', '200', '1', 6, 0]"
