-0.47317547,0.21222717,-0.58417743,-1.3989198,-1.466851,-1.6414132,-2.6280446,3.5726871,2.2356708,2.4842434,1.4668815,1.0576512,0.92813617,1.1128057,1.5275514,-1.6856623,1.7785083
-0.47249663,0.21167764,-0.587222,-1.4009607,-1.4697267,-1.641933,-2.6309683,3.57102,2.2365148,2.4846573,1.4687463,1.0603702,0.9256419,1.1149482,1.5296421,-1.6877589,1.7812659
-0.47188535,0.21118282,-0.59016275,-1.4027984,-1.472316,-1.642401,-2.633601,3.568841,2.237275,2.484016,1.4704255,1.0630625,0.9227198,1.1170709,1.5313293,-1.6896468,1.7839515
-0.47223777,0.21039777,-0.5903357,-1.4020002,-1.4715554,-1.6409582,-2.6333413,3.5668368,2.2367616,2.4819098,1.4704062,1.0626669,0.92099273,1.1158849,1.5300289,-1.6894404,1.7831403
-0.472172,0.21083671,-0.58730537,-1.4001433,-1.4708221,-1.642326,-2.6355839,3.567744,2.237455,2.4812312,1.4688911,1.0596006,0.92169356,1.1144197,1.5299089,-1.6899576,1.7819568
91.36228,2.8128052,339.39612,-84.60925,-137.77887,-180.86969,-398.43042,416.82498,119.65772,430.8262,6.1093063,-154.54347,434.37607,-247.31844,70.501175,-291.79044,3.8291452
87.927605,3.2514033,329.60513,-81.02445,-133.65369,-175.38782,-390.15042,402.12286,115.920906,416.60046,6.6664147,-150.38336,416.86124,-238.6784,70.216606,-282.77286,5.004489
83.85127,2.7284205,314.67566,-77.350876,-127.04734,-167.13535,-373.3733,383.03177,110.366005,396.49832,5.6770926,-142.92831,396.04416,-228.8327,65.796524,-269.3349,3.7179086
79.45398,2.8732543,299.0948,-73.92547,-120.62594,-158.68471,-355.1311,364.9282,104.92614,376.67676,5.4253254,-135.63525,376.96808,-218.05284,61.98251,-255.93211,3.3398561
67.692406,3.4867175,259.29785,-64.49572,-103.58803,-137.12247,-304.0209,318.22824,90.855644,329.5212,4.799413,-116.68551,326.97266,-185.70457,53.68936,-221.87941,1.5261492
67.01366,3.0524406,255.05075,-63.397717,-102.48165,-135.53569,-301.34195,314.69012,89.484764,324.83636,4.923029,-114.487404,322.74927,-182.6641,53.295036,-218.77298,2.0865276
67.241005,2.4243858,252.88019,-62.73957,-102.488,-135.30853,-299.80106,313.32178,89.18504,322.51434,5.3218017,-113.74027,321.20193,-181.61844,53.341694,-217.34846,2.6219144
