2.422093772888183594e+01,2.367970275878906250e+01,2.398327445983886719e+01,2.399095916748046875e+01,2.378534126281738281e+01,2.391113853454589844e+01,3.520064926147460938e+01,3.474048233032226562e+01,3.496089172363281250e+01,3.500563812255859375e+01,3.482038116455078125e+01,3.495640945434570312e+01,2.886202049255371094e+01,2.840184783935546875e+01,2.862225341796875000e+01,2.866700553894042969e+01,2.848174285888671875e+01,2.861778259277343750e+01,-6.715426921844482422e+00,-7.064280033111572266e+00,-6.706385135650634766e+00,-6.865900039672851562e+00,-6.953484058380126953e+00,-6.997551441192626953e+00,3.699882030487060547e+00,3.085462331771850586e+00,3.400132417678833008e+00,3.350423097610473633e+00,3.178991556167602539e+00,3.276564836502075195e+00,2.258304405212402344e+01,2.204179763793945312e+01,2.234536552429199219e+01,2.235305213928222656e+01,2.214743041992187500e+01,2.227323150634765625e+01,4.823071479797363281e+00,3.963587284088134766e+00,4.523326396942138672e+00,4.456794738769531250e+00,4.151782035827636719e+00,4.291646003723144531e+00,1.036032485961914062e+01,9.819085121154785156e+00,1.012265682220458984e+01,1.013033485412597656e+01,9.924719810485839844e+00,1.005051898956298828e+01
3.466580963134765625e+01,3.415942764282226562e+01,3.439393234252929688e+01,3.442818450927734375e+01,3.422840118408203125e+01,3.439048385620117188e+01,4.581860733032226562e+01,4.531222915649414062e+01,4.554672241210937500e+01,4.558097839355468750e+01,4.538119506835937500e+01,4.554326629638671875e+01,7.184448242187500000e+01,7.133809661865234375e+01,7.157260131835937500e+01,7.160685729980468750e+01,7.140706634521484375e+01,7.156914520263671875e+01,1.038260078430175781e+01,9.816227912902832031e+00,1.011029529571533203e+01,1.011598491668701172e+01,9.901720046997070312e+00,1.005662441253662109e+01,3.189197921752929688e+01,3.138560104370117188e+01,3.162008857727050781e+01,3.165435218811035156e+01,3.145457458496093750e+01,3.161664199829101562e+01,1.904586219787597656e+01,1.847949028015136719e+01,1.877355957031250000e+01,1.877925109863281250e+01,1.856497955322265625e+01,1.871989059448242188e+01,3.593360900878906250e+01,3.542722320556640625e+01,3.566172027587890625e+01,3.569599151611328125e+01,3.549620056152343750e+01,3.565827560424804688e+01,-7.326184082031250000e+01,-7.515306854248046875e+01,-7.458689880371093750e+01,-7.445000457763671875e+01,-7.464751434326171875e+01,-7.461928558349609375e+01
5.160584640502929688e+01,5.105233383178710938e+01,5.129886245727539062e+01,5.131572341918945312e+01,5.108998107910156250e+01,5.130237960815429688e+01,6.582825469970703125e+01,6.527474212646484375e+01,6.552127075195312500e+01,6.553813171386718750e+01,6.531237030029296875e+01,6.552478027343750000e+01,3.840338516235351562e+01,3.784987258911132812e+01,3.809639358520507812e+01,3.811325454711914062e+01,3.788750839233398438e+01,3.809991073608398438e+01,4.530432510375976562e+01,4.475079727172851562e+01,4.499732589721679688e+01,4.501418685913085938e+01,4.478844833374023438e+01,4.500084304809570312e+01,4.413362503051757812e+01,4.337894439697265625e+01,4.368473434448242188e+01,4.361067581176757812e+01,4.321093368530273438e+01,4.381721496582031250e+01,1.821383285522460938e+01,1.766032028198242188e+01,1.790684318542480469e+01,1.792370605468750000e+01,1.769795799255371094e+01,1.791035652160644531e+01,3.114223861694335938e+01,3.058871459960937500e+01,3.083524322509765625e+01,3.085210418701171875e+01,3.062636184692382812e+01,3.083875656127929688e+01,4.832783889770507812e+01,4.777432632446289062e+01,4.802085494995117188e+01,4.803771591186523438e+01,4.781196975708007812e+01,4.802436447143554688e+01
4.201625442504882812e+01,4.143318557739257812e+01,4.168009948730468750e+01,4.168405914306640625e+01,4.144302368164062500e+01,4.168893814086914062e+01,-2.086791419982910156e+01,-2.170282745361328125e+01,-2.124111557006835938e+01,-2.155651473999023438e+01,-2.150064468383789062e+01,-2.161205863952636719e+01,6.158705139160156250e+01,6.100397872924804688e+01,6.125088119506835938e+01,6.125484848022460938e+01,6.101382064819335938e+01,6.125973129272460938e+01,5.161626434326171875e+01,5.103320312500000000e+01,5.128010177612304688e+01,5.128408050537109375e+01,5.104304885864257812e+01,5.128895187377929688e+01,-8.528710603713989258e-01,-9.898842573165893555e-01,-8.625587224960327148e-01,-9.338001012802124023e-01,-9.668663740158081055e-01,-9.758697748184204102e-01,6.626026916503906250e+01,6.567720794677734375e+01,6.592410278320312500e+01,6.592807006835937500e+01,6.568704223632812500e+01,6.593294525146484375e+01,4.712469482421875000e+01,4.651658630371093750e+01,4.678592300415039062e+01,4.677774810791015625e+01,4.653038024902343750e+01,4.677545166015625000e+01,-5.211346626281738281e+00,-6.046262264251708984e+00,-5.620455741882324219e+00,-5.899948120117187500e+00,-5.844082355499267578e+00,-5.955496788024902344e+00
7.097880554199218750e+01,7.038336944580078125e+01,7.062625122070312500e+01,7.061358642578125000e+01,7.036472320556640625e+01,7.063277435302734375e+01,5.852398681640625000e+01,5.792854309082031250e+01,5.817141723632812500e+01,5.815876007080078125e+01,5.790988540649414062e+01,5.817793273925781250e+01,2.771437072753906250e+01,2.711893081665039062e+01,2.736181640625000000e+01,2.734915542602539062e+01,2.710028457641601562e+01,2.736832809448242188e+01,5.278064727783203125e+01,5.218521881103515625e+01,5.242810058593750000e+01,5.241544342041015625e+01,5.216656494140625000e+01,5.243460845947265625e+01,7.138210296630859375e+01,7.078667449951171875e+01,7.102954101562500000e+01,7.101688385009765625e+01,7.076801300048828125e+01,7.103605651855468750e+01,7.081009674072265625e+01,7.021465301513671875e+01,7.045754241943359375e+01,7.044487762451171875e+01,7.019599914550781250e+01,7.046404266357421875e+01,6.155218124389648438e+01,6.095674896240234375e+01,6.119963073730468750e+01,6.118697357177734375e+01,6.093808746337890625e+01,6.120613479614257812e+01,-3.221667861938476562e+01,-3.283269119262695312e+01,-3.144047927856445312e+01,-3.154544830322265625e+01,-3.247098541259765625e+01,-3.237551879882812500e+01
6.750608062744140625e+01,6.697521209716796875e+01,6.718727111816406250e+01,6.717031097412109375e+01,6.693691253662109375e+01,6.719940948486328125e+01,6.470387268066406250e+01,6.389687347412109375e+01,6.401527404785156250e+01,6.381880187988281250e+01,6.364650726318359375e+01,6.424166107177734375e+01,6.028547668457031250e+01,5.975460815429687500e+01,5.996667480468750000e+01,5.994970703125000000e+01,5.971630477905273438e+01,5.997880172729492188e+01,2.737803649902343750e+01,2.684715461730957031e+01,2.705923271179199219e+01,2.704226684570312500e+01,2.680885887145996094e+01,2.707135581970214844e+01,6.169596099853515625e+01,6.116508102416992188e+01,6.137716293334960938e+01,6.136019134521484375e+01,6.112678527832031250e+01,6.138927841186523438e+01,4.749184417724609375e+01,4.696096420288085938e+01,4.717304992675781250e+01,4.715607452392578125e+01,4.692266845703125000e+01,4.718515777587890625e+01,6.067343139648437500e+01,6.014255905151367188e+01,6.035462188720703125e+01,6.033766174316406250e+01,6.010425567626953125e+01,6.036674499511718750e+01,6.625592041015625000e+01,6.572504425048828125e+01,6.593712615966796875e+01,6.592014312744140625e+01,6.568674468994140625e+01,6.594924163818359375e+01
4.486928558349609375e+01,4.441836547851562500e+01,4.459123992919921875e+01,4.458145141601562500e+01,4.436797332763671875e+01,4.461584091186523438e+01,4.916978073120117188e+01,4.871886825561523438e+01,4.889173889160156250e+01,4.888195037841796875e+01,4.866847991943359375e+01,4.891635131835937500e+01,3.512911224365234375e+01,3.467819976806640625e+01,3.485107040405273438e+01,3.484128570556640625e+01,3.462781143188476562e+01,3.487567520141601562e+01,5.927157974243164062e+01,5.882066345214843750e+01,5.899353027343750000e+01,5.898375320434570312e+01,5.877027893066406250e+01,5.901814270019531250e+01,4.597152328491210938e+01,4.552060699462890625e+01,4.569348526000976562e+01,4.568369293212890625e+01,4.547022247314453125e+01,4.571808624267578125e+01,4.252499389648437500e+01,4.182377243041992188e+01,4.191076660156250000e+01,4.173078918457031250e+01,4.158598327636718750e+01,4.213239669799804688e+01,4.128615570068359375e+01,4.083524322509765625e+01,4.100811767578125000e+01,4.099832916259765625e+01,4.078485870361328125e+01,4.103272628784179688e+01,4.802587127685546875e+01,4.757495880126953125e+01,4.774782562255859375e+01,4.773803710937500000e+01,4.752456665039062500e+01,4.777243804931640625e+01
2.776799964904785156e+01,2.738201904296875000e+01,2.752234840393066406e+01,2.751528739929199219e+01,2.732682609558105469e+01,2.755545425415039062e+01,-4.758352279663085938e+01,-4.844672775268554688e+01,-4.800513076782226562e+01,-4.837419509887695312e+01,-4.817455291748046875e+01,-4.847981643676757812e+01,2.344208908081054688e+01,2.305610466003417969e+01,2.319643020629882812e+01,2.318937110900878906e+01,2.300090980529785156e+01,2.322954750061035156e+01,5.019061660766601562e+01,4.980464172363281250e+01,4.994496917724609375e+01,4.993790817260742188e+01,4.974943542480468750e+01,4.997807693481445312e+01,3.724350738525390625e+01,3.685752105712890625e+01,3.699785232543945312e+01,3.699079132080078125e+01,3.680232620239257812e+01,3.703096389770507812e+01,2.781859588623046875e+01,2.743261909484863281e+01,2.757294082641601562e+01,2.756588172912597656e+01,2.737741661071777344e+01,2.760605430603027344e+01,4.333588027954101562e+01,4.294990158081054688e+01,4.309022521972656250e+01,4.308316421508789062e+01,4.289471054077148438e+01,4.312333679199218750e+01,2.380438423156738281e+01,2.341839790344238281e+01,2.355871963500976562e+01,2.355166435241699219e+01,2.336320686340332031e+01,2.359184074401855469e+01
3.342592620849609375e+01,3.308305358886718750e+01,3.319895172119140625e+01,3.319456481933593750e+01,3.302642440795898438e+01,3.323890686035156250e+01,1.819519805908203125e+01,1.785233116149902344e+01,1.796822547912597656e+01,1.796383857727050781e+01,1.779569625854492188e+01,1.800818061828613281e+01,2.105862236022949219e+01,2.071575164794921875e+01,2.083164787292480469e+01,2.082726287841796875e+01,2.065911674499511719e+01,2.087160491943359375e+01,4.275442504882812500e+01,4.241156005859375000e+01,4.252746200561523438e+01,4.252306747436523438e+01,4.235492706298828125e+01,4.256741333007812500e+01,3.000487709045410156e+01,2.966200447082519531e+01,2.977791023254394531e+01,2.977352142333984375e+01,2.960537910461425781e+01,2.981786155700683594e+01,2.976535606384277344e+01,2.942249488830566406e+01,2.953839492797851562e+01,2.953400230407714844e+01,2.936585998535156250e+01,2.957834243774414062e+01,2.955933952331542969e+01,2.893204307556152344e+01,2.895705986022949219e+01,2.875337409973144531e+01,2.867556953430175781e+01,2.921648406982421875e+01,2.111894798278808594e+01,2.077607536315917969e+01,2.089196968078613281e+01,2.088758087158203125e+01,2.071944618225097656e+01,2.093192863464355469e+01
2.718602561950683594e+01,2.686579322814941406e+01,2.696281814575195312e+01,2.696075630187988281e+01,2.680875205993652344e+01,2.701395606994628906e+01,2.873641014099121094e+01,2.841618728637695312e+01,2.851321601867675781e+01,2.851114082336425781e+01,2.835913658142089844e+01,2.856435012817382812e+01,1.952285194396972656e+01,1.920261955261230469e+01,1.929964256286621094e+01,1.929757881164550781e+01,1.914557266235351562e+01,1.935078239440917969e+01,1.597000312805175781e+01,1.564977455139160156e+01,1.574679565429687500e+01,1.574472999572753906e+01,1.559272480010986328e+01,1.579793643951416016e+01,2.953829765319824219e+01,2.921806907653808594e+01,2.931508827209472656e+01,2.931302070617675781e+01,2.916101646423339844e+01,2.936622810363769531e+01,4.009034729003906250e+01,3.977011871337890625e+01,3.986714553833007812e+01,3.986507034301757812e+01,3.971306991577148438e+01,3.991827774047851562e+01,1.271307086944580078e+01,1.239283752441406250e+01,1.248987007141113281e+01,1.248779869079589844e+01,1.233579254150390625e+01,1.254100418090820312e+01,2.162433624267578125e+01,2.130410766601562500e+01,2.140114021301269531e+01,2.139906501770019531e+01,2.124705696105957031e+01,2.145226860046386719e+01
