172.49983,144.96587,-404.2781,-13.709427,-19.916208,-72.806,,0,1,2,3,4,5
168.99887,142.1004,-397.1521,-13.938377,-17.943056,-70.695076,,139.9942219,124.3244759,-338.8944246,-11.12236209,-14.49883156,-61.22521653
152.93721,129.1539,-360.76846,-12.925259,-14.895402,-63.454735,,,,,,,
147.27057,125.32925,-348.14297,-12.505913,-14.382969,-61.190414,,,,,,,
128.7032,110.94982,-305.07544,-10.925507,-13.291587,-54.18315,,,,,,,
122.39958,106.983315,-290.93088,-10.135323,-13.570418,-52.716843,,,,,,,
125.97393,110.77982,-299.4317,-9.953432,-14.113465,-54.54334,,,,,,,
127.04296,112.227684,-302.68628,-9.7834015,-13.459246,-54.707523,,,,,,,
128.30772,113.098114,-306.42554,-10.379188,-12.896772,-54.4893,,,,,,,
123.44868,108.00523,-295.1849,-10.734196,-12.576607,-52.202026,,,,,,,
129.32047,111.60833,-309.63684,-11.430112,-14.018498,-54.878387,,,,,,,
120.30754,102.139206,-288.08206,-9.848278,-13.427557,-51.250114,,,,,,,
126.73929,106.5248,-303.39044,-9.646215,-13.993303,-53.985477,,,,,,,
124.21771,104.0083,-296.38123,-9.550522,-13.105835,-52.676468,,,,,,,
120.71625,101.246414,-286.5925,-9.790221,-12.459892,-50.861122,,,,,,,
129.98834,109.6088,-305.9868,-10.842043,-13.390639,-54.27648,,,,,,,
149.32283,126.75296,-349.31863,-12.251282,-15.760362,-62.09359,,,,,,,
146.86087,125.77016,-343.77557,-11.675529,-15.798956,-61.167618,,,,,,,
150.37376,129.56523,-354.1266,-11.877283,-16.083153,-62.78392,,,,,,,
150.13681,129.69801,-357.14743,-12.20422,-15.872644,-63.214195,,,,,,,
148.10274,127.974686,-356.57828,-12.505426,-15.8696785,-63.26116,,,,,,,
146.92043,127.0027,-358.00595,-12.718967,-16.190626,-63.750053,,,,,,,
145.3427,126.38691,-357.64883,-12.511308,-16.203176,-63.771698,,,,,,,
144.59073,126.86687,-358.40112,-12.289748,-16.103792,-63.91748,,,,,,,
144.18088,127.92613,-358.05365,-12.095399,-15.950156,-63.473392,,,,,,,
142.647,127.53799,-353.1515,-12.013984,-15.879145,-62.4202,,,,,,,
144.37349,129.03535,-354.57007,-12.58006,-15.798606,-62.94276,,,,,,,
144.30922,128.23186,-351.11636,-12.5711775,-15.390159,-62.681934,,,,,,,
146.82516,128.68129,-353.61328,-12.322711,-15.716433,-63.393787,,,,,,,
149.00035,128.5834,-356.3867,-12.137833,-16.50182,-64.086494,,,,,,,
153.44267,130.13992,-364.73438,-12.506222,-17.045546,-65.27139,,,,,,,
152.93224,128.09888,-361.58295,-12.629953,-16.284554,-64.09666,,,,,,,
152.34482,126.90326,-358.85345,-12.694573,-15.547075,-62.95792,,,,,,,
148.62758,124.569214,-350.28076,-12.156252,-15.270425,-61.360504,,,,,,,
146.56819,124.15542,-345.40167,-11.592511,-15.688918,-61.072807,,,,,,,
150.36058,129.13962,-354.43326,-12.021825,-16.69578,-63.6846,,,,,,,
153.11005,132.53378,-362.40012,-12.563096,-16.74836,-65.71347,,,,,,,
150.91612,130.79353,-357.61786,-12.513433,-15.482555,-64.533646,,,,,,,
149.08885,128.32018,-352.9486,-12.40375,-14.996243,-62.854107,,,,,,,
145.74379,124.464165,-344.73083,-12.225239,-15.3164215,-60.97853,,,,,,,
147.57986,125.26449,-349.399,-12.2919445,-16.471848,-62.01341,,,,,,,
148.32692,125.041534,-352.24097,-11.977808,-16.384428,-62.46919,,,,,,,
146.77829,123.820915,-349.6028,-11.763077,-15.392075,-62.025078,,,,,,,
144.15147,122.615944,-345.23743,-11.845834,-14.893157,-62.029568,,,,,,,
143.04234,123.05347,-344.0952,-12.163245,-15.125822,-62.37748,,,,,,,
136.98787,118.651215,-330.74408,-11.638791,-14.936353,-59.693516,,,,,,,
141.8393,122.35305,-341.0539,-11.551772,-15.338739,-60.551014,,,,,,,
148.14911,127.93999,-355.18484,-11.911905,-15.9904585,-62.38033,,,,,,,
149.7613,129.74489,-358.19012,-12.340538,-16.376928,-63.055187,,,,,,,
152.66165,131.88496,-363.13312,-12.913008,-16.509789,-64.41541,,,,,,,
150.80556,129.37273,-356.59296,-12.676169,-15.793586,-63.87406,,,,,,,
142.79665,121.9427,-337.74124,-11.83002,-15.020223,-61.05493,,,,,,,
134.39809,114.607544,-318.7524,-10.936056,-13.942522,-57.896683,,,,,,,
142.80594,122.12182,-339.48676,-11.440847,-14.78732,-61.802162,,,,,,,
151.44138,130.19435,-361.8231,-12.378702,-15.802249,-65.27306,,,,,,,
145.62654,126.19268,-349.37463,-12.267507,-15.666416,-62.309113,,,,,,,
147.20027,128.07355,-353.22705,-12.560029,-15.994986,-62.93139,,,,,,,
146.68105,127.72882,-351.75214,-12.389431,-15.552817,-63.102173,,,,,,,
143.79938,124.94947,-344.40714,-11.826691,-14.840895,-62.527718,,,,,,,
143.62582,124.36368,-343.9605,-11.667334,-14.844378,-62.83207,,,,,,,
145.4995,125.60894,-348.3939,-11.997514,-15.5253,-63.427174,,,,,,,
147.70135,127.21342,-353.27386,-12.411909,-16.074635,-63.716957,,,,,,,
150.64221,129.81425,-359.77264,-12.663826,-16.155428,-64.40037,,,,,,,
148.99596,128.2805,-355.42194,-12.371549,-15.306439,-63.12379,,,,,,,
144.96344,124.52695,-344.68814,-11.823946,-14.667004,-61.550804,,,,,,,
142.49748,122.83612,-338.12286,-11.823095,-14.984136,-61.36896,,,,,,,
143.30856,124.47435,-340.70877,-12.02539,-15.844585,-62.89556,,,,,,,
133.66673,116.96885,-319.24194,-11.015007,-14.571417,-59.107117,,,,,,,
132.974,116.27874,-318.18182,-10.78955,-13.743095,-58.264355,,,,,,,
135.3248,118.37326,-324.21942,-11.090666,-13.9136305,-58.703537,,,,,,,
141.58702,124.15304,-339.50632,-12.00753,-14.987145,-61.12412,,,,,,,
145.46297,127.36843,-349.18945,-12.420917,-15.858351,-62.717667,,,,,,,
144.36967,125.66897,-346.45593,-11.76301,-15.53614,-62.03297,,,,,,,
145.72305,125.73859,-349.68515,-11.441956,-15.212462,-62.602345,,,,,,,
145.17583,124.63661,-347.92535,-12.020631,-14.8490925,-62.87382,,,,,,,
147.05054,125.869385,-350.62756,-12.817378,-15.320971,-63.698322,,,,,,,
147.60101,126.81992,-350.89752,-12.768092,-16.047056,-63.76145,,,,,,,
145.38934,125.413025,-345.1373,-11.910528,-15.744045,-62.31841,,,,,,,
143.38533,124.631905,-340.83237,-11.2717905,-15.086004,-61.73797,,,,,,,
144.93642,126.796326,-345.71414,-11.566449,-15.038963,-63.051086,,,,,,,
143.00911,125.511665,-342.1331,-11.831604,-15.002887,-62.14463,,,,,,,
141.0568,123.56165,-338.6533,-12.178207,-15.146873,-60.978863,,,,,,,
143.69145,125.54222,-347.62912,-12.641668,-15.728573,-62.376995,,,,,,,
144.2309,126.32807,-352.58755,-12.435691,-15.763999,-63.471146,,,,,,,
142.9178,125.31062,-351.56128,-11.714994,-15.161467,-63.276657,,,,,,,
141.53633,124.64699,-348.77655,-11.461306,-14.709669,-62.669956,,,,,,,
140.02272,124.04652,-344.72473,-12.177489,-14.991865,-62.214466,,,,,,,
139.14977,123.98107,-341.36755,-12.632575,-15.461676,-61.75705,,,,,,,
138.6648,123.11693,-337.72775,-12.125552,-15.320935,-61.02823,,,,,,,
138.53416,122.502525,-335.10773,-11.368813,-14.964696,-60.69944,,,,,,,
138.6128,122.148605,-334.47562,-11.319468,-14.796063,-60.798836,,,,,,,
137.422,119.7225,-329.09305,-11.45877,-14.523661,-59.549564,,,,,,,
130.46451,112.28335,-310.0074,-11.061468,-13.743563,-55.66951,,,,,,,
130.51608,111.82665,-308.883,-10.942939,-13.9469385,-55.75888,,,,,,,
134.20525,114.5986,-316.34872,-10.671356,-14.146665,-57.573303,,,,,,,
135.04568,115.25197,-318.79266,-10.467964,-13.79636,-57.711914,,,,,,,
135.54884,116.0691,-321.9842,-10.875623,-13.965161,-57.780483,,,,,,,
134.01085,115.86288,-320.71265,-11.725691,-14.401236,-57.74938,,,,,,,
132.47139,115.83005,-318.2544,-12.219045,-15.133369,-57.94696,,,,,,,
128.53146,113.664,-308.52823,-11.447211,-14.730125,-56.79694,,,,,,,
132.04367,117.11987,-316.25864,-10.570625,-14.093807,-58.39991,,,,,,,
125.432816,111.10925,-299.4886,-9.217058,-12.242627,-54.769016,,,,,,,
127.07824,113.00345,-304.03757,-8.606889,-11.271579,-55.12168,,,,,,,
131.26163,117.1976,-313.9252,-9.081343,-11.5737915,-56.867985,,,,,,,
129.69595,116.26838,-310.6853,-9.641465,-12.578216,-56.46954,,,,,,,
124.65651,111.56922,-298.3443,-9.522015,-13.094811,-54.807125,,,,,,,
125.067764,111.4133,-299.72522,-9.272559,-13.025741,-55.430786,,,,,,,
118.09979,104.69509,-283.2118,-8.283427,-11.253995,-52.12863,,,,,,,
123.20121,109.35651,-296.10245,-8.749114,-11.073827,-54.230797,,,,,,,
131.02954,116.91475,-315.68726,-9.790173,-12.012088,-57.348938,,,,,,,
132.10721,118.303505,-319.6498,-10.007884,-13.358942,-57.470943,,,,,,,
133.5778,120.25081,-324.53857,-10.042105,-14.149006,-58.32542,,,,,,,
137.2673,124.72657,-335.22153,-10.261417,-14.086099,-60.55712,,,,,,,
138.36795,125.87345,-337.8491,-10.170097,-13.0671625,-61.58709,,,,,,,
136.43939,123.600815,-332.4013,-10.11143,-12.600777,-61.07177,,,,,,,
135.08849,122.23275,-327.55273,-10.302313,-12.931967,-61.00965,,,,,,,
137.8319,125.28643,-333.4021,-10.824207,-14.160157,-62.813538,,,,,,,
140.1481,127.669075,-339.11612,-10.77018,-14.735663,-63.51209,,,,,,,
140.97433,127.61557,-339.2149,-10.0801525,-13.851586,-62.397243,,,,,,,
138.90448,124.842415,-333.5247,-9.734787,-12.843557,-59.933323,,,,,,,
137.99362,123.83709,-331.34775,-10.057511,-13.221377,-58.826466,,,,,,,
140.05252,126.01572,-336.55325,-10.720072,-14.353411,-59.915848,,,,,,,
139.05116,125.066765,-334.24698,-10.593237,-14.21132,-60.584827,,,,,,,
134.65233,120.91199,-324.11383,-9.849255,-13.03243,-59.935303,,,,,,,
133.14832,120.185905,-321.75302,-9.718256,-12.734191,-60.53392,,,,,,,
133.37239,121.80413,-324.20157,-10.158706,-13.283146,-61.289757,,,,,,,
134.55666,124.20253,-329.7925,-10.585418,-13.882267,-61.609177,,,,,,,
131.0357,121.65999,-322.60178,-10.026848,-13.269082,-58.871967,,,,,,,
131.38113,121.93925,-324.20013,-9.740213,-12.699575,-57.895416,,,,,,,
129.09143,119.56569,-319.7611,-9.544433,-12.62063,-56.616146,,,,,,,
130.6796,120.68505,-324.89084,-10.171552,-13.557433,-57.64434,,,,,,,
134.82771,123.66413,-335.603,-10.688049,-14.25665,-60.257496,,,,,,,
130.64018,119.82822,-325.9467,-10.101334,-13.411294,-59.80949,,,,,,,
137.26118,125.96069,-341.92664,-10.351282,-13.386157,-63.673088,,,,,,,
142.61716,130.97443,-353.62186,-10.687384,-13.67173,-65.90355,,,,,,,
140.22821,129.31348,-346.8464,-10.832855,-14.063106,-63.759735,,,,,,,
143.16005,132.26556,-353.16718,-11.311149,-14.742906,-63.84945,,,,,,,
141.84398,130.94106,-349.4108,-10.966439,-14.526794,-62.633377,,,,,,,
141.57024,129.28914,-346.71753,-10.215706,-14.095542,-62.11922,,,,,,,
143.71062,130.06952,-351.143,-10.416475,-14.142776,-63.654346,,,,,,,
145.27089,130.80057,-354.70068,-11.159889,-14.355737,-65.445595,,,,,,,
142.45302,127.29664,-346.4782,-11.073679,-13.912861,-64.12203,,,,,,,
141.70256,126.67099,-344.1953,-10.763637,-13.861596,-63.185844,,,,,,,
145.84032,131.36362,-354.84418,-10.770811,-14.425377,-64.43487,,,,,,,
146.48206,132.29626,-356.65353,-10.64934,-14.545529,-63.875675,,,,,,,
143.23154,129.0072,-347.5252,-10.762433,-13.989206,-62.413452,,,,,,,
140.86426,127.2527,-341.00528,-11.078921,-13.947979,-61.976322,,,,,,,
143.0327,130.35464,-346.26447,-11.297539,-14.518167,-64.08708,,,,,,,
146.30011,133.38445,-353.02457,-10.858381,-14.418215,-65.66968,,,,,,,
146.6431,133.32193,-352.5245,-10.148485,-13.806869,-65.0534,,,,,,,
142.80505,128.97377,-343.56836,-9.880793,-13.4487915,-62.504578,,,,,,,
141.3094,126.80792,-341.50513,-10.640202,-14.206312,-61.90501,,,,,,,
144.15596,129.01385,-350.67184,-11.55157,-15.202136,-63.071133,,,,,,,
144.59135,129.74086,-353.09354,-11.342478,-14.961899,-63.22877,,,,,,,
145.54073,131.75143,-357.29565,-10.794503,-14.470353,-64.46314,,,,,,,
141.65056,129.85205,-349.4268,-10.262151,-13.904074,-63.51079,,,,,,,
142.51605,131.83492,-352.30884,-10.535642,-14.23472,-64.23541,,,,,,,
142.62654,132.36215,-353.33707,-11.214332,-15.016115,-64.12677,,,,,,,
141.73573,131.62254,-352.51517,-11.571237,-15.175784,-63.664806,,,,,,,
140.19894,130.00401,-350.72363,-11.121074,-14.501698,-63.192493,,,,,,,
139.89969,129.90083,-351.1341,-10.566877,-14.083458,-63.97055,,,,,,,
141.73761,132.00887,-355.43152,-10.536838,-14.232288,-65.38307,,,,,,,
142.58563,132.78616,-356.8394,-11.033153,-14.590825,-65.38238,,,,,,,
136.93962,126.60052,-340.69083,-10.973388,-14.241836,-61.412457,,,,,,,
140.93425,130.30324,-349.6762,-11.409554,-14.926631,-62.807083,,,,,,,
141.3613,131.29814,-349.90906,-11.052073,-14.9242115,-63.363003,,,,,,,
143.67418,133.49657,-355.84357,-10.689745,-14.652945,-64.974144,,,,,,,
143.48962,132.66037,-355.07935,-10.247847,-13.809459,-64.499016,,,,,,,
140.54712,129.16011,-347.28568,-10.501458,-13.730205,-61.971066,,,,,,,
141.80164,129.60873,-350.25937,-11.3765,-14.69804,-62.009815,,,,,,,
139.9368,128.2421,-346.61633,-11.502341,-15.274827,-61.50732,,,,,,,
143.64104,133.16473,-358.29025,-11.284814,-15.456848,-64.47176,,,,,,,
142.92908,133.08824,-357.71228,-10.3759165,-14.193237,-64.9379,,,,,,,
138.22993,128.90475,-346.969,-10.13167,-13.120775,-62.896084,,,,,,,
137.9306,129.19307,-346.62717,-10.94158,-13.625334,-63.22082,,,,,,,
139.53648,131.28514,-349.91306,-11.602822,-15.249957,-64.25059,,,,,,,
139.59181,131.27501,-348.94943,-11.105418,-15.595787,-63.64678,,,,,,,
137.6034,128.54472,-342.29126,-10.146637,-14.447791,-61.876423,,,,,,,
144.08015,133.64664,-357.21136,-10.706568,-14.080184,-64.18798,,,,,,,
144.61986,132.16776,-354.99533,-10.777962,-13.343983,-63.801125,,,,,,,
142.27873,128.10129,-345.8996,-10.886904,-13.562361,-62.491802,,,,,,,
141.1963,126.61422,-341.8518,-11.057238,-14.976956,-62.838383,,,,,,,
145.78333,131.20671,-352.46924,-11.270763,-16.126047,-65.51489,,,,,,,
145.25702,131.35889,-351.97525,-10.713339,-15.399702,-65.04292,,,,,,,
141.06433,128.66501,-344.2554,-9.951174,-13.360886,-62.490086,,,,,,,
138.17863,126.592995,-339.11957,-10.232377,-12.572137,-60.517986,,,,,,,
136.65744,126.64429,-339.4389,-11.051975,-13.092134,-60.43259,,,,,,,
134.77336,125.49926,-337.5295,-10.972382,-14.404481,-60.569057,,,,,,,
131.05699,122.281006,-329.96863,-10.004353,-14.776879,-60.053257,,,,,,,
132.36255,123.838326,-333.4308,-9.782724,-14.42236,-61.44916,,,,,,,
133.97983,125.91769,-337.23163,-10.248796,-13.566116,-62.141674,,,,,,,
134.38937,125.77658,-336.58963,-10.678723,-12.771628,-61.2498,,,,,,,
131.04518,121.31082,-325.55612,-10.37487,-12.720556,-58.13134,,,,,,,
131.80707,121.31748,-325.08234,-10.247317,-13.867926,-57.579052,,,,,,,
133.61833,123.51293,-329.14886,-10.210883,-14.9334545,-58.41317,,,,,,,
133.55283,123.01518,-327.5489,-9.797609,-14.513297,-58.904274,,,,,,,
131.50706,120.002396,-320.50507,-9.197958,-12.811709,-58.201385,,,,,,,
127.65697,115.35658,-309.92896,-9.313579,-11.63961,-56.57397,,,,,,,
126.24952,113.54142,-305.3904,-9.702789,-11.817677,-56.593838,,,,,,,
127.90989,115.00865,-308.42633,-10.27292,-12.878432,-58.041046,,,,,,,
