-91,[-0.02177967],39
-91,[-0.09782525],39
-91,[-0.06095242],39
-92,[-0.07030243],39
-92,[-0.07367073],39
-94,[-0.07634985],40
-89,[-0.07922607],39
-90,[-0.11914271],39
-76,[0.08334937],39
-77,[0.02775355],39
-77,[0.07717924],39
-66,[0.13411312],40
-48,[0.37316624],40
-49,[0.37364144],40
-41,[0.43625406],21
-42,[0.36801072],21
-29,[0.58336454],39
-21,[0.66705206],40
-21,[0.58385583],40
-12,[0.69583646],21
-12,[0.76540512],21
-2,[0.81388486],39
5,[0.89249757],40
5,[0.9388636],40
4,[0.89545184],40
23,[0.83203654],40
30,[0.77605161],21
30,[0.79097635],21
30,[0.7937358],21
34,[0.76632042],39
34,[0.76123057],39
45,[0.62382314],39
44,[0.65510712],39
40,[0.64914697],40
38,[0.71286964],40
38,[0.67568903],40
41,[0.66691617],21
40,[0.69899506],21
36,[0.68678778],39
20,[0.93345571],40
30,[0.76470253],39
29,[0.85105358],39
21,[0.88116394],40
21,[0.87405186],40
11,[0.84042042],40
10,[0.89578818],40
14,[0.90344972],21
7,[0.87532439],21
7,[0.85951829],21
7,[0.78875606],21
15,[0.88365361],40
15,[0.95096115],40
15,[0.86556761],39
16,[0.91673491],40
16,[0.95629968],40
19,[0.93651313],21
18,[0.90383621],39
18,[0.9551729],39
20,[0.93458215],40
20,[0.97714227],40
20,[0.98879987],21
20,[0.89060618],21
16,[0.96576302],39
24,[0.85426652],40
24,[0.86259267],40
14,[0.92083002],21
14,[0.85571714],21
25,[0.89495507],39
20,[0.89467584],40
20,[0.9624473],40
22,[0.88543451],40
22,[0.88304059],40
23,[0.9338111],21
23,[0.89341198],21
23,[0.89784442],39
24,[0.91118854],39
23,[0.85675198],40
23,[0.87750187],40
23,[0.92299659],40
16,[0.91707938],39
17,[0.90808499],39
30,[0.7596479],40
30,[0.77768833],40
33,[0.76312862],40
28,[0.8572489],21
28,[0.80163015],21
37,[0.74377799],39
37,[0.67525508],39
27,[0.7826538],40
29,[0.80816841],39
29,[0.8222069],39
25,[0.86238605],39
25,[0.82813937],39
25,[0.83118515],39
15,[0.89111028],40
16,[0.93961677],40
16,[0.95232757],40
19,[0.87010684],39
19,[0.88303076],39
19,[0.86927334],39
19,[0.83873782],39
22,[0.83912182],39
22,[0.78928588],39
30,[0.6932217],40
31,[0.66586322],40
27,[0.74750471],40
28,[0.69195458],40
28,[0.74562271],39
29,[0.68297791],39
30,[0.7265476],39
31,[0.65866414],39
27,[0.72991818],40
28,[0.72985954],40
22,[0.80238549],40
23,[0.75211255],40
21,[0.73846266],40
22,[0.70528466],40
22,[0.69931297],40
23,[0.67729743],40
12,[0.80201321],39
8,[0.89610988],40
8,[0.82572234],40
7,[0.91504003],40
0,[0.95929668],39
0,[0.9639263],39
-3,[0.87203603],21
-2,[0.92858838],21
-2,[0.98256587],21
-7,[0.84744084],40
-7,[0.86780411],40
-6,[0.87956117],40
-6,[0.88945434],40
-10,[0.91763244],40
-15,[0.85579768],39
-14,[0.86438592],39
-8,[0.88348712],40
-7,[0.97228229],40
-7,[0.97139652],40
-15,[0.86423173],40
-15,[0.87066252],40
-15,[0.90780786],40
-15,[0.90988273],40
-10,[0.91426865],40
-10,[0.95210086],40
-18,[0.81974161],39
-17,[0.8686832],39
-9,[0.97603791],39
-8,[0.87047488],39
-8,[0.90492032],40
-7,[0.90967987],40
-4,[0.82763697],41
-4,[0.90180936],41
-4,[0.81904229],40
-4,[0.82938665],40
2,[0.80194587],40
3,[0.74583926],40
-4,[0.80964807],40
-3,[0.8025401],40
-4,[0.81898418],40
-4,[0.77815725],40
-4,[0.83097376],40
-12,[0.94227279],40
-12,[0.94740939],40
-12,[0.93029827],40
-7,[0.86189543],40
-7,[0.87401891],40
-11,[0.84307254],39
-11,[0.85564233],39
-12,[0.92370631],40
-12,[0.85775382],40
