5.3293053e-05,3.0487462e-07,1.920352e-06,2.0390975e-05,1.331538e-05,5.3293053e-05,1.334201e-05,4.0007293e-05
1.0817312e-05,6.455773e-06,2.9772817e-05,1.331415e-07,1.5069493e-06,3.394154e-06,5.525515e-07,8.464766e-06
3.689888e-05,1.3935608e-06,4.5152306e-06,2.1490317e-07,4.1027124e-06,6.7375345e-07,4.4721168e-05,2.2910666e-05
7.3300007e-06,5.121878e-06,1.3163144e-07,1.5543679e-09,4.6881001e-07,2.5277227e-06,1.4389355e-05,4.898018e-07
3.2825605e-07,9.160471e-07,1.462506e-05,4.9667683e-06,8.311357e-06,5.949237e-06,3.0873995e-05,2.8335451e-05
2.6690768e-05,1.929598e-06,6.9862504e-06,1.0656678e-05,7.513165e-05,2.5909183e-06,1.6362314e-05,4.0228447e-06
3.378968e-06,5.0914527e-06,4.4622644e-07,1.19824745e-05,3.4776197e-12,3.3937406e-06,2.423748e-06,3.8148718e-07
1.4374893e-05,1.601244e-05,1.705723e-05,9.171997e-09,8.776509e-06,6.2431245e-06,7.438877e-06,2.6898806e-05
4.4715395e-07,2.6256455e-06,3.14444e-05,3.837964e-05,9.574546e-06,6.1474424e-08,6.3209322e-06,4.358405e-06
1.2910541e-05,1.5032609e-06,1.1509593e-09,1.9076657e-05,2.3871968e-05,1.1688554e-05,7.459796e-08,1.4837995e-06
4.0887844e-06,1.314905e-05,1.9149165e-05,7.197883e-06,3.1228147e-08,2.320641e-06,4.7864112e-05,3.938977e-09
8.760882e-06,3.9200963e-06,4.5503322e-05,3.6742683e-06,1.7267563e-05,6.211176e-06,2.6856162e-07,6.0631023e-06
1.1863149e-05,3.8798757e-05,3.0107523e-05,6.813937e-07,4.645727e-06,6.4416014e-07,2.7602282e-05,7.84722e-06
5.76888e-07,1.8419954e-06,1.6222953e-05,2.734442e-05,1.0623639e-06,2.3821726e-06,1.308487e-05,3.094824e-05
1.9021689e-05,2.8870625e-05,6.3977386e-06,3.1202657e-07,2.523282e-08,2.4424959e-05,1.2156737e-05,2.0033385e-05
1.9480487e-05,1.2250532e-06,2.7630977e-05,2.289483e-05,2.9102598e-06,4.46704e-06,2.8022973e-06,1.1660001e-05
1.0333186e-05,2.5056734e-05,2.2320559e-05,1.446893e-05,1.9108886e-06,6.3439016e-05,2.1173194e-06,2.340549e-05
9.37316e-08,2.283369e-07,6.5277013e-06,3.2541072e-06,1.0846056e-07,1.2672421e-05,3.5342788e-11,1.4594293e-05
1.0308936e-06,1.5435419e-06,7.727883e-06,3.096087e-05,9.003232e-06,5.413327e-05,4.3177362e-05,3.122653e-05
2.045411e-05,3.6164734e-06,7.562257e-06,2.3831057e-05,4.850066e-05,1.0005065e-05,1.709772e-07,6.2224567e-06
6.582214e-06,4.2269883e-05,3.2974436e-05,2.6477353e-06,1.8364916e-06,6.9512566e-06,1.0481793e-05,8.744838e-06
5.7308603e-06,3.158554e-06,6.2177074e-05,6.8327586e-06,2.457365e-07,1.5224191e-05,1.0828006e-06,7.0734673e-06
1.5306381e-05,7.171539e-06,1.5546119e-06,1.8167475e-07,8.415917e-06,1.085179e-06,6.291959e-07,1.0364258e-06
2.2547168e-07,7.1420473e-06,1.4348097e-07,2.780192e-05,6.599403e-07,4.8709094e-06,5.5149535e-06,5.3586e-06
4.5449866e-05,2.5368237e-05,2.4329525e-05,2.237129e-05,1.5525783e-06,3.582852e-07,5.022472e-06,8.447542e-06
5.289124e-06,3.171416e-06,1.2292579e-06,1.906966e-06,2.2417513e-08,3.5072637e-05,1.106672e-09,8.238042e-06
3.9523316e-06,2.4563963e-06,6.291959e-07,3.6850714e-05,9.237257e-07,2.3688517e-07,5.533011e-06,1.0276455e-05
1.4171997e-05,2.8617253e-05,1.4001996e-05,1.8833665e-08,1.784406e-05,2.61125e-05,1.1542348e-07,6.290297e-06
2.6117139e-06,2.0892477e-08,2.2139211e-05,6.017919e-07,2.3012366e-05,3.0217636e-06,9.314329e-07,5.690277e-06
1.8953164e-06,9.094975e-06,8.068327e-06,9.450092e-06,5.433792e-06,1.4255132e-05,1.5126076e-05,2.2933436e-06
3.0767213e-05,1.0917954e-05,4.3269365e-06,1.30670405e-05,1.3624224e-07,1.30670405e-05,1.1701325e-05,2.860702e-06
1.1446296e-05,3.8837024e-07,2.0163729e-05,1.070115e-06,1.4515575e-05,2.1351116e-05,1.8579165e-05,1.4996013e-05
5.772649e-08,7.039021e-06,3.9811143e-06,8.360466e-06,6.744978e-06,8.619663e-06,7.352254e-05,9.931437e-06
5.9403214e-06,4.530127e-06,1.3668171e-06,1.5711727e-06,3.8082617e-05,4.027773e-06,5.1170696e-06,1.4693771e-06
3.616975e-06,4.2923793e-06,5.740548e-06,4.418898e-06,1.7763482e-07,4.723367e-05,5.2694708e-05,3.1447505e-07
1.1347903e-07,9.061743e-07,1.488553e-06,2.519408e-07,7.270852e-08,1.8917956e-06,7.640327e-06,7.1855924e-05
2.474546e-07,3.70474e-05,7.538025e-07,1.3009472e-09,7.888538e-08,2.2817263e-05,6.265215e-09,7.869873e-05
3.4174076e-07,7.208331e-05,6.3312195e-06,1.4669466e-07,7.371596e-05,2.8106669e-08,6.644831e-06,4.3560263e-05
6.5127654e-07,2.4174624e-05,7.2582175e-06,3.0529952e-07,7.3690353e-07,2.97349e-07,5.6820107e-05,2.1034814e-06
5.0552393e-07,1.5465275e-06,1.8668985e-06,4.588449e-06,6.097587e-07,7.966841e-07,1.0746153e-06,1.045406e-05
5.2902515e-06,2.1125704e-06,2.3333373e-06,1.0990324e-05,7.965585e-07,2.6398991e-08,8.8484205e-07,1.5178902e-06
7.684771e-05,2.8435423e-05,1.541909e-05,8.145613e-07,2.9120418e-05,1.6269873e-05,1.0559487e-06,2.0928757e-05
1.689343e-05,6.279273e-05,1.8348253e-05,1.350489e-05,1.350489e-05,1.749461e-05,1.6082515e-05,3.3843102e-05
4.4528656e-07,1.9796103e-07,1.4825871e-05,1.5946689e-05,2.3459831e-06,1.3418461e-06,1.4117659e-05,2.214742e-06
2.4638769e-06,3.3481287e-05,7.20081e-06,2.1569545e-05,4.4922731e-07,1.0294126e-05,3.6148342e-07,3.4017998e-07
8.723732e-09,1.9104245e-05,9.266742e-06,7.581058e-05,5.46379e-06,1.8221024e-05,1.2497271e-05,8.219605e-06
4.1151398e-07,1.9028167e-08,3.1516907e-07,4.0979412e-05,4.0979412e-05,5.839483e-06,2.9365387e-05,3.6026e-05
5.6480967e-08,2.7693435e-05,3.989161e-05,4.3291534e-06,6.061261e-08,7.988844e-06,2.428839e-05,1.4320069e-05
4.692867e-05,1.1256181e-07,3.2638698e-06,1.9419365e-06,2.3131906e-06,1.6796464e-05,4.738869e-06,4.9917162e-05
7.470631e-09,5.677831e-06,3.0159192e-05,2.4924332e-06,6.4112696e-06,1.4517672e-05,3.3026132e-05,3.094429e-07
4.907382e-06,7.0487995e-06,4.04435e-07,9.306725e-06,3.992069e-06,4.335099e-06,1.810286e-07,6.9631883e-06
1.408963e-05,2.7467437e-05,1.8361835e-08,1.7365626e-07,6.1420525e-07,6.9153025e-06,1.4317266e-05,2.8607787e-06
1.4399151e-05,6.3657e-07,1.8341246e-06,1.8917382e-05,4.0925966e-06,1.5973668e-05,2.6715043e-06,2.3404127e-06
2.1676791e-05,2.4105884e-05,3.5189547e-08,5.0070867e-08,1.629711e-05,5.1813782e-05,1.4254222e-05,8.034901e-07
2.9944129e-05,1.5812244e-05,8.34593e-06,1.1698523e-07,1.060258e-05,1.2851652e-05,5.739007e-09,2.0903426e-06
8.5570255e-06,1.6299717e-06,8.645292e-06,1.0714444e-05,1.7074146e-05,3.7889284e-05,7.912037e-07,3.1560485e-06
1.1449003e-05,2.9910278e-05,8.501492e-06,2.0007374e-05,8.833211e-08,1.103239e-05,6.383943e-07,2.1444534e-05
7.71161e-07,3.470772e-05,1.1513876e-05,5.530088e-06,2.4308234e-05,3.7188713e-07,5.3288317e-05,1.3772075e-06
1.0896725e-06,7.133771e-07,8.4358774e-08,1.6652917e-06,6.690786e-07,3.9415095e-06,4.6999598e-05,3.2502483e-06
1.0523158e-06,2.2345125e-07,2.9401397e-06,9.73986e-06,6.4879e-07,3.306734e-07,1.107072e-06,1.8660738e-06
6.25821e-06,7.06207e-06,2.823044e-07,4.739801e-06,5.055999e-05,4.212181e-06,2.0688252e-05,2.3608543e-07
4.6840773e-06,9.058799e-06,2.7791542e-05,4.844249e-05,4.844249e-05,3.744617e-06,1.640605e-07,6.2676468e-06
8.44127e-06,2.3138957e-05,1.0627489e-06,1.5893922e-06,5.788833e-06,3.399694e-05,7.1465306e-06,3.0702037e-07
2.4051474e-06,1.6044309e-05,6.194646e-10,5.362948e-06,1.7813663e-06,2.1821766e-07,6.546158e-06,6.2115573e-06
1.518089e-05,5.191439e-05,1.0183673e-05,1.1944881e-05,2.071972e-05,3.1497433e-07,2.289219e-06,2.794221e-05
