-16,[0.94316156],40
-12,[0.83359076],21
-12,[0.90389209],21
-13,[0.93077917],39
-12,[0.8777482],21
-10,[0.88264857],40
-10,[0.81794973],39
-10,[0.83442682],39
-9,[0.85265575],39
-9,[0.84624337],21
-9,[0.8483631],40
-9,[0.85385613],40
-10,[0.89495192],40
-10,[0.88300237],40
-9,[0.82942644],39
-11,[0.90039288],40
-11,[0.8542193],40
-12,[0.86685261],40
-12,[0.92480949],40
-13,[0.90152632],21
-13,[0.93248764],21
-15,[0.92431473],39
-14,[0.90156297],40
-12,[0.95442555],39
-12,[0.87155411],39
-16,[0.96852832],40
-12,[0.91282459],21
-14,[0.97561942],40
-15,[0.93422541],39
-15,[0.92990454],39
-11,[0.87808886],40
-10,[0.95492382],21
-10,[0.86745053],21
-11,[0.97819936],39
-6,[0.90419924],40
-7,[0.85573246],39
-9,[0.88776599],21
-9,[0.92440973],21
-7,[0.92651664],39
-11,[0.95918579],40
-8,[0.97753288],39
-9,[0.93478931],21
-9,[0.97440644],21
-14,[0.92134788],39
-12,[0.88592572],40
-12,[0.89483941],40
-14,[0.9119678],39
-12,[0.90121516],21
-12,[0.85476664],21
-13,[0.82570814],39
-10,[0.88132375],39
-11,[0.84255486],39
-10,[0.89941389],40
-10,[0.88254869],39
-10,[0.86444568],39
-8,[0.89985678],39
-8,[0.9117124],39
-8,[0.82333314],40
-6,[0.89429227],21
-7,[0.82242743],40
-8,[0.873834],40
-7,[0.88441423],39
-8,[0.86337795],39
-12,[0.83946485],39
-10,[0.81371537],21
-11,[0.81301472],39
-11,[0.76314845],39
-15,[0.78424856],40
-14,[0.71696958],21
-17,[0.70461728],40
-17,[0.68418272],39
-16,[0.7526815],40
-19,[0.69878032],40
-17,[0.718045],39
-16,[0.67638759],21
-17,[0.64353996],21
-17,[0.63647778],39
-14,[0.7079301],39
-14,[0.7252625],39
-16,[0.67424431],40
-12,[0.72418492],21
-14,[0.69870284],40
-13,[0.7164218],39
-13,[0.65778494],39
-12,[0.73721294],40
-12,[0.70085485],40
-12,[0.63370089],39
-9,[0.67211355],39
-9,[0.72407949],39
-7,[0.73172442],40
-3,[0.76719019],21
-1,[0.81288583],40
-1,[0.73747138],40
0,[0.78795092],39
1,[0.78402013],40
1,[0.82487586],40
0,[0.7727367],21
1,[0.83211186],40
-1,[0.73793167],39
3,[0.81358909],40
2,[0.77293101],39
0,[0.74349952],21
3,[0.78065604],40
4,[0.84150237],39
4,[0.76062947],40
6,[0.8389652],39
6,[0.86386334],21
5,[0.81520774],40
9,[0.80923958],39
8,[0.79459217],40
11,[0.83832091],39
11,[0.8416003],39
11,[0.84923255],40
14,[0.85936006],21
14,[0.86476185],40
12,[0.86101517],39
12,[0.89229723],39
16,[0.94070516],40
13,[0.91876144],21
15,[0.86166479],40
15,[0.88539886],39
15,[0.85841597],40
13,[0.90416081],39
13,[0.86669699],39
16,[0.88209318],40
16,[0.90187523],39
15,[0.90873273],40
18,[0.89141726],39
18,[0.89692315],21
15,[0.90395362],40
18,[0.90561229],39
16,[0.94520316],40
14,[0.85418578],39
14,[0.85428431],21
13,[0.84552921],40
14,[0.95423666],39
12,[0.86243661],40
12,[0.88923545],40
12,[0.93192353],21
14,[0.93831426],40
15,[0.94053971],40
15,[0.93700921],40
17,[0.91653725],40
17,[0.99841159],40
18,[0.9460189],40
17,[0.94761199],21
18,[0.96451693],40
17,[0.91190169],39
18,[0.91534314],39
19,[0.93620764],39
19,[0.88263946],39
16,[0.93542982],40
18,[0.86407383],39
17,[0.87276896],40
19,[0.88536393],39
17,[0.92028947],40
18,[0.92810306],40
16,[0.91262905],40
19,[0.8277764],40
17,[0.90898731],39
17,[0.83341939],39
19,[0.8196521],40
19,[0.84164008],40
19,[0.88951296],40
18,[0.83444058],39
19,[0.85474644],40
20,[0.84182974],40
17,[0.87710223],40
19,[0.80370864],40
19,[0.81067549],39
18,[0.79783091],40
17,[0.780415],40
17,[0.82144833],40
16,[0.82816612],40
18,[0.81127494],39
16,[0.79975728],40
14,[0.85908956],40
14,[0.80849314],40
15,[0.79279623],40
12,[0.86273347],40
14,[0.79517188],40
13,[0.77655556],40
13,[0.84443128],40
13,[0.76994316],40
12,[0.8396156],40
12,[0.81505175],40
13,[0.75131217],40
10,[0.86411286],40
12,[0.83117203],40
13,[0.81092276],39
10,[0.76254792],40
10,[0.76448224],40
13,[0.78949487],40
10,[0.79651137],40
9,[0.80426461],40
9,[0.81267089],40
8,[0.78170274],40
7,[0.81846375],40
7,[0.83090767],40
6,[0.84594057],40
7,[0.76840607],40
6,[0.84063949],40
5,[0.75763376],40
6,[0.78867332],40
7,[0.79339864],40
6,[0.72414932],40
7,[0.78207112],40
7,[0.74523357],40
7,[0.79991528],40
9,[0.71503217],40
6,[0.77542743],40
6,[0.747059],40
7,[0.75236291],40
4,[0.8071362],40
3,[0.76194862],40
3,[0.77353482],40
3,[0.77344327],40
0,[0.76336781],40
-1,[0.77761903],40
-3,[0.8402665],40
-3,[0.8225096],40
-3,[0.76383808],40
-5,[0.79080558],40
-5,[0.86352666],40
-3,[0.8322953],40
-4,[0.85425305],40
-5,[0.80232257],40
-4,[0.81745099],40
-3,[0.76742403],40
-3,[0.80235751],40
-3,[0.8066841],40
-2,[0.76808705],40
-1,[0.74069091],40
0,[0.76966763],40
1,[0.73962205],40
1,[0.75722634],40
1,[0.76952806],40
2,[0.75139845],40
2,[0.69479241],40
2,[0.76512135],40
2,[0.69081229],40
2,[0.70761301],40
2,[0.68091136],40
2,[0.72351558],40
1,[0.68272124],40
1,[0.68664546],40
2,[0.7410011],40
1,[0.73292948],40
1,[0.76114947],40
1,[0.73339073],40
2,[0.68418695],40
1,[0.6928741],40
3,[0.74218394],40
3,[0.67373762],40
3,[0.71923518],40
4,[0.73876205],40
6,[0.65493116],40
4,[0.7060884],40
4,[0.73226298],40
7,[0.6275626],40
4,[0.71046855],40
5,[0.69087255],40
7,[0.63735376],40
4,[0.76464083],40
2,[0.74832282],40
5,[0.69518275],40
3,[0.70387534],40
1,[0.71206652],40
2,[0.78189849],40
2,[0.73984955],40
-3,[0.80169233],40
-3,[0.78028374],40
-2,[0.80192165],40
-6,[0.84886012],40
-7,[0.85080295],40
-6,[0.85454286],40
-9,[0.88983716],40
-11,[0.9759855],40
-11,[0.91526648],40
-12,[0.94941755],40
-14,[0.95359307],40
-13,[0.96630625],40
-13,[0.93628884],40
-15,[0.88501645],40
-15,[0.89804635],40
-12,[0.93759457],40
-13,[0.91152585],40
-16,[0.85122646],40
-13,[0.89189864],40
-13,[0.93127193],40
-16,[0.81428664],40
-14,[0.85733849],40
-12,[0.85428211],40
-13,[0.91809122],40
-12,[0.90361464],40
-11,[0.83409949],40
-9,[0.9131251],40
-8,[0.94930222],40
-8,[0.89509877],40
-8,[0.92024082],40
-8,[0.87774763],40
-9,[0.91290286],40
-10,[0.87582275],40
-10,[0.85699823],40
-12,[0.87671868],40
-13,[0.84638526],40
-14,[0.77182334],40
-14,[0.76405861],40
-16,[0.75617028],40
-17,[0.798104],40
-14,[0.82020734],40
-14,[0.78128135],40
-17,[0.71601559],40
-14,[0.72497903],40
-14,[0.78145047],40
-16,[0.73512591],40
-11,[0.76468909],40
-12,[0.79001079],40
-11,[0.80438316],40
-11,[0.78931843],40
-13,[0.72730717],40
-12,[0.7852623],40
-11,[0.7503313],40
-10,[0.76295169],40
-10,[0.77246957],40
-12,[0.71330601],40
-11,[0.69596219],40
-10,[0.73527112],40
-12,[0.67965074],40
-13,[0.63768355],40
-13,[0.67712593],40
-15,[0.64057488],40
-15,[0.65923748],40
-13,[0.70509649],40
-16,[0.61572117],40
-16,[0.62527546],40
-13,[0.67484283],40
-15,[0.64105514],40
-14,[0.6828286],40
-13,[0.67912974],40
-12,[0.6676587],40
-12,[0.61351926],40
-10,[0.65184314],40
-8,[0.69831633],40
-9,[0.64734828],40
-6,[0.74208285],40
-4,[0.74371995],40
-3,[0.70410498],40
-1,[0.7643778],40
2,[0.80326535],40
1,[0.77137513],40
4,[0.80194446],40
4,[0.77578187],40
4,[0.76966189],40
10,[0.88683963],40
11,[0.88516807],40
12,[0.91061494],40
17,[0.91204373],40
17,[0.93807119],40
20,[0.91365696],40
23,[0.86066392],40
21,[0.96490504],40
25,[0.93184271],40
28,[0.81256596],40
26,[0.87939475],40
29,[0.82860993],40
32,[0.8534962],40
28,[0.84152849],40
33,[0.79554449],40
35,[0.76983478],40
32,[0.82267979],40
36,[0.80321314],40
37,[0.77007684],40
34,[0.82787625],40
36,[0.76987034],40
37,[0.75349128],40
35,[0.81294321],40
36,[0.81076429],40
34,[0.76186217],40
36,[0.73681877],40
38,[0.71348495],40
33,[0.76652962],40
36,[0.78958878],40
39,[0.71187631],40
39,[0.6722339],40
40,[0.69830196],40
41,[0.65035977],40
39,[0.70282303],40
39,[0.71585494],40
41,[0.64689152],40
40,[0.72839609],40
40,[0.73094174],40
37,[0.7305467],40
38,[0.66946298],40
41,[0.6179023],40
38,[0.68242408],40
37,[0.67441911],40
35,[0.74770132],40
31,[0.71963383],40
35,[0.70604141],40
36,[0.69491862],40
36,[0.68072289],40
36,[0.66892894],40
35,[0.64566751],40
35,[0.64587847],40
33,[0.68095054],40
33,[0.70773492],40
32,[0.69208363],40
26,[0.79686282],40
27,[0.76367219],40
21,[0.80956452],40
22,[0.79561511],40
14,[0.84566076],40
12,[0.89157841],40
10,[0.94084762],40
11,[0.88309641],40
8,[0.91260396],40
9,[0.95535714],40
10,[0.86014182],40
9,[0.85141907],40
10,[0.8741548],40
14,[0.81421429],40
12,[0.89607242],40
13,[0.80751478],40
15,[0.78155051],40
14,[0.77296223],40
11,[0.8260702],40
14,[0.76330419],40
14,[0.82274536],40
10,[0.82529724],40
11,[0.78975415],40
10,[0.85016234],40
8,[0.87307629],40
8,[0.81309782],40
4,[0.89485513],40
5,[0.86703787],40
5,[0.91008361],40
3,[0.90828189],40
3,[0.89371093],40
4,[0.87845779],40
1,[0.86063966],40
0,[0.87611859],40
0,[0.84267256],40
-1,[0.87974037],40
-4,[0.9170827],40
-3,[0.89685844],40
-5,[0.92682469],40
-5,[0.91930193],40
-7,[0.91990038],40
-9,[0.99642707],40
-8,[0.951688],40
-10,[0.92365218],40
-10,[0.92581329],40
-12,[0.94450874],40
-12,[0.92301132],40
-13,[0.97173043],40
-13,[0.90107353],40
-14,[0.91701737],40
-16,[0.96141045],40
-17,[0.94754944],40
-17,[0.94723519],40
-17,[0.88433277],40
-17,[0.96156548],40
-18,[0.9274603],40
-16,[0.89077547],40
-15,[0.94259396],40
-16,[0.93305941],40
-16,[0.98395142],40
-14,[0.94769618],40
-15,[0.87874571],40
-17,[0.99461093],40
-16,[0.91658936],40
-19,[0.96375212],40
-21,[0.91312916],40
-20,[0.91539741],40
-21,[0.96089901],40
-21,[0.86855535],40
-22,[0.88861028],40
-18,[0.91220412],40
-18,[0.88961768],40
-18,[0.92941331],40
-18,[0.90012892],40
-18,[0.97397132],40
-19,[0.97477515],40
-19,[0.99017596],40
-19,[0.90243968],40
-20,[0.94750345],40
-20,[0.95785993],40
-21,[0.95800191],40
-21,[0.93809312],40
-20,[0.88925768],40
-21,[0.92851234],40
-21,[0.91028515],40
-21,[0.93516005],40
-22,[0.9161686],40
-23,[0.9243881],40
-21,[0.94972918],40
-21,[0.88043238],40
-22,[0.93659766],40
-22,[0.93165331],40
-20,[0.92044707],40
-20,[0.92022418],40
-19,[0.90066103],40
-17,[0.88926847],40
-14,[0.90677555],40
-13,[0.87305545],40
-13,[0.9435512],40
-13,[0.93988386],40
-14,[0.95623728],40
-14,[0.9126451],40
-16,[0.98691567],40
-16,[0.98618351],40
-19,[0.90510234],40
-19,[0.88151085],40
-22,[0.9314029],40
-23,[0.88634956],40
-25,[0.85401602],40
-25,[0.88486214],40
-25,[0.84428198],40
-25,[0.84171125],40
-26,[0.82865331],40
-24,[0.81244053],39
-25,[0.81737773],39
-26,[0.79869997],39
-26,[0.83398494],39
-26,[0.78277448],39
-23,[0.77900093],39
-24,[0.77040893],39
-22,[0.8397659],39
-23,[0.84704468],39
-23,[0.80467184],39
-23,[0.85535866],39
-23,[0.75969475],39
-24,[0.7562463],39
-25,[0.72016761],39
-26,[0.76210477],39
-26,[0.73792489],39
-27,[0.67895048],39
-28,[0.74542013],39
-28,[0.66202763],39
-28,[0.66050551],39
-29,[0.70342766],39
-30,[0.70064926],39
-29,[0.68957185],39
-30,[0.66837671],39
-30,[0.69037438],39
-31,[0.64739477],39
-31,[0.6186167],39
-32,[0.55562905],39
-34,[0.59143579],39
-34,[0.58621215],39
